"run"	"Année"	"baseline"	"scen"	"ssp"	"recup"	"Bonifié"	"mgmt.unit"	"Superficie"	"Volume"	"Area cut"	"Vol cut"	"min_area"	"min_vol"
4	2070	"0"	"SSP2-4.5 - reboisement"	"SSP2-4.5"	"20%"	"reboisement"	"6471"	488	10810658	488	10810658	424	8780841
4	2070	"0"	"SSP3-7.0 - reboisement"	"SSP3-7.0"	"20%"	"reboisement"	"6471"	498	10895635	498	10895635	412	8990233
4	2070	"0"	"climat stable - reboisement"	"climat stable"	"20%"	"reboisement"	"6471"	504	11090793	504	11090793	495	9948044
4	2075	"0"	"SSP2-4.5 - reboisement"	"SSP2-4.5"	"20%"	"reboisement"	"6471"	490	10388559	490	10388559	424	8780841
4	2075	"0"	"SSP3-7.0 - reboisement"	"SSP3-7.0"	"20%"	"reboisement"	"6471"	494	10638077	494	10638077	412	8990233
4	2075	"0"	"climat stable - reboisement"	"climat stable"	"20%"	"reboisement"	"6471"	506	10606952	506	10606952	495	9948044
4	2080	"0"	"SSP2-4.5 - reboisement"	"SSP2-4.5"	"20%"	"reboisement"	"6471"	465	10182821	465	10182821	424	8780841
4	2080	"0"	"SSP3-7.0 - reboisement"	"SSP3-7.0"	"20%"	"reboisement"	"6471"	494	10760070	494	10760070	412	8990233
4	2080	"0"	"climat stable - reboisement"	"climat stable"	"20%"	"reboisement"	"6471"	508	10636744	508	10636744	495	9948044
4	2085	"0"	"SSP2-4.5 - reboisement"	"SSP2-4.5"	"20%"	"reboisement"	"6471"	424	8780841	424	8780841	424	8780841
4	2085	"0"	"SSP3-7.0 - reboisement"	"SSP3-7.0"	"20%"	"reboisement"	"6471"	459	9895779	459	9895779	412	8990233
4	2085	"0"	"climat stable - reboisement"	"climat stable"	"20%"	"reboisement"	"6471"	506	10549348	506	10549348	495	9948044
4	2090	"0"	"SSP2-4.5 - reboisement"	"SSP2-4.5"	"20%"	"reboisement"	"6471"	432	9595892	432	9595892	424	8780841
4	2090	"0"	"SSP3-7.0 - reboisement"	"SSP3-7.0"	"20%"	"reboisement"	"6471"	418	9130841	418	9130841	412	8990233
4	2090	"0"	"climat stable - reboisement"	"climat stable"	"20%"	"reboisement"	"6471"	512	10778631	512	10778631	495	9948044
4	2095	"0"	"SSP2-4.5 - reboisement"	"SSP2-4.5"	"20%"	"reboisement"	"6471"	432	9402054	432	9402054	424	8780841
4	2095	"0"	"SSP3-7.0 - reboisement"	"SSP3-7.0"	"20%"	"reboisement"	"6471"	416	9115094	416	9115094	412	8990233
4	2095	"0"	"climat stable - reboisement"	"climat stable"	"20%"	"reboisement"	"6471"	508	10705368	508	10705368	495	9948044
4	2100	"0"	"SSP2-4.5 - reboisement"	"SSP2-4.5"	"20%"	"reboisement"	"6471"	478	9758415	478	9758415	424	8780841
4	2100	"0"	"SSP3-7.0 - reboisement"	"SSP3-7.0"	"20%"	"reboisement"	"6471"	412	8990233	412	8990233	412	8990233
4	2100	"0"	"climat stable - reboisement"	"climat stable"	"20%"	"reboisement"	"6471"	508	10554721	508	10554721	495	9948044
4	2025	"0"	"SSP2-4.5 - recup70%"	"SSP2-4.5"	"70%"	"recup70%"	"6471"	494	10109415	494	10109415	478	9682500
4	2025	"0"	"SSP3-7.0 - recup70%"	"SSP3-7.0"	"70%"	"recup70%"	"6471"	494	10416676	494	10416676	491	9616512
4	2025	"0"	"climat stable - recup70%"	"climat stable"	"70%"	"recup70%"	"6471"	498	10334244	498	10334244	432	9099265
4	2030	"0"	"SSP2-4.5 - recup70%"	"SSP2-4.5"	"70%"	"recup70%"	"6471"	489	10102857	489	10102857	478	9682500
4	2030	"0"	"SSP3-7.0 - recup70%"	"SSP3-7.0"	"70%"	"recup70%"	"6471"	493	10061704	493	10061704	491	9616512
4	2030	"0"	"climat stable - recup70%"	"climat stable"	"70%"	"recup70%"	"6471"	495	10171831	495	10171831	432	9099265
4	2035	"0"	"SSP2-4.5 - recup70%"	"SSP2-4.5"	"70%"	"recup70%"	"6471"	498	10166367	498	10166367	478	9682500
4	2035	"0"	"SSP3-7.0 - recup70%"	"SSP3-7.0"	"70%"	"recup70%"	"6471"	494	9769486	494	9769486	491	9616512
4	2035	"0"	"climat stable - recup70%"	"climat stable"	"70%"	"recup70%"	"6471"	498	9946811	498	9946811	432	9099265
4	2040	"0"	"SSP2-4.5 - recup70%"	"SSP2-4.5"	"70%"	"recup70%"	"6471"	497	10085500	497	10085500	478	9682500
4	2040	"0"	"SSP3-7.0 - recup70%"	"SSP3-7.0"	"70%"	"recup70%"	"6471"	498	10105848	498	10105848	491	9616512
4	2040	"0"	"climat stable - recup70%"	"climat stable"	"70%"	"recup70%"	"6471"	496	10047431	496	10047431	432	9099265
4	2045	"0"	"SSP2-4.5 - recup70%"	"SSP2-4.5"	"70%"	"recup70%"	"6471"	490	10027350	490	10027350	478	9682500
4	2045	"0"	"SSP3-7.0 - recup70%"	"SSP3-7.0"	"70%"	"recup70%"	"6471"	496	10246018	496	10246018	491	9616512
4	2045	"0"	"climat stable - recup70%"	"climat stable"	"70%"	"recup70%"	"6471"	496	10031881	496	10031881	432	9099265
4	2050	"0"	"SSP2-4.5 - recup70%"	"SSP2-4.5"	"70%"	"recup70%"	"6471"	492	10363169	492	10363169	478	9682500
4	2050	"0"	"SSP3-7.0 - recup70%"	"SSP3-7.0"	"70%"	"recup70%"	"6471"	491	10200346	491	10200346	491	9616512
4	2050	"0"	"climat stable - recup70%"	"climat stable"	"70%"	"recup70%"	"6471"	502	10054457	502	10054457	432	9099265
4	2055	"0"	"SSP2-4.5 - recup70%"	"SSP2-4.5"	"70%"	"recup70%"	"6471"	492	9782609	492	9782609	478	9682500
4	2055	"0"	"SSP3-7.0 - recup70%"	"SSP3-7.0"	"70%"	"recup70%"	"6471"	492	9616512	492	9616512	491	9616512
4	2055	"0"	"climat stable - recup70%"	"climat stable"	"70%"	"recup70%"	"6471"	500	10112933	500	10112933	432	9099265
4	2060	"0"	"SSP2-4.5 - recup70%"	"SSP2-4.5"	"70%"	"recup70%"	"6471"	494	10614536	494	10614536	478	9682500
4	2060	"0"	"SSP3-7.0 - recup70%"	"SSP3-7.0"	"70%"	"recup70%"	"6471"	500	10668924	500	10668924	491	9616512
4	2060	"0"	"climat stable - recup70%"	"climat stable"	"70%"	"recup70%"	"6471"	480	10089105	480	10089105	432	9099265
4	2065	"0"	"SSP2-4.5 - recup70%"	"SSP2-4.5"	"70%"	"recup70%"	"6471"	502	10408414	502	10408414	478	9682500
4	2065	"0"	"SSP3-7.0 - recup70%"	"SSP3-7.0"	"70%"	"recup70%"	"6471"	494	10875957	494	10875957	491	9616512
4	2065	"0"	"climat stable - recup70%"	"climat stable"	"70%"	"recup70%"	"6471"	464	10183872	464	10183872	432	9099265
4	2070	"0"	"SSP2-4.5 - recup70%"	"SSP2-4.5"	"70%"	"recup70%"	"6471"	500	10691013	500	10691013	478	9682500
4	2070	"0"	"SSP3-7.0 - recup70%"	"SSP3-7.0"	"70%"	"recup70%"	"6471"	493	10808416	493	10808416	491	9616512
4	2070	"0"	"climat stable - recup70%"	"climat stable"	"70%"	"recup70%"	"6471"	457	10015062	457	10015062	432	9099265
4	2075	"0"	"SSP2-4.5 - recup70%"	"SSP2-4.5"	"70%"	"recup70%"	"6471"	503	10684470	503	10684470	478	9682500
4	2075	"0"	"SSP3-7.0 - recup70%"	"SSP3-7.0"	"70%"	"recup70%"	"6471"	497	10722330	497	10722330	491	9616512
4	2075	"0"	"climat stable - recup70%"	"climat stable"	"70%"	"recup70%"	"6471"	458	9837509	458	9837509	432	9099265
4	2080	"0"	"SSP2-4.5 - recup70%"	"SSP2-4.5"	"70%"	"recup70%"	"6471"	490	10639052	490	10639052	478	9682500
4	2080	"0"	"SSP3-7.0 - recup70%"	"SSP3-7.0"	"70%"	"recup70%"	"6471"	493	10573310	493	10573310	491	9616512
4	2080	"0"	"climat stable - recup70%"	"climat stable"	"70%"	"recup70%"	"6471"	460	10028269	460	10028269	432	9099265
4	2085	"0"	"SSP2-4.5 - recup70%"	"SSP2-4.5"	"70%"	"recup70%"	"6471"	486	10579888	486	10579888	478	9682500
4	2085	"0"	"SSP3-7.0 - recup70%"	"SSP3-7.0"	"70%"	"recup70%"	"6471"	496	10955713	496	10955713	491	9616512
4	2085	"0"	"climat stable - recup70%"	"climat stable"	"70%"	"recup70%"	"6471"	450	9198431	450	9198431	432	9099265
4	2090	"0"	"SSP2-4.5 - recup70%"	"SSP2-4.5"	"70%"	"recup70%"	"6471"	480	9682500	480	9682500	478	9682500
4	2090	"0"	"SSP3-7.0 - recup70%"	"SSP3-7.0"	"70%"	"recup70%"	"6471"	494	11128636	494	11128636	491	9616512
4	2090	"0"	"climat stable - recup70%"	"climat stable"	"70%"	"recup70%"	"6471"	434	9234024	434	9234024	432	9099265
4	2095	"0"	"SSP2-4.5 - recup70%"	"SSP2-4.5"	"70%"	"recup70%"	"6471"	496	10578249	496	10578249	478	9682500
4	2095	"0"	"SSP3-7.0 - recup70%"	"SSP3-7.0"	"70%"	"recup70%"	"6471"	496	10910233	496	10910233	491	9616512
4	2095	"0"	"climat stable - recup70%"	"climat stable"	"70%"	"recup70%"	"6471"	432	9099265	432	9099265	432	9099265
4	2100	"0"	"SSP2-4.5 - recup70%"	"SSP2-4.5"	"70%"	"recup70%"	"6471"	478	9889248	478	9889248	478	9682500
4	2100	"0"	"SSP3-7.0 - recup70%"	"SSP3-7.0"	"70%"	"recup70%"	"6471"	493	10544626	493	10544626	491	9616512
4	2100	"0"	"climat stable - recup70%"	"climat stable"	"70%"	"recup70%"	"6471"	434	9134575	434	9134575	432	9099265
4	2025	"0"	"SSP2-4.5 - reference"	"SSP2-4.5"	"20%"	"reference"	"6471"	496	10209252	496	10209252	428	8859348
4	2025	"0"	"SSP3-7.0 - reference"	"SSP3-7.0"	"20%"	"reference"	"6471"	492	10194409	492	10194409	386	8102114
4	2025	"0"	"climat stable - reference"	"climat stable"	"20%"	"reference"	"6471"	496	10151383	496	10151383	495	9943129
4	2030	"0"	"SSP2-4.5 - reference"	"SSP2-4.5"	"20%"	"reference"	"6471"	495	10331714	495	10331714	428	8859348
4	2030	"0"	"SSP3-7.0 - reference"	"SSP3-7.0"	"20%"	"reference"	"6471"	496	10368870	496	10368870	386	8102114
4	2030	"0"	"climat stable - reference"	"climat stable"	"20%"	"reference"	"6471"	495	10285459	495	10285459	495	9943129
4	2035	"0"	"SSP2-4.5 - reference"	"SSP2-4.5"	"20%"	"reference"	"6471"	490	10245697	490	10245697	428	8859348
4	2035	"0"	"SSP3-7.0 - reference"	"SSP3-7.0"	"20%"	"reference"	"6471"	490	10064110	490	10064110	386	8102114
4	2035	"0"	"climat stable - reference"	"climat stable"	"20%"	"reference"	"6471"	498	10169622	498	10169622	495	9943129
4	2040	"0"	"SSP2-4.5 - reference"	"SSP2-4.5"	"20%"	"reference"	"6471"	488	10009659	488	10009659	428	8859348
4	2040	"0"	"SSP3-7.0 - reference"	"SSP3-7.0"	"20%"	"reference"	"6471"	489	9805883	489	9805883	386	8102114
4	2040	"0"	"climat stable - reference"	"climat stable"	"20%"	"reference"	"6471"	500	10121756	500	10121756	495	9943129
4	2045	"0"	"SSP2-4.5 - reference"	"SSP2-4.5"	"20%"	"reference"	"6471"	487	10073265	487	10073265	428	8859348
4	2045	"0"	"SSP3-7.0 - reference"	"SSP3-7.0"	"20%"	"reference"	"6471"	494	9549962	494	9549962	386	8102114
4	2045	"0"	"climat stable - reference"	"climat stable"	"20%"	"reference"	"6471"	504	9943129	504	9943129	495	9943129
4	2050	"0"	"SSP2-4.5 - reference"	"SSP2-4.5"	"20%"	"reference"	"6471"	480	9569856	480	9569856	428	8859348
4	2050	"0"	"SSP3-7.0 - reference"	"SSP3-7.0"	"20%"	"reference"	"6471"	498	10332634	498	10332634	386	8102114
4	2050	"0"	"climat stable - reference"	"climat stable"	"20%"	"reference"	"6471"	500	10346953	500	10346953	495	9943129
4	2055	"0"	"SSP2-4.5 - reference"	"SSP2-4.5"	"20%"	"reference"	"6471"	481	9647679	481	9647679	428	8859348
4	2055	"0"	"SSP3-7.0 - reference"	"SSP3-7.0"	"20%"	"reference"	"6471"	496	9943018	496	9943018	386	8102114
4	2055	"0"	"climat stable - reference"	"climat stable"	"20%"	"reference"	"6471"	506	10590364	506	10590364	495	9943129
4	2060	"0"	"SSP2-4.5 - reference"	"SSP2-4.5"	"20%"	"reference"	"6471"	464	9826370	464	9826370	428	8859348
4	2060	"0"	"SSP3-7.0 - reference"	"SSP3-7.0"	"20%"	"reference"	"6471"	497	10525124	497	10525124	386	8102114
4	2060	"0"	"climat stable - reference"	"climat stable"	"20%"	"reference"	"6471"	504	10668377	504	10668377	495	9943129
4	2065	"0"	"SSP2-4.5 - reference"	"SSP2-4.5"	"20%"	"reference"	"6471"	466	10030701	466	10030701	428	8859348
4	2065	"0"	"SSP3-7.0 - reference"	"SSP3-7.0"	"20%"	"reference"	"6471"	498	10708292	498	10708292	386	8102114
4	2065	"0"	"climat stable - reference"	"climat stable"	"20%"	"reference"	"6471"	506	10879021	506	10879021	495	9943129
4	2070	"0"	"SSP2-4.5 - reference"	"SSP2-4.5"	"20%"	"reference"	"6471"	446	9675184	446	9675184	428	8859348
4	2070	"0"	"SSP3-7.0 - reference"	"SSP3-7.0"	"20%"	"reference"	"6471"	494	10827360	494	10827360	386	8102114
4	2070	"0"	"climat stable - reference"	"climat stable"	"20%"	"reference"	"6471"	502	10255214	502	10255214	495	9943129
4	2075	"0"	"SSP2-4.5 - reference"	"SSP2-4.5"	"20%"	"reference"	"6471"	454	9755032	454	9755032	428	8859348
4	2075	"0"	"SSP3-7.0 - reference"	"SSP3-7.0"	"20%"	"reference"	"6471"	496	10762626	496	10762626	386	8102114
4	2075	"0"	"climat stable - reference"	"climat stable"	"20%"	"reference"	"6471"	508	10884549	508	10884549	495	9943129
4	2080	"0"	"SSP2-4.5 - reference"	"SSP2-4.5"	"20%"	"reference"	"6471"	450	9698280	450	9698280	428	8859348
4	2080	"0"	"SSP3-7.0 - reference"	"SSP3-7.0"	"20%"	"reference"	"6471"	496	10867564	496	10867564	386	8102114
4	2080	"0"	"climat stable - reference"	"climat stable"	"20%"	"reference"	"6471"	508	10526774	508	10526774	495	9943129
4	2085	"0"	"SSP2-4.5 - reference"	"SSP2-4.5"	"20%"	"reference"	"6471"	438	9242358	438	9242358	428	8859348
4	2085	"0"	"SSP3-7.0 - reference"	"SSP3-7.0"	"20%"	"reference"	"6471"	489	10508766	489	10508766	386	8102114
4	2085	"0"	"climat stable - reference"	"climat stable"	"20%"	"reference"	"6471"	512	10905182	512	10905182	495	9943129
4	2090	"0"	"SSP2-4.5 - reference"	"SSP2-4.5"	"20%"	"reference"	"6471"	428	8859348	428	8859348	428	8859348
4	2090	"0"	"SSP3-7.0 - reference"	"SSP3-7.0"	"20%"	"reference"	"6471"	418	9079499	418	9079499	386	8102114
4	2090	"0"	"climat stable - reference"	"climat stable"	"20%"	"reference"	"6471"	510	10491750	510	10491750	495	9943129
4	2095	"0"	"SSP2-4.5 - reference"	"SSP2-4.5"	"20%"	"reference"	"6471"	436	9454172	436	9454172	428	8859348
4	2095	"0"	"SSP3-7.0 - reference"	"SSP3-7.0"	"20%"	"reference"	"6471"	398	8604176	398	8604176	386	8102114
4	2095	"0"	"climat stable - reference"	"climat stable"	"20%"	"reference"	"6471"	512	10900854	512	10900854	495	9943129
4	2100	"0"	"SSP2-4.5 - reference"	"SSP2-4.5"	"20%"	"reference"	"6471"	428	9057641	428	9057641	428	8859348
4	2100	"0"	"SSP3-7.0 - reference"	"SSP3-7.0"	"20%"	"reference"	"6471"	386	8102114	386	8102114	386	8102114
4	2100	"0"	"climat stable - reference"	"climat stable"	"20%"	"reference"	"6471"	510	10314064	510	10314064	495	9943129
4	2025	"0"	"SSP2-4.5 - reserve"	"SSP2-4.5"	"20%"	"reserve"	"6471"	496	10080798	496	10080798	399	7940551
4	2025	"0"	"SSP3-7.0 - reserve"	"SSP3-7.0"	"20%"	"reserve"	"6471"	492	10099546	492	10099546	393	7730370
4	2025	"0"	"climat stable - reserve"	"climat stable"	"20%"	"reserve"	"6471"	492	10372481	492	10372481	395	8027756
4	2030	"0"	"SSP2-4.5 - reserve"	"SSP2-4.5"	"20%"	"reserve"	"6471"	401	8437243	401	8437243	399	7940551
4	2030	"0"	"SSP3-7.0 - reserve"	"SSP3-7.0"	"20%"	"reserve"	"6471"	396	8066419	396	8066419	393	7730370
4	2030	"0"	"climat stable - reserve"	"climat stable"	"20%"	"reserve"	"6471"	396	8030936	396	8030936	395	8027756
4	2035	"0"	"SSP2-4.5 - reserve"	"SSP2-4.5"	"20%"	"reserve"	"6471"	402	8349731	402	8349731	399	7940551
4	2035	"0"	"SSP3-7.0 - reserve"	"SSP3-7.0"	"20%"	"reserve"	"6471"	395	8112020	395	8112020	393	7730370
4	2035	"0"	"climat stable - reserve"	"climat stable"	"20%"	"reserve"	"6471"	398	8110514	398	8110514	395	8027756
4	2040	"0"	"SSP2-4.5 - reserve"	"SSP2-4.5"	"20%"	"reserve"	"6471"	400	8081580	400	8081580	399	7940551
4	2040	"0"	"SSP3-7.0 - reserve"	"SSP3-7.0"	"20%"	"reserve"	"6471"	394	8352768	394	8352768	393	7730370
4	2040	"0"	"climat stable - reserve"	"climat stable"	"20%"	"reserve"	"6471"	398	8118910	398	8118910	395	8027756
4	2045	"0"	"SSP2-4.5 - reserve"	"SSP2-4.5"	"20%"	"reserve"	"6471"	402	8388412	402	8388412	399	7940551
4	2045	"0"	"SSP3-7.0 - reserve"	"SSP3-7.0"	"20%"	"reserve"	"6471"	394	7730370	394	7730370	393	7730370
4	2045	"0"	"climat stable - reserve"	"climat stable"	"20%"	"reserve"	"6471"	398	8166648	398	8166648	395	8027756
4	2050	"0"	"SSP2-4.5 - reserve"	"SSP2-4.5"	"20%"	"reserve"	"6471"	399	7940551	399	7940551	399	7940551
4	2050	"0"	"SSP3-7.0 - reserve"	"SSP3-7.0"	"20%"	"reserve"	"6471"	395	8249015	395	8249015	393	7730370
4	2050	"0"	"climat stable - reserve"	"climat stable"	"20%"	"reserve"	"6471"	396	8027756	396	8027756	395	8027756
4	2055	"0"	"SSP2-4.5 - reserve"	"SSP2-4.5"	"20%"	"reserve"	"6471"	402	8371818	402	8371818	399	7940551
4	2055	"0"	"SSP3-7.0 - reserve"	"SSP3-7.0"	"20%"	"reserve"	"6471"	393	8052612	393	8052612	393	7730370
4	2055	"0"	"climat stable - reserve"	"climat stable"	"20%"	"reserve"	"6471"	396	8068612	396	8068612	395	8027756
4	2060	"0"	"SSP2-4.5 - reserve"	"SSP2-4.5"	"20%"	"reserve"	"6471"	402	8350235	402	8350235	399	7940551
4	2060	"0"	"SSP3-7.0 - reserve"	"SSP3-7.0"	"20%"	"reserve"	"6471"	396	8369146	396	8369146	393	7730370
4	2060	"0"	"climat stable - reserve"	"climat stable"	"20%"	"reserve"	"6471"	395	8337245	395	8337245	395	8027756
4	2065	"0"	"SSP2-4.5 - reserve"	"SSP2-4.5"	"20%"	"reserve"	"6471"	400	8690374	400	8690374	399	7940551
4	2065	"0"	"SSP3-7.0 - reserve"	"SSP3-7.0"	"20%"	"reserve"	"6471"	396	8538339	396	8538339	393	7730370
4	2065	"0"	"climat stable - reserve"	"climat stable"	"20%"	"reserve"	"6471"	398	8647953	398	8647953	395	8027756
4	2070	"0"	"SSP2-4.5 - reserve"	"SSP2-4.5"	"20%"	"reserve"	"6471"	399	8771869	399	8771869	399	7940551
4	2070	"0"	"SSP3-7.0 - reserve"	"SSP3-7.0"	"20%"	"reserve"	"6471"	393	8477779	393	8477779	393	7730370
4	2070	"0"	"climat stable - reserve"	"climat stable"	"20%"	"reserve"	"6471"	395	8390786	395	8390786	395	8027756
4	2075	"0"	"SSP2-4.5 - reserve"	"SSP2-4.5"	"20%"	"reserve"	"6471"	402	8835950	402	8835950	399	7940551
4	2075	"0"	"SSP3-7.0 - reserve"	"SSP3-7.0"	"20%"	"reserve"	"6471"	394	8434516	394	8434516	393	7730370
4	2075	"0"	"climat stable - reserve"	"climat stable"	"20%"	"reserve"	"6471"	398	8524234	398	8524234	395	8027756
4	2080	"0"	"SSP2-4.5 - reserve"	"SSP2-4.5"	"20%"	"reserve"	"6471"	402	8899404	402	8899404	399	7940551
4	2080	"0"	"SSP3-7.0 - reserve"	"SSP3-7.0"	"20%"	"reserve"	"6471"	395	8407490	395	8407490	393	7730370
4	2080	"0"	"climat stable - reserve"	"climat stable"	"20%"	"reserve"	"6471"	396	8489796	396	8489796	395	8027756
4	2085	"0"	"SSP2-4.5 - reserve"	"SSP2-4.5"	"20%"	"reserve"	"6471"	402	8872565	402	8872565	399	7940551
4	2085	"0"	"SSP3-7.0 - reserve"	"SSP3-7.0"	"20%"	"reserve"	"6471"	394	8554750	394	8554750	393	7730370
4	2085	"0"	"climat stable - reserve"	"climat stable"	"20%"	"reserve"	"6471"	396	8335958	396	8335958	395	8027756
4	2090	"0"	"SSP2-4.5 - reserve"	"SSP2-4.5"	"20%"	"reserve"	"6471"	402	8558301	402	8558301	399	7940551
4	2090	"0"	"SSP3-7.0 - reserve"	"SSP3-7.0"	"20%"	"reserve"	"6471"	396	8698077	396	8698077	393	7730370
4	2090	"0"	"climat stable - reserve"	"climat stable"	"20%"	"reserve"	"6471"	396	8614231	396	8614231	395	8027756
4	2095	"0"	"SSP2-4.5 - reserve"	"SSP2-4.5"	"20%"	"reserve"	"6471"	402	8841145	402	8841145	399	7940551
4	2095	"0"	"SSP3-7.0 - reserve"	"SSP3-7.0"	"20%"	"reserve"	"6471"	394	8583910	394	8583910	393	7730370
4	2095	"0"	"climat stable - reserve"	"climat stable"	"20%"	"reserve"	"6471"	396	8199818	396	8199818	395	8027756
4	2100	"0"	"SSP2-4.5 - reserve"	"SSP2-4.5"	"20%"	"reserve"	"6471"	400	8626274	400	8626274	399	7940551
4	2100	"0"	"SSP3-7.0 - reserve"	"SSP3-7.0"	"20%"	"reserve"	"6471"	394	8761424	394	8761424	393	7730370
4	2100	"0"	"climat stable - reserve"	"climat stable"	"20%"	"reserve"	"6471"	396	8350658	396	8350658	395	8027756
4	2025	"0"	"SSP2-4.5 - reboisement"	"SSP2-4.5"	"20%"	"reboisement"	"7151"	90	2394575	90	2394575	74	1871712
4	2025	"0"	"SSP3-7.0 - reboisement"	"SSP3-7.0"	"20%"	"reboisement"	"7151"	90	2257126	90	2257126	66	1577946
4	2025	"0"	"climat stable - reboisement"	"climat stable"	"20%"	"reboisement"	"7151"	90	2369912	90	2369912	78	1871016
4	2030	"0"	"SSP2-4.5 - reboisement"	"SSP2-4.5"	"20%"	"reboisement"	"7151"	90	2393518	90	2393518	74	1871712
4	2030	"0"	"SSP3-7.0 - reboisement"	"SSP3-7.0"	"20%"	"reboisement"	"7151"	90	2307210	90	2307210	66	1577946
4	2030	"0"	"climat stable - reboisement"	"climat stable"	"20%"	"reboisement"	"7151"	90	2319748	90	2319748	78	1871016
4	2035	"0"	"SSP2-4.5 - reboisement"	"SSP2-4.5"	"20%"	"reboisement"	"7151"	91	2310872	91	2310872	74	1871712
4	2035	"0"	"SSP3-7.0 - reboisement"	"SSP3-7.0"	"20%"	"reboisement"	"7151"	90	2447698	90	2447698	66	1577946
4	2035	"0"	"climat stable - reboisement"	"climat stable"	"20%"	"reboisement"	"7151"	90	2332096	90	2332096	78	1871016
4	2040	"0"	"SSP2-4.5 - reboisement"	"SSP2-4.5"	"20%"	"reboisement"	"7151"	86	2248374	86	2248374	74	1871712
4	2040	"0"	"SSP3-7.0 - reboisement"	"SSP3-7.0"	"20%"	"reboisement"	"7151"	90	2311716	90	2311716	66	1577946
4	2040	"0"	"climat stable - reboisement"	"climat stable"	"20%"	"reboisement"	"7151"	88	2237836	88	2237836	78	1871016
4	2045	"0"	"SSP2-4.5 - reboisement"	"SSP2-4.5"	"20%"	"reboisement"	"7151"	88	2235520	88	2235520	74	1871712
4	2045	"0"	"SSP3-7.0 - reboisement"	"SSP3-7.0"	"20%"	"reboisement"	"7151"	88	2277018	88	2277018	66	1577946
4	2045	"0"	"climat stable - reboisement"	"climat stable"	"20%"	"reboisement"	"7151"	88	2124500	88	2124500	78	1871016
4	2050	"0"	"SSP2-4.5 - reboisement"	"SSP2-4.5"	"20%"	"reboisement"	"7151"	84	2207926	84	2207926	74	1871712
4	2050	"0"	"SSP3-7.0 - reboisement"	"SSP3-7.0"	"20%"	"reboisement"	"7151"	88	2223388	88	2223388	66	1577946
4	2050	"0"	"climat stable - reboisement"	"climat stable"	"20%"	"reboisement"	"7151"	90	2374863	90	2374863	78	1871016
4	2055	"0"	"SSP2-4.5 - reboisement"	"SSP2-4.5"	"20%"	"reboisement"	"7151"	84	2101844	84	2101844	74	1871712
4	2055	"0"	"SSP3-7.0 - reboisement"	"SSP3-7.0"	"20%"	"reboisement"	"7151"	90	2316565	90	2316565	66	1577946
4	2055	"0"	"climat stable - reboisement"	"climat stable"	"20%"	"reboisement"	"7151"	90	2259177	90	2259177	78	1871016
4	2060	"0"	"SSP2-4.5 - reboisement"	"SSP2-4.5"	"20%"	"reboisement"	"7151"	80	2127354	80	2127354	74	1871712
4	2060	"0"	"SSP3-7.0 - reboisement"	"SSP3-7.0"	"20%"	"reboisement"	"7151"	90	2227590	90	2227590	66	1577946
4	2060	"0"	"climat stable - reboisement"	"climat stable"	"20%"	"reboisement"	"7151"	90	2220408	90	2220408	78	1871016
4	2065	"0"	"SSP2-4.5 - reboisement"	"SSP2-4.5"	"20%"	"reboisement"	"7151"	80	2051680	80	2051680	74	1871712
4	2065	"0"	"SSP3-7.0 - reboisement"	"SSP3-7.0"	"20%"	"reboisement"	"7151"	90	2492866	90	2492866	66	1577946
4	2065	"0"	"climat stable - reboisement"	"climat stable"	"20%"	"reboisement"	"7151"	90	2472529	90	2472529	78	1871016
4	2070	"0"	"SSP2-4.5 - reboisement"	"SSP2-4.5"	"20%"	"reboisement"	"7151"	78	2209582	78	2209582	74	1871712
4	2070	"0"	"SSP3-7.0 - reboisement"	"SSP3-7.0"	"20%"	"reboisement"	"7151"	87	2317677	87	2317677	66	1577946
4	2070	"0"	"climat stable - reboisement"	"climat stable"	"20%"	"reboisement"	"7151"	88	2487390	88	2487390	78	1871016
4	2075	"0"	"SSP2-4.5 - reboisement"	"SSP2-4.5"	"20%"	"reboisement"	"7151"	74	2014096	74	2014096	74	1871712
4	2075	"0"	"SSP3-7.0 - reboisement"	"SSP3-7.0"	"20%"	"reboisement"	"7151"	78	2009136	78	2009136	66	1577946
4	2075	"0"	"climat stable - reboisement"	"climat stable"	"20%"	"reboisement"	"7151"	88	2105588	88	2105588	78	1871016
4	2080	"0"	"SSP2-4.5 - reboisement"	"SSP2-4.5"	"20%"	"reboisement"	"7151"	76	1945180	76	1945180	74	1871712
4	2080	"0"	"SSP3-7.0 - reboisement"	"SSP3-7.0"	"20%"	"reboisement"	"7151"	78	2141028	78	2141028	66	1577946
4	2080	"0"	"climat stable - reboisement"	"climat stable"	"20%"	"reboisement"	"7151"	92	2198826	92	2198826	78	1871016
4	2085	"0"	"SSP2-4.5 - reboisement"	"SSP2-4.5"	"20%"	"reboisement"	"7151"	80	1976160	80	1976160	74	1871712
4	2085	"0"	"SSP3-7.0 - reboisement"	"SSP3-7.0"	"20%"	"reboisement"	"7151"	76	1941266	76	1941266	66	1577946
4	2085	"0"	"climat stable - reboisement"	"climat stable"	"20%"	"reboisement"	"7151"	90	2214320	90	2214320	78	1871016
4	2090	"0"	"SSP2-4.5 - reboisement"	"SSP2-4.5"	"20%"	"reboisement"	"7151"	78	1871712	78	1871712	74	1871712
