"run"	"Année"	"baseline"	"scen"	"ssp"	"recup"	"Bonifié"	"mgmt.unit"	"Superficie"	"Volume"	"Area cut"	"Vol cut"	"min_area"	"min_vol"
2	2075	"0"	"SSP3-7.0 - reference"	"SSP3-7.0"	"20%"	"reference"	"6151"	24	679834	24	679834	20	514010
2	2075	"0"	"climat stable - reference"	"climat stable"	"20%"	"reference"	"6151"	26	609138	26	609138	20	539564
2	2080	"0"	"SSP2-4.5 - reference"	"SSP2-4.5"	"20%"	"reference"	"6151"	20	533590	20	533590	20	488978
2	2080	"0"	"SSP3-7.0 - reference"	"SSP3-7.0"	"20%"	"reference"	"6151"	20	571434	20	571434	20	514010
2	2080	"0"	"climat stable - reference"	"climat stable"	"20%"	"reference"	"6151"	24	611602	24	611602	20	539564
2	2085	"0"	"SSP2-4.5 - reference"	"SSP2-4.5"	"20%"	"reference"	"6151"	20	497652	20	497652	20	488978
2	2085	"0"	"SSP3-7.0 - reference"	"SSP3-7.0"	"20%"	"reference"	"6151"	20	560110	20	560110	20	514010
2	2085	"0"	"climat stable - reference"	"climat stable"	"20%"	"reference"	"6151"	26	732472	26	732472	20	539564
2	2090	"0"	"SSP2-4.5 - reference"	"SSP2-4.5"	"20%"	"reference"	"6151"	24	637602	24	637602	20	488978
2	2090	"0"	"SSP3-7.0 - reference"	"SSP3-7.0"	"20%"	"reference"	"6151"	24	631448	24	631448	20	514010
2	2090	"0"	"climat stable - reference"	"climat stable"	"20%"	"reference"	"6151"	24	566154	24	566154	20	539564
2	2095	"0"	"SSP2-4.5 - reference"	"SSP2-4.5"	"20%"	"reference"	"6151"	20	488978	20	488978	20	488978
2	2095	"0"	"SSP3-7.0 - reference"	"SSP3-7.0"	"20%"	"reference"	"6151"	22	584072	22	584072	20	514010
2	2095	"0"	"climat stable - reference"	"climat stable"	"20%"	"reference"	"6151"	20	539564	20	539564	20	539564
2	2100	"0"	"SSP2-4.5 - reference"	"SSP2-4.5"	"20%"	"reference"	"6151"	24	658599	24	658599	20	488978
2	2100	"0"	"SSP3-7.0 - reference"	"SSP3-7.0"	"20%"	"reference"	"6151"	22	547554	22	547554	20	514010
2	2100	"0"	"climat stable - reference"	"climat stable"	"20%"	"reference"	"6151"	24	630584	24	630584	20	539564
2	2025	"0"	"SSP2-4.5 - reserve"	"SSP2-4.5"	"20%"	"reserve"	"6151"	26	712614	26	712614	22	554138
2	2025	"0"	"SSP3-7.0 - reserve"	"SSP3-7.0"	"20%"	"reserve"	"6151"	24	665794	24	665794	16	444406
2	2025	"0"	"climat stable - reserve"	"climat stable"	"20%"	"reserve"	"6151"	26	774528	26	774528	20	482526
2	2030	"0"	"SSP2-4.5 - reserve"	"SSP2-4.5"	"20%"	"reserve"	"6151"	24	688147	24	688147	22	554138
2	2030	"0"	"SSP3-7.0 - reserve"	"SSP3-7.0"	"20%"	"reserve"	"6151"	24	675333	24	675333	16	444406
2	2030	"0"	"climat stable - reserve"	"climat stable"	"20%"	"reserve"	"6151"	26	785620	26	785620	20	482526
2	2035	"0"	"SSP2-4.5 - reserve"	"SSP2-4.5"	"20%"	"reserve"	"6151"	26	751604	26	751604	22	554138
2	2035	"0"	"SSP3-7.0 - reserve"	"SSP3-7.0"	"20%"	"reserve"	"6151"	26	782586	26	782586	16	444406
2	2035	"0"	"climat stable - reserve"	"climat stable"	"20%"	"reserve"	"6151"	22	631267	22	631267	20	482526
2	2040	"0"	"SSP2-4.5 - reserve"	"SSP2-4.5"	"20%"	"reserve"	"6151"	24	661627	24	661627	22	554138
2	2040	"0"	"SSP3-7.0 - reserve"	"SSP3-7.0"	"20%"	"reserve"	"6151"	24	640766	24	640766	16	444406
2	2040	"0"	"climat stable - reserve"	"climat stable"	"20%"	"reserve"	"6151"	26	581558	26	581558	20	482526
2	2045	"0"	"SSP2-4.5 - reserve"	"SSP2-4.5"	"20%"	"reserve"	"6151"	24	641808	24	641808	22	554138
2	2045	"0"	"SSP3-7.0 - reserve"	"SSP3-7.0"	"20%"	"reserve"	"6151"	20	444406	20	444406	16	444406
2	2045	"0"	"climat stable - reserve"	"climat stable"	"20%"	"reserve"	"6151"	26	719000	26	719000	20	482526
2	2050	"0"	"SSP2-4.5 - reserve"	"SSP2-4.5"	"20%"	"reserve"	"6151"	24	682612	24	682612	22	554138
2	2050	"0"	"SSP3-7.0 - reserve"	"SSP3-7.0"	"20%"	"reserve"	"6151"	20	578860	20	578860	16	444406
2	2050	"0"	"climat stable - reserve"	"climat stable"	"20%"	"reserve"	"6151"	22	482526	22	482526	20	482526
2	2055	"0"	"SSP2-4.5 - reserve"	"SSP2-4.5"	"20%"	"reserve"	"6151"	22	560484	22	560484	22	554138
2	2055	"0"	"SSP3-7.0 - reserve"	"SSP3-7.0"	"20%"	"reserve"	"6151"	22	600822	22	600822	16	444406
2	2055	"0"	"climat stable - reserve"	"climat stable"	"20%"	"reserve"	"6151"	20	556504	20	556504	20	482526
2	2060	"0"	"SSP2-4.5 - reserve"	"SSP2-4.5"	"20%"	"reserve"	"6151"	22	612857	22	612857	22	554138
2	2060	"0"	"SSP3-7.0 - reserve"	"SSP3-7.0"	"20%"	"reserve"	"6151"	22	640416	22	640416	16	444406
2	2060	"0"	"climat stable - reserve"	"climat stable"	"20%"	"reserve"	"6151"	22	623004	22	623004	20	482526
2	2065	"0"	"SSP2-4.5 - reserve"	"SSP2-4.5"	"20%"	"reserve"	"6151"	22	644492	22	644492	22	554138
2	2065	"0"	"SSP3-7.0 - reserve"	"SSP3-7.0"	"20%"	"reserve"	"6151"	22	612916	22	612916	16	444406
2	2065	"0"	"climat stable - reserve"	"climat stable"	"20%"	"reserve"	"6151"	24	691194	24	691194	20	482526
2	2070	"0"	"SSP2-4.5 - reserve"	"SSP2-4.5"	"20%"	"reserve"	"6151"	22	655557	22	655557	22	554138
2	2070	"0"	"SSP3-7.0 - reserve"	"SSP3-7.0"	"20%"	"reserve"	"6151"	24	676782	24	676782	16	444406
2	2070	"0"	"climat stable - reserve"	"climat stable"	"20%"	"reserve"	"6151"	24	612070	24	612070	20	482526
2	2075	"0"	"SSP2-4.5 - reserve"	"SSP2-4.5"	"20%"	"reserve"	"6151"	22	580258	22	580258	22	554138
2	2075	"0"	"SSP3-7.0 - reserve"	"SSP3-7.0"	"20%"	"reserve"	"6151"	16	473080	16	473080	16	444406
2	2075	"0"	"climat stable - reserve"	"climat stable"	"20%"	"reserve"	"6151"	24	666436	24	666436	20	482526
2	2080	"0"	"SSP2-4.5 - reserve"	"SSP2-4.5"	"20%"	"reserve"	"6151"	24	581202	24	581202	22	554138
2	2080	"0"	"SSP3-7.0 - reserve"	"SSP3-7.0"	"20%"	"reserve"	"6151"	20	538195	20	538195	16	444406
2	2080	"0"	"climat stable - reserve"	"climat stable"	"20%"	"reserve"	"6151"	26	790324	26	790324	20	482526
2	2085	"0"	"SSP2-4.5 - reserve"	"SSP2-4.5"	"20%"	"reserve"	"6151"	22	554138	22	554138	22	554138
2	2085	"0"	"SSP3-7.0 - reserve"	"SSP3-7.0"	"20%"	"reserve"	"6151"	20	531799	20	531799	16	444406
2	2085	"0"	"climat stable - reserve"	"climat stable"	"20%"	"reserve"	"6151"	26	624136	26	624136	20	482526
2	2090	"0"	"SSP2-4.5 - reserve"	"SSP2-4.5"	"20%"	"reserve"	"6151"	24	592000	24	592000	22	554138
2	2090	"0"	"SSP3-7.0 - reserve"	"SSP3-7.0"	"20%"	"reserve"	"6151"	22	560222	22	560222	16	444406
2	2090	"0"	"climat stable - reserve"	"climat stable"	"20%"	"reserve"	"6151"	22	583112	22	583112	20	482526
2	2095	"0"	"SSP2-4.5 - reserve"	"SSP2-4.5"	"20%"	"reserve"	"6151"	24	651201	24	651201	22	554138
2	2095	"0"	"SSP3-7.0 - reserve"	"SSP3-7.0"	"20%"	"reserve"	"6151"	20	498770	20	498770	16	444406
2	2095	"0"	"climat stable - reserve"	"climat stable"	"20%"	"reserve"	"6151"	20	549704	20	549704	20	482526
2	2100	"0"	"SSP2-4.5 - reserve"	"SSP2-4.5"	"20%"	"reserve"	"6151"	24	612581	24	612581	22	554138
2	2100	"0"	"SSP3-7.0 - reserve"	"SSP3-7.0"	"20%"	"reserve"	"6151"	20	553328	20	553328	16	444406
2	2100	"0"	"climat stable - reserve"	"climat stable"	"20%"	"reserve"	"6151"	20	543564	20	543564	20	482526
2	2025	"0"	"SSP2-4.5 - reboisement"	"SSP2-4.5"	"20%"	"reboisement"	"6271"	230	5052272	230	5052272	164	3423220
2	2025	"0"	"SSP3-7.0 - reboisement"	"SSP3-7.0"	"20%"	"reboisement"	"6271"	224	4776310	224	4776310	196	4292624
2	2025	"0"	"climat stable - reboisement"	"climat stable"	"20%"	"reboisement"	"6271"	224	4931930	224	4931930	178	3639786
2	2030	"0"	"SSP2-4.5 - reboisement"	"SSP2-4.5"	"20%"	"reboisement"	"6271"	228	4645498	228	4645498	164	3423220
2	2030	"0"	"SSP3-7.0 - reboisement"	"SSP3-7.0"	"20%"	"reboisement"	"6271"	224	4767755	224	4767755	196	4292624
2	2030	"0"	"climat stable - reboisement"	"climat stable"	"20%"	"reboisement"	"6271"	226	4696152	226	4696152	178	3639786
2	2035	"0"	"SSP2-4.5 - reboisement"	"SSP2-4.5"	"20%"	"reboisement"	"6271"	227	4556838	227	4556838	164	3423220
2	2035	"0"	"SSP3-7.0 - reboisement"	"SSP3-7.0"	"20%"	"reboisement"	"6271"	224	4359188	224	4359188	196	4292624
2	2035	"0"	"climat stable - reboisement"	"climat stable"	"20%"	"reboisement"	"6271"	226	4698019	226	4698019	178	3639786
2	2040	"0"	"SSP2-4.5 - reboisement"	"SSP2-4.5"	"20%"	"reboisement"	"6271"	222	4587012	222	4587012	164	3423220
2	2040	"0"	"SSP3-7.0 - reboisement"	"SSP3-7.0"	"20%"	"reboisement"	"6271"	218	4641799	218	4641799	196	4292624
2	2040	"0"	"climat stable - reboisement"	"climat stable"	"20%"	"reboisement"	"6271"	220	4491495	220	4491495	178	3639786
2	2045	"0"	"SSP2-4.5 - reboisement"	"SSP2-4.5"	"20%"	"reboisement"	"6271"	221	4731495	221	4731495	164	3423220
2	2045	"0"	"SSP3-7.0 - reboisement"	"SSP3-7.0"	"20%"	"reboisement"	"6271"	220	4488626	220	4488626	196	4292624
2	2045	"0"	"climat stable - reboisement"	"climat stable"	"20%"	"reboisement"	"6271"	224	4651020	224	4651020	178	3639786
2	2050	"0"	"SSP2-4.5 - reboisement"	"SSP2-4.5"	"20%"	"reboisement"	"6271"	200	3931589	200	3931589	164	3423220
2	2050	"0"	"SSP3-7.0 - reboisement"	"SSP3-7.0"	"20%"	"reboisement"	"6271"	220	4576195	220	4576195	196	4292624
2	2050	"0"	"climat stable - reboisement"	"climat stable"	"20%"	"reboisement"	"6271"	222	4321894	222	4321894	178	3639786
2	2055	"0"	"SSP2-4.5 - reboisement"	"SSP2-4.5"	"20%"	"reboisement"	"6271"	205	4068377	205	4068377	164	3423220
2	2055	"0"	"SSP3-7.0 - reboisement"	"SSP3-7.0"	"20%"	"reboisement"	"6271"	218	4486678	218	4486678	196	4292624
2	2055	"0"	"climat stable - reboisement"	"climat stable"	"20%"	"reboisement"	"6271"	204	4148398	204	4148398	178	3639786
2	2060	"0"	"SSP2-4.5 - reboisement"	"SSP2-4.5"	"20%"	"reboisement"	"6271"	184	3845138	184	3845138	164	3423220
2	2060	"0"	"SSP3-7.0 - reboisement"	"SSP3-7.0"	"20%"	"reboisement"	"6271"	218	4576652	218	4576652	196	4292624
2	2060	"0"	"climat stable - reboisement"	"climat stable"	"20%"	"reboisement"	"6271"	203	4363157	203	4363157	178	3639786
2	2065	"0"	"SSP2-4.5 - reboisement"	"SSP2-4.5"	"20%"	"reboisement"	"6271"	184	3685072	184	3685072	164	3423220
2	2065	"0"	"SSP3-7.0 - reboisement"	"SSP3-7.0"	"20%"	"reboisement"	"6271"	216	4292624	216	4292624	196	4292624
2	2065	"0"	"climat stable - reboisement"	"climat stable"	"20%"	"reboisement"	"6271"	192	3893036	192	3893036	178	3639786
2	2070	"0"	"SSP2-4.5 - reboisement"	"SSP2-4.5"	"20%"	"reboisement"	"6271"	184	3962572	184	3962572	164	3423220
2	2070	"0"	"SSP3-7.0 - reboisement"	"SSP3-7.0"	"20%"	"reboisement"	"6271"	218	4608030	218	4608030	196	4292624
2	2070	"0"	"climat stable - reboisement"	"climat stable"	"20%"	"reboisement"	"6271"	192	4158652	192	4158652	178	3639786
2	2075	"0"	"SSP2-4.5 - reboisement"	"SSP2-4.5"	"20%"	"reboisement"	"6271"	178	3581987	178	3581987	164	3423220
2	2075	"0"	"SSP3-7.0 - reboisement"	"SSP3-7.0"	"20%"	"reboisement"	"6271"	216	4430388	216	4430388	196	4292624
2	2075	"0"	"climat stable - reboisement"	"climat stable"	"20%"	"reboisement"	"6271"	196	4000222	196	4000222	178	3639786
2	2080	"0"	"SSP2-4.5 - reboisement"	"SSP2-4.5"	"20%"	"reboisement"	"6271"	164	3423220	164	3423220	164	3423220
2	2080	"0"	"SSP3-7.0 - reboisement"	"SSP3-7.0"	"20%"	"reboisement"	"6271"	218	4451021	218	4451021	196	4292624
2	2080	"0"	"climat stable - reboisement"	"climat stable"	"20%"	"reboisement"	"6271"	198	4143055	198	4143055	178	3639786
2	2085	"0"	"SSP2-4.5 - reboisement"	"SSP2-4.5"	"20%"	"reboisement"	"6271"	166	3491992	166	3491992	164	3423220
2	2085	"0"	"SSP3-7.0 - reboisement"	"SSP3-7.0"	"20%"	"reboisement"	"6271"	216	4521047	216	4521047	196	4292624
2	2085	"0"	"climat stable - reboisement"	"climat stable"	"20%"	"reboisement"	"6271"	196	4046166	196	4046166	178	3639786
2	2090	"0"	"SSP2-4.5 - reboisement"	"SSP2-4.5"	"20%"	"reboisement"	"6271"	172	3541708	172	3541708	164	3423220
2	2090	"0"	"SSP3-7.0 - reboisement"	"SSP3-7.0"	"20%"	"reboisement"	"6271"	200	4295147	200	4295147	196	4292624
2	2090	"0"	"climat stable - reboisement"	"climat stable"	"20%"	"reboisement"	"6271"	178	3639786	178	3639786	178	3639786
2	2095	"0"	"SSP2-4.5 - reboisement"	"SSP2-4.5"	"20%"	"reboisement"	"6271"	174	3696759	174	3696759	164	3423220
2	2095	"0"	"SSP3-7.0 - reboisement"	"SSP3-7.0"	"20%"	"reboisement"	"6271"	202	4491310	202	4491310	196	4292624
2	2095	"0"	"climat stable - reboisement"	"climat stable"	"20%"	"reboisement"	"6271"	180	3809696	180	3809696	178	3639786
2	2100	"0"	"SSP2-4.5 - reboisement"	"SSP2-4.5"	"20%"	"reboisement"	"6271"	190	4177981	190	4177981	164	3423220
2	2100	"0"	"SSP3-7.0 - reboisement"	"SSP3-7.0"	"20%"	"reboisement"	"6271"	196	4377462	196	4377462	196	4292624
2	2100	"0"	"climat stable - reboisement"	"climat stable"	"20%"	"reboisement"	"6271"	180	3781046	180	3781046	178	3639786
2	2025	"0"	"SSP2-4.5 - recup70%"	"SSP2-4.5"	"70%"	"recup70%"	"6271"	224	4750843	224	4750843	214	4226808
2	2025	"0"	"SSP3-7.0 - recup70%"	"SSP3-7.0"	"70%"	"recup70%"	"6271"	226	4767277	226	4767277	124	2650380
2	2025	"0"	"climat stable - recup70%"	"climat stable"	"70%"	"recup70%"	"6271"	226	4697616	226	4697616	168	3331690
2	2030	"0"	"SSP2-4.5 - recup70%"	"SSP2-4.5"	"70%"	"recup70%"	"6271"	224	4686628	224	4686628	214	4226808
2	2030	"0"	"SSP3-7.0 - recup70%"	"SSP3-7.0"	"70%"	"recup70%"	"6271"	224	4625707	224	4625707	124	2650380
2	2030	"0"	"climat stable - recup70%"	"climat stable"	"70%"	"recup70%"	"6271"	223	4723226	223	4723226	168	3331690
2	2035	"0"	"SSP2-4.5 - recup70%"	"SSP2-4.5"	"70%"	"recup70%"	"6271"	222	4694865	222	4694865	214	4226808
2	2035	"0"	"SSP3-7.0 - recup70%"	"SSP3-7.0"	"70%"	"recup70%"	"6271"	218	4501728	218	4501728	124	2650380
2	2035	"0"	"climat stable - recup70%"	"climat stable"	"70%"	"recup70%"	"6271"	220	4348237	220	4348237	168	3331690
2	2040	"0"	"SSP2-4.5 - recup70%"	"SSP2-4.5"	"70%"	"recup70%"	"6271"	218	4598712	218	4598712	214	4226808
2	2040	"0"	"SSP3-7.0 - recup70%"	"SSP3-7.0"	"70%"	"recup70%"	"6271"	220	4623946	220	4623946	124	2650380
2	2040	"0"	"climat stable - recup70%"	"climat stable"	"70%"	"recup70%"	"6271"	220	4711199	220	4711199	168	3331690
2	2045	"0"	"SSP2-4.5 - recup70%"	"SSP2-4.5"	"70%"	"recup70%"	"6271"	218	4530515	218	4530515	214	4226808
2	2045	"0"	"SSP3-7.0 - recup70%"	"SSP3-7.0"	"70%"	"recup70%"	"6271"	213	4297402	213	4297402	124	2650380
2	2045	"0"	"climat stable - recup70%"	"climat stable"	"70%"	"recup70%"	"6271"	221	4687151	221	4687151	168	3331690
2	2050	"0"	"SSP2-4.5 - recup70%"	"SSP2-4.5"	"70%"	"recup70%"	"6271"	218	4506253	218	4506253	214	4226808
2	2050	"0"	"SSP3-7.0 - recup70%"	"SSP3-7.0"	"70%"	"recup70%"	"6271"	204	4187710	204	4187710	124	2650380
2	2050	"0"	"climat stable - recup70%"	"climat stable"	"70%"	"recup70%"	"6271"	196	4172112	196	4172112	168	3331690
2	2055	"0"	"SSP2-4.5 - recup70%"	"SSP2-4.5"	"70%"	"recup70%"	"6271"	218	4226808	218	4226808	214	4226808
2	2055	"0"	"SSP3-7.0 - recup70%"	"SSP3-7.0"	"70%"	"recup70%"	"6271"	200	4191100	200	4191100	124	2650380
2	2055	"0"	"climat stable - recup70%"	"climat stable"	"70%"	"recup70%"	"6271"	196	3670820	196	3670820	168	3331690
2	2060	"0"	"SSP2-4.5 - recup70%"	"SSP2-4.5"	"70%"	"recup70%"	"6271"	216	4492836	216	4492836	214	4226808
2	2060	"0"	"SSP3-7.0 - recup70%"	"SSP3-7.0"	"70%"	"recup70%"	"6271"	206	4087147	206	4087147	124	2650380
2	2060	"0"	"climat stable - recup70%"	"climat stable"	"70%"	"recup70%"	"6271"	198	4142208	198	4142208	168	3331690
2	2065	"0"	"SSP2-4.5 - recup70%"	"SSP2-4.5"	"70%"	"recup70%"	"6271"	216	4803253	216	4803253	214	4226808
2	2065	"0"	"SSP3-7.0 - recup70%"	"SSP3-7.0"	"70%"	"recup70%"	"6271"	198	4038021	198	4038021	124	2650380
2	2065	"0"	"climat stable - recup70%"	"climat stable"	"70%"	"recup70%"	"6271"	200	4008091	200	4008091	168	3331690
2	2070	"0"	"SSP2-4.5 - recup70%"	"SSP2-4.5"	"70%"	"recup70%"	"6271"	219	4653344	219	4653344	214	4226808
2	2070	"0"	"SSP3-7.0 - recup70%"	"SSP3-7.0"	"70%"	"recup70%"	"6271"	202	4194742	202	4194742	124	2650380
2	2070	"0"	"climat stable - recup70%"	"climat stable"	"70%"	"recup70%"	"6271"	198	4056124	198	4056124	168	3331690
2	2075	"0"	"SSP2-4.5 - recup70%"	"SSP2-4.5"	"70%"	"recup70%"	"6271"	220	4520430	220	4520430	214	4226808
2	2075	"0"	"SSP3-7.0 - recup70%"	"SSP3-7.0"	"70%"	"recup70%"	"6271"	202	4023730	202	4023730	124	2650380
2	2075	"0"	"climat stable - recup70%"	"climat stable"	"70%"	"recup70%"	"6271"	188	3950340	188	3950340	168	3331690
2	2080	"0"	"SSP2-4.5 - recup70%"	"SSP2-4.5"	"70%"	"recup70%"	"6271"	218	4498366	218	4498366	214	4226808
2	2080	"0"	"SSP3-7.0 - recup70%"	"SSP3-7.0"	"70%"	"recup70%"	"6271"	199	4661375	199	4661375	124	2650380
2	2080	"0"	"climat stable - recup70%"	"climat stable"	"70%"	"recup70%"	"6271"	194	3938604	194	3938604	168	3331690
2	2085	"0"	"SSP2-4.5 - recup70%"	"SSP2-4.5"	"70%"	"recup70%"	"6271"	220	4801170	220	4801170	214	4226808
2	2085	"0"	"SSP3-7.0 - recup70%"	"SSP3-7.0"	"70%"	"recup70%"	"6271"	124	2650380	124	2650380	124	2650380
2	2085	"0"	"climat stable - recup70%"	"climat stable"	"70%"	"recup70%"	"6271"	192	4173072	192	4173072	168	3331690
2	2090	"0"	"SSP2-4.5 - recup70%"	"SSP2-4.5"	"70%"	"recup70%"	"6271"	220	4533468	220	4533468	214	4226808
2	2090	"0"	"SSP3-7.0 - recup70%"	"SSP3-7.0"	"70%"	"recup70%"	"6271"	156	3318260	156	3318260	124	2650380
2	2090	"0"	"climat stable - recup70%"	"climat stable"	"70%"	"recup70%"	"6271"	168	3354793	168	3354793	168	3331690
2	2095	"0"	"SSP2-4.5 - recup70%"	"SSP2-4.5"	"70%"	"recup70%"	"6271"	216	4531568	216	4531568	214	4226808
2	2095	"0"	"SSP3-7.0 - recup70%"	"SSP3-7.0"	"70%"	"recup70%"	"6271"	158	3417726	158	3417726	124	2650380
2	2095	"0"	"climat stable - recup70%"	"climat stable"	"70%"	"recup70%"	"6271"	176	3398139	176	3398139	168	3331690
2	2100	"0"	"SSP2-4.5 - recup70%"	"SSP2-4.5"	"70%"	"recup70%"	"6271"	214	4778781	214	4778781	214	4226808
2	2100	"0"	"SSP3-7.0 - recup70%"	"SSP3-7.0"	"70%"	"recup70%"	"6271"	163	3310179	163	3310179	124	2650380
2	2100	"0"	"climat stable - recup70%"	"climat stable"	"70%"	"recup70%"	"6271"	172	3331690	172	3331690	168	3331690
2	2025	"0"	"SSP2-4.5 - reference"	"SSP2-4.5"	"20%"	"reference"	"6271"	224	4760052	224	4760052	186	4176980
2	2025	"0"	"SSP3-7.0 - reference"	"SSP3-7.0"	"20%"	"reference"	"6271"	224	4925111	224	4925111	162	3403228
2	2025	"0"	"climat stable - reference"	"climat stable"	"20%"	"reference"	"6271"	224	4682892	224	4682892	184	3627174
2	2030	"0"	"SSP2-4.5 - reference"	"SSP2-4.5"	"20%"	"reference"	"6271"	228	4732451	228	4732451	186	4176980
2	2030	"0"	"SSP3-7.0 - reference"	"SSP3-7.0"	"20%"	"reference"	"6271"	222	4817318	222	4817318	162	3403228
2	2030	"0"	"climat stable - reference"	"climat stable"	"20%"	"reference"	"6271"	226	4979506	226	4979506	184	3627174
2	2035	"0"	"SSP2-4.5 - reference"	"SSP2-4.5"	"20%"	"reference"	"6271"	224	4828012	224	4828012	186	4176980
2	2035	"0"	"SSP3-7.0 - reference"	"SSP3-7.0"	"20%"	"reference"	"6271"	222	4608302	222	4608302	162	3403228
2	2035	"0"	"climat stable - reference"	"climat stable"	"20%"	"reference"	"6271"	228	5063933	228	5063933	184	3627174
2	2040	"0"	"SSP2-4.5 - reference"	"SSP2-4.5"	"20%"	"reference"	"6271"	222	4825739	222	4825739	186	4176980
2	2040	"0"	"SSP3-7.0 - reference"	"SSP3-7.0"	"20%"	"reference"	"6271"	220	4434509	220	4434509	162	3403228
2	2040	"0"	"climat stable - reference"	"climat stable"	"20%"	"reference"	"6271"	226	4611714	226	4611714	184	3627174
2	2045	"0"	"SSP2-4.5 - reference"	"SSP2-4.5"	"20%"	"reference"	"6271"	222	4696180	222	4696180	186	4176980
2	2045	"0"	"SSP3-7.0 - reference"	"SSP3-7.0"	"20%"	"reference"	"6271"	218	4510854	218	4510854	162	3403228
2	2045	"0"	"climat stable - reference"	"climat stable"	"20%"	"reference"	"6271"	220	4391918	220	4391918	184	3627174
2	2050	"0"	"SSP2-4.5 - reference"	"SSP2-4.5"	"20%"	"reference"	"6271"	216	4338784	216	4338784	186	4176980
2	2050	"0"	"SSP3-7.0 - reference"	"SSP3-7.0"	"20%"	"reference"	"6271"	212	4334186	212	4334186	162	3403228
2	2050	"0"	"climat stable - reference"	"climat stable"	"20%"	"reference"	"6271"	218	4324151	218	4324151	184	3627174
2	2055	"0"	"SSP2-4.5 - reference"	"SSP2-4.5"	"20%"	"reference"	"6271"	214	4365634	214	4365634	186	4176980
2	2055	"0"	"SSP3-7.0 - reference"	"SSP3-7.0"	"20%"	"reference"	"6271"	214	4405831	214	4405831	162	3403228
2	2055	"0"	"climat stable - reference"	"climat stable"	"20%"	"reference"	"6271"	222	4604572	222	4604572	184	3627174
2	2060	"0"	"SSP2-4.5 - reference"	"SSP2-4.5"	"20%"	"reference"	"6271"	218	4325799	218	4325799	186	4176980
2	2060	"0"	"SSP3-7.0 - reference"	"SSP3-7.0"	"20%"	"reference"	"6271"	216	4320862	216	4320862	162	3403228
2	2060	"0"	"climat stable - reference"	"climat stable"	"20%"	"reference"	"6271"	218	4586672	218	4586672	184	3627174
2	2065	"0"	"SSP2-4.5 - reference"	"SSP2-4.5"	"20%"	"reference"	"6271"	218	4724866	218	4724866	186	4176980
2	2065	"0"	"SSP3-7.0 - reference"	"SSP3-7.0"	"20%"	"reference"	"6271"	214	4658717	214	4658717	162	3403228
2	2065	"0"	"climat stable - reference"	"climat stable"	"20%"	"reference"	"6271"	220	4504453	220	4504453	184	3627174
2	2070	"0"	"SSP2-4.5 - reference"	"SSP2-4.5"	"20%"	"reference"	"6271"	216	4487766	216	4487766	186	4176980
2	2070	"0"	"SSP3-7.0 - reference"	"SSP3-7.0"	"20%"	"reference"	"6271"	216	4603974	216	4603974	162	3403228
2	2070	"0"	"climat stable - reference"	"climat stable"	"20%"	"reference"	"6271"	218	4572850	218	4572850	184	3627174
2	2075	"0"	"SSP2-4.5 - reference"	"SSP2-4.5"	"20%"	"reference"	"6271"	220	4716606	220	4716606	186	4176980
2	2075	"0"	"SSP3-7.0 - reference"	"SSP3-7.0"	"20%"	"reference"	"6271"	214	4531856	214	4531856	162	3403228
2	2075	"0"	"climat stable - reference"	"climat stable"	"20%"	"reference"	"6271"	216	4525407	216	4525407	184	3627174
2	2080	"0"	"SSP2-4.5 - reference"	"SSP2-4.5"	"20%"	"reference"	"6271"	220	4535035	220	4535035	186	4176980
2	2080	"0"	"SSP3-7.0 - reference"	"SSP3-7.0"	"20%"	"reference"	"6271"	214	4504394	214	4504394	162	3403228
2	2080	"0"	"climat stable - reference"	"climat stable"	"20%"	"reference"	"6271"	213	4356073	213	4356073	184	3627174
2	2085	"0"	"SSP2-4.5 - reference"	"SSP2-4.5"	"20%"	"reference"	"6271"	220	4486026	220	4486026	186	4176980
2	2085	"0"	"SSP3-7.0 - reference"	"SSP3-7.0"	"20%"	"reference"	"6271"	212	4483502	212	4483502	162	3403228
2	2085	"0"	"climat stable - reference"	"climat stable"	"20%"	"reference"	"6271"	190	3927528	190	3927528	184	3627174
2	2090	"0"	"SSP2-4.5 - reference"	"SSP2-4.5"	"20%"	"reference"	"6271"	217	4811092	217	4811092	186	4176980
2	2090	"0"	"SSP3-7.0 - reference"	"SSP3-7.0"	"20%"	"reference"	"6271"	202	4423776	202	4423776	162	3403228
2	2090	"0"	"climat stable - reference"	"climat stable"	"20%"	"reference"	"6271"	186	4010659	186	4010659	184	3627174
2	2095	"0"	"SSP2-4.5 - reference"	"SSP2-4.5"	"20%"	"reference"	"6271"	186	4176980	186	4176980	186	4176980
2	2095	"0"	"SSP3-7.0 - reference"	"SSP3-7.0"	"20%"	"reference"	"6271"	199	4241200	199	4241200	162	3403228
2	2095	"0"	"climat stable - reference"	"climat stable"	"20%"	"reference"	"6271"	184	3700594	184	3700594	184	3627174
2	2100	"0"	"SSP2-4.5 - reference"	"SSP2-4.5"	"20%"	"reference"	"6271"	188	4256770	188	4256770	186	4176980
2	2100	"0"	"SSP3-7.0 - reference"	"SSP3-7.0"	"20%"	"reference"	"6271"	162	3403228	162	3403228	162	3403228
2	2100	"0"	"climat stable - reference"	"climat stable"	"20%"	"reference"	"6271"	184	3627174	184	3627174	184	3627174
