"mgmt.unit"	"scen"	"Année"	"spp"	"spp cut"	"spp cut vol"	"spp cut total"	"spp cut vol total"	"Prop_brut"	"Prop_brut_vol"	"Proportion"	"Proportion volume"
"11161"	"SSP3-7.0 - reserve"	2075	"Plantations résineuses"	97	2392491	284	5616959	0.342	0.426	0.344666666666667	0.427
"11161"	"SSP3-7.0 - reserve"	2080	"Feuillus tolérants"	11	254072	285	5764018	0.039	0.044	0.043	0.049
"11161"	"SSP3-7.0 - reserve"	2080	"Résineux"	126	2086357	285	5764018	0.442	0.362	0.458666666666667	0.378333333333333
"11161"	"SSP3-7.0 - reserve"	2080	"Feuillus intolérants"	46	856160	285	5764018	0.161	0.149	0.142333333333333	0.129333333333333
"11161"	"SSP3-7.0 - reserve"	2080	"Plantations résineuses"	102	2567429	285	5764018	0.358	0.445	0.356333333333333	0.443666666666667
"11161"	"SSP3-7.0 - reserve"	2085	"Feuillus tolérants"	16	364933	274	5629777	0.058	0.065	0.052	0.0573333333333333
"11161"	"SSP3-7.0 - reserve"	2085	"Résineux"	115	1929795	274	5629777	0.42	0.343	0.42	0.345333333333333
"11161"	"SSP3-7.0 - reserve"	2085	"Feuillus intolérants"	42	746347	274	5629777	0.153	0.133	0.175333333333333	0.155333333333333
"11161"	"SSP3-7.0 - reserve"	2085	"Plantations résineuses"	101	2588702	274	5629777	0.369	0.46	0.352666666666667	0.442333333333333
"11161"	"SSP3-7.0 - reserve"	2090	"Feuillus tolérants"	16	345177	269	5448681	0.059	0.063	0.0606666666666667	0.0673333333333333
"11161"	"SSP3-7.0 - reserve"	2090	"Résineux"	107	1803215	269	5448681	0.398	0.331	0.405	0.337
"11161"	"SSP3-7.0 - reserve"	2090	"Feuillus intolérants"	57	1003141	269	5448681	0.212	0.184	0.213333333333333	0.187
"11161"	"SSP3-7.0 - reserve"	2090	"Plantations résineuses"	89	2297148	269	5448681	0.331	0.422	0.321	0.409
"11161"	"SSP3-7.0 - reserve"	2095	"Feuillus tolérants"	17	384955	262	5205620	0.065	0.074	0.0633333333333333	0.071
"11161"	"SSP3-7.0 - reserve"	2095	"Résineux"	104	1753241	262	5205620	0.397	0.337	0.42	0.360666666666667
"11161"	"SSP3-7.0 - reserve"	2095	"Feuillus intolérants"	72	1272335	262	5205620	0.275	0.244	0.249	0.221
"11161"	"SSP3-7.0 - reserve"	2095	"Plantations résineuses"	69	1795089	262	5205620	0.263	0.345	0.267666666666667	0.347666666666667
"11161"	"SSP3-7.0 - reserve"	2100	"Feuillus tolérants"	17	382378	258	5032000	0.066	0.076	0.0655	0.075
"11161"	"SSP3-7.0 - reserve"	2100	"Résineux"	120	2080784	258	5032000	0.465	0.414	0.431	0.3755
"11161"	"SSP3-7.0 - reserve"	2100	"Feuillus intolérants"	67	1181568	258	5032000	0.26	0.235	0.2675	0.2395
"11161"	"SSP3-7.0 - reserve"	2100	"Plantations résineuses"	54	1387270	258	5032000	0.209	0.276	0.236	0.3105
"11161"	"SSP3-7.0 - sans feu"	2025	"Feuillus tolérants"	10	262542	271	4871130	0.037	0.054	0.037	0.0555
"11161"	"SSP3-7.0 - sans feu"	2025	"Résineux"	196	3381914	271	4871130	0.723	0.694	0.7355	0.7055
"11161"	"SSP3-7.0 - sans feu"	2025	"Feuillus intolérants"	65	1226674	271	4871130	0.24	0.252	0.2255	0.236
"11161"	"SSP3-7.0 - sans feu"	2025	"Plantations résineuses"	0	0	271	4871130	0	0	0.002	0.003
"11161"	"SSP3-7.0 - sans feu"	2030	"Feuillus tolérants"	10	274773	270	4814864	0.037	0.057	0.0396666666666667	0.06
"11161"	"SSP3-7.0 - sans feu"	2030	"Résineux"	202	3450594	270	4814864	0.748	0.717	0.730666666666667	0.697333333333333
"11161"	"SSP3-7.0 - sans feu"	2030	"Feuillus intolérants"	57	1060149	270	4814864	0.211	0.22	0.224666666666667	0.235333333333333
"11161"	"SSP3-7.0 - sans feu"	2030	"Plantations résineuses"	1	29348	270	4814864	0.004	0.006	0.005	0.00733333333333333
"11161"	"SSP3-7.0 - sans feu"	2035	"Feuillus tolérants"	12	333095	269	4830118	0.045	0.069	0.0406666666666667	0.0626666666666667
"11161"	"SSP3-7.0 - sans feu"	2035	"Résineux"	194	3290466	269	4830118	0.721	0.681	0.749666666666667	0.712
"11161"	"SSP3-7.0 - sans feu"	2035	"Feuillus intolérants"	60	1130750	269	4830118	0.223	0.234	0.197333333333333	0.208666666666667
"11161"	"SSP3-7.0 - sans feu"	2035	"Plantations résineuses"	3	75807	269	4830118	0.011	0.016	0.0123333333333333	0.0166666666666667
"11161"	"SSP3-7.0 - sans feu"	2040	"Feuillus tolérants"	11	291373	273	4735059	0.04	0.062	0.039	0.0603333333333333
"11161"	"SSP3-7.0 - sans feu"	2040	"Résineux"	213	3495682	273	4735059	0.78	0.738	0.764	0.722333333333333
"11161"	"SSP3-7.0 - sans feu"	2040	"Feuillus intolérants"	43	814898	273	4735059	0.158	0.172	0.165666666666667	0.175666666666667
"11161"	"SSP3-7.0 - sans feu"	2040	"Plantations résineuses"	6	133106	273	4735059	0.022	0.028	0.0313333333333333	0.0416666666666667
"11161"	"SSP3-7.0 - sans feu"	2045	"Feuillus tolérants"	9	243715	277	4859286	0.032	0.05	0.0356666666666667	0.056
"11161"	"SSP3-7.0 - sans feu"	2045	"Résineux"	219	3633511	277	4859286	0.791	0.748	0.776666666666667	0.731666666666667
"11161"	"SSP3-7.0 - sans feu"	2045	"Feuillus intolérants"	32	586252	277	4859286	0.116	0.121	0.124333333333333	0.130333333333333
"11161"	"SSP3-7.0 - sans feu"	2045	"Plantations résineuses"	17	395808	277	4859286	0.061	0.081	0.063	0.0823333333333333
"11161"	"SSP3-7.0 - sans feu"	2050	"Feuillus tolérants"	10	281651	282	5071587	0.035	0.056	0.0316666666666667	0.0503333333333333
"11161"	"SSP3-7.0 - sans feu"	2050	"Résineux"	214	3594073	282	5071587	0.759	0.709	0.739	0.686
"11161"	"SSP3-7.0 - sans feu"	2050	"Feuillus intolérants"	28	497805	282	5071587	0.099	0.098	0.104333333333333	0.105333333333333
"11161"	"SSP3-7.0 - sans feu"	2050	"Plantations résineuses"	30	698058	282	5071587	0.106	0.138	0.124666666666667	0.158666666666667
"11161"	"SSP3-7.0 - sans feu"	2055	"Feuillus tolérants"	8	229827	285	5155158	0.028	0.045	0.0303333333333333	0.0483333333333333
"11161"	"SSP3-7.0 - sans feu"	2055	"Résineux"	190	3100611	285	5155158	0.667	0.601	0.680333333333333	0.616666666666667
"11161"	"SSP3-7.0 - sans feu"	2055	"Feuillus intolérants"	28	497968	285	5155158	0.098	0.097	0.107333333333333	0.106333333333333
"11161"	"SSP3-7.0 - sans feu"	2055	"Plantations résineuses"	59	1326752	285	5155158	0.207	0.257	0.182	0.229
"11161"	"SSP3-7.0 - sans feu"	2060	"Feuillus tolérants"	8	235774	288	5337847	0.028	0.044	0.0266666666666667	0.041
"11161"	"SSP3-7.0 - sans feu"	2060	"Résineux"	177	2881749	288	5337847	0.615	0.54	0.612	0.538666666666667
"11161"	"SSP3-7.0 - sans feu"	2060	"Feuillus intolérants"	36	662675	288	5337847	0.125	0.124	0.112333333333333	0.11
"11161"	"SSP3-7.0 - sans feu"	2060	"Plantations résineuses"	67	1557649	288	5337847	0.233	0.292	0.249333333333333	0.310333333333333
"11161"	"SSP3-7.0 - sans feu"	2065	"Feuillus tolérants"	7	188689	289	5502669	0.024	0.034	0.0243333333333333	0.0353333333333333
"11161"	"SSP3-7.0 - sans feu"	2065	"Résineux"	160	2614718	289	5502669	0.554	0.475	0.566	0.488
"11161"	"SSP3-7.0 - sans feu"	2065	"Feuillus intolérants"	33	598857	289	5502669	0.114	0.109	0.122333333333333	0.119666666666667
"11161"	"SSP3-7.0 - sans feu"	2065	"Plantations résineuses"	89	2100405	289	5502669	0.308	0.382	0.287666666666667	0.357
"11161"	"SSP3-7.0 - sans feu"	2070	"Feuillus tolérants"	6	157992	289	5596126	0.021	0.028	0.0243333333333333	0.032
"11161"	"SSP3-7.0 - sans feu"	2070	"Résineux"	153	2511290	289	5596126	0.529	0.449	0.53	0.449333333333333
"11161"	"SSP3-7.0 - sans feu"	2070	"Feuillus intolérants"	37	705750	289	5596126	0.128	0.126	0.114	0.11
"11161"	"SSP3-7.0 - sans feu"	2070	"Plantations résineuses"	93	2221094	289	5596126	0.322	0.397	0.332	0.408666666666667
"11161"	"SSP3-7.0 - sans feu"	2075	"Feuillus tolérants"	8	199497	290	5863034	0.028	0.034	0.029	0.034
"11161"	"SSP3-7.0 - sans feu"	2075	"Résineux"	147	2485829	290	5863034	0.507	0.424	0.5	0.418
"11161"	"SSP3-7.0 - sans feu"	2075	"Feuillus intolérants"	29	555197	290	5863034	0.1	0.095	0.114666666666667	0.108666666666667
"11161"	"SSP3-7.0 - sans feu"	2075	"Plantations résineuses"	106	2622511	290	5863034	0.366	0.447	0.356666666666667	0.439333333333333
"11161"	"SSP3-7.0 - sans feu"	2080	"Feuillus tolérants"	11	236319	293	5962688	0.038	0.04	0.039	0.0426666666666667
"11161"	"SSP3-7.0 - sans feu"	2080	"Résineux"	136	2273475	293	5962688	0.464	0.381	0.466	0.383333333333333
"11161"	"SSP3-7.0 - sans feu"	2080	"Feuillus intolérants"	34	625438	293	5962688	0.116	0.105	0.115333333333333	0.105333333333333
"11161"	"SSP3-7.0 - sans feu"	2080	"Plantations résineuses"	112	2827456	293	5962688	0.382	0.474	0.38	0.468666666666667
"11161"	"SSP3-7.0 - sans feu"	2085	"Feuillus tolérants"	15	332294	293	6115331	0.051	0.054	0.0443333333333333	0.048
"11161"	"SSP3-7.0 - sans feu"	2085	"Résineux"	125	2107984	293	6115331	0.427	0.345	0.445	0.364
"11161"	"SSP3-7.0 - sans feu"	2085	"Feuillus intolérants"	38	709244	293	6115331	0.13	0.116	0.137666666666667	0.121333333333333
"11161"	"SSP3-7.0 - sans feu"	2085	"Plantations résineuses"	115	2965809	293	6115331	0.392	0.485	0.373	0.466666666666667
"11161"	"SSP3-7.0 - sans feu"	2090	"Feuillus tolérants"	13	303170	293	6017986	0.044	0.05	0.051	0.0576666666666667
"11161"	"SSP3-7.0 - sans feu"	2090	"Résineux"	130	2200779	293	6017986	0.444	0.366	0.431333333333333	0.353333333333333
"11161"	"SSP3-7.0 - sans feu"	2090	"Feuillus intolérants"	49	858573	293	6017986	0.167	0.143	0.164333333333333	0.142666666666667
"11161"	"SSP3-7.0 - sans feu"	2090	"Plantations résineuses"	101	2655464	293	6017986	0.345	0.441	0.353333333333333	0.446
"11161"	"SSP3-7.0 - sans feu"	2095	"Feuillus tolérants"	17	423405	291	6110942	0.058	0.069	0.0523333333333333	0.0606666666666667
"11161"	"SSP3-7.0 - sans feu"	2095	"Résineux"	123	2134768	291	6110942	0.423	0.349	0.443666666666667	0.373333333333333
"11161"	"SSP3-7.0 - sans feu"	2095	"Feuillus intolérants"	57	1034564	291	6110942	0.196	0.169	0.207	0.181333333333333
"11161"	"SSP3-7.0 - sans feu"	2095	"Plantations résineuses"	94	2518205	291	6110942	0.323	0.412	0.297	0.384333333333333
"11161"	"SSP3-7.0 - sans feu"	2100	"Feuillus tolérants"	16	362499	291	5780210	0.055	0.063	0.0565	0.066
"11161"	"SSP3-7.0 - sans feu"	2100	"Résineux"	135	2343068	291	5780210	0.464	0.405	0.4435	0.377
"11161"	"SSP3-7.0 - sans feu"	2100	"Feuillus intolérants"	75	1340472	291	5780210	0.258	0.232	0.227	0.2005
"11161"	"SSP3-7.0 - sans feu"	2100	"Plantations résineuses"	65	1734171	291	5780210	0.223	0.3	0.273	0.356
"11262"	"climat stable - reboisement"	2025	"Feuillus tolérants"	8	226236	196	3722679	0.041	0.061	0.0355	0.051
"11262"	"climat stable - reboisement"	2025	"Résineux"	138	2485613	196	3722679	0.704	0.668	0.705	0.67
"11262"	"climat stable - reboisement"	2025	"Feuillus intolérants"	50	1010830	196	3722679	0.255	0.272	0.2595	0.2785
"11262"	"climat stable - reboisement"	2025	"Plantations résineuses"	0	0	196	3722679	0	0	0	0.001
"11262"	"climat stable - reboisement"	2030	"Feuillus tolérants"	6	152865	197	3706019	0.03	0.041	0.037	0.0533333333333333
"11262"	"climat stable - reboisement"	2030	"Résineux"	139	2489197	197	3706019	0.706	0.672	0.697333333333333	0.660333333333333
"11262"	"climat stable - reboisement"	2030	"Feuillus intolérants"	52	1054862	197	3706019	0.264	0.285	0.262333333333333	0.282333333333333
"11262"	"climat stable - reboisement"	2030	"Plantations résineuses"	0	9095	197	3706019	0	0.002	0.00333333333333333	0.00433333333333333
"11262"	"climat stable - reboisement"	2035	"Feuillus tolérants"	8	217431	198	3719535	0.04	0.058	0.035	0.0513333333333333
"11262"	"climat stable - reboisement"	2035	"Résineux"	135	2382894	198	3719535	0.682	0.641	0.711666666666667	0.671
"11262"	"climat stable - reboisement"	2035	"Feuillus intolérants"	53	1080079	198	3719535	0.268	0.29	0.244666666666667	0.267
"11262"	"climat stable - reboisement"	2035	"Plantations résineuses"	2	39131	198	3719535	0.01	0.011	0.00833333333333333	0.0106666666666667
"11262"	"climat stable - reboisement"	2040	"Feuillus tolérants"	7	198399	198	3584579	0.035	0.055	0.0403333333333333	0.06
"11262"	"climat stable - reboisement"	2040	"Résineux"	148	2508905	198	3584579	0.747	0.7	0.727666666666667	0.68
"11262"	"climat stable - reboisement"	2040	"Feuillus intolérants"	40	809559	198	3584579	0.202	0.226	0.214666666666667	0.237666666666667
"11262"	"climat stable - reboisement"	2040	"Plantations résineuses"	3	67716	198	3584579	0.015	0.019	0.017	0.0223333333333333
"11262"	"climat stable - reboisement"	2045	"Feuillus tolérants"	9	241274	195	3626801	0.046	0.067	0.0406666666666667	0.0616666666666667
"11262"	"climat stable - reboisement"	2045	"Résineux"	147	2536382	195	3626801	0.754	0.699	0.76	0.707666666666667
"11262"	"climat stable - reboisement"	2045	"Feuillus intolérants"	34	715676	195	3626801	0.174	0.197	0.169666666666667	0.190666666666667
"11262"	"climat stable - reboisement"	2045	"Plantations résineuses"	5	133469	195	3626801	0.026	0.037	0.029	0.04
"11262"	"climat stable - reboisement"	2050	"Feuillus tolérants"	8	228279	195	3628065	0.041	0.063	0.0443333333333333	0.0653333333333333
"11262"	"climat stable - reboisement"	2050	"Résineux"	152	2626917	195	3628065	0.779	0.724	0.747	0.687666666666667
"11262"	"climat stable - reboisement"	2050	"Feuillus intolérants"	26	539071	195	3628065	0.133	0.149	0.157	0.176666666666667
"11262"	"climat stable - reboisement"	2050	"Plantations résineuses"	9	233798	195	3628065	0.046	0.064	0.0513333333333333	0.07
"11262"	"climat stable - reboisement"	2055	"Feuillus tolérants"	9	244786	195	3686159	0.046	0.066	0.0426666666666667	0.0633333333333333
"11262"	"climat stable - reboisement"	2055	"Résineux"	138	2359572	195	3686159	0.708	0.64	0.748666666666667	0.689333333333333
"11262"	"climat stable - reboisement"	2055	"Feuillus intolérants"	32	678914	195	3686159	0.164	0.184	0.138333333333333	0.154
"11262"	"climat stable - reboisement"	2055	"Plantations résineuses"	16	402887	195	3686159	0.082	0.109	0.07	0.0933333333333333
"11262"	"climat stable - reboisement"	2060	"Feuillus tolérants"	8	222400	195	3660634	0.041	0.061	0.0393333333333333	0.0586666666666667
"11262"	"climat stable - reboisement"	2060	"Résineux"	148	2576222	195	3660634	0.759	0.704	0.713	0.647333333333333
"11262"	"climat stable - reboisement"	2060	"Feuillus intolérants"	23	471111	195	3660634	0.118	0.129	0.153	0.170333333333333
"11262"	"climat stable - reboisement"	2060	"Plantations résineuses"	16	390901	195	3660634	0.082	0.107	0.0946666666666667	0.124
"11262"	"climat stable - reboisement"	2065	"Feuillus tolérants"	6	182143	192	3732109	0.031	0.049	0.0363333333333333	0.0533333333333333
"11262"	"climat stable - reboisement"	2065	"Résineux"	129	2230045	192	3732109	0.672	0.598	0.685666666666667	0.618666666666667
"11262"	"climat stable - reboisement"	2065	"Feuillus intolérants"	34	737706	192	3732109	0.177	0.198	0.159666666666667	0.177666666666667
"11262"	"climat stable - reboisement"	2065	"Plantations résineuses"	23	582215	192	3732109	0.12	0.156	0.118333333333333	0.151
"11262"	"climat stable - reboisement"	2070	"Feuillus tolérants"	7	185690	190	3731499	0.037	0.05	0.037	0.0523333333333333
"11262"	"climat stable - reboisement"	2070	"Résineux"	119	2066191	190	3731499	0.626	0.554	0.614333333333333	0.540333333333333
"11262"	"climat stable - reboisement"	2070	"Feuillus intolérants"	35	770076	190	3731499	0.184	0.206	0.202333333333333	0.222666666666667
"11262"	"climat stable - reboisement"	2070	"Plantations résineuses"	29	709542	190	3731499	0.153	0.19	0.146333333333333	0.185333333333333
"11262"	"climat stable - reboisement"	2075	"Feuillus tolérants"	8	214425	187	3694313	0.043	0.058	0.0426666666666667	0.0563333333333333
"11262"	"climat stable - reboisement"	2075	"Résineux"	102	1731161	187	3694313	0.545	0.469	0.570333333333333	0.498333333333333
"11262"	"climat stable - reboisement"	2075	"Feuillus intolérants"	46	974534	187	3694313	0.246	0.264	0.22	0.236333333333333
"11262"	"climat stable - reboisement"	2075	"Plantations résineuses"	31	774193	187	3694313	0.166	0.21	0.167	0.209333333333333
"11262"	"climat stable - reboisement"	2080	"Feuillus tolérants"	9	224348	187	3667086	0.048	0.061	0.0486666666666667	0.0626666666666667
"11262"	"climat stable - reboisement"	2080	"Résineux"	101	1731993	187	3667086	0.54	0.472	0.53	0.458
"11262"	"climat stable - reboisement"	2080	"Feuillus intolérants"	43	875996	187	3667086	0.23	0.239	0.243	0.255
"11262"	"climat stable - reboisement"	2080	"Plantations résineuses"	34	834749	187	3667086	0.182	0.228	0.178333333333333	0.225
"11262"	"climat stable - reboisement"	2085	"Feuillus tolérants"	10	246130	182	3572466	0.055	0.069	0.0543333333333333	0.066
"11262"	"climat stable - reboisement"	2085	"Résineux"	92	1545134	182	3572466	0.505	0.433	0.476	0.406
"11262"	"climat stable - reboisement"	2085	"Feuillus intolérants"	46	934308	182	3572466	0.253	0.262	0.244666666666667	0.250333333333333
"11262"	"climat stable - reboisement"	2085	"Plantations résineuses"	34	846894	182	3572466	0.187	0.237	0.225	0.278
"11262"	"climat stable - reboisement"	2090	"Feuillus tolérants"	11	250184	183	3704265	0.06	0.068	0.0656666666666667	0.0776666666666667
"11262"	"climat stable - reboisement"	2090	"Résineux"	70	1158530	183	3704265	0.383	0.313	0.409666666666667	0.342666666666667
"11262"	"climat stable - reboisement"	2090	"Feuillus intolérants"	46	926902	183	3704265	0.251	0.25	0.256	0.253333333333333
"11262"	"climat stable - reboisement"	2090	"Plantations résineuses"	56	1368649	183	3704265	0.306	0.369	0.268666666666667	0.327
"11262"	"climat stable - reboisement"	2095	"Feuillus tolérants"	15	349047	182	3654539	0.082	0.096	0.0766666666666667	0.0883333333333333
"11262"	"climat stable - reboisement"	2095	"Résineux"	62	1029380	182	3654539	0.341	0.282	0.351333333333333	0.289
"11262"	"climat stable - reboisement"	2095	"Feuillus intolérants"	48	906332	182	3654539	0.264	0.248	0.254	0.239666666666667
"11262"	"climat stable - reboisement"	2095	"Plantations résineuses"	57	1369780	182	3654539	0.313	0.375	0.318	0.383
"11262"	"climat stable - reboisement"	2100	"Feuillus tolérants"	16	363722	182	3594773	0.088	0.101	0.085	0.0985
"11262"	"climat stable - reboisement"	2100	"Résineux"	60	979517	182	3594773	0.33	0.272	0.3355	0.277
"11262"	"climat stable - reboisement"	2100	"Feuillus intolérants"	45	794496	182	3594773	0.247	0.221	0.2555	0.2345
"11262"	"climat stable - reboisement"	2100	"Plantations résineuses"	61	1457038	182	3594773	0.335	0.405	0.324	0.39
"11262"	"climat stable - recup70%"	2025	"Feuillus tolérants"	6	150577	197	3703783	0.03	0.041	0.035	0.05
"11262"	"climat stable - recup70%"	2025	"Résineux"	138	2484322	197	3703783	0.701	0.671	0.7215	0.6845
"11262"	"climat stable - recup70%"	2025	"Feuillus intolérants"	53	1068884	197	3703783	0.269	0.289	0.2405	0.2625
"11262"	"climat stable - recup70%"	2025	"Plantations résineuses"	0	0	197	3703783	0	0	0.0025	0.0035
"11262"	"climat stable - recup70%"	2030	"Feuillus tolérants"	8	221353	198	3737337	0.04	0.059	0.0366666666666667	0.0533333333333333
"11262"	"climat stable - recup70%"	2030	"Résineux"	147	2608460	198	3737337	0.742	0.698	0.713666666666667	0.674
"11262"	"climat stable - recup70%"	2030	"Feuillus intolérants"	42	880239	198	3737337	0.212	0.236	0.247333333333333	0.270666666666667
"11262"	"climat stable - recup70%"	2030	"Plantations résineuses"	1	27285	198	3737337	0.005	0.007	0.00166666666666667	0.00233333333333333
"11262"	"climat stable - recup70%"	2035	"Feuillus tolérants"	8	224302	199	3740426	0.04	0.06	0.0453333333333333	0.067
"11262"	"climat stable - recup70%"	2035	"Résineux"	139	2443889	199	3740426	0.698	0.653	0.715333333333333	0.668666666666667
"11262"	"climat stable - recup70%"	2035	"Feuillus intolérants"	52	1072235	199	3740426	0.261	0.287	0.230333333333333	0.252666666666667
"11262"	"climat stable - recup70%"	2035	"Plantations résineuses"	0	0	199	3740426	0	0	0.00833333333333333	0.0113333333333333
"11262"	"climat stable - recup70%"	2040	"Feuillus tolérants"	11	298612	197	3639763	0.056	0.082	0.0473333333333333	0.0706666666666667
"11262"	"climat stable - recup70%"	2040	"Résineux"	139	2385208	197	3639763	0.706	0.655	0.733	0.685666666666667
"11262"	"climat stable - recup70%"	2040	"Feuillus intolérants"	43	856353	197	3639763	0.218	0.235	0.207666666666667	0.227
"11262"	"climat stable - recup70%"	2040	"Plantations résineuses"	4	99590	197	3639763	0.02	0.027	0.0116666666666667	0.0166666666666667
"11262"	"climat stable - recup70%"	2045	"Feuillus tolérants"	9	249238	195	3548098	0.046	0.07	0.053	0.0793333333333333
"11262"	"climat stable - recup70%"	2045	"Résineux"	155	2655924	195	3548098	0.795	0.749	0.756	0.703333333333333
"11262"	"climat stable - recup70%"	2045	"Feuillus intolérants"	28	562967	195	3548098	0.144	0.159	0.164	0.179666666666667
"11262"	"climat stable - recup70%"	2045	"Plantations résineuses"	3	79969	195	3548098	0.015	0.023	0.0273333333333333	0.0376666666666667
"11262"	"climat stable - recup70%"	2050	"Feuillus tolérants"	11	308739	193	3608859	0.057	0.086	0.0463333333333333	0.0716666666666667
"11262"	"climat stable - recup70%"	2050	"Résineux"	148	2548505	193	3608859	0.767	0.706	0.767666666666667	0.712333333333333
"11262"	"climat stable - recup70%"	2050	"Feuillus intolérants"	25	524486	193	3608859	0.13	0.145	0.148333333333333	0.164
"11262"	"climat stable - recup70%"	2050	"Plantations résineuses"	9	227129	193	3608859	0.047	0.063	0.038	0.0523333333333333
"11262"	"climat stable - recup70%"	2055	"Feuillus tolérants"	7	210241	193	3589885	0.036	0.059	0.052	0.079
"11262"	"climat stable - recup70%"	2055	"Résineux"	143	2449410	193	3589885	0.741	0.682	0.733	0.671
"11262"	"climat stable - recup70%"	2055	"Feuillus intolérants"	33	675499	193	3589885	0.171	0.188	0.156333333333333	0.171666666666667
"11262"	"climat stable - recup70%"	2055	"Plantations résineuses"	10	254735	193	3589885	0.052	0.071	0.0593333333333333	0.0786666666666667
"11262"	"climat stable - recup70%"	2060	"Feuillus tolérants"	12	334725	191	3649176	0.063	0.092	0.0486666666666667	0.0706666666666667
"11262"	"climat stable - recup70%"	2060	"Résineux"	132	2279679	191	3649176	0.691	0.625	0.696666666666667	0.633666666666667
"11262"	"climat stable - recup70%"	2060	"Feuillus intolérants"	32	662327	191	3649176	0.168	0.182	0.180333333333333	0.198
"11262"	"climat stable - recup70%"	2060	"Plantations résineuses"	15	372445	191	3649176	0.079	0.102	0.0746666666666667	0.098
"11262"	"climat stable - recup70%"	2065	"Feuillus tolérants"	9	229649	193	3763844	0.047	0.061	0.0486666666666667	0.0666666666666667
"11262"	"climat stable - recup70%"	2065	"Résineux"	127	2235814	193	3763844	0.658	0.594	0.656333333333333	0.589666666666667
"11262"	"climat stable - recup70%"	2065	"Feuillus intolérants"	39	841734	193	3763844	0.202	0.224	0.191	0.207333333333333
"11262"	"climat stable - recup70%"	2065	"Plantations résineuses"	18	456647	193	3763844	0.093	0.121	0.104333333333333	0.136666666666667
"11262"	"climat stable - recup70%"	2070	"Feuillus tolérants"	7	175294	192	3717593	0.036	0.047	0.0383333333333333	0.051
"11262"	"climat stable - recup70%"	2070	"Résineux"	119	2045873	192	3717593	0.62	0.55	0.624	0.555
"11262"	"climat stable - recup70%"	2070	"Feuillus intolérants"	39	802885	192	3717593	0.203	0.216	0.199333333333333	0.215
"11262"	"climat stable - recup70%"	2070	"Plantations résineuses"	27	693541	192	3717593	0.141	0.187	0.138666666666667	0.179
"11262"	"climat stable - recup70%"	2075	"Feuillus tolérants"	6	164866	187	3697844	0.032	0.045	0.039	0.0486666666666667
"11262"	"climat stable - recup70%"	2075	"Résineux"	111	1926848	187	3697844	0.594	0.521	0.570333333333333	0.498666666666667
"11262"	"climat stable - recup70%"	2075	"Feuillus intolérants"	36	759017	187	3697844	0.193	0.205	0.215	0.227333333333333
"11262"	"climat stable - recup70%"	2075	"Plantations résineuses"	34	847113	187	3697844	0.182	0.229	0.176	0.225333333333333
"11262"	"climat stable - recup70%"	2080	"Feuillus tolérants"	9	200348	185	3735147	0.049	0.054	0.0506666666666667	0.0596666666666667
"11262"	"climat stable - recup70%"	2080	"Résineux"	92	1588584	185	3735147	0.497	0.425	0.519333333333333	0.449666666666667
"11262"	"climat stable - recup70%"	2080	"Feuillus intolérants"	46	976015	185	3735147	0.249	0.261	0.243333333333333	0.252333333333333
"11262"	"climat stable - recup70%"	2080	"Plantations résineuses"	38	970200	185	3735147	0.205	0.26	0.187	0.238
"11262"	"climat stable - recup70%"	2085	"Feuillus tolérants"	13	286782	184	3595867	0.071	0.08	0.0653333333333333	0.0746666666666667
"11262"	"climat stable - recup70%"	2085	"Résineux"	86	1450446	184	3595867	0.467	0.403	0.47	0.403333333333333
"11262"	"climat stable - recup70%"	2085	"Feuillus intolérants"	53	1048129	184	3595867	0.288	0.291	0.271333333333333	0.272666666666667
"11262"	"climat stable - recup70%"	2085	"Plantations résineuses"	32	810510	184	3595867	0.174	0.225	0.193333333333333	0.249
"11262"	"climat stable - recup70%"	2090	"Feuillus tolérants"	14	320288	184	3566631	0.076	0.09	0.0766666666666667	0.0903333333333333
"11262"	"climat stable - recup70%"	2090	"Résineux"	82	1361176	184	3566631	0.446	0.382	0.448666666666667	0.383333333333333
"11262"	"climat stable - recup70%"	2090	"Feuillus intolérants"	51	950463	184	3566631	0.277	0.266	0.292	0.289666666666667
"11262"	"climat stable - recup70%"	2090	"Plantations résineuses"	37	934704	184	3566631	0.201	0.262	0.182333333333333	0.236666666666667
"11262"	"climat stable - recup70%"	2095	"Feuillus tolérants"	15	353193	180	3502871	0.083	0.101	0.085	0.102666666666667
"11262"	"climat stable - recup70%"	2095	"Résineux"	78	1278032	180	3502871	0.433	0.365	0.439	0.375333333333333
"11262"	"climat stable - recup70%"	2095	"Feuillus intolérants"	56	1092143	180	3502871	0.311	0.312	0.297	0.288333333333333
"11262"	"climat stable - recup70%"	2095	"Plantations résineuses"	31	779503	180	3502871	0.172	0.223	0.178666666666667	0.234
"11262"	"climat stable - recup70%"	2100	"Feuillus tolérants"	17	398727	178	3399206	0.096	0.117	0.0895	0.109
"11262"	"climat stable - recup70%"	2100	"Résineux"	78	1287549	178	3399206	0.438	0.379	0.4355	0.372
"11262"	"climat stable - recup70%"	2100	"Feuillus intolérants"	54	974320	178	3399206	0.303	0.287	0.307	0.2995
"11262"	"climat stable - recup70%"	2100	"Plantations résineuses"	29	738610	178	3399206	0.163	0.217	0.1675	0.22
"11262"	"climat stable - reference"	2025	"Feuillus tolérants"	7	186861	197	3701889	0.036	0.05	0.0355	0.05
