"mgmt.unit"	"scen"	"Année"	"spp"	"spp cut"	"spp cut vol"	"spp cut total"	"spp cut vol total"	"Prop_brut"	"Prop_brut_vol"	"Proportion"	"Proportion volume"
"6271"	"SSP2-4.5 - reboisement"	2060	"Feuillus intolérants"	80	1352585	218	4478326	0.367	0.302	0.364333333333333	0.303666666666667
"6271"	"SSP2-4.5 - reboisement"	2060	"Plantations résineuses"	28	669314	218	4478326	0.128	0.149	0.122	0.143666666666667
"6271"	"SSP2-4.5 - reboisement"	2065	"Feuillus tolérants"	46	1221923	217	4436448	0.212	0.275	0.212666666666667	0.275666666666667
"6271"	"SSP2-4.5 - reboisement"	2065	"Résineux"	64	1153490	217	4436448	0.295	0.26	0.284666666666667	0.249
"6271"	"SSP2-4.5 - reboisement"	2065	"Feuillus intolérants"	77	1317702	217	4436448	0.355	0.297	0.356333333333333	0.297666666666667
"6271"	"SSP2-4.5 - reboisement"	2065	"Plantations résineuses"	30	743333	217	4436448	0.138	0.168	0.146666666666667	0.177333333333333
"6271"	"SSP2-4.5 - reboisement"	2070	"Feuillus tolérants"	44	1142063	219	4578278	0.201	0.249	0.206333333333333	0.258333333333333
"6271"	"SSP2-4.5 - reboisement"	2070	"Résineux"	61	1106310	219	4578278	0.279	0.242	0.293666666666667	0.256666666666667
"6271"	"SSP2-4.5 - reboisement"	2070	"Feuillus intolérants"	76	1345011	219	4578278	0.347	0.294	0.344	0.292666666666667
"6271"	"SSP2-4.5 - reboisement"	2070	"Plantations résineuses"	38	984894	219	4578278	0.174	0.215	0.156	0.192666666666667
"6271"	"SSP2-4.5 - reboisement"	2075	"Feuillus tolérants"	45	1116661	218	4450542	0.206	0.251	0.212333333333333	0.257333333333333
"6271"	"SSP2-4.5 - reboisement"	2075	"Résineux"	67	1191873	218	4450542	0.307	0.268	0.286	0.246333333333333
"6271"	"SSP2-4.5 - reboisement"	2075	"Feuillus intolérants"	72	1275604	218	4450542	0.33	0.287	0.324	0.278666666666667
"6271"	"SSP2-4.5 - reboisement"	2075	"Plantations résineuses"	34	866404	218	4450542	0.156	0.195	0.177666666666667	0.218
"6271"	"SSP2-4.5 - reboisement"	2080	"Feuillus tolérants"	50	1256210	217	4625924	0.23	0.272	0.222333333333333	0.265
"6271"	"SSP2-4.5 - reboisement"	2080	"Résineux"	59	1060551	217	4625924	0.272	0.229	0.276333333333333	0.236
"6271"	"SSP2-4.5 - reboisement"	2080	"Feuillus intolérants"	64	1179751	217	4625924	0.295	0.255	0.310333333333333	0.268
"6271"	"SSP2-4.5 - reboisement"	2080	"Plantations résineuses"	44	1129412	217	4625924	0.203	0.244	0.190666666666667	0.231333333333333
"6271"	"SSP2-4.5 - reboisement"	2085	"Feuillus tolérants"	50	1280158	216	4698269	0.231	0.272	0.240333333333333	0.282333333333333
"6271"	"SSP2-4.5 - reboisement"	2085	"Résineux"	54	990137	216	4698269	0.25	0.211	0.240666666666667	0.204
"6271"	"SSP2-4.5 - reboisement"	2085	"Feuillus intolérants"	66	1231408	216	4698269	0.306	0.262	0.296333333333333	0.252
"6271"	"SSP2-4.5 - reboisement"	2085	"Plantations résineuses"	46	1196566	216	4698269	0.213	0.255	0.222333333333333	0.261333333333333
"6271"	"SSP2-4.5 - reboisement"	2090	"Feuillus tolérants"	56	1428651	215	4708033	0.26	0.303	0.254	0.297666666666667
"6271"	"SSP2-4.5 - reboisement"	2090	"Résineux"	43	811431	215	4708033	0.2	0.172	0.2	0.17
"6271"	"SSP2-4.5 - reboisement"	2090	"Feuillus intolérants"	62	1126598	215	4708033	0.288	0.239	0.297666666666667	0.249
"6271"	"SSP2-4.5 - reboisement"	2090	"Plantations résineuses"	54	1341353	215	4708033	0.251	0.285	0.248	0.282666666666667
"6271"	"SSP2-4.5 - reboisement"	2095	"Feuillus tolérants"	58	1512494	214	4750375	0.271	0.318	0.264333333333333	0.305333333333333
"6271"	"SSP2-4.5 - reboisement"	2095	"Résineux"	32	604203	214	4750375	0.15	0.127	0.162	0.138666666666667
"6271"	"SSP2-4.5 - reboisement"	2095	"Feuillus intolérants"	64	1169189	214	4750375	0.299	0.246	0.292333333333333	0.243666666666667
"6271"	"SSP2-4.5 - reboisement"	2095	"Plantations résineuses"	60	1464489	214	4750375	0.28	0.308	0.281333333333333	0.311666666666667
"6271"	"SSP2-4.5 - reboisement"	2100	"Feuillus tolérants"	56	1443122	214	4896018	0.262	0.295	0.2665	0.3065
"6271"	"SSP2-4.5 - reboisement"	2100	"Résineux"	29	571469	214	4896018	0.136	0.117	0.143	0.122
"6271"	"SSP2-4.5 - reboisement"	2100	"Feuillus intolérants"	62	1206188	214	4896018	0.29	0.246	0.2945	0.246
"6271"	"SSP2-4.5 - reboisement"	2100	"Plantations résineuses"	67	1675239	214	4896018	0.313	0.342	0.2965	0.325
"6271"	"SSP2-4.5 - recup70%"	2025	"Feuillus tolérants"	55	1610971	225	4752651	0.244	0.339	0.247	0.3385
"6271"	"SSP2-4.5 - recup70%"	2025	"Résineux"	94	1737039	225	4752651	0.418	0.365	0.418	0.3675
"6271"	"SSP2-4.5 - recup70%"	2025	"Feuillus intolérants"	76	1404641	225	4752651	0.338	0.296	0.335	0.294
"6271"	"SSP2-4.5 - recup70%"	2025	"Plantations résineuses"	0	0	225	4752651	0	0	0	0
"6271"	"SSP2-4.5 - recup70%"	2030	"Feuillus tolérants"	58	1666191	232	4933331	0.25	0.338	0.248666666666667	0.341
"6271"	"SSP2-4.5 - recup70%"	2030	"Résineux"	97	1827300	232	4933331	0.418	0.37	0.415333333333333	0.365
"6271"	"SSP2-4.5 - recup70%"	2030	"Feuillus intolérants"	77	1439840	232	4933331	0.332	0.292	0.336	0.294
"6271"	"SSP2-4.5 - recup70%"	2030	"Plantations résineuses"	0	0	232	4933331	0	0	0	0
"6271"	"SSP2-4.5 - recup70%"	2035	"Feuillus tolérants"	56	1629021	222	4710620	0.252	0.346	0.247	0.336666666666667
"6271"	"SSP2-4.5 - recup70%"	2035	"Résineux"	91	1697354	222	4710620	0.41	0.36	0.400666666666667	0.358
"6271"	"SSP2-4.5 - recup70%"	2035	"Feuillus intolérants"	75	1384245	222	4710620	0.338	0.294	0.352333333333333	0.305
"6271"	"SSP2-4.5 - recup70%"	2035	"Plantations résineuses"	0	0	222	4710620	0	0	0	0
"6271"	"SSP2-4.5 - recup70%"	2040	"Feuillus tolérants"	53	1501496	222	4599783	0.239	0.326	0.236333333333333	0.323333333333333
"6271"	"SSP2-4.5 - recup70%"	2040	"Résineux"	83	1583054	222	4599783	0.374	0.344	0.384	0.346666666666667
"6271"	"SSP2-4.5 - recup70%"	2040	"Feuillus intolérants"	86	1515233	222	4599783	0.387	0.329	0.378	0.328333333333333
"6271"	"SSP2-4.5 - recup70%"	2040	"Plantations résineuses"	0	0	222	4599783	0	0	0.00166666666666667	0.00133333333333333
"6271"	"SSP2-4.5 - recup70%"	2045	"Feuillus tolérants"	48	1326590	220	4458198	0.218	0.298	0.234333333333333	0.319
"6271"	"SSP2-4.5 - recup70%"	2045	"Résineux"	81	1498840	220	4458198	0.368	0.336	0.365666666666667	0.334666666666667
"6271"	"SSP2-4.5 - recup70%"	2045	"Feuillus intolérants"	90	1613890	220	4458198	0.409	0.362	0.385333333333333	0.330666666666667
"6271"	"SSP2-4.5 - recup70%"	2045	"Plantations résineuses"	1	18878	220	4458198	0.005	0.004	0.0143333333333333	0.0153333333333333
"6271"	"SSP2-4.5 - recup70%"	2050	"Feuillus tolérants"	52	1432440	211	4306560	0.246	0.333	0.231666666666667	0.314333333333333
"6271"	"SSP2-4.5 - recup70%"	2050	"Résineux"	75	1395799	211	4306560	0.355	0.324	0.357333333333333	0.324
"6271"	"SSP2-4.5 - recup70%"	2050	"Feuillus intolérants"	76	1298101	211	4306560	0.36	0.301	0.371	0.317666666666667
"6271"	"SSP2-4.5 - recup70%"	2050	"Plantations résineuses"	8	180220	211	4306560	0.038	0.042	0.0393333333333333	0.0443333333333333
"6271"	"SSP2-4.5 - recup70%"	2055	"Feuillus tolérants"	49	1348206	212	4323723	0.231	0.312	0.236333333333333	0.312666666666667
"6271"	"SSP2-4.5 - recup70%"	2055	"Résineux"	74	1347287	212	4323723	0.349	0.312	0.334666666666667	0.301666666666667
"6271"	"SSP2-4.5 - recup70%"	2055	"Feuillus intolérants"	73	1253427	212	4323723	0.344	0.29	0.345666666666667	0.288333333333333
"6271"	"SSP2-4.5 - recup70%"	2055	"Plantations résineuses"	16	374803	212	4323723	0.075	0.087	0.0826666666666667	0.0973333333333333
"6271"	"SSP2-4.5 - recup70%"	2060	"Feuillus tolérants"	48	1259442	207	4291917	0.232	0.293	0.227	0.293333333333333
"6271"	"SSP2-4.5 - recup70%"	2060	"Résineux"	62	1154268	207	4291917	0.3	0.269	0.305333333333333	0.270666666666667
"6271"	"SSP2-4.5 - recup70%"	2060	"Feuillus intolérants"	69	1177677	207	4291917	0.333	0.274	0.332333333333333	0.275333333333333
"6271"	"SSP2-4.5 - recup70%"	2060	"Plantations résineuses"	28	700530	207	4291917	0.135	0.163	0.134666666666667	0.160666666666667
"6271"	"SSP2-4.5 - recup70%"	2065	"Feuillus tolérants"	45	1200354	206	4360714	0.218	0.275	0.222666666666667	0.280333333333333
"6271"	"SSP2-4.5 - recup70%"	2065	"Résineux"	55	1008739	206	4360714	0.267	0.231	0.282333333333333	0.248
"6271"	"SSP2-4.5 - recup70%"	2065	"Feuillus intolérants"	66	1140622	206	4360714	0.32	0.262	0.334666666666667	0.276666666666667
"6271"	"SSP2-4.5 - recup70%"	2065	"Plantations résineuses"	40	1010999	206	4360714	0.194	0.232	0.160333333333333	0.194666666666667
"6271"	"SSP2-4.5 - recup70%"	2070	"Feuillus tolérants"	46	1191184	211	4368653	0.218	0.273	0.213	0.264666666666667
"6271"	"SSP2-4.5 - recup70%"	2070	"Résineux"	59	1067312	211	4368653	0.28	0.244	0.273	0.236666666666667
"6271"	"SSP2-4.5 - recup70%"	2070	"Feuillus intolérants"	74	1282368	211	4368653	0.351	0.294	0.334333333333333	0.278333333333333
"6271"	"SSP2-4.5 - recup70%"	2070	"Plantations résineuses"	32	827789	211	4368653	0.152	0.189	0.18	0.22
"6271"	"SSP2-4.5 - recup70%"	2075	"Feuillus tolérants"	44	1116475	217	4530097	0.203	0.246	0.217666666666667	0.262666666666667
"6271"	"SSP2-4.5 - recup70%"	2075	"Résineux"	59	1065558	217	4530097	0.272	0.235	0.272666666666667	0.237666666666667
"6271"	"SSP2-4.5 - recup70%"	2075	"Feuillus intolérants"	72	1264608	217	4530097	0.332	0.279	0.337333333333333	0.286333333333333
"6271"	"SSP2-4.5 - recup70%"	2075	"Plantations résineuses"	42	1083456	217	4530097	0.194	0.239	0.173333333333333	0.213333333333333
"6271"	"SSP2-4.5 - recup70%"	2080	"Feuillus tolérants"	48	1150532	207	4281004	0.232	0.269	0.225666666666667	0.269333333333333
"6271"	"SSP2-4.5 - recup70%"	2080	"Résineux"	55	1000387	207	4281004	0.266	0.234	0.271	0.236
"6271"	"SSP2-4.5 - recup70%"	2080	"Feuillus intolérants"	68	1222599	207	4281004	0.329	0.286	0.33	0.281666666666667
"6271"	"SSP2-4.5 - recup70%"	2080	"Plantations résineuses"	36	907486	207	4281004	0.174	0.212	0.174333333333333	0.213
"6271"	"SSP2-4.5 - recup70%"	2085	"Feuillus tolérants"	50	1271940	207	4342548	0.242	0.293	0.250333333333333	0.295
"6271"	"SSP2-4.5 - recup70%"	2085	"Résineux"	57	1038212	207	4342548	0.275	0.239	0.256333333333333	0.223333333333333
"6271"	"SSP2-4.5 - recup70%"	2085	"Feuillus intolérants"	68	1216237	207	4342548	0.329	0.28	0.332666666666667	0.286
"6271"	"SSP2-4.5 - recup70%"	2085	"Plantations résineuses"	32	816159	207	4342548	0.155	0.188	0.161333333333333	0.196
"6271"	"SSP2-4.5 - recup70%"	2090	"Feuillus tolérants"	57	1425526	206	4408835	0.277	0.323	0.269	0.321666666666667
"6271"	"SSP2-4.5 - recup70%"	2090	"Résineux"	47	868737	206	4408835	0.228	0.197	0.236666666666667	0.204
"6271"	"SSP2-4.5 - recup70%"	2090	"Feuillus intolérants"	70	1285774	206	4408835	0.34	0.292	0.346333333333333	0.295666666666667
"6271"	"SSP2-4.5 - recup70%"	2090	"Plantations résineuses"	32	828798	206	4408835	0.155	0.188	0.148333333333333	0.178666666666667
"6271"	"SSP2-4.5 - recup70%"	2095	"Feuillus tolérants"	60	1535584	208	4400755	0.288	0.349	0.280666666666667	0.334666666666667
"6271"	"SSP2-4.5 - recup70%"	2095	"Résineux"	43	774120	208	4400755	0.207	0.176	0.219333333333333	0.189333333333333
"6271"	"SSP2-4.5 - recup70%"	2095	"Feuillus intolérants"	77	1386572	208	4400755	0.37	0.315	0.364333333333333	0.312333333333333
"6271"	"SSP2-4.5 - recup70%"	2095	"Plantations résineuses"	28	704479	208	4400755	0.135	0.16	0.135666666666667	0.163666666666667
"6271"	"SSP2-4.5 - recup70%"	2100	"Feuillus tolérants"	57	1446431	206	4358369	0.277	0.332	0.2825	0.3405
"6271"	"SSP2-4.5 - recup70%"	2100	"Résineux"	46	849226	206	4358369	0.223	0.195	0.215	0.1855
"6271"	"SSP2-4.5 - recup70%"	2100	"Feuillus intolérants"	79	1438201	206	4358369	0.383	0.33	0.3765	0.3225
"6271"	"SSP2-4.5 - recup70%"	2100	"Plantations résineuses"	24	624511	206	4358369	0.117	0.143	0.126	0.1515
"6271"	"SSP2-4.5 - reference"	2025	"Feuillus tolérants"	57	1663913	224	4789298	0.254	0.347	0.2515	0.346
"6271"	"SSP2-4.5 - reference"	2025	"Résineux"	97	1833255	224	4789298	0.433	0.383	0.4185	0.367
"6271"	"SSP2-4.5 - reference"	2025	"Feuillus intolérants"	70	1292130	224	4789298	0.312	0.27	0.3295	0.2875
"6271"	"SSP2-4.5 - reference"	2025	"Plantations résineuses"	0	0	224	4789298	0	0	0	0
"6271"	"SSP2-4.5 - reference"	2030	"Feuillus tolérants"	56	1621396	225	4702710	0.249	0.345	0.254333333333333	0.348666666666667
"6271"	"SSP2-4.5 - reference"	2030	"Résineux"	91	1648473	225	4702710	0.404	0.351	0.410666666666667	0.358666666666667
"6271"	"SSP2-4.5 - reference"	2030	"Feuillus intolérants"	78	1432841	225	4702710	0.347	0.305	0.334666666666667	0.293333333333333
"6271"	"SSP2-4.5 - reference"	2030	"Plantations résineuses"	0	0	225	4702710	0	0	0	0
"6271"	"SSP2-4.5 - reference"	2035	"Feuillus tolérants"	58	1667283	223	4715135	0.26	0.354	0.248333333333333	0.338
"6271"	"SSP2-4.5 - reference"	2035	"Résineux"	88	1610399	223	4715135	0.395	0.342	0.387666666666667	0.342333333333333
"6271"	"SSP2-4.5 - reference"	2035	"Feuillus intolérants"	77	1437453	223	4715135	0.345	0.305	0.364	0.320333333333333
"6271"	"SSP2-4.5 - reference"	2035	"Plantations résineuses"	0	0	223	4715135	0	0	0	0
"6271"	"SSP2-4.5 - reference"	2040	"Feuillus tolérants"	52	1454513	220	4613154	0.236	0.315	0.243666666666667	0.33
"6271"	"SSP2-4.5 - reference"	2040	"Résineux"	80	1540244	220	4613154	0.364	0.334	0.370666666666667	0.332666666666667
"6271"	"SSP2-4.5 - reference"	2040	"Feuillus intolérants"	88	1618397	220	4613154	0.4	0.351	0.382666666666667	0.334666666666667
"6271"	"SSP2-4.5 - reference"	2040	"Plantations résineuses"	0	0	220	4613154	0	0	0.003	0.00266666666666667
"6271"	"SSP2-4.5 - reference"	2045	"Feuillus tolérants"	52	1460869	221	4545709	0.235	0.321	0.233333333333333	0.316333333333333
"6271"	"SSP2-4.5 - reference"	2045	"Résineux"	78	1465446	221	4545709	0.353	0.322	0.359666666666667	0.33
"6271"	"SSP2-4.5 - reference"	2045	"Feuillus intolérants"	89	1583014	221	4545709	0.403	0.348	0.393	0.338
"6271"	"SSP2-4.5 - reference"	2045	"Plantations résineuses"	2	36380	221	4545709	0.009	0.008	0.0136666666666667	0.0153333333333333
"6271"	"SSP2-4.5 - reference"	2050	"Feuillus tolérants"	50	1386647	218	4435746	0.229	0.313	0.236	0.321
"6271"	"SSP2-4.5 - reference"	2050	"Résineux"	79	1481243	218	4435746	0.362	0.334	0.346	0.312666666666667
"6271"	"SSP2-4.5 - reference"	2050	"Feuillus intolérants"	82	1399332	218	4435746	0.376	0.315	0.375	0.317
"6271"	"SSP2-4.5 - reference"	2050	"Plantations résineuses"	7	168524	218	4435746	0.032	0.038	0.043	0.049
"6271"	"SSP2-4.5 - reference"	2055	"Feuillus tolérants"	53	1473592	217	4480486	0.244	0.329	0.234333333333333	0.314333333333333
"6271"	"SSP2-4.5 - reference"	2055	"Résineux"	70	1262098	217	4480486	0.323	0.282	0.325	0.290333333333333
"6271"	"SSP2-4.5 - reference"	2055	"Feuillus intolérants"	75	1290230	217	4480486	0.346	0.288	0.359	0.300333333333333
"6271"	"SSP2-4.5 - reference"	2055	"Plantations résineuses"	19	454566	217	4480486	0.088	0.101	0.0813333333333333	0.095
"6271"	"SSP2-4.5 - reference"	2060	"Feuillus tolérants"	50	1370641	217	4551990	0.23	0.301	0.227666666666667	0.298666666666667
"6271"	"SSP2-4.5 - reference"	2060	"Résineux"	63	1161357	217	4551990	0.29	0.255	0.305	0.269333333333333
"6271"	"SSP2-4.5 - reference"	2060	"Feuillus intolérants"	77	1356233	217	4551990	0.355	0.298	0.348333333333333	0.290666666666667
"6271"	"SSP2-4.5 - reference"	2060	"Plantations résineuses"	27	663759	217	4551990	0.124	0.146	0.118666666666667	0.141333333333333
"6271"	"SSP2-4.5 - reference"	2065	"Feuillus tolérants"	45	1173727	215	4407389	0.209	0.266	0.222	0.282333333333333
"6271"	"SSP2-4.5 - reference"	2065	"Résineux"	65	1193344	215	4407389	0.302	0.271	0.291333333333333	0.255333333333333
"6271"	"SSP2-4.5 - reference"	2065	"Feuillus intolérants"	74	1260811	215	4407389	0.344	0.286	0.335	0.279666666666667
"6271"	"SSP2-4.5 - reference"	2065	"Plantations résineuses"	31	779507	215	4407389	0.144	0.177	0.151	0.183
"6271"	"SSP2-4.5 - reference"	2070	"Feuillus tolérants"	49	1256245	216	4487825	0.227	0.28	0.211	0.260333333333333
"6271"	"SSP2-4.5 - reference"	2070	"Résineux"	61	1076363	216	4487825	0.282	0.24	0.285	0.250333333333333
"6271"	"SSP2-4.5 - reference"	2070	"Feuillus intolérants"	66	1142381	216	4487825	0.306	0.255	0.333	0.277333333333333
"6271"	"SSP2-4.5 - reference"	2070	"Plantations résineuses"	40	1012836	216	4487825	0.185	0.226	0.170666666666667	0.212
"6271"	"SSP2-4.5 - reference"	2075	"Feuillus tolérants"	43	1085003	218	4608854	0.197	0.235	0.213	0.256666666666667
"6271"	"SSP2-4.5 - reference"	2075	"Résineux"	59	1106026	218	4608854	0.271	0.24	0.268	0.232333333333333
"6271"	"SSP2-4.5 - reference"	2075	"Feuillus intolérants"	76	1342424	218	4608854	0.349	0.291	0.334	0.280666666666667
"6271"	"SSP2-4.5 - reference"	2075	"Plantations résineuses"	40	1075401	218	4608854	0.183	0.233	0.185	0.230333333333333
"6271"	"SSP2-4.5 - reference"	2080	"Feuillus tolérants"	47	1159981	219	4549626	0.215	0.255	0.211	0.252666666666667
"6271"	"SSP2-4.5 - reference"	2080	"Résineux"	55	985029	219	4549626	0.251	0.217	0.275333333333333	0.240666666666667
"6271"	"SSP2-4.5 - reference"	2080	"Feuillus intolérants"	76	1348103	219	4549626	0.347	0.296	0.336333333333333	0.285666666666667
"6271"	"SSP2-4.5 - reference"	2080	"Plantations résineuses"	41	1056513	219	4549626	0.187	0.232	0.177	0.220666666666667
"6271"	"SSP2-4.5 - reference"	2085	"Feuillus tolérants"	48	1234471	217	4608939	0.221	0.268	0.237	0.282666666666667
"6271"	"SSP2-4.5 - reference"	2085	"Résineux"	66	1220918	217	4608939	0.304	0.265	0.272	0.237
"6271"	"SSP2-4.5 - reference"	2085	"Feuillus intolérants"	68	1246178	217	4608939	0.313	0.27	0.318	0.27
"6271"	"SSP2-4.5 - reference"	2085	"Plantations résineuses"	35	907372	217	4608939	0.161	0.197	0.172666666666667	0.210333333333333
"6271"	"SSP2-4.5 - reference"	2090	"Feuillus tolérants"	60	1539715	218	4733012	0.275	0.325	0.259666666666667	0.308666666666667
"6271"	"SSP2-4.5 - reference"	2090	"Résineux"	57	1083500	218	4733012	0.261	0.229	0.254333333333333	0.219
"6271"	"SSP2-4.5 - reference"	2090	"Feuillus intolérants"	64	1155510	218	4733012	0.294	0.244	0.325	0.279333333333333
"6271"	"SSP2-4.5 - reference"	2090	"Plantations résineuses"	37	954287	218	4733012	0.17	0.202	0.160666666666667	0.193
"6271"	"SSP2-4.5 - reference"	2095	"Feuillus tolérants"	60	1534886	212	4614744	0.283	0.333	0.277666666666667	0.329
"6271"	"SSP2-4.5 - reference"	2095	"Résineux"	42	752100	212	4614744	0.198	0.163	0.220666666666667	0.190666666666667
"6271"	"SSP2-4.5 - reference"	2095	"Feuillus intolérants"	78	1496596	212	4614744	0.368	0.324	0.354333333333333	0.304666666666667
"6271"	"SSP2-4.5 - reference"	2095	"Plantations résineuses"	32	831162	212	4614744	0.151	0.18	0.147333333333333	0.175666666666667
"6271"	"SSP2-4.5 - reference"	2100	"Feuillus tolérants"	57	1461809	207	4449847	0.275	0.329	0.279	0.331
"6271"	"SSP2-4.5 - reference"	2100	"Résineux"	42	802413	207	4449847	0.203	0.18	0.2005	0.1715
"6271"	"SSP2-4.5 - reference"	2100	"Feuillus intolérants"	83	1539985	207	4449847	0.401	0.346	0.3845	0.335
"6271"	"SSP2-4.5 - reference"	2100	"Plantations résineuses"	25	645640	207	4449847	0.121	0.145	0.136	0.1625
"6271"	"SSP2-4.5 - reserve"	2025	"Feuillus tolérants"	60	1767203	225	4811869	0.267	0.367	0.262	0.3575
"6271"	"SSP2-4.5 - reserve"	2025	"Résineux"	96	1771655	225	4811869	0.427	0.368	0.4235	0.3685
"6271"	"SSP2-4.5 - reserve"	2025	"Feuillus intolérants"	69	1273011	225	4811869	0.307	0.265	0.315	0.274
"6271"	"SSP2-4.5 - reserve"	2025	"Plantations résineuses"	0	0	225	4811869	0	0	0	0
"6271"	"SSP2-4.5 - reserve"	2030	"Feuillus tolérants"	58	1679419	226	4824608	0.257	0.348	0.261	0.356
"6271"	"SSP2-4.5 - reserve"	2030	"Résineux"	95	1780719	226	4824608	0.42	0.369	0.408666666666667	0.355666666666667
"6271"	"SSP2-4.5 - reserve"	2030	"Feuillus intolérants"	73	1364470	226	4824608	0.323	0.283	0.330666666666667	0.288333333333333
"6271"	"SSP2-4.5 - reserve"	2030	"Plantations résineuses"	0	0	226	4824608	0	0	0	0
"6271"	"SSP2-4.5 - reserve"	2035	"Feuillus tolérants"	58	1678210	224	4759977	0.259	0.353	0.255	0.345
"6271"	"SSP2-4.5 - reserve"	2035	"Résineux"	85	1571177	224	4759977	0.379	0.33	0.400666666666667	0.353666666666667
"6271"	"SSP2-4.5 - reserve"	2035	"Feuillus intolérants"	81	1510590	224	4759977	0.362	0.317	0.344333333333333	0.300666666666667
"6271"	"SSP2-4.5 - reserve"	2035	"Plantations résineuses"	0	0	224	4759977	0	0	0	0.000666666666666667
"6271"	"SSP2-4.5 - reserve"	2040	"Feuillus tolérants"	55	1522548	221	4559605	0.249	0.334	0.247	0.333333333333333
"6271"	"SSP2-4.5 - reserve"	2040	"Résineux"	89	1649544	221	4559605	0.403	0.362	0.403666666666667	0.360666666666667
"6271"	"SSP2-4.5 - reserve"	2040	"Feuillus intolérants"	77	1378418	221	4559605	0.348	0.302	0.347666666666667	0.303
"6271"	"SSP2-4.5 - reserve"	2040	"Plantations résineuses"	0	9095	221	4559605	0	0.002	0.00166666666666667	0.003
"6271"	"SSP2-4.5 - reserve"	2045	"Feuillus tolérants"	51	1413401	219	4510701	0.233	0.313	0.237333333333333	0.319666666666667
"6271"	"SSP2-4.5 - reserve"	2045	"Résineux"	94	1758845	219	4510701	0.429	0.39	0.394	0.355
"6271"	"SSP2-4.5 - reserve"	2045	"Feuillus intolérants"	73	1309107	219	4510701	0.333	0.29	0.353	0.306333333333333
"6271"	"SSP2-4.5 - reserve"	2045	"Plantations résineuses"	1	29348	219	4510701	0.005	0.007	0.0153333333333333	0.019
"6271"	"SSP2-4.5 - reserve"	2050	"Feuillus tolérants"	50	1366315	217	4384751	0.23	0.312	0.230666666666667	0.31
"6271"	"SSP2-4.5 - reserve"	2050	"Résineux"	76	1372648	217	4384751	0.35	0.313	0.368666666666667	0.332
"6271"	"SSP2-4.5 - reserve"	2050	"Feuillus intolérants"	82	1434782	217	4384751	0.378	0.327	0.355333333333333	0.306333333333333
"6271"	"SSP2-4.5 - reserve"	2050	"Plantations résineuses"	9	211006	217	4384751	0.041	0.048	0.045	0.0516666666666667
"6271"	"SSP2-4.5 - reserve"	2055	"Feuillus tolérants"	49	1333394	214	4372045	0.229	0.305	0.229666666666667	0.305333333333333
"6271"	"SSP2-4.5 - reserve"	2055	"Résineux"	70	1279483	214	4372045	0.327	0.293	0.316333333333333	0.283666666666667
"6271"	"SSP2-4.5 - reserve"	2055	"Feuillus intolérants"	76	1320434	214	4372045	0.355	0.302	0.368	0.312
"6271"	"SSP2-4.5 - reserve"	2055	"Plantations résineuses"	19	438734	214	4372045	0.089	0.1	0.0856666666666667	0.0986666666666667
"6271"	"SSP2-4.5 - reserve"	2060	"Feuillus tolérants"	49	1325910	213	4427407	0.23	0.299	0.221333333333333	0.291333333333333
"6271"	"SSP2-4.5 - reserve"	2060	"Résineux"	58	1086866	213	4427407	0.272	0.245	0.297333333333333	0.264333333333333
"6271"	"SSP2-4.5 - reserve"	2060	"Feuillus intolérants"	79	1357628	213	4427407	0.371	0.307	0.356666666666667	0.297666666666667
"6271"	"SSP2-4.5 - reserve"	2060	"Plantations résineuses"	27	657003	213	4427407	0.127	0.148	0.124666666666667	0.146666666666667
"6271"	"SSP2-4.5 - reserve"	2065	"Feuillus tolérants"	44	1192523	215	4423741	0.205	0.27	0.218666666666667	0.279666666666667
"6271"	"SSP2-4.5 - reserve"	2065	"Résineux"	63	1128194	215	4423741	0.293	0.255	0.277333333333333	0.244666666666667
"6271"	"SSP2-4.5 - reserve"	2065	"Feuillus intolérants"	74	1255760	215	4423741	0.344	0.284	0.353666666666667	0.293666666666667
"6271"	"SSP2-4.5 - reserve"	2065	"Plantations résineuses"	34	847264	215	4423741	0.158	0.192	0.150333333333333	0.182
"6271"	"SSP2-4.5 - reserve"	2070	"Feuillus tolérants"	48	1208331	217	4481299	0.221	0.27	0.213	0.266333333333333
"6271"	"SSP2-4.5 - reserve"	2070	"Résineux"	58	1049612	217	4481299	0.267	0.234	0.277666666666667	0.242666666666667
"6271"	"SSP2-4.5 - reserve"	2070	"Feuillus intolérants"	75	1301735	217	4481299	0.346	0.29	0.348666666666667	0.291666666666667
"6271"	"SSP2-4.5 - reserve"	2070	"Plantations résineuses"	36	921621	217	4481299	0.166	0.206	0.160333333333333	0.199666666666667
"6271"	"SSP2-4.5 - reserve"	2075	"Feuillus tolérants"	46	1154831	216	4451103	0.213	0.259	0.218333333333333	0.262
"6271"	"SSP2-4.5 - reserve"	2075	"Résineux"	59	1061802	216	4451103	0.273	0.239	0.264333333333333	0.229333333333333
"6271"	"SSP2-4.5 - reserve"	2075	"Feuillus intolérants"	77	1340797	216	4451103	0.356	0.301	0.341666666666667	0.290666666666667
"6271"	"SSP2-4.5 - reserve"	2075	"Plantations résineuses"	34	893673	216	4451103	0.157	0.201	0.175333333333333	0.217666666666667
"6271"	"SSP2-4.5 - reserve"	2080	"Feuillus tolérants"	48	1168846	217	4552916	0.221	0.257	0.229333333333333	0.272
