"mgmt.unit"	"Année"	"scen"	"bonif"	"ssp"	"area.per"	"area.total"
"8251"	2035	"climat stable - sans coupe"	"sans coupe"	"climat stable"	5.6	13.6
"8251"	2040	"SSP2-4.5 - reboisement"	"reboisement"	"SSP2-4.5"	2.8	8.8
"8251"	2040	"SSP2-4.5 - recup70%"	"recup70%"	"SSP2-4.5"	6	11.6
"8251"	2040	"SSP2-4.5 - reference"	"reference"	"SSP2-4.5"	2.8	10
"8251"	2040	"SSP2-4.5 - reserve"	"reserve"	"SSP2-4.5"	10.4	22.4
"8251"	2040	"SSP2-4.5 - sans coupe"	"sans coupe"	"SSP2-4.5"	23.6	35.6
"8251"	2040	"SSP3-7.0 - reboisement"	"reboisement"	"SSP3-7.0"	5.2	12.8
"8251"	2040	"SSP3-7.0 - recup70%"	"recup70%"	"SSP3-7.0 "	5.2	15.6
"8251"	2040	"SSP3-7.0 - reference"	"reference"	"SSP3-7.0 "	4	15.2
"8251"	2040	"SSP3-7.0 - reserve"	"reserve"	"SSP3-7.0"	10.8	24.8
"8251"	2040	"SSP3-7.0 - sans coupe"	"sans coupe"	"SSP3-7.0"	0.8	26.8
"8251"	2040	"climat stable - reboisement"	"reboisement"	"climat stable"	12.4	22.8
"8251"	2040	"climat stable - recup70%"	"recup70%"	"climat stable"	0	15.6
"8251"	2040	"climat stable - reference"	"reference"	"climat stable"	1.6	9.2
"8251"	2040	"climat stable - reserve"	"reserve"	"climat stable"	5.2	27.6
"8251"	2040	"climat stable - sans coupe"	"sans coupe"	"climat stable"	6	19.6
"8251"	2045	"SSP2-4.5 - reboisement"	"reboisement"	"SSP2-4.5"	10.4	19.2
"8251"	2045	"SSP2-4.5 - recup70%"	"recup70%"	"SSP2-4.5"	2	13.6
"8251"	2045	"SSP2-4.5 - reference"	"reference"	"SSP2-4.5"	5.2	15.2
"8251"	2045	"SSP2-4.5 - reserve"	"reserve"	"SSP2-4.5"	0.4	22.8
"8251"	2045	"SSP2-4.5 - sans coupe"	"sans coupe"	"SSP2-4.5"	4	39.6
"8251"	2045	"SSP3-7.0 - reboisement"	"reboisement"	"SSP3-7.0"	4	16.4
"8251"	2045	"SSP3-7.0 - recup70%"	"recup70%"	"SSP3-7.0 "	17.6	32
"8251"	2045	"SSP3-7.0 - reference"	"reference"	"SSP3-7.0 "	3.6	18.8
"8251"	2045	"SSP3-7.0 - reserve"	"reserve"	"SSP3-7.0"	8	32.8
"8251"	2045	"SSP3-7.0 - sans coupe"	"sans coupe"	"SSP3-7.0"	3.2	30
"8251"	2045	"climat stable - reboisement"	"reboisement"	"climat stable"	4.4	27.2
"8251"	2045	"climat stable - recup70%"	"recup70%"	"climat stable"	2.8	18.4
"8251"	2045	"climat stable - reference"	"reference"	"climat stable"	9.2	18
"8251"	2045	"climat stable - reserve"	"reserve"	"climat stable"	3.6	30.8
"8251"	2045	"climat stable - sans coupe"	"sans coupe"	"climat stable"	0.4	20
"8251"	2050	"SSP2-4.5 - reboisement"	"reboisement"	"SSP2-4.5"	1.2	20.4
"8251"	2050	"SSP2-4.5 - recup70%"	"recup70%"	"SSP2-4.5"	12.4	25.6
"8251"	2050	"SSP2-4.5 - reference"	"reference"	"SSP2-4.5"	7.2	22
"8251"	2050	"SSP2-4.5 - reserve"	"reserve"	"SSP2-4.5"	6.4	29.2
"8251"	2050	"SSP2-4.5 - sans coupe"	"sans coupe"	"SSP2-4.5"	1.6	40.8
"8251"	2050	"SSP3-7.0 - reboisement"	"reboisement"	"SSP3-7.0"	0	16.4
"8251"	2050	"SSP3-7.0 - recup70%"	"recup70%"	"SSP3-7.0 "	0.8	32.4
"8251"	2050	"SSP3-7.0 - reference"	"reference"	"SSP3-7.0 "	26.8	44
"8251"	2050	"SSP3-7.0 - reserve"	"reserve"	"SSP3-7.0"	20.8	52.8
"8251"	2050	"SSP3-7.0 - sans coupe"	"sans coupe"	"SSP3-7.0"	9.6	38
"8251"	2050	"climat stable - reboisement"	"reboisement"	"climat stable"	3.2	30.4
"8251"	2050	"climat stable - recup70%"	"recup70%"	"climat stable"	6	24.4
"8251"	2050	"climat stable - reference"	"reference"	"climat stable"	8	26
"8251"	2050	"climat stable - reserve"	"reserve"	"climat stable"	2.8	33.6
"8251"	2050	"climat stable - sans coupe"	"sans coupe"	"climat stable"	8.4	28
"8251"	2055	"SSP2-4.5 - reboisement"	"reboisement"	"SSP2-4.5"	2	22.4
"8251"	2055	"SSP2-4.5 - recup70%"	"recup70%"	"SSP2-4.5"	2	27.6
"8251"	2055	"SSP2-4.5 - reference"	"reference"	"SSP2-4.5"	4	26
"8251"	2055	"SSP2-4.5 - reserve"	"reserve"	"SSP2-4.5"	15.6	39.6
"8251"	2055	"SSP2-4.5 - sans coupe"	"sans coupe"	"SSP2-4.5"	1.6	42.4
"8251"	2055	"SSP3-7.0 - reboisement"	"reboisement"	"SSP3-7.0"	5.6	21.6
"8251"	2055	"SSP3-7.0 - recup70%"	"recup70%"	"SSP3-7.0 "	3.2	35.6
"8251"	2055	"SSP3-7.0 - reference"	"reference"	"SSP3-7.0 "	6.8	50.8
"8251"	2055	"SSP3-7.0 - reserve"	"reserve"	"SSP3-7.0"	3.6	55.2
"8251"	2055	"SSP3-7.0 - sans coupe"	"sans coupe"	"SSP3-7.0"	8.8	44.8
"8251"	2055	"climat stable - reboisement"	"reboisement"	"climat stable"	4.4	34.8
"8251"	2055	"climat stable - recup70%"	"recup70%"	"climat stable"	2	26
"8251"	2055	"climat stable - reference"	"reference"	"climat stable"	7.2	33.2
"8251"	2055	"climat stable - reserve"	"reserve"	"climat stable"	7.2	40
"8251"	2055	"climat stable - sans coupe"	"sans coupe"	"climat stable"	4.4	32.4
"8251"	2060	"SSP2-4.5 - reboisement"	"reboisement"	"SSP2-4.5"	2.4	24.8
"8251"	2060	"SSP2-4.5 - recup70%"	"recup70%"	"SSP2-4.5"	4.4	31.6
"8251"	2060	"SSP2-4.5 - reference"	"reference"	"SSP2-4.5"	2.8	28.8
"8251"	2060	"SSP2-4.5 - reserve"	"reserve"	"SSP2-4.5"	6	45.6
"8251"	2060	"SSP2-4.5 - sans coupe"	"sans coupe"	"SSP2-4.5"	16.8	58.4
"8251"	2060	"SSP3-7.0 - reboisement"	"reboisement"	"SSP3-7.0"	1.2	22.4
"8251"	2060	"SSP3-7.0 - recup70%"	"recup70%"	"SSP3-7.0 "	8	42
"8251"	2060	"SSP3-7.0 - reference"	"reference"	"SSP3-7.0 "	4	54
"8251"	2060	"SSP3-7.0 - reserve"	"reserve"	"SSP3-7.0"	2	57.2
"8251"	2060	"SSP3-7.0 - sans coupe"	"sans coupe"	"SSP3-7.0"	19.6	62.8
"8251"	2060	"climat stable - reboisement"	"reboisement"	"climat stable"	11.6	42.8
"8251"	2060	"climat stable - recup70%"	"recup70%"	"climat stable"	1.2	27.2
"8251"	2060	"climat stable - reference"	"reference"	"climat stable"	2	35.2
"8251"	2060	"climat stable - reserve"	"reserve"	"climat stable"	4.4	43.2
"8251"	2060	"climat stable - sans coupe"	"sans coupe"	"climat stable"	8	39.6
"8251"	2065	"SSP2-4.5 - reboisement"	"reboisement"	"SSP2-4.5"	14	36
"8251"	2065	"SSP2-4.5 - recup70%"	"recup70%"	"SSP2-4.5"	2.4	32.8
"8251"	2065	"SSP2-4.5 - reference"	"reference"	"SSP2-4.5"	2.4	28.4
"8251"	2065	"SSP2-4.5 - reserve"	"reserve"	"SSP2-4.5"	4.8	41.6
"8251"	2065	"SSP2-4.5 - sans coupe"	"sans coupe"	"SSP2-4.5"	16.4	64
"8251"	2065	"SSP3-7.0 - reboisement"	"reboisement"	"SSP3-7.0"	4.4	20.8
"8251"	2065	"SSP3-7.0 - recup70%"	"recup70%"	"SSP3-7.0 "	4	44.4
"8251"	2065	"SSP3-7.0 - reference"	"reference"	"SSP3-7.0 "	2.4	51.6
"8251"	2065	"SSP3-7.0 - reserve"	"reserve"	"SSP3-7.0"	6	50
"8251"	2065	"SSP3-7.0 - sans coupe"	"sans coupe"	"SSP3-7.0"	12	72.4
"8251"	2065	"climat stable - reboisement"	"reboisement"	"climat stable"	1.2	40
"8251"	2065	"climat stable - recup70%"	"recup70%"	"climat stable"	1.6	16.4
"8251"	2065	"climat stable - reference"	"reference"	"climat stable"	3.6	33.2
"8251"	2065	"climat stable - reserve"	"reserve"	"climat stable"	4.4	40.4
"8251"	2065	"climat stable - sans coupe"	"sans coupe"	"climat stable"	8.8	40.4
"8251"	2070	"SSP2-4.5 - reboisement"	"reboisement"	"SSP2-4.5"	21.2	51.2
"8251"	2070	"SSP2-4.5 - recup70%"	"recup70%"	"SSP2-4.5"	3.6	31.6
"8251"	2070	"SSP2-4.5 - reference"	"reference"	"SSP2-4.5"	1.6	25.6
"8251"	2070	"SSP2-4.5 - reserve"	"reserve"	"SSP2-4.5"	4.8	45.2
"8251"	2070	"SSP2-4.5 - sans coupe"	"sans coupe"	"SSP2-4.5"	7.2	68.8
"8251"	2070	"SSP3-7.0 - reboisement"	"reboisement"	"SSP3-7.0"	7.6	27.2
"8251"	2070	"SSP3-7.0 - recup70%"	"recup70%"	"SSP3-7.0 "	1.2	38.4
"8251"	2070	"SSP3-7.0 - reference"	"reference"	"SSP3-7.0 "	2.8	49.2
"8251"	2070	"SSP3-7.0 - reserve"	"reserve"	"SSP3-7.0"	5.2	53.6
"8251"	2070	"SSP3-7.0 - sans coupe"	"sans coupe"	"SSP3-7.0"	14	65.6
"8251"	2070	"climat stable - reboisement"	"reboisement"	"climat stable"	1.6	34.8
"8251"	2070	"climat stable - recup70%"	"recup70%"	"climat stable"	0.8	14.4
"8251"	2070	"climat stable - reference"	"reference"	"climat stable"	2.4	33.2
"8251"	2070	"climat stable - reserve"	"reserve"	"climat stable"	5.2	30
"8251"	2070	"climat stable - sans coupe"	"sans coupe"	"climat stable"	3.2	38.4
"8251"	2075	"SSP2-4.5 - reboisement"	"reboisement"	"SSP2-4.5"	4.8	53.6
"8251"	2075	"SSP2-4.5 - recup70%"	"recup70%"	"SSP2-4.5"	2	28
"8251"	2075	"SSP2-4.5 - reference"	"reference"	"SSP2-4.5"	5.2	28.4
"8251"	2075	"SSP2-4.5 - reserve"	"reserve"	"SSP2-4.5"	2	36.8
"8251"	2075	"SSP2-4.5 - sans coupe"	"sans coupe"	"SSP2-4.5"	1.6	47.6
"8251"	2075	"SSP3-7.0 - reboisement"	"reboisement"	"SSP3-7.0"	25.2	47.2
"8251"	2075	"SSP3-7.0 - recup70%"	"recup70%"	"SSP3-7.0 "	31.6	64.8
"8251"	2075	"SSP3-7.0 - reference"	"reference"	"SSP3-7.0 "	4	49.6
"8251"	2075	"SSP3-7.0 - reserve"	"reserve"	"SSP3-7.0"	1.6	44.8
"8251"	2075	"SSP3-7.0 - sans coupe"	"sans coupe"	"SSP3-7.0"	11.2	74.4
"8251"	2075	"climat stable - reboisement"	"reboisement"	"climat stable"	7.2	31.6
"8251"	2075	"climat stable - recup70%"	"recup70%"	"climat stable"	5.6	20
"8251"	2075	"climat stable - reference"	"reference"	"climat stable"	9.6	38.8
"8251"	2075	"climat stable - reserve"	"reserve"	"climat stable"	1.2	26
"8251"	2075	"climat stable - sans coupe"	"sans coupe"	"climat stable"	4.8	36.8
"8251"	2080	"SSP2-4.5 - reboisement"	"reboisement"	"SSP2-4.5"	5.6	48.8
"8251"	2080	"SSP2-4.5 - recup70%"	"recup70%"	"SSP2-4.5"	2.4	28.4
"8251"	2080	"SSP2-4.5 - reference"	"reference"	"SSP2-4.5"	4.4	27.6
"8251"	2080	"SSP2-4.5 - reserve"	"reserve"	"SSP2-4.5"	5.2	39.6
"8251"	2080	"SSP2-4.5 - sans coupe"	"sans coupe"	"SSP2-4.5"	8.4	50.8
"8251"	2080	"SSP3-7.0 - reboisement"	"reboisement"	"SSP3-7.0"	6.4	50
"8251"	2080	"SSP3-7.0 - recup70%"	"recup70%"	"SSP3-7.0 "	2.8	49.6
"8251"	2080	"SSP3-7.0 - reference"	"reference"	"SSP3-7.0 "	4.8	51.6
"8251"	2080	"SSP3-7.0 - reserve"	"reserve"	"SSP3-7.0"	2	39.6
"8251"	2080	"SSP3-7.0 - sans coupe"	"sans coupe"	"SSP3-7.0"	10	79.2
"8251"	2080	"climat stable - reboisement"	"reboisement"	"climat stable"	3.6	31.2
"8251"	2080	"climat stable - recup70%"	"recup70%"	"climat stable"	12.8	30
"8251"	2080	"climat stable - reference"	"reference"	"climat stable"	1.2	30.8
"8251"	2080	"climat stable - reserve"	"reserve"	"climat stable"	18	40.4
"8251"	2080	"climat stable - sans coupe"	"sans coupe"	"climat stable"	2	37.2
"8251"	2085	"SSP2-4.5 - reboisement"	"reboisement"	"SSP2-4.5"	8.4	55.6
"8251"	2085	"SSP2-4.5 - recup70%"	"recup70%"	"SSP2-4.5"	3.6	18.4
"8251"	2085	"SSP2-4.5 - reference"	"reference"	"SSP2-4.5"	6.8	26.4
"8251"	2085	"SSP2-4.5 - reserve"	"reserve"	"SSP2-4.5"	1.2	37.2
"8251"	2085	"SSP2-4.5 - sans coupe"	"sans coupe"	"SSP2-4.5"	8	58.8
"8251"	2085	"SSP3-7.0 - reboisement"	"reboisement"	"SSP3-7.0"	5.6	55.6
"8251"	2085	"SSP3-7.0 - recup70%"	"recup70%"	"SSP3-7.0 "	1.6	50.8
"8251"	2085	"SSP3-7.0 - reference"	"reference"	"SSP3-7.0 "	5.2	29.6
"8251"	2085	"SSP3-7.0 - reserve"	"reserve"	"SSP3-7.0"	12	32.4
"8251"	2085	"SSP3-7.0 - sans coupe"	"sans coupe"	"SSP3-7.0"	8.4	76.8
"8251"	2085	"climat stable - reboisement"	"reboisement"	"climat stable"	8.8	36.8
"8251"	2085	"climat stable - recup70%"	"recup70%"	"climat stable"	3.6	27.6
"8251"	2085	"climat stable - reference"	"reference"	"climat stable"	3.6	26.8
"8251"	2085	"climat stable - reserve"	"reserve"	"climat stable"	3.2	40.8
"8251"	2085	"climat stable - sans coupe"	"sans coupe"	"climat stable"	2	31.2
"8251"	2090	"SSP2-4.5 - reboisement"	"reboisement"	"SSP2-4.5"	3.6	56.8
"8251"	2090	"SSP2-4.5 - recup70%"	"recup70%"	"SSP2-4.5"	4.4	18.8
"8251"	2090	"SSP2-4.5 - reference"	"reference"	"SSP2-4.5"	4.8	27.2
"8251"	2090	"SSP2-4.5 - reserve"	"reserve"	"SSP2-4.5"	7.2	30.4
"8251"	2090	"SSP2-4.5 - sans coupe"	"sans coupe"	"SSP2-4.5"	4	60.8
"8251"	2090	"SSP3-7.0 - reboisement"	"reboisement"	"SSP3-7.0"	28.8	76.8
"8251"	2090	"SSP3-7.0 - recup70%"	"recup70%"	"SSP3-7.0 "	8.8	55.6
"8251"	2090	"SSP3-7.0 - reference"	"reference"	"SSP3-7.0 "	5.6	28.4
"8251"	2090	"SSP3-7.0 - reserve"	"reserve"	"SSP3-7.0"	8.8	37.6
"8251"	2090	"SSP3-7.0 - sans coupe"	"sans coupe"	"SSP3-7.0"	4.4	73.2
"8251"	2090	"climat stable - reboisement"	"reboisement"	"climat stable"	1.2	34
"8251"	2090	"climat stable - recup70%"	"recup70%"	"climat stable"	2.4	27.6
"8251"	2090	"climat stable - reference"	"reference"	"climat stable"	7.2	28.8
"8251"	2090	"climat stable - reserve"	"reserve"	"climat stable"	0.8	35.6
"8251"	2090	"climat stable - sans coupe"	"sans coupe"	"climat stable"	7.2	34.8
"8251"	2095	"SSP2-4.5 - reboisement"	"reboisement"	"SSP2-4.5"	9.2	64.8
"8251"	2095	"SSP2-4.5 - recup70%"	"recup70%"	"SSP2-4.5"	4	20
"8251"	2095	"SSP2-4.5 - reference"	"reference"	"SSP2-4.5"	0.4	24.8
"8251"	2095	"SSP2-4.5 - reserve"	"reserve"	"SSP2-4.5"	2	25.6
"8251"	2095	"SSP2-4.5 - sans coupe"	"sans coupe"	"SSP2-4.5"	7.2	50.8
"8251"	2095	"SSP3-7.0 - reboisement"	"reboisement"	"SSP3-7.0"	2.4	78.4
"8251"	2095	"SSP3-7.0 - recup70%"	"recup70%"	"SSP3-7.0 "	11.6	57.6
"8251"	2095	"SSP3-7.0 - reference"	"reference"	"SSP3-7.0 "	4.8	29.2
"8251"	2095	"SSP3-7.0 - reserve"	"reserve"	"SSP3-7.0"	6.8	42.4
"8251"	2095	"SSP3-7.0 - sans coupe"	"sans coupe"	"SSP3-7.0"	8.4	65.6
"8251"	2095	"climat stable - reboisement"	"reboisement"	"climat stable"	1.6	24.8
"8251"	2095	"climat stable - recup70%"	"recup70%"	"climat stable"	1.2	27.6
"8251"	2095	"climat stable - reference"	"reference"	"climat stable"	4.4	31.6
"8251"	2095	"climat stable - reserve"	"reserve"	"climat stable"	9.2	40
"8251"	2095	"climat stable - sans coupe"	"sans coupe"	"climat stable"	14	36.4
"8251"	2100	"SSP2-4.5 - reboisement"	"reboisement"	"SSP2-4.5"	0.4	52.8
"8251"	2100	"SSP2-4.5 - recup70%"	"recup70%"	"SSP2-4.5"	6	23.6
"8251"	2100	"SSP2-4.5 - reference"	"reference"	"SSP2-4.5"	0.8	23.2
"8251"	2100	"SSP2-4.5 - reserve"	"reserve"	"SSP2-4.5"	2.4	24.4
"8251"	2100	"SSP2-4.5 - sans coupe"	"sans coupe"	"SSP2-4.5"	6	39.6
"8251"	2100	"SSP3-7.0 - reboisement"	"reboisement"	"SSP3-7.0"	1.6	75.6
"8251"	2100	"SSP3-7.0 - recup70%"	"recup70%"	"SSP3-7.0 "	4	54.8
"8251"	2100	"SSP3-7.0 - reference"	"reference"	"SSP3-7.0 "	2	28.4
"8251"	2100	"SSP3-7.0 - reserve"	"reserve"	"SSP3-7.0"	2	38
"8251"	2100	"SSP3-7.0 - sans coupe"	"sans coupe"	"SSP3-7.0"	2	57.6
"8251"	2100	"climat stable - reboisement"	"reboisement"	"climat stable"	10.4	33.2
"8251"	2100	"climat stable - recup70%"	"recup70%"	"climat stable"	6.8	32.8
"8251"	2100	"climat stable - reference"	"reference"	"climat stable"	0.8	28.8
"8251"	2100	"climat stable - reserve"	"reserve"	"climat stable"	1.6	37.6
"8251"	2100	"climat stable - sans coupe"	"sans coupe"	"climat stable"	0.4	32
"8351"	2025	"SSP2-4.5 - reboisement"	"reboisement"	"SSP2-4.5"	6	6
"8351"	2025	"SSP2-4.5 - recup70%"	"recup70%"	"SSP2-4.5"	5.2	5.2
"8351"	2025	"SSP2-4.5 - reference"	"reference"	"SSP2-4.5"	5.2	5.2
"8351"	2025	"SSP2-4.5 - reserve"	"reserve"	"SSP2-4.5"	2.4	2.4
"8351"	2025	"SSP2-4.5 - sans coupe"	"sans coupe"	"SSP2-4.5"	4	4
"8351"	2025	"SSP3-7.0 - reboisement"	"reboisement"	"SSP3-7.0"	3.6	3.6
"8351"	2025	"SSP3-7.0 - recup70%"	"recup70%"	"SSP3-7.0 "	2.4	2.4
"8351"	2025	"SSP3-7.0 - reference"	"reference"	"SSP3-7.0 "	0.8	0.8
"8351"	2025	"SSP3-7.0 - reserve"	"reserve"	"SSP3-7.0"	3.2	3.2
"8351"	2025	"SSP3-7.0 - sans coupe"	"sans coupe"	"SSP3-7.0"	3.2	3.2
"8351"	2025	"climat stable - reboisement"	"reboisement"	"climat stable"	2.8	2.8
"8351"	2025	"climat stable - recup70%"	"recup70%"	"climat stable"	2.4	2.4
"8351"	2025	"climat stable - reference"	"reference"	"climat stable"	2	2
"8351"	2025	"climat stable - reserve"	"reserve"	"climat stable"	2.8	2.8
"8351"	2025	"climat stable - sans coupe"	"sans coupe"	"climat stable"	4.4	4.4
"8351"	2030	"SSP2-4.5 - reboisement"	"reboisement"	"SSP2-4.5"	18.4	24.4
"8351"	2030	"SSP2-4.5 - recup70%"	"recup70%"	"SSP2-4.5"	6.4	11.6
"8351"	2030	"SSP2-4.5 - reference"	"reference"	"SSP2-4.5"	19.2	24.4
"8351"	2030	"SSP2-4.5 - reserve"	"reserve"	"SSP2-4.5"	19.6	21.6
"8351"	2030	"SSP2-4.5 - sans coupe"	"sans coupe"	"SSP2-4.5"	24	28
"8351"	2030	"SSP3-7.0 - reboisement"	"reboisement"	"SSP3-7.0"	21.2	24.8
"8351"	2030	"SSP3-7.0 - recup70%"	"recup70%"	"SSP3-7.0 "	36	38.4
"8351"	2030	"SSP3-7.0 - reference"	"reference"	"SSP3-7.0 "	18	18.8
"8351"	2030	"SSP3-7.0 - reserve"	"reserve"	"SSP3-7.0"	17.6	20.8
"8351"	2030	"SSP3-7.0 - sans coupe"	"sans coupe"	"SSP3-7.0"	11.2	14.4
"8351"	2030	"climat stable - reboisement"	"reboisement"	"climat stable"	23.2	26
"8351"	2030	"climat stable - recup70%"	"recup70%"	"climat stable"	28.8	31.2
"8351"	2030	"climat stable - reference"	"reference"	"climat stable"	7.2	9.2
"8351"	2030	"climat stable - reserve"	"reserve"	"climat stable"	21.6	24.4
"8351"	2030	"climat stable - sans coupe"	"sans coupe"	"climat stable"	27.6	32
"8351"	2035	"SSP2-4.5 - reboisement"	"reboisement"	"SSP2-4.5"	10	34
"8351"	2035	"SSP2-4.5 - recup70%"	"recup70%"	"SSP2-4.5"	15.2	26.8
"8351"	2035	"SSP2-4.5 - reference"	"reference"	"SSP2-4.5"	15.6	39.6
"8351"	2035	"SSP2-4.5 - reserve"	"reserve"	"SSP2-4.5"	18	39.6
"8351"	2035	"SSP2-4.5 - sans coupe"	"sans coupe"	"SSP2-4.5"	25.6	53.2
"8351"	2035	"SSP3-7.0 - reboisement"	"reboisement"	"SSP3-7.0"	10	34.8
"8351"	2035	"SSP3-7.0 - recup70%"	"recup70%"	"SSP3-7.0 "	33.6	71.2
"8351"	2035	"SSP3-7.0 - reference"	"reference"	"SSP3-7.0 "	16	34.8
"8351"	2035	"SSP3-7.0 - reserve"	"reserve"	"SSP3-7.0"	12.4	33.2
"8351"	2035	"SSP3-7.0 - sans coupe"	"sans coupe"	"SSP3-7.0"	16	30
"8351"	2035	"climat stable - reboisement"	"reboisement"	"climat stable"	36.4	62.4
"8351"	2035	"climat stable - recup70%"	"recup70%"	"climat stable"	15.2	45.6
"8351"	2035	"climat stable - reference"	"reference"	"climat stable"	12.4	21.6
"8351"	2035	"climat stable - reserve"	"reserve"	"climat stable"	12.4	36
"8351"	2035	"climat stable - sans coupe"	"sans coupe"	"climat stable"	10	42
"8351"	2040	"SSP2-4.5 - reboisement"	"reboisement"	"SSP2-4.5"	14	48
"8351"	2040	"SSP2-4.5 - recup70%"	"recup70%"	"SSP2-4.5"	17.2	42.8
"8351"	2040	"SSP2-4.5 - reference"	"reference"	"SSP2-4.5"	20.4	59.2
"8351"	2040	"SSP2-4.5 - reserve"	"reserve"	"SSP2-4.5"	21.6	60.8
"8351"	2040	"SSP2-4.5 - sans coupe"	"sans coupe"	"SSP2-4.5"	18.8	70.4
"8351"	2040	"SSP3-7.0 - reboisement"	"reboisement"	"SSP3-7.0"	20	54.4
"8351"	2040	"SSP3-7.0 - recup70%"	"recup70%"	"SSP3-7.0 "	23.6	93.2
"8351"	2040	"SSP3-7.0 - reference"	"reference"	"SSP3-7.0 "	30	64.4
"8351"	2040	"SSP3-7.0 - reserve"	"reserve"	"SSP3-7.0"	8	41.2
"8351"	2040	"SSP3-7.0 - sans coupe"	"sans coupe"	"SSP3-7.0"	23.6	52.8
"8351"	2040	"climat stable - reboisement"	"reboisement"	"climat stable"	14.8	77.2
"8351"	2040	"climat stable - recup70%"	"recup70%"	"climat stable"	32.8	78.4
"8351"	2040	"climat stable - reference"	"reference"	"climat stable"	6.8	28.4
"8351"	2040	"climat stable - reserve"	"reserve"	"climat stable"	14.4	49.6
"8351"	2040	"climat stable - sans coupe"	"sans coupe"	"climat stable"	16.4	58
"8351"	2045	"SSP2-4.5 - reboisement"	"reboisement"	"SSP2-4.5"	39.2	86.8
"8351"	2045	"SSP2-4.5 - recup70%"	"recup70%"	"SSP2-4.5"	10.8	53.6
"8351"	2045	"SSP2-4.5 - reference"	"reference"	"SSP2-4.5"	14	72.8
"8351"	2045	"SSP2-4.5 - reserve"	"reserve"	"SSP2-4.5"	16	76
"8351"	2045	"SSP2-4.5 - sans coupe"	"sans coupe"	"SSP2-4.5"	16.4	86.4
"8351"	2045	"SSP3-7.0 - reboisement"	"reboisement"	"SSP3-7.0"	20	73.2
"8351"	2045	"SSP3-7.0 - recup70%"	"recup70%"	"SSP3-7.0 "	12.8	104.4
"8351"	2045	"SSP3-7.0 - reference"	"reference"	"SSP3-7.0 "	11.6	76
"8351"	2045	"SSP3-7.0 - reserve"	"reserve"	"SSP3-7.0"	34.8	76
"8351"	2045	"SSP3-7.0 - sans coupe"	"sans coupe"	"SSP3-7.0"	24.4	76.4
"8351"	2045	"climat stable - reboisement"	"reboisement"	"climat stable"	26.4	102.4
"8351"	2045	"climat stable - recup70%"	"recup70%"	"climat stable"	16	94
"8351"	2045	"climat stable - reference"	"reference"	"climat stable"	20.4	47.6
"8351"	2045	"climat stable - reserve"	"reserve"	"climat stable"	16	64.4
"8351"	2045	"climat stable - sans coupe"	"sans coupe"	"climat stable"	13.6	71.2
"8351"	2050	"SSP2-4.5 - reboisement"	"reboisement"	"SSP2-4.5"	6.8	92.4
"8351"	2050	"SSP2-4.5 - recup70%"	"recup70%"	"SSP2-4.5"	19.6	72.4
"8351"	2050	"SSP2-4.5 - reference"	"reference"	"SSP2-4.5"	12.8	84.8
"8351"	2050	"SSP2-4.5 - reserve"	"reserve"	"SSP2-4.5"	20.8	95.6
"8351"	2050	"SSP2-4.5 - sans coupe"	"sans coupe"	"SSP2-4.5"	15.2	100.4
"8351"	2050	"SSP3-7.0 - reboisement"	"reboisement"	"SSP3-7.0"	9.6	82.8
"8351"	2050	"SSP3-7.0 - recup70%"	"recup70%"	"SSP3-7.0 "	20.4	124
"8351"	2050	"SSP3-7.0 - reference"	"reference"	"SSP3-7.0 "	16.4	88.4
"8351"	2050	"SSP3-7.0 - reserve"	"reserve"	"SSP3-7.0"	30	103.6
"8351"	2050	"SSP3-7.0 - sans coupe"	"sans coupe"	"SSP3-7.0"	11.2	87.2
"8351"	2050	"climat stable - reboisement"	"reboisement"	"climat stable"	8.4	110.4
"8351"	2050	"climat stable - recup70%"	"recup70%"	"climat stable"	31.6	122
"8351"	2050	"climat stable - reference"	"reference"	"climat stable"	10.8	57.6
"8351"	2050	"climat stable - reserve"	"reserve"	"climat stable"	25.6	85.6
"8351"	2050	"climat stable - sans coupe"	"sans coupe"	"climat stable"	35.2	104.8
"8351"	2055	"SSP2-4.5 - reboisement"	"reboisement"	"SSP2-4.5"	7.2	99.6
"8351"	2055	"SSP2-4.5 - recup70%"	"recup70%"	"SSP2-4.5"	14	83.2
"8351"	2055	"SSP2-4.5 - reference"	"reference"	"SSP2-4.5"	13.2	96.4
"8351"	2055	"SSP2-4.5 - reserve"	"reserve"	"SSP2-4.5"	22.4	116.8
"8351"	2055	"SSP2-4.5 - sans coupe"	"sans coupe"	"SSP2-4.5"	16	114.8
"8351"	2055	"SSP3-7.0 - reboisement"	"reboisement"	"SSP3-7.0"	20	99.2
"8351"	2055	"SSP3-7.0 - recup70%"	"recup70%"	"SSP3-7.0 "	6.4	130.4
"8351"	2055	"SSP3-7.0 - reference"	"reference"	"SSP3-7.0 "	22	109.2
"8351"	2055	"SSP3-7.0 - reserve"	"reserve"	"SSP3-7.0"	15.6	116.8
"8351"	2055	"SSP3-7.0 - sans coupe"	"sans coupe"	"SSP3-7.0"	16.4	99.2
"8351"	2055	"climat stable - reboisement"	"reboisement"	"climat stable"	10.8	120.8
"8351"	2055	"climat stable - recup70%"	"recup70%"	"climat stable"	15.6	136.4
"8351"	2055	"climat stable - reference"	"reference"	"climat stable"	8.8	66.4
