"mgmt.unit"	"Année"	"scen"	"bonif"	"ssp"	"area.per"	"area.total"
"2666"	2025	"SSP3-7.0 - sans coupe"	"sans coupe"	"SSP3-7.0"	104	104
"2666"	2025	"climat stable - reboisement"	"reboisement"	"climat stable"	93.6	93.6
"2666"	2025	"climat stable - recup70%"	"recup70%"	"climat stable"	100	100
"2666"	2025	"climat stable - reference"	"reference"	"climat stable"	101.6	101.6
"2666"	2025	"climat stable - reserve"	"reserve"	"climat stable"	104.8	104.8
"2666"	2025	"climat stable - sans coupe"	"sans coupe"	"climat stable"	107.6	107.6
"2666"	2030	"SSP2-4.5 - reboisement"	"reboisement"	"SSP2-4.5"	4	96
"2666"	2030	"SSP2-4.5 - recup70%"	"recup70%"	"SSP2-4.5"	11.6	108
"2666"	2030	"SSP2-4.5 - reference"	"reference"	"SSP2-4.5"	11.2	115.6
"2666"	2030	"SSP2-4.5 - reserve"	"reserve"	"SSP2-4.5"	6.4	100.4
"2666"	2030	"SSP2-4.5 - sans coupe"	"sans coupe"	"SSP2-4.5"	2.4	111.6
"2666"	2030	"SSP3-7.0 - reboisement"	"reboisement"	"SSP3-7.0"	18.8	114.8
"2666"	2030	"SSP3-7.0 - recup70%"	"recup70%"	"SSP3-7.0 "	9.2	105.2
"2666"	2030	"SSP3-7.0 - reference"	"reference"	"SSP3-7.0 "	11.2	111.6
"2666"	2030	"SSP3-7.0 - reserve"	"reserve"	"SSP3-7.0"	21.2	112.4
"2666"	2030	"SSP3-7.0 - sans coupe"	"sans coupe"	"SSP3-7.0"	9.6	113.2
"2666"	2030	"climat stable - reboisement"	"reboisement"	"climat stable"	12.8	104
"2666"	2030	"climat stable - recup70%"	"recup70%"	"climat stable"	0.8	99.6
"2666"	2030	"climat stable - reference"	"reference"	"climat stable"	1.2	102.8
"2666"	2030	"climat stable - reserve"	"reserve"	"climat stable"	4.8	108.4
"2666"	2030	"climat stable - sans coupe"	"sans coupe"	"climat stable"	10.4	116
"2666"	2035	"SSP2-4.5 - reboisement"	"reboisement"	"SSP2-4.5"	8.8	100.8
"2666"	2035	"SSP2-4.5 - recup70%"	"recup70%"	"SSP2-4.5"	0.8	108.8
"2666"	2035	"SSP2-4.5 - reference"	"reference"	"SSP2-4.5"	4	117.6
"2666"	2035	"SSP2-4.5 - reserve"	"reserve"	"SSP2-4.5"	4.4	104.4
"2666"	2035	"SSP2-4.5 - sans coupe"	"sans coupe"	"SSP2-4.5"	6	117.6
"2666"	2035	"SSP3-7.0 - reboisement"	"reboisement"	"SSP3-7.0"	1.6	115.2
"2666"	2035	"SSP3-7.0 - recup70%"	"recup70%"	"SSP3-7.0 "	7.2	112
"2666"	2035	"SSP3-7.0 - reference"	"reference"	"SSP3-7.0 "	2.8	113.2
"2666"	2035	"SSP3-7.0 - reserve"	"reserve"	"SSP3-7.0"	12.4	119.2
"2666"	2035	"SSP3-7.0 - sans coupe"	"sans coupe"	"SSP3-7.0"	4.8	117.2
"2666"	2035	"climat stable - reboisement"	"reboisement"	"climat stable"	3.2	105.6
"2666"	2035	"climat stable - recup70%"	"recup70%"	"climat stable"	15.6	112.4
"2666"	2035	"climat stable - reference"	"reference"	"climat stable"	8.8	107.2
"2666"	2035	"climat stable - reserve"	"reserve"	"climat stable"	1.6	109.6
"2666"	2035	"climat stable - sans coupe"	"sans coupe"	"climat stable"	4.4	118.4
"2666"	2040	"SSP2-4.5 - reboisement"	"reboisement"	"SSP2-4.5"	5.6	106
"2666"	2040	"SSP2-4.5 - recup70%"	"recup70%"	"SSP2-4.5"	8.8	115.2
"2666"	2040	"SSP2-4.5 - reference"	"reference"	"SSP2-4.5"	6.4	122.8
"2666"	2040	"SSP2-4.5 - reserve"	"reserve"	"SSP2-4.5"	3.6	105.6
"2666"	2040	"SSP2-4.5 - sans coupe"	"sans coupe"	"SSP2-4.5"	0.8	118.4
"2666"	2040	"SSP3-7.0 - reboisement"	"reboisement"	"SSP3-7.0"	5.6	119.6
"2666"	2040	"SSP3-7.0 - recup70%"	"recup70%"	"SSP3-7.0 "	8	118
"2666"	2040	"SSP3-7.0 - reference"	"reference"	"SSP3-7.0 "	7.6	117.6
"2666"	2040	"SSP3-7.0 - reserve"	"reserve"	"SSP3-7.0"	4.4	122.4
"2666"	2040	"SSP3-7.0 - sans coupe"	"sans coupe"	"SSP3-7.0"	5.6	121.2
"2666"	2040	"climat stable - reboisement"	"reboisement"	"climat stable"	5.2	108
"2666"	2040	"climat stable - recup70%"	"recup70%"	"climat stable"	10	120.8
"2666"	2040	"climat stable - reference"	"reference"	"climat stable"	4.4	110.4
"2666"	2040	"climat stable - reserve"	"reserve"	"climat stable"	2	111.6
"2666"	2040	"climat stable - sans coupe"	"sans coupe"	"climat stable"	5.2	122.8
"2666"	2045	"SSP2-4.5 - reboisement"	"reboisement"	"SSP2-4.5"	8.8	110
"2666"	2045	"SSP2-4.5 - recup70%"	"recup70%"	"SSP2-4.5"	9.2	121.6
"2666"	2045	"SSP2-4.5 - reference"	"reference"	"SSP2-4.5"	4.4	124.8
"2666"	2045	"SSP2-4.5 - reserve"	"reserve"	"SSP2-4.5"	4.4	107.6
"2666"	2045	"SSP2-4.5 - sans coupe"	"sans coupe"	"SSP2-4.5"	4.4	121.2
"2666"	2045	"SSP3-7.0 - reboisement"	"reboisement"	"SSP3-7.0"	7.2	122
"2666"	2045	"SSP3-7.0 - recup70%"	"recup70%"	"SSP3-7.0 "	4.4	120.4
"2666"	2045	"SSP3-7.0 - reference"	"reference"	"SSP3-7.0 "	20.4	128.8
"2666"	2045	"SSP3-7.0 - reserve"	"reserve"	"SSP3-7.0"	18.4	132.8
"2666"	2045	"SSP3-7.0 - sans coupe"	"sans coupe"	"SSP3-7.0"	8.8	127.6
"2666"	2045	"climat stable - reboisement"	"reboisement"	"climat stable"	1.2	108.4
"2666"	2045	"climat stable - recup70%"	"recup70%"	"climat stable"	14	130
"2666"	2045	"climat stable - reference"	"reference"	"climat stable"	13.6	119.6
"2666"	2045	"climat stable - reserve"	"reserve"	"climat stable"	1.2	111.2
"2666"	2045	"climat stable - sans coupe"	"sans coupe"	"climat stable"	4.4	125.2
"2666"	2050	"SSP2-4.5 - reboisement"	"reboisement"	"SSP2-4.5"	1.6	111.2
"2666"	2050	"SSP2-4.5 - recup70%"	"recup70%"	"SSP2-4.5"	5.2	126
"2666"	2050	"SSP2-4.5 - reference"	"reference"	"SSP2-4.5"	19.6	142.4
"2666"	2050	"SSP2-4.5 - reserve"	"reserve"	"SSP2-4.5"	2.8	110
"2666"	2050	"SSP2-4.5 - sans coupe"	"sans coupe"	"SSP2-4.5"	6	126.8
"2666"	2050	"SSP3-7.0 - reboisement"	"reboisement"	"SSP3-7.0"	5.2	127.2
"2666"	2050	"SSP3-7.0 - recup70%"	"recup70%"	"SSP3-7.0 "	18.4	131.2
"2666"	2050	"SSP3-7.0 - reference"	"reference"	"SSP3-7.0 "	8.4	134
"2666"	2050	"SSP3-7.0 - reserve"	"reserve"	"SSP3-7.0"	2.8	134.8
"2666"	2050	"SSP3-7.0 - sans coupe"	"sans coupe"	"SSP3-7.0"	6	128
"2666"	2050	"climat stable - reboisement"	"reboisement"	"climat stable"	11.6	119.6
"2666"	2050	"climat stable - recup70%"	"recup70%"	"climat stable"	0.4	130
"2666"	2050	"climat stable - reference"	"reference"	"climat stable"	17.2	128.4
"2666"	2050	"climat stable - reserve"	"reserve"	"climat stable"	9.2	118.4
"2666"	2050	"climat stable - sans coupe"	"sans coupe"	"climat stable"	0.8	126
"2666"	2055	"SSP2-4.5 - reboisement"	"reboisement"	"SSP2-4.5"	6.8	115.2
"2666"	2055	"SSP2-4.5 - recup70%"	"recup70%"	"SSP2-4.5"	3.2	128.8
"2666"	2055	"SSP2-4.5 - reference"	"reference"	"SSP2-4.5"	3.6	144.4
"2666"	2055	"SSP2-4.5 - reserve"	"reserve"	"SSP2-4.5"	1.6	108.8
"2666"	2055	"SSP2-4.5 - sans coupe"	"sans coupe"	"SSP2-4.5"	3.6	128
"2666"	2055	"SSP3-7.0 - reboisement"	"reboisement"	"SSP3-7.0"	6.8	128
"2666"	2055	"SSP3-7.0 - recup70%"	"recup70%"	"SSP3-7.0 "	7.2	134
"2666"	2055	"SSP3-7.0 - reference"	"reference"	"SSP3-7.0 "	7.6	140.4
"2666"	2055	"SSP3-7.0 - reserve"	"reserve"	"SSP3-7.0"	8.4	142.8
"2666"	2055	"SSP3-7.0 - sans coupe"	"sans coupe"	"SSP3-7.0"	4.4	131.2
"2666"	2055	"climat stable - reboisement"	"reboisement"	"climat stable"	13.2	120.8
"2666"	2055	"climat stable - recup70%"	"recup70%"	"climat stable"	6.4	131.2
"2666"	2055	"climat stable - reference"	"reference"	"climat stable"	4.4	132.4
"2666"	2055	"climat stable - reserve"	"reserve"	"climat stable"	4.8	122
"2666"	2055	"climat stable - sans coupe"	"sans coupe"	"climat stable"	8	132
"2666"	2060	"SSP2-4.5 - reboisement"	"reboisement"	"SSP2-4.5"	12	44.4
"2666"	2060	"SSP2-4.5 - recup70%"	"recup70%"	"SSP2-4.5"	9.6	47.6
"2666"	2060	"SSP2-4.5 - reference"	"reference"	"SSP2-4.5"	4.8	51.2
"2666"	2060	"SSP2-4.5 - reserve"	"reserve"	"SSP2-4.5"	9.6	31.2
"2666"	2060	"SSP2-4.5 - sans coupe"	"sans coupe"	"SSP2-4.5"	12	32.8
"2666"	2060	"SSP3-7.0 - reboisement"	"reboisement"	"SSP3-7.0"	6.4	47.2
"2666"	2060	"SSP3-7.0 - recup70%"	"recup70%"	"SSP3-7.0 "	10	59.2
"2666"	2060	"SSP3-7.0 - reference"	"reference"	"SSP3-7.0 "	4.8	59.2
"2666"	2060	"SSP3-7.0 - reserve"	"reserve"	"SSP3-7.0"	7.6	72
"2666"	2060	"SSP3-7.0 - sans coupe"	"sans coupe"	"SSP3-7.0"	7.2	42.8
"2666"	2060	"climat stable - reboisement"	"reboisement"	"climat stable"	8	52.4
"2666"	2060	"climat stable - recup70%"	"recup70%"	"climat stable"	3.2	46
"2666"	2060	"climat stable - reference"	"reference"	"climat stable"	7.6	56
"2666"	2060	"climat stable - reserve"	"reserve"	"climat stable"	13.6	35.2
"2666"	2060	"climat stable - sans coupe"	"sans coupe"	"climat stable"	6.4	37.6
"2666"	2065	"SSP2-4.5 - reboisement"	"reboisement"	"SSP2-4.5"	8	46.8
"2666"	2065	"SSP2-4.5 - recup70%"	"recup70%"	"SSP2-4.5"	3.6	40
"2666"	2065	"SSP2-4.5 - reference"	"reference"	"SSP2-4.5"	16	52
"2666"	2065	"SSP2-4.5 - reserve"	"reserve"	"SSP2-4.5"	3.6	29.2
"2666"	2065	"SSP2-4.5 - sans coupe"	"sans coupe"	"SSP2-4.5"	1.2	31.2
"2666"	2065	"SSP3-7.0 - reboisement"	"reboisement"	"SSP3-7.0"	6.8	37.6
"2666"	2065	"SSP3-7.0 - recup70%"	"recup70%"	"SSP3-7.0 "	17.6	65.2
"2666"	2065	"SSP3-7.0 - reference"	"reference"	"SSP3-7.0 "	18.4	66
"2666"	2065	"SSP3-7.0 - reserve"	"reserve"	"SSP3-7.0"	10.8	63.6
"2666"	2065	"SSP3-7.0 - sans coupe"	"sans coupe"	"SSP3-7.0"	5.2	39.2
"2666"	2065	"climat stable - reboisement"	"reboisement"	"climat stable"	5.6	46.4
"2666"	2065	"climat stable - recup70%"	"recup70%"	"climat stable"	10	55.2
"2666"	2065	"climat stable - reference"	"reference"	"climat stable"	2.4	57.2
"2666"	2065	"climat stable - reserve"	"reserve"	"climat stable"	4.8	34.8
"2666"	2065	"climat stable - sans coupe"	"sans coupe"	"climat stable"	10	38.4
"2666"	2070	"SSP2-4.5 - reboisement"	"reboisement"	"SSP2-4.5"	2.4	41.6
"2666"	2070	"SSP2-4.5 - recup70%"	"recup70%"	"SSP2-4.5"	7.2	44.8
"2666"	2070	"SSP2-4.5 - reference"	"reference"	"SSP2-4.5"	4	51.6
"2666"	2070	"SSP2-4.5 - reserve"	"reserve"	"SSP2-4.5"	2.4	28
"2666"	2070	"SSP2-4.5 - sans coupe"	"sans coupe"	"SSP2-4.5"	7.2	32.8
"2666"	2070	"SSP3-7.0 - reboisement"	"reboisement"	"SSP3-7.0"	2.4	38.8
"2666"	2070	"SSP3-7.0 - recup70%"	"recup70%"	"SSP3-7.0 "	2.8	62
"2666"	2070	"SSP3-7.0 - reference"	"reference"	"SSP3-7.0 "	4	67.2
"2666"	2070	"SSP3-7.0 - reserve"	"reserve"	"SSP3-7.0"	14.4	64
"2666"	2070	"SSP3-7.0 - sans coupe"	"sans coupe"	"SSP3-7.0"	6.8	41.2
"2666"	2070	"climat stable - reboisement"	"reboisement"	"climat stable"	9.2	50.8
"2666"	2070	"climat stable - recup70%"	"recup70%"	"climat stable"	9.2	49.2
"2666"	2070	"climat stable - reference"	"reference"	"climat stable"	3.2	51.2
"2666"	2070	"climat stable - reserve"	"reserve"	"climat stable"	12	45.6
"2666"	2070	"climat stable - sans coupe"	"sans coupe"	"climat stable"	0.4	34
"2666"	2075	"SSP2-4.5 - reboisement"	"reboisement"	"SSP2-4.5"	7.2	44
"2666"	2075	"SSP2-4.5 - recup70%"	"recup70%"	"SSP2-4.5"	13.2	49.6
"2666"	2075	"SSP2-4.5 - reference"	"reference"	"SSP2-4.5"	7.6	55.2
"2666"	2075	"SSP2-4.5 - reserve"	"reserve"	"SSP2-4.5"	2.8	27.2
"2666"	2075	"SSP2-4.5 - sans coupe"	"sans coupe"	"SSP2-4.5"	5.6	37.6
"2666"	2075	"SSP3-7.0 - reboisement"	"reboisement"	"SSP3-7.0"	3.2	36.4
"2666"	2075	"SSP3-7.0 - recup70%"	"recup70%"	"SSP3-7.0 "	12	67.2
"2666"	2075	"SSP3-7.0 - reference"	"reference"	"SSP3-7.0 "	3.2	63.2
"2666"	2075	"SSP3-7.0 - reserve"	"reserve"	"SSP3-7.0"	14.8	71.6
"2666"	2075	"SSP3-7.0 - sans coupe"	"sans coupe"	"SSP3-7.0"	12.4	46.8
"2666"	2075	"climat stable - reboisement"	"reboisement"	"climat stable"	16.4	62.4
"2666"	2075	"climat stable - recup70%"	"recup70%"	"climat stable"	6.4	44.8
"2666"	2075	"climat stable - reference"	"reference"	"climat stable"	10.8	54.8
"2666"	2075	"climat stable - reserve"	"reserve"	"climat stable"	10.8	54.4
"2666"	2075	"climat stable - sans coupe"	"sans coupe"	"climat stable"	12	40.8
"2666"	2080	"SSP2-4.5 - reboisement"	"reboisement"	"SSP2-4.5"	10	46.4
"2666"	2080	"SSP2-4.5 - recup70%"	"recup70%"	"SSP2-4.5"	2.8	43.6
"2666"	2080	"SSP2-4.5 - reference"	"reference"	"SSP2-4.5"	9.2	59.2
"2666"	2080	"SSP2-4.5 - reserve"	"reserve"	"SSP2-4.5"	4.4	26
"2666"	2080	"SSP2-4.5 - sans coupe"	"sans coupe"	"SSP2-4.5"	15.2	48
"2666"	2080	"SSP3-7.0 - reboisement"	"reboisement"	"SSP3-7.0"	10.4	39.2
"2666"	2080	"SSP3-7.0 - recup70%"	"recup70%"	"SSP3-7.0 "	9.6	70
"2666"	2080	"SSP3-7.0 - reference"	"reference"	"SSP3-7.0 "	3.6	48
"2666"	2080	"SSP3-7.0 - reserve"	"reserve"	"SSP3-7.0"	7.6	63.2
"2666"	2080	"SSP3-7.0 - sans coupe"	"sans coupe"	"SSP3-7.0"	3.6	41.6
"2666"	2080	"climat stable - reboisement"	"reboisement"	"climat stable"	9.6	69.6
"2666"	2080	"climat stable - recup70%"	"recup70%"	"climat stable"	7.2	38.4
"2666"	2080	"climat stable - reference"	"reference"	"climat stable"	2.4	45.2
"2666"	2080	"climat stable - reserve"	"reserve"	"climat stable"	14.8	67.2
"2666"	2080	"climat stable - sans coupe"	"sans coupe"	"climat stable"	3.6	40.8
"2666"	2085	"SSP2-4.5 - reboisement"	"reboisement"	"SSP2-4.5"	4.8	48
"2666"	2085	"SSP2-4.5 - recup70%"	"recup70%"	"SSP2-4.5"	12.4	44.8
"2666"	2085	"SSP2-4.5 - reference"	"reference"	"SSP2-4.5"	2	46
"2666"	2085	"SSP2-4.5 - reserve"	"reserve"	"SSP2-4.5"	8.8	32
"2666"	2085	"SSP2-4.5 - sans coupe"	"sans coupe"	"SSP2-4.5"	2.8	45.2
"2666"	2085	"SSP3-7.0 - reboisement"	"reboisement"	"SSP3-7.0"	10.4	44.8
"2666"	2085	"SSP3-7.0 - recup70%"	"recup70%"	"SSP3-7.0 "	3.2	57.2
"2666"	2085	"SSP3-7.0 - reference"	"reference"	"SSP3-7.0 "	10.8	50.4
"2666"	2085	"SSP3-7.0 - reserve"	"reserve"	"SSP3-7.0"	8.8	68.4
"2666"	2085	"SSP3-7.0 - sans coupe"	"sans coupe"	"SSP3-7.0"	3.6	38.8
"2666"	2085	"climat stable - reboisement"	"reboisement"	"climat stable"	8.8	66
"2666"	2085	"climat stable - recup70%"	"recup70%"	"climat stable"	2	38.8
"2666"	2085	"climat stable - reference"	"reference"	"climat stable"	7.2	32
"2666"	2085	"climat stable - reserve"	"reserve"	"climat stable"	16.8	68.4
"2666"	2085	"climat stable - sans coupe"	"sans coupe"	"climat stable"	6.4	46.4
"2666"	2090	"SSP2-4.5 - reboisement"	"reboisement"	"SSP2-4.5"	7.2	48.8
"2666"	2090	"SSP2-4.5 - recup70%"	"recup70%"	"SSP2-4.5"	4.4	46
"2666"	2090	"SSP2-4.5 - reference"	"reference"	"SSP2-4.5"	12.4	52.4
"2666"	2090	"SSP2-4.5 - reserve"	"reserve"	"SSP2-4.5"	4	34
"2666"	2090	"SSP2-4.5 - sans coupe"	"sans coupe"	"SSP2-4.5"	9.6	48.4
"2666"	2090	"SSP3-7.0 - reboisement"	"reboisement"	"SSP3-7.0"	10.8	48
"2666"	2090	"SSP3-7.0 - recup70%"	"recup70%"	"SSP3-7.0 "	12.4	62.8
"2666"	2090	"SSP3-7.0 - reference"	"reference"	"SSP3-7.0 "	14.4	57.2
"2666"	2090	"SSP3-7.0 - reserve"	"reserve"	"SSP3-7.0"	10.4	71.6
"2666"	2090	"SSP3-7.0 - sans coupe"	"sans coupe"	"SSP3-7.0"	8.8	42.4
"2666"	2090	"climat stable - reboisement"	"reboisement"	"climat stable"	14.4	66.4
"2666"	2090	"climat stable - recup70%"	"recup70%"	"climat stable"	17.2	48.8
"2666"	2090	"climat stable - reference"	"reference"	"climat stable"	2	30
"2666"	2090	"climat stable - reserve"	"reserve"	"climat stable"	12.4	73.2
"2666"	2090	"climat stable - sans coupe"	"sans coupe"	"climat stable"	4.8	43.2
"2666"	2095	"SSP2-4.5 - reboisement"	"reboisement"	"SSP2-4.5"	14.8	51.2
"2666"	2095	"SSP2-4.5 - recup70%"	"recup70%"	"SSP2-4.5"	3.6	41.2
"2666"	2095	"SSP2-4.5 - reference"	"reference"	"SSP2-4.5"	6.8	54
"2666"	2095	"SSP2-4.5 - reserve"	"reserve"	"SSP2-4.5"	8.8	33.6
"2666"	2095	"SSP2-4.5 - sans coupe"	"sans coupe"	"SSP2-4.5"	4	40.4
"2666"	2095	"SSP3-7.0 - reboisement"	"reboisement"	"SSP3-7.0"	9.2	49.2
"2666"	2095	"SSP3-7.0 - recup70%"	"recup70%"	"SSP3-7.0 "	6	59.2
"2666"	2095	"SSP3-7.0 - reference"	"reference"	"SSP3-7.0 "	4	57.6
"2666"	2095	"SSP3-7.0 - reserve"	"reserve"	"SSP3-7.0"	12	74.8
"2666"	2095	"SSP3-7.0 - sans coupe"	"sans coupe"	"SSP3-7.0"	3.6	39.6
"2666"	2095	"climat stable - reboisement"	"reboisement"	"climat stable"	7.6	67.6
"2666"	2095	"climat stable - recup70%"	"recup70%"	"climat stable"	8.4	53.2
"2666"	2095	"climat stable - reference"	"reference"	"climat stable"	4.8	29.6
"2666"	2095	"climat stable - reserve"	"reserve"	"climat stable"	2	64.8
"2666"	2095	"climat stable - sans coupe"	"sans coupe"	"climat stable"	4.4	40.8
"2666"	2100	"SSP2-4.5 - reboisement"	"reboisement"	"SSP2-4.5"	4.8	49.6
"2666"	2100	"SSP2-4.5 - recup70%"	"recup70%"	"SSP2-4.5"	0	40
"2666"	2100	"SSP2-4.5 - reference"	"reference"	"SSP2-4.5"	3.6	43.2
"2666"	2100	"SSP2-4.5 - reserve"	"reserve"	"SSP2-4.5"	5.2	35.6
"2666"	2100	"SSP2-4.5 - sans coupe"	"sans coupe"	"SSP2-4.5"	0	39.2
"2666"	2100	"SSP3-7.0 - reboisement"	"reboisement"	"SSP3-7.0"	6	46.4
"2666"	2100	"SSP3-7.0 - recup70%"	"recup70%"	"SSP3-7.0 "	5.6	48.4
"2666"	2100	"SSP3-7.0 - reference"	"reference"	"SSP3-7.0 "	3.2	42.4
"2666"	2100	"SSP3-7.0 - reserve"	"reserve"	"SSP3-7.0"	21.2	81.2
"2666"	2100	"SSP3-7.0 - sans coupe"	"sans coupe"	"SSP3-7.0"	6.8	41.2
"2666"	2100	"climat stable - reboisement"	"reboisement"	"climat stable"	8	69.2
"2666"	2100	"climat stable - recup70%"	"recup70%"	"climat stable"	12.8	59.6
"2666"	2100	"climat stable - reference"	"reference"	"climat stable"	6.8	32
"2666"	2100	"climat stable - reserve"	"reserve"	"climat stable"	5.2	66
"2666"	2100	"climat stable - sans coupe"	"sans coupe"	"climat stable"	2.8	34.4
"2751"	2025	"SSP2-4.5 - reboisement"	"reboisement"	"SSP2-4.5"	43.6	43.6
"2751"	2025	"SSP2-4.5 - recup70%"	"recup70%"	"SSP2-4.5"	34.8	34.8
"2751"	2025	"SSP2-4.5 - reference"	"reference"	"SSP2-4.5"	48	48
"2751"	2025	"SSP2-4.5 - reserve"	"reserve"	"SSP2-4.5"	42	42
"2751"	2025	"SSP2-4.5 - sans coupe"	"sans coupe"	"SSP2-4.5"	42.4	42.4
"2751"	2025	"SSP3-7.0 - reboisement"	"reboisement"	"SSP3-7.0"	42.4	42.4
"2751"	2025	"SSP3-7.0 - recup70%"	"recup70%"	"SSP3-7.0 "	38.4	38.4
"2751"	2025	"SSP3-7.0 - reference"	"reference"	"SSP3-7.0 "	43.2	43.2
"2751"	2025	"SSP3-7.0 - reserve"	"reserve"	"SSP3-7.0"	41.2	41.2
"2751"	2025	"SSP3-7.0 - sans coupe"	"sans coupe"	"SSP3-7.0"	42.8	42.8
"2751"	2025	"climat stable - reboisement"	"reboisement"	"climat stable"	41.6	41.6
"2751"	2025	"climat stable - recup70%"	"recup70%"	"climat stable"	41.2	41.2
"2751"	2025	"climat stable - reference"	"reference"	"climat stable"	46	46
"2751"	2025	"climat stable - reserve"	"reserve"	"climat stable"	42.8	42.8
"2751"	2025	"climat stable - sans coupe"	"sans coupe"	"climat stable"	48.8	48.8
"2751"	2030	"SSP2-4.5 - reboisement"	"reboisement"	"SSP2-4.5"	40	83.6
"2751"	2030	"SSP2-4.5 - recup70%"	"recup70%"	"SSP2-4.5"	18.4	53.2
"2751"	2030	"SSP2-4.5 - reference"	"reference"	"SSP2-4.5"	18	64.4
"2751"	2030	"SSP2-4.5 - reserve"	"reserve"	"SSP2-4.5"	43.2	85.2
"2751"	2030	"SSP2-4.5 - sans coupe"	"sans coupe"	"SSP2-4.5"	31.2	73.2
"2751"	2030	"SSP3-7.0 - reboisement"	"reboisement"	"SSP3-7.0"	32.8	74.4
"2751"	2030	"SSP3-7.0 - recup70%"	"recup70%"	"SSP3-7.0 "	22.8	60.8
"2751"	2030	"SSP3-7.0 - reference"	"reference"	"SSP3-7.0 "	28	71.2
"2751"	2030	"SSP3-7.0 - reserve"	"reserve"	"SSP3-7.0"	34.4	75.6
"2751"	2030	"SSP3-7.0 - sans coupe"	"sans coupe"	"SSP3-7.0"	20.8	63.6
"2751"	2030	"climat stable - reboisement"	"reboisement"	"climat stable"	23.2	64
"2751"	2030	"climat stable - recup70%"	"recup70%"	"climat stable"	45.6	84.4
"2751"	2030	"climat stable - reference"	"reference"	"climat stable"	99.6	143.6
"2751"	2030	"climat stable - reserve"	"reserve"	"climat stable"	12	54
"2751"	2030	"climat stable - sans coupe"	"sans coupe"	"climat stable"	29.2	76.8
"2751"	2035	"SSP2-4.5 - reboisement"	"reboisement"	"SSP2-4.5"	26.4	108.8
"2751"	2035	"SSP2-4.5 - recup70%"	"recup70%"	"SSP2-4.5"	12.8	65.2
"2751"	2035	"SSP2-4.5 - reference"	"reference"	"SSP2-4.5"	42	103.6
"2751"	2035	"SSP2-4.5 - reserve"	"reserve"	"SSP2-4.5"	64	146.4
"2751"	2035	"SSP2-4.5 - sans coupe"	"sans coupe"	"SSP2-4.5"	7.6	80.8
"2751"	2035	"SSP3-7.0 - reboisement"	"reboisement"	"SSP3-7.0"	43.6	116.8
"2751"	2035	"SSP3-7.0 - recup70%"	"recup70%"	"SSP3-7.0 "	41.6	101.2
"2751"	2035	"SSP3-7.0 - reference"	"reference"	"SSP3-7.0 "	24.8	95.6
"2751"	2035	"SSP3-7.0 - reserve"	"reserve"	"SSP3-7.0"	31.6	106.8
"2751"	2035	"SSP3-7.0 - sans coupe"	"sans coupe"	"SSP3-7.0"	85.6	147.2
"2751"	2035	"climat stable - reboisement"	"reboisement"	"climat stable"	29.2	93.2
"2751"	2035	"climat stable - recup70%"	"recup70%"	"climat stable"	18	102
"2751"	2035	"climat stable - reference"	"reference"	"climat stable"	69.2	208.8
"2751"	2035	"climat stable - reserve"	"reserve"	"climat stable"	32.8	83.6
"2751"	2035	"climat stable - sans coupe"	"sans coupe"	"climat stable"	44.8	120.4
"2751"	2040	"SSP2-4.5 - reboisement"	"reboisement"	"SSP2-4.5"	46	154.4
"2751"	2040	"SSP2-4.5 - recup70%"	"recup70%"	"SSP2-4.5"	27.6	92.4
"2751"	2040	"SSP2-4.5 - reference"	"reference"	"SSP2-4.5"	46	146.8
"2751"	2040	"SSP2-4.5 - reserve"	"reserve"	"SSP2-4.5"	42	186.8
"2751"	2040	"SSP2-4.5 - sans coupe"	"sans coupe"	"SSP2-4.5"	37.2	116.4
"2751"	2040	"SSP3-7.0 - reboisement"	"reboisement"	"SSP3-7.0"	18.4	134
"2751"	2040	"SSP3-7.0 - recup70%"	"recup70%"	"SSP3-7.0 "	31.2	132.4
"2751"	2040	"SSP3-7.0 - reference"	"reference"	"SSP3-7.0 "	44	138.8
"2751"	2040	"SSP3-7.0 - reserve"	"reserve"	"SSP3-7.0"	42	144.8
"2751"	2040	"SSP3-7.0 - sans coupe"	"sans coupe"	"SSP3-7.0"	46.4	188
"2751"	2040	"climat stable - reboisement"	"reboisement"	"climat stable"	38	131.2
"2751"	2040	"climat stable - recup70%"	"recup70%"	"climat stable"	33.6	134
"2751"	2040	"climat stable - reference"	"reference"	"climat stable"	67.6	264.8
"2751"	2040	"climat stable - reserve"	"reserve"	"climat stable"	38.4	122
"2751"	2040	"climat stable - sans coupe"	"sans coupe"	"climat stable"	47.6	164.8
"2751"	2045	"SSP2-4.5 - reboisement"	"reboisement"	"SSP2-4.5"	34.4	184.4
"2751"	2045	"SSP2-4.5 - recup70%"	"recup70%"	"SSP2-4.5"	26.4	118.8
"2751"	2045	"SSP2-4.5 - reference"	"reference"	"SSP2-4.5"	40.4	182
"2751"	2045	"SSP2-4.5 - reserve"	"reserve"	"SSP2-4.5"	38	222
"2751"	2045	"SSP2-4.5 - sans coupe"	"sans coupe"	"SSP2-4.5"	45.6	160
"2751"	2045	"SSP3-7.0 - reboisement"	"reboisement"	"SSP3-7.0"	16	149.2
"2751"	2045	"SSP3-7.0 - recup70%"	"recup70%"	"SSP3-7.0 "	73.6	198.8
"2751"	2045	"SSP3-7.0 - reference"	"reference"	"SSP3-7.0 "	54.8	189.2
"2751"	2045	"SSP3-7.0 - reserve"	"reserve"	"SSP3-7.0"	18.8	162.4
