"mgmt.unit"	"Année"	"scen"	"bonif"	"ssp"	"area.acc"	"area.CT"	"area.salv"	"area.total"	"area.acc.mean"	"area.CT.mean"	"area.salv.mean"	"area.total.mean"
"11263"	2090	"SSP2-4.5 - recup70%"	"recup70%"	"SSP2-4.5"	0	16	0	16	0	16.5333333333333	0.4	16.5333333333333
"11263"	2090	"SSP2-4.5 - reference"	"reference"	"SSP2-4.5"	0	15.6	0	15.6	0	16.2666666666667	0	16.2666666666667
"11263"	2090	"SSP2-4.5 - reserve"	"reserve"	"SSP2-4.5"	0	17.6	0	17.6	0	17.4666666666667	0	17.4666666666667
"11263"	2090	"SSP2-4.5 - sans feu"	"sans feu"	"SSP2-4.5"	0	20	0	20	0	20	0	20
"11263"	2090	"SSP3-7.0 - reboisement"	"reboisement"	"SSP3-7.0"	0	75.2	0	75.2	0	76.2666666666667	0.4	76.2666666666667
"11263"	2090	"SSP3-7.0 - recup70%"	"recup70%"	"SSP3-7.0 "	0	18	0	18	0	18.4	0.4	18.4
"11263"	2090	"SSP3-7.0 - reference"	"reference"	"SSP3-7.0 "	0	16	0	16	0.133333333333333	16.5333333333333	0.266666666666667	16.6666666666667
"11263"	2090	"SSP3-7.0 - reserve"	"reserve"	"SSP3-7.0"	0	16.8	0	16.8	0	16.8	0.133333333333333	16.8
"11263"	2090	"SSP3-7.0 - sans feu"	"sans feu"	"SSP3-7.0"	0	20	0	20	0	20	0	20
"11263"	2090	"climat stable - reboisement"	"reboisement"	"climat stable"	0.4	78	0.8	78.4	0.133333333333333	76.8	0.4	76.9333333333333
"11263"	2090	"climat stable - recup70%"	"recup70%"	"climat stable"	0	17.6	0	17.6	0	17.6	0	17.6
"11263"	2090	"climat stable - reference"	"reference"	"climat stable"	0.4	16.4	0.4	16.8	0.133333333333333	17.0666666666667	0.133333333333333	17.2
"11263"	2090	"climat stable - reserve"	"reserve"	"climat stable"	0	17.6	0.4	17.6	0	17.7333333333333	0.133333333333333	17.7333333333333
"11263"	2090	"climat stable - sans feu"	"sans feu"	"climat stable"	0	20	0	20	0	20	0	20
"11263"	2095	"SSP2-4.5 - reboisement"	"reboisement"	"SSP2-4.5"	0	76	0.4	76	0	76.1333333333333	0.266666666666667	76.1333333333333
"11263"	2095	"SSP2-4.5 - recup70%"	"recup70%"	"SSP2-4.5"	0	16.4	0	16.4	0	16.1333333333333	0	16.1333333333333
"11263"	2095	"SSP2-4.5 - reference"	"reference"	"SSP2-4.5"	0	16.4	0	16.4	0	16.1333333333333	0	16.1333333333333
"11263"	2095	"SSP2-4.5 - reserve"	"reserve"	"SSP2-4.5"	0	16.8	0	16.8	0	17.0666666666667	0	17.0666666666667
"11263"	2095	"SSP2-4.5 - sans feu"	"sans feu"	"SSP2-4.5"	0	20	0	20	0	20	0	20
"11263"	2095	"SSP3-7.0 - reboisement"	"reboisement"	"SSP3-7.0"	0	76.4	0.4	76.4	0	75.6	0.133333333333333	75.6
"11263"	2095	"SSP3-7.0 - recup70%"	"recup70%"	"SSP3-7.0 "	0	18.4	0	18.4	0	18.1333333333333	0	18.1333333333333
"11263"	2095	"SSP3-7.0 - reference"	"reference"	"SSP3-7.0 "	0	16.8	0	16.8	0	16.2666666666667	0	16.2666666666667
"11263"	2095	"SSP3-7.0 - reserve"	"reserve"	"SSP3-7.0"	0	16.8	0.4	16.8	0	16.5333333333333	0.266666666666667	16.5333333333333
"11263"	2095	"SSP3-7.0 - sans feu"	"sans feu"	"SSP3-7.0"	0	20	0	20	0	20	0	20
"11263"	2095	"climat stable - reboisement"	"reboisement"	"climat stable"	0	75.2	0.4	75.2	0.133333333333333	77.0666666666667	0.4	77.2
"11263"	2095	"climat stable - recup70%"	"recup70%"	"climat stable"	0	17.2	0	17.2	0	17.6	0	17.6
"11263"	2095	"climat stable - reference"	"reference"	"climat stable"	0	17.2	0	17.2	0.133333333333333	16.5333333333333	0.133333333333333	16.6666666666667
"11263"	2095	"climat stable - reserve"	"reserve"	"climat stable"	0	17.6	0	17.6	0	17.4666666666667	0.133333333333333	17.4666666666667
"11263"	2095	"climat stable - sans feu"	"sans feu"	"climat stable"	0	20	0	20	0	20	0	20
"11263"	2100	"SSP2-4.5 - reboisement"	"reboisement"	"SSP2-4.5"	0	76.4	0.4	76.4	0	76.2	0.4	76.2
"11263"	2100	"SSP2-4.5 - recup70%"	"recup70%"	"SSP2-4.5"	0	16	0	16	0	16.2	0	16.2
"11263"	2100	"SSP2-4.5 - reference"	"reference"	"SSP2-4.5"	0	16.4	0	16.4	0	16.4	0	16.4
"11263"	2100	"SSP2-4.5 - reserve"	"reserve"	"SSP2-4.5"	0	16.8	0	16.8	0	16.8	0	16.8
"11263"	2100	"SSP2-4.5 - sans feu"	"sans feu"	"SSP2-4.5"	0	20	0	20	0	20	0	20
"11263"	2100	"SSP3-7.0 - reboisement"	"reboisement"	"SSP3-7.0"	0	75.2	0	75.2	0	75.8	0.2	75.8
"11263"	2100	"SSP3-7.0 - recup70%"	"recup70%"	"SSP3-7.0 "	0	18	0	18	0	18.2	0	18.2
"11263"	2100	"SSP3-7.0 - reference"	"reference"	"SSP3-7.0 "	0	16	0	16	0	16.4	0	16.4
"11263"	2100	"SSP3-7.0 - reserve"	"reserve"	"SSP3-7.0"	0	16	0.4	16	0	16.4	0.4	16.4
"11263"	2100	"SSP3-7.0 - sans feu"	"sans feu"	"SSP3-7.0"	0	20	0	20	0	20	0	20
"11263"	2100	"climat stable - reboisement"	"reboisement"	"climat stable"	0	78	0	78	0	76.6	0.2	76.6
"11263"	2100	"climat stable - recup70%"	"recup70%"	"climat stable"	0	18	0	18	0	17.6	0	17.6
"11263"	2100	"climat stable - reference"	"reference"	"climat stable"	0	16	0	16	0	16.6	0	16.6
"11263"	2100	"climat stable - reserve"	"reserve"	"climat stable"	0	17.2	0	17.2	0	17.4	0	17.4
"11263"	2100	"climat stable - sans feu"	"sans feu"	"climat stable"	0	20	0	20	0	20	0	20
"1171"	2025	"SSP2-4.5 - reboisement"	"reboisement"	"SSP2-4.5"	0	64	0	64	0	64	0.4	64
"1171"	2025	"SSP2-4.5 - recup70%"	"recup70%"	"SSP2-4.5"	0	44.4	0	44.4	0.2	44.6	0.4	44.8
"1171"	2025	"SSP2-4.5 - reference"	"reference"	"SSP2-4.5"	0	44	0	44	0	44.2	0.2	44.2
"1171"	2025	"SSP2-4.5 - reserve"	"reserve"	"SSP2-4.5"	0	44	0	44	0	44.2	0.8	44.2
"1171"	2025	"SSP2-4.5 - sans feu"	"sans feu"	"SSP2-4.5"	0	44	0	44	0	44	0	44
"1171"	2025	"SSP3-7.0 - reboisement"	"reboisement"	"SSP3-7.0"	0	63.6	0	63.6	0	63.8	0.2	63.8
"1171"	2025	"SSP3-7.0 - recup70%"	"recup70%"	"SSP3-7.0 "	0	44	0	44	0.2	44.2	1.2	44.4
"1171"	2025	"SSP3-7.0 - reference"	"reference"	"SSP3-7.0 "	0	44	0	44	0.2	44.8	1.2	45
"1171"	2025	"SSP3-7.0 - reserve"	"reserve"	"SSP3-7.0"	0	44	0	44	0	44.2	0	44.2
"1171"	2025	"SSP3-7.0 - sans feu"	"sans feu"	"SSP3-7.0"	0	44	0	44	0	44	0	44
"1171"	2025	"climat stable - reboisement"	"reboisement"	"climat stable"	0	64	0	64	0	64	0.4	64
"1171"	2025	"climat stable - recup70%"	"recup70%"	"climat stable"	0	44.4	0	44.4	0	45	0.8	45
"1171"	2025	"climat stable - reference"	"reference"	"climat stable"	0	44.4	0	44.4	0	44.6	0	44.6
"1171"	2025	"climat stable - reserve"	"reserve"	"climat stable"	0	44	0	44	0	44	0	44
"1171"	2025	"climat stable - sans feu"	"sans feu"	"climat stable"	0	44	0	44	0	44	0	44
"1171"	2030	"SSP2-4.5 - reboisement"	"reboisement"	"SSP2-4.5"	0	64	0.8	64	0.133333333333333	63.6	0.533333333333333	63.7333333333333
"1171"	2030	"SSP2-4.5 - recup70%"	"recup70%"	"SSP2-4.5"	0.4	44.8	0.8	45.2	0.266666666666667	44.6666666666667	0.666666666666667	44.9333333333333
"1171"	2030	"SSP2-4.5 - reference"	"reference"	"SSP2-4.5"	0	44.4	0.4	44.4	0	43.7333333333333	0.133333333333333	43.7333333333333
"1171"	2030	"SSP2-4.5 - reserve"	"reserve"	"SSP2-4.5"	0	44.4	1.6	44.4	0	43.8666666666667	0.533333333333333	43.8666666666667
"1171"	2030	"SSP2-4.5 - sans feu"	"sans feu"	"SSP2-4.5"	0	44	0	44	0	44	0	44
"1171"	2030	"SSP3-7.0 - reboisement"	"reboisement"	"SSP3-7.0"	0	64	0.4	64	0	63.7333333333333	0.133333333333333	63.7333333333333
"1171"	2030	"SSP3-7.0 - recup70%"	"recup70%"	"SSP3-7.0 "	0.4	44.4	2.4	44.8	0.133333333333333	44.5333333333333	1.2	44.6666666666667
"1171"	2030	"SSP3-7.0 - reference"	"reference"	"SSP3-7.0 "	0.4	45.6	2.4	46	0.266666666666667	44.6666666666667	1.2	44.9333333333333
"1171"	2030	"SSP3-7.0 - reserve"	"reserve"	"SSP3-7.0"	0	44.4	0	44.4	0	44.1333333333333	0	44.1333333333333
"1171"	2030	"SSP3-7.0 - sans feu"	"sans feu"	"SSP3-7.0"	0	44	0	44	0	44	0	44
"1171"	2030	"climat stable - reboisement"	"reboisement"	"climat stable"	0	64	0.8	64	0	63.6	0.266666666666667	63.6
"1171"	2030	"climat stable - recup70%"	"recup70%"	"climat stable"	0	45.6	1.6	45.6	0	44.9333333333333	0.8	44.9333333333333
"1171"	2030	"climat stable - reference"	"reference"	"climat stable"	0	44.8	0	44.8	0	44.4	0.133333333333333	44.4
"1171"	2030	"climat stable - reserve"	"reserve"	"climat stable"	0	44	0	44	0	44.1333333333333	0.266666666666667	44.1333333333333
"1171"	2030	"climat stable - sans feu"	"sans feu"	"climat stable"	0	44	0	44	0	44	0	44
"1171"	2035	"SSP2-4.5 - reboisement"	"reboisement"	"SSP2-4.5"	0.4	62.8	0.8	63.2	0.133333333333333	63.2	0.533333333333333	63.3333333333333
"1171"	2035	"SSP2-4.5 - recup70%"	"recup70%"	"SSP2-4.5"	0.4	44.8	1.2	45.2	0.266666666666667	44.8	1.06666666666667	45.0666666666667
"1171"	2035	"SSP2-4.5 - reference"	"reference"	"SSP2-4.5"	0	42.8	0	42.8	0	43.4666666666667	0.266666666666667	43.4666666666667
"1171"	2035	"SSP2-4.5 - reserve"	"reserve"	"SSP2-4.5"	0	43.2	0	43.2	0	43.6	0.533333333333333	43.6
"1171"	2035	"SSP2-4.5 - sans feu"	"sans feu"	"SSP2-4.5"	0	44	0	44	0	44	0	44
"1171"	2035	"SSP3-7.0 - reboisement"	"reboisement"	"SSP3-7.0"	0	63.6	0	63.6	0	63.8666666666667	0.266666666666667	63.8666666666667
"1171"	2035	"SSP3-7.0 - recup70%"	"recup70%"	"SSP3-7.0 "	0	45.2	1.2	45.2	0.266666666666667	44.6666666666667	1.6	44.9333333333333
"1171"	2035	"SSP3-7.0 - reference"	"reference"	"SSP3-7.0 "	0.4	44.4	1.2	44.8	0.266666666666667	44.5333333333333	1.2	44.8
"1171"	2035	"SSP3-7.0 - reserve"	"reserve"	"SSP3-7.0"	0	44	0	44	0	44.2666666666667	0.133333333333333	44.2666666666667
"1171"	2035	"SSP3-7.0 - sans feu"	"sans feu"	"SSP3-7.0"	0	44	0	44	0	44	0	44
"1171"	2035	"climat stable - reboisement"	"reboisement"	"climat stable"	0	62.8	0	62.8	0	63.2	0.4	63.2
"1171"	2035	"climat stable - recup70%"	"recup70%"	"climat stable"	0	44.8	0.8	44.8	0	45.0666666666667	0.8	45.0666666666667
"1171"	2035	"climat stable - reference"	"reference"	"climat stable"	0	44	0.4	44	0	44.4	0.133333333333333	44.4
"1171"	2035	"climat stable - reserve"	"reserve"	"climat stable"	0	44.4	0.8	44.4	0	44	0.266666666666667	44
"1171"	2035	"climat stable - sans feu"	"sans feu"	"climat stable"	0	44	0	44	0	44	0	44
"1171"	2040	"SSP2-4.5 - reboisement"	"reboisement"	"SSP2-4.5"	0	62.8	0	62.8	0.133333333333333	62.6666666666667	0.533333333333333	62.8
"1171"	2040	"SSP2-4.5 - recup70%"	"recup70%"	"SSP2-4.5"	0	44.8	1.2	44.8	0.133333333333333	44.6666666666667	1.06666666666667	44.8
"1171"	2040	"SSP2-4.5 - reference"	"reference"	"SSP2-4.5"	0	43.2	0.4	43.2	0	43.0666666666667	0.133333333333333	43.0666666666667
"1171"	2040	"SSP2-4.5 - reserve"	"reserve"	"SSP2-4.5"	0	43.2	0	43.2	0	43.3333333333333	0	43.3333333333333
"1171"	2040	"SSP2-4.5 - sans feu"	"sans feu"	"SSP2-4.5"	0	44	0	44	0	44	0	44
"1171"	2040	"SSP3-7.0 - reboisement"	"reboisement"	"SSP3-7.0"	0	64	0.4	64	0	63.4666666666667	0.133333333333333	63.4666666666667
"1171"	2040	"SSP3-7.0 - recup70%"	"recup70%"	"SSP3-7.0 "	0.4	44.4	1.2	44.8	0.266666666666667	44.6666666666667	1.2	44.9333333333333
"1171"	2040	"SSP3-7.0 - reference"	"reference"	"SSP3-7.0 "	0	43.6	0	43.6	0.133333333333333	44	0.533333333333333	44.1333333333333
"1171"	2040	"SSP3-7.0 - reserve"	"reserve"	"SSP3-7.0"	0	44.4	0.4	44.4	0	44.1333333333333	0.266666666666667	44.1333333333333
"1171"	2040	"SSP3-7.0 - sans feu"	"sans feu"	"SSP3-7.0"	0	44	0	44	0	44	0	44
"1171"	2040	"climat stable - reboisement"	"reboisement"	"climat stable"	0	62.8	0.4	62.8	0	62.8	0.133333333333333	62.8
"1171"	2040	"climat stable - recup70%"	"recup70%"	"climat stable"	0	44.8	0	44.8	0	44.5333333333333	0.4	44.5333333333333
"1171"	2040	"climat stable - reference"	"reference"	"climat stable"	0	44.4	0	44.4	0.133333333333333	44.1333333333333	0.4	44.2666666666667
"1171"	2040	"climat stable - reserve"	"reserve"	"climat stable"	0	43.6	0	43.6	0	43.8666666666667	0.266666666666667	43.8666666666667
"1171"	2040	"climat stable - sans feu"	"sans feu"	"climat stable"	0	44	0	44	0	44	0	44
"1171"	2045	"SSP2-4.5 - reboisement"	"reboisement"	"SSP2-4.5"	0	62.4	0.8	62.4	0	62.2666666666667	0.4	62.2666666666667
"1171"	2045	"SSP2-4.5 - recup70%"	"recup70%"	"SSP2-4.5"	0	44.4	0.8	44.4	0	44.5333333333333	0.666666666666667	44.5333333333333
"1171"	2045	"SSP2-4.5 - reference"	"reference"	"SSP2-4.5"	0	43.2	0	43.2	0	43.3333333333333	0.133333333333333	43.3333333333333
"1171"	2045	"SSP2-4.5 - reserve"	"reserve"	"SSP2-4.5"	0	43.6	0	43.6	0	43.4666666666667	0	43.4666666666667
"1171"	2045	"SSP2-4.5 - sans feu"	"sans feu"	"SSP2-4.5"	0	44	0	44	0	44	0	44
"1171"	2045	"SSP3-7.0 - reboisement"	"reboisement"	"SSP3-7.0"	0	62.8	0	62.8	0	63.0666666666667	0.133333333333333	63.0666666666667
"1171"	2045	"SSP3-7.0 - recup70%"	"recup70%"	"SSP3-7.0 "	0.4	44.4	1.2	44.8	0.266666666666667	44.4	0.933333333333333	44.6666666666667
"1171"	2045	"SSP3-7.0 - reference"	"reference"	"SSP3-7.0 "	0	44	0.4	44	0	43.4666666666667	0.133333333333333	43.4666666666667
"1171"	2045	"SSP3-7.0 - reserve"	"reserve"	"SSP3-7.0"	0	44	0.4	44	0	43.8666666666667	0.266666666666667	43.8666666666667
"1171"	2045	"SSP3-7.0 - sans feu"	"sans feu"	"SSP3-7.0"	0	44	0	44	0	44	0	44
"1171"	2045	"climat stable - reboisement"	"reboisement"	"climat stable"	0	62.8	0	62.8	0	62.4	0.133333333333333	62.4
"1171"	2045	"climat stable - recup70%"	"recup70%"	"climat stable"	0	44	0.4	44	0	44.5333333333333	0.266666666666667	44.5333333333333
"1171"	2045	"climat stable - reference"	"reference"	"climat stable"	0.4	44	0.8	44.4	0.133333333333333	44	0.266666666666667	44.1333333333333
"1171"	2045	"climat stable - reserve"	"reserve"	"climat stable"	0	43.6	0	43.6	0	43.7333333333333	0	43.7333333333333
"1171"	2045	"climat stable - sans feu"	"sans feu"	"climat stable"	0	44	0	44	0	44	0	44
"1171"	2050	"SSP2-4.5 - reboisement"	"reboisement"	"SSP2-4.5"	0	61.6	0.4	61.6	0	61.6	0.666666666666667	61.6
"1171"	2050	"SSP2-4.5 - recup70%"	"recup70%"	"SSP2-4.5"	0	44.4	0	44.4	0	44.4	0.533333333333333	44.4
"1171"	2050	"SSP2-4.5 - reference"	"reference"	"SSP2-4.5"	0	43.6	0	43.6	0	43.6	0.133333333333333	43.6
"1171"	2050	"SSP2-4.5 - reserve"	"reserve"	"SSP2-4.5"	0	43.6	0	43.6	0	43.8666666666667	0.133333333333333	43.8666666666667
"1171"	2050	"SSP2-4.5 - sans feu"	"sans feu"	"SSP2-4.5"	0	44	0	44	0	44	0	44
"1171"	2050	"SSP3-7.0 - reboisement"	"reboisement"	"SSP3-7.0"	0	62.4	0	62.4	0	62.1333333333333	0	62.1333333333333
"1171"	2050	"SSP3-7.0 - recup70%"	"recup70%"	"SSP3-7.0 "	0	44.4	0.4	44.4	0.133333333333333	44.4	0.666666666666667	44.5333333333333
"1171"	2050	"SSP3-7.0 - reference"	"reference"	"SSP3-7.0 "	0	42.8	0	42.8	0	43.6	0.266666666666667	43.6
"1171"	2050	"SSP3-7.0 - reserve"	"reserve"	"SSP3-7.0"	0	43.2	0	43.2	0	43.6	0.133333333333333	43.6
"1171"	2050	"SSP3-7.0 - sans feu"	"sans feu"	"SSP3-7.0"	0	44	0	44	0	44	0	44
"1171"	2050	"climat stable - reboisement"	"reboisement"	"climat stable"	0	61.6	0	61.6	0	61.6	0.133333333333333	61.6
"1171"	2050	"climat stable - recup70%"	"recup70%"	"climat stable"	0	44.8	0.4	44.8	0	44.4	0.666666666666667	44.4
"1171"	2050	"climat stable - reference"	"reference"	"climat stable"	0	43.6	0	43.6	0.133333333333333	43.8666666666667	0.266666666666667	44
"1171"	2050	"climat stable - reserve"	"reserve"	"climat stable"	0	44	0	44	0	43.8666666666667	0	43.8666666666667
"1171"	2050	"climat stable - sans feu"	"sans feu"	"climat stable"	0	44	0	44	0	44	0	44
"1171"	2055	"SSP2-4.5 - reboisement"	"reboisement"	"SSP2-4.5"	0	60.8	0.8	60.8	0	60.8	0.533333333333333	60.8
"1171"	2055	"SSP2-4.5 - recup70%"	"recup70%"	"SSP2-4.5"	0	44.4	0.8	44.4	0	44.4	0.666666666666667	44.4
"1171"	2055	"SSP2-4.5 - reference"	"reference"	"SSP2-4.5"	0	44	0.4	44	0	43.7333333333333	0.266666666666667	43.7333333333333
"1171"	2055	"SSP2-4.5 - reserve"	"reserve"	"SSP2-4.5"	0	44.4	0.4	44.4	0	43.8666666666667	0.133333333333333	43.8666666666667
"1171"	2055	"SSP2-4.5 - sans feu"	"sans feu"	"SSP2-4.5"	0	44	0	44	0	44	0	44
"1171"	2055	"SSP3-7.0 - reboisement"	"reboisement"	"SSP3-7.0"	0	61.2	0	61.2	0	61.3333333333333	0	61.3333333333333
"1171"	2055	"SSP3-7.0 - recup70%"	"recup70%"	"SSP3-7.0 "	0	44.4	0.4	44.4	0	44.4	0.533333333333333	44.4
"1171"	2055	"SSP3-7.0 - reference"	"reference"	"SSP3-7.0 "	0	44	0.4	44	0	43.6	0.133333333333333	43.6
"1171"	2055	"SSP3-7.0 - reserve"	"reserve"	"SSP3-7.0"	0	43.6	0	43.6	0	43.4666666666667	0	43.4666666666667
"1171"	2055	"SSP3-7.0 - sans feu"	"sans feu"	"SSP3-7.0"	0	44	0	44	0	44	0	44
"1171"	2055	"climat stable - reboisement"	"reboisement"	"climat stable"	0	60.4	0.4	60.4	0	60.9333333333333	0.133333333333333	60.9333333333333
"1171"	2055	"climat stable - recup70%"	"recup70%"	"climat stable"	0	44.4	1.2	44.4	0.133333333333333	44.4	0.933333333333333	44.5333333333333
"1171"	2055	"climat stable - reference"	"reference"	"climat stable"	0	44	0	44	0	43.8666666666667	0	43.8666666666667
"1171"	2055	"climat stable - reserve"	"reserve"	"climat stable"	0	44	0	44	0	44	0	44
"1171"	2055	"climat stable - sans feu"	"sans feu"	"climat stable"	0	44	0	44	0	44	0	44
"1171"	2060	"SSP2-4.5 - reboisement"	"reboisement"	"SSP2-4.5"	0	60	0.4	60	0	60.1333333333333	0.533333333333333	60.1333333333333
"1171"	2060	"SSP2-4.5 - recup70%"	"recup70%"	"SSP2-4.5"	0	44.4	1.2	44.4	0	44.1333333333333	0.666666666666667	44.1333333333333
"1171"	2060	"SSP2-4.5 - reference"	"reference"	"SSP2-4.5"	0	43.6	0.4	43.6	0	43.8666666666667	0.4	43.8666666666667
"1171"	2060	"SSP2-4.5 - reserve"	"reserve"	"SSP2-4.5"	0	43.6	0	43.6	0	44	0.133333333333333	44
"1171"	2060	"SSP2-4.5 - sans feu"	"sans feu"	"SSP2-4.5"	0	44	0	44	0	44	0	44
"1171"	2060	"SSP3-7.0 - reboisement"	"reboisement"	"SSP3-7.0"	0	60.4	0	60.4	0	60.6666666666667	0.133333333333333	60.6666666666667
"1171"	2060	"SSP3-7.0 - recup70%"	"recup70%"	"SSP3-7.0 "	0	44.4	0.8	44.4	0	44.2666666666667	0.533333333333333	44.2666666666667
"1171"	2060	"SSP3-7.0 - reference"	"reference"	"SSP3-7.0 "	0	44	0	44	0	44	0.266666666666667	44
"1171"	2060	"SSP3-7.0 - reserve"	"reserve"	"SSP3-7.0"	0	43.6	0	43.6	0	43.6	0.266666666666667	43.6
"1171"	2060	"SSP3-7.0 - sans feu"	"sans feu"	"SSP3-7.0"	0	44	0	44	0	44	0	44
"1171"	2060	"climat stable - reboisement"	"reboisement"	"climat stable"	0	60.8	0	60.8	0	60.5333333333333	0.133333333333333	60.5333333333333
"1171"	2060	"climat stable - recup70%"	"recup70%"	"climat stable"	0.4	44	1.2	44.4	0.133333333333333	44	1.33333333333333	44.1333333333333
"1171"	2060	"climat stable - reference"	"reference"	"climat stable"	0	44	0	44	0	43.7333333333333	0	43.7333333333333
"1171"	2060	"climat stable - reserve"	"reserve"	"climat stable"	0	44	0	44	0	44	0	44
"1171"	2060	"climat stable - sans feu"	"sans feu"	"climat stable"	0	44	0	44	0	44	0	44
"1171"	2065	"SSP2-4.5 - reboisement"	"reboisement"	"SSP2-4.5"	0	59.6	0.4	59.6	0	59.6	0.4	59.6
"1171"	2065	"SSP2-4.5 - recup70%"	"recup70%"	"SSP2-4.5"	0	43.6	0	43.6	0	43.7333333333333	0.4	43.7333333333333
"1171"	2065	"SSP2-4.5 - reference"	"reference"	"SSP2-4.5"	0	44	0.4	44	0	43.6	0.266666666666667	43.6
"1171"	2065	"SSP2-4.5 - reserve"	"reserve"	"SSP2-4.5"	0	44	0	44	0	43.6	0	43.6
"1171"	2065	"SSP2-4.5 - sans feu"	"sans feu"	"SSP2-4.5"	0	44	0	44	0	44	0	44
"1171"	2065	"SSP3-7.0 - reboisement"	"reboisement"	"SSP3-7.0"	0	60.4	0.4	60.4	0	60	0.266666666666667	60
"1171"	2065	"SSP3-7.0 - recup70%"	"recup70%"	"SSP3-7.0 "	0	44	0.4	44	0	44.1333333333333	0.533333333333333	44.1333333333333
"1171"	2065	"SSP3-7.0 - reference"	"reference"	"SSP3-7.0 "	0	44	0.4	44	0	43.8666666666667	0.133333333333333	43.8666666666667
"1171"	2065	"SSP3-7.0 - reserve"	"reserve"	"SSP3-7.0"	0	43.6	0.8	43.6	0	43.3333333333333	0.266666666666667	43.3333333333333
"1171"	2065	"SSP3-7.0 - sans feu"	"sans feu"	"SSP3-7.0"	0	44	0	44	0	44	0	44
"1171"	2065	"climat stable - reboisement"	"reboisement"	"climat stable"	0	60.4	0	60.4	0	60.5333333333333	0.133333333333333	60.5333333333333
"1171"	2065	"climat stable - recup70%"	"recup70%"	"climat stable"	0	43.6	1.6	43.6	0.133333333333333	43.3333333333333	1.06666666666667	43.4666666666667
"1171"	2065	"climat stable - reference"	"reference"	"climat stable"	0	43.2	0	43.2	0	43.4666666666667	0.133333333333333	43.4666666666667
"1171"	2065	"climat stable - reserve"	"reserve"	"climat stable"	0	44	0	44	0	44	0	44
"1171"	2065	"climat stable - sans feu"	"sans feu"	"climat stable"	0	44	0	44	0	44	0	44
"1171"	2070	"SSP2-4.5 - reboisement"	"reboisement"	"SSP2-4.5"	0	59.2	0.4	59.2	0	59.0666666666667	0.533333333333333	59.0666666666667
"1171"	2070	"SSP2-4.5 - recup70%"	"recup70%"	"SSP2-4.5"	0	43.2	0	43.2	0	43.4666666666667	0.4	43.4666666666667
"1171"	2070	"SSP2-4.5 - reference"	"reference"	"SSP2-4.5"	0	43.2	0	43.2	0	43.6	0.133333333333333	43.6
"1171"	2070	"SSP2-4.5 - reserve"	"reserve"	"SSP2-4.5"	0	43.2	0	43.2	0	43.4666666666667	0.133333333333333	43.4666666666667
"1171"	2070	"SSP2-4.5 - sans feu"	"sans feu"	"SSP2-4.5"	0	44	0	44	0	44	0	44
"1171"	2070	"SSP3-7.0 - reboisement"	"reboisement"	"SSP3-7.0"	0	59.2	0.4	59.2	0	58.9333333333333	0.533333333333333	58.9333333333333
"1171"	2070	"SSP3-7.0 - recup70%"	"recup70%"	"SSP3-7.0 "	0	44	0.4	44	0	43.8666666666667	0.533333333333333	43.8666666666667
"1171"	2070	"SSP3-7.0 - reference"	"reference"	"SSP3-7.0 "	0	43.6	0	43.6	0	43.6	0.133333333333333	43.6
"1171"	2070	"SSP3-7.0 - reserve"	"reserve"	"SSP3-7.0"	0	42.8	0	42.8	0	42.9333333333333	0.266666666666667	42.9333333333333
"1171"	2070	"SSP3-7.0 - sans feu"	"sans feu"	"SSP3-7.0"	0	44	0	44	0	44	0	44
"1171"	2070	"climat stable - reboisement"	"reboisement"	"climat stable"	0	60.4	0.4	60.4	0	59.8666666666667	0.133333333333333	59.8666666666667
"1171"	2070	"climat stable - recup70%"	"recup70%"	"climat stable"	0	42.4	0.4	42.4	0.133333333333333	42.8	1.2	42.9333333333333
"1171"	2070	"climat stable - reference"	"reference"	"climat stable"	0	43.2	0.4	43.2	0	43.0666666666667	0.133333333333333	43.0666666666667
"1171"	2070	"climat stable - reserve"	"reserve"	"climat stable"	0	44	0	44	0	43.8666666666667	0	43.8666666666667
"1171"	2070	"climat stable - sans feu"	"sans feu"	"climat stable"	0	44	0	44	0	44	0	44
"1171"	2075	"SSP2-4.5 - reboisement"	"reboisement"	"SSP2-4.5"	0	58.4	0.8	58.4	0	57.6	0.533333333333333	57.6
"1171"	2075	"SSP2-4.5 - recup70%"	"recup70%"	"SSP2-4.5"	0	43.6	1.2	43.6	0.133333333333333	43.2	1.06666666666667	43.3333333333333
"1171"	2075	"SSP2-4.5 - reference"	"reference"	"SSP2-4.5"	0	43.6	0	43.6	0	43.2	0	43.2
"1171"	2075	"SSP2-4.5 - reserve"	"reserve"	"SSP2-4.5"	0	43.2	0.4	43.2	0	42.8	0.133333333333333	42.8
"1171"	2075	"SSP2-4.5 - sans feu"	"sans feu"	"SSP2-4.5"	0	44	0	44	0	44	0	44
"1171"	2075	"SSP3-7.0 - reboisement"	"reboisement"	"SSP3-7.0"	0	57.2	0.8	57.2	0	57.7333333333333	0.4	57.7333333333333
"1171"	2075	"SSP3-7.0 - recup70%"	"recup70%"	"SSP3-7.0 "	0	43.6	0.8	43.6	0	43.7333333333333	0.533333333333333	43.7333333333333
"1171"	2075	"SSP3-7.0 - reference"	"reference"	"SSP3-7.0 "	0	43.2	0	43.2	0	43.2	0.133333333333333	43.2
"1171"	2075	"SSP3-7.0 - reserve"	"reserve"	"SSP3-7.0"	0	42.4	0	42.4	0	42.4	0	42.4
