"mgmt.unit"	"Année"	"scen"	"Superficie"	"med_area"
"2662"	2100	"SSP2-4.5 - reference"	110.4	92.4
"2662"	2025	"SSP2-4.5 - reserve"	268	NA
"2662"	2030	"SSP2-4.5 - reserve"	152.4	137.2
"2662"	2035	"SSP2-4.5 - reserve"	137.2	137.2
"2662"	2040	"SSP2-4.5 - reserve"	155.2	137.2
"2662"	2045	"SSP2-4.5 - reserve"	213.6	137.2
"2662"	2050	"SSP2-4.5 - reserve"	194.4	137.2
"2662"	2055	"SSP2-4.5 - reserve"	109.2	137.2
"2662"	2060	"SSP2-4.5 - reserve"	48.8	137.2
"2662"	2065	"SSP2-4.5 - reserve"	146.8	137.2
"2662"	2070	"SSP2-4.5 - reserve"	71.2	137.2
"2662"	2075	"SSP2-4.5 - reserve"	178.8	137.2
"2662"	2080	"SSP2-4.5 - reserve"	225.2	137.2
"2662"	2085	"SSP2-4.5 - reserve"	28	137.2
"2662"	2090	"SSP2-4.5 - reserve"	115.6	137.2
"2662"	2095	"SSP2-4.5 - reserve"	88	137.2
"2662"	2100	"SSP2-4.5 - reserve"	128.8	137.2
"2662"	2025	"SSP2-4.5 - sans coupe"	268	NA
"2662"	2030	"SSP2-4.5 - sans coupe"	119.6	119.6
"2662"	2035	"SSP2-4.5 - sans coupe"	148.4	119.6
"2662"	2040	"SSP2-4.5 - sans coupe"	168	119.6
"2662"	2045	"SSP2-4.5 - sans coupe"	66.4	119.6
"2662"	2050	"SSP2-4.5 - sans coupe"	209.6	119.6
"2662"	2055	"SSP2-4.5 - sans coupe"	59.6	119.6
"2662"	2060	"SSP2-4.5 - sans coupe"	142.4	119.6
"2662"	2065	"SSP2-4.5 - sans coupe"	101.2	119.6
"2662"	2070	"SSP2-4.5 - sans coupe"	149.6	119.6
"2662"	2075	"SSP2-4.5 - sans coupe"	84.8	119.6
"2662"	2080	"SSP2-4.5 - sans coupe"	102.4	119.6
"2662"	2085	"SSP2-4.5 - sans coupe"	80	119.6
"2662"	2090	"SSP2-4.5 - sans coupe"	182.8	119.6
"2662"	2095	"SSP2-4.5 - sans coupe"	106.4	119.6
"2662"	2100	"SSP2-4.5 - sans coupe"	136	119.6
"2662"	2025	"SSP3-7.0 - reboisement"	268	NA
"2662"	2030	"SSP3-7.0 - reboisement"	111.2	114.4
"2662"	2035	"SSP3-7.0 - reboisement"	22.8	114.4
"2662"	2040	"SSP3-7.0 - reboisement"	114.4	114.4
"2662"	2045	"SSP3-7.0 - reboisement"	63.2	114.4
"2662"	2050	"SSP3-7.0 - reboisement"	155.6	114.4
"2662"	2055	"SSP3-7.0 - reboisement"	36.8	114.4
"2662"	2060	"SSP3-7.0 - reboisement"	136.8	114.4
"2662"	2065	"SSP3-7.0 - reboisement"	136.8	114.4
"2662"	2070	"SSP3-7.0 - reboisement"	100	114.4
"2662"	2075	"SSP3-7.0 - reboisement"	186.4	114.4
"2662"	2080	"SSP3-7.0 - reboisement"	128.4	114.4
"2662"	2085	"SSP3-7.0 - reboisement"	118.8	114.4
"2662"	2090	"SSP3-7.0 - reboisement"	142.8	114.4
"2662"	2095	"SSP3-7.0 - reboisement"	102.8	114.4
"2662"	2100	"SSP3-7.0 - reboisement"	20.4	114.4
"2662"	2025	"SSP3-7.0 - recup70%"	268	NA
"2662"	2030	"SSP3-7.0 - recup70%"	176.8	99.6
"2662"	2035	"SSP3-7.0 - recup70%"	62	99.6
"2662"	2040	"SSP3-7.0 - recup70%"	128.4	99.6
"2662"	2045	"SSP3-7.0 - recup70%"	122	99.6
"2662"	2050	"SSP3-7.0 - recup70%"	131.2	99.6
"2662"	2055	"SSP3-7.0 - recup70%"	70.8	99.6
"2662"	2060	"SSP3-7.0 - recup70%"	95.2	99.6
"2662"	2065	"SSP3-7.0 - recup70%"	60.8	99.6
"2662"	2070	"SSP3-7.0 - recup70%"	54.4	99.6
"2662"	2075	"SSP3-7.0 - recup70%"	33.2	99.6
"2662"	2080	"SSP3-7.0 - recup70%"	253.2	99.6
"2662"	2085	"SSP3-7.0 - recup70%"	104.8	99.6
"2662"	2090	"SSP3-7.0 - recup70%"	99.6	99.6
"2662"	2095	"SSP3-7.0 - recup70%"	100.4	99.6
"2662"	2100	"SSP3-7.0 - recup70%"	66.8	99.6
"2662"	2025	"SSP3-7.0 - reference"	268	NA
"2662"	2030	"SSP3-7.0 - reference"	101.2	113.2
"2662"	2035	"SSP3-7.0 - reference"	104	113.2
"2662"	2040	"SSP3-7.0 - reference"	101.2	113.2
"2662"	2045	"SSP3-7.0 - reference"	127.2	113.2
"2662"	2050	"SSP3-7.0 - reference"	140.4	113.2
"2662"	2055	"SSP3-7.0 - reference"	182	113.2
"2662"	2060	"SSP3-7.0 - reference"	111.2	113.2
"2662"	2065	"SSP3-7.0 - reference"	68.8	113.2
"2662"	2070	"SSP3-7.0 - reference"	43.2	113.2
"2662"	2075	"SSP3-7.0 - reference"	219.2	113.2
"2662"	2080	"SSP3-7.0 - reference"	159.6	113.2
"2662"	2085	"SSP3-7.0 - reference"	132	113.2
"2662"	2090	"SSP3-7.0 - reference"	90.4	113.2
"2662"	2095	"SSP3-7.0 - reference"	113.2	113.2
"2662"	2100	"SSP3-7.0 - reference"	174	113.2
"2662"	2025	"SSP3-7.0 - reserve"	268	NA
"2662"	2030	"SSP3-7.0 - reserve"	52.8	125.6
"2662"	2035	"SSP3-7.0 - reserve"	33.6	125.6
"2662"	2040	"SSP3-7.0 - reserve"	143.2	125.6
"2662"	2045	"SSP3-7.0 - reserve"	116.8	125.6
"2662"	2050	"SSP3-7.0 - reserve"	125.6	125.6
"2662"	2055	"SSP3-7.0 - reserve"	71.6	125.6
"2662"	2060	"SSP3-7.0 - reserve"	201.2	125.6
"2662"	2065	"SSP3-7.0 - reserve"	130.4	125.6
"2662"	2070	"SSP3-7.0 - reserve"	106.8	125.6
"2662"	2075	"SSP3-7.0 - reserve"	98.4	125.6
"2662"	2080	"SSP3-7.0 - reserve"	200	125.6
"2662"	2085	"SSP3-7.0 - reserve"	130	125.6
"2662"	2090	"SSP3-7.0 - reserve"	178	125.6
"2662"	2095	"SSP3-7.0 - reserve"	150.4	125.6
"2662"	2100	"SSP3-7.0 - reserve"	50.8	125.6
"2662"	2025	"SSP3-7.0 - sans coupe"	268	NA
"2662"	2030	"SSP3-7.0 - sans coupe"	92.4	92.4
"2662"	2035	"SSP3-7.0 - sans coupe"	188	92.4
"2662"	2040	"SSP3-7.0 - sans coupe"	80.8	92.4
"2662"	2045	"SSP3-7.0 - sans coupe"	72.4	92.4
"2662"	2050	"SSP3-7.0 - sans coupe"	78	92.4
"2662"	2055	"SSP3-7.0 - sans coupe"	88.4	92.4
"2662"	2060	"SSP3-7.0 - sans coupe"	192.8	92.4
"2662"	2065	"SSP3-7.0 - sans coupe"	59.2	92.4
"2662"	2070	"SSP3-7.0 - sans coupe"	70	92.4
"2662"	2075	"SSP3-7.0 - sans coupe"	228	92.4
"2662"	2080	"SSP3-7.0 - sans coupe"	116	92.4
"2662"	2085	"SSP3-7.0 - sans coupe"	81.2	92.4
"2662"	2090	"SSP3-7.0 - sans coupe"	246.8	92.4
"2662"	2095	"SSP3-7.0 - sans coupe"	147.2	92.4
"2662"	2100	"SSP3-7.0 - sans coupe"	213.6	92.4
"2662"	2025	"climat stable - reboisement"	268	NA
"2662"	2030	"climat stable - reboisement"	76.8	74
"2662"	2035	"climat stable - reboisement"	103.2	74
"2662"	2040	"climat stable - reboisement"	20.8	74
"2662"	2045	"climat stable - reboisement"	38.8	74
"2662"	2050	"climat stable - reboisement"	74	74
"2662"	2055	"climat stable - reboisement"	136	74
"2662"	2060	"climat stable - reboisement"	51.2	74
"2662"	2065	"climat stable - reboisement"	145.2	74
"2662"	2070	"climat stable - reboisement"	29.6	74
"2662"	2075	"climat stable - reboisement"	90.8	74
"2662"	2080	"climat stable - reboisement"	108.4	74
"2662"	2085	"climat stable - reboisement"	108	74
"2662"	2090	"climat stable - reboisement"	55.6	74
"2662"	2095	"climat stable - reboisement"	69.6	74
"2662"	2100	"climat stable - reboisement"	47.6	74
"2662"	2025	"climat stable - recup70%"	268	NA
"2662"	2030	"climat stable - recup70%"	52	74.8
"2662"	2035	"climat stable - recup70%"	42	74.8
"2662"	2040	"climat stable - recup70%"	78	74.8
"2662"	2045	"climat stable - recup70%"	65.6	74.8
"2662"	2050	"climat stable - recup70%"	80	74.8
"2662"	2055	"climat stable - recup70%"	63.2	74.8
"2662"	2060	"climat stable - recup70%"	64	74.8
"2662"	2065	"climat stable - recup70%"	76	74.8
"2662"	2070	"climat stable - recup70%"	82	74.8
"2662"	2075	"climat stable - recup70%"	220.4	74.8
"2662"	2080	"climat stable - recup70%"	74.8	74.8
"2662"	2085	"climat stable - recup70%"	38.4	74.8
"2662"	2090	"climat stable - recup70%"	73.6	74.8
"2662"	2095	"climat stable - recup70%"	119.6	74.8
"2662"	2100	"climat stable - recup70%"	75.2	74.8
"2662"	2025	"climat stable - reference"	268	NA
"2662"	2030	"climat stable - reference"	42.4	58
"2662"	2035	"climat stable - reference"	37.6	58
"2662"	2040	"climat stable - reference"	126.8	58
"2662"	2045	"climat stable - reference"	149.6	58
"2662"	2050	"climat stable - reference"	50.4	58
"2662"	2055	"climat stable - reference"	86.8	58
"2662"	2060	"climat stable - reference"	17.2	58
"2662"	2065	"climat stable - reference"	136.4	58
"2662"	2070	"climat stable - reference"	22	58
"2662"	2075	"climat stable - reference"	94	58
"2662"	2080	"climat stable - reference"	58	58
"2662"	2085	"climat stable - reference"	30.4	58
"2662"	2090	"climat stable - reference"	134.8	58
"2662"	2095	"climat stable - reference"	133.6	58
"2662"	2100	"climat stable - reference"	49.2	58
"2662"	2025	"climat stable - reserve"	268	NA
"2662"	2030	"climat stable - reserve"	243.6	100
"2662"	2035	"climat stable - reserve"	101.2	100
"2662"	2040	"climat stable - reserve"	36.4	100
"2662"	2045	"climat stable - reserve"	106	100
"2662"	2050	"climat stable - reserve"	100	100
"2662"	2055	"climat stable - reserve"	62.4	100
"2662"	2060	"climat stable - reserve"	32.4	100
"2662"	2065	"climat stable - reserve"	130.4	100
"2662"	2070	"climat stable - reserve"	135.2	100
"2662"	2075	"climat stable - reserve"	38.8	100
"2662"	2080	"climat stable - reserve"	147.6	100
"2662"	2085	"climat stable - reserve"	52.8	100
"2662"	2090	"climat stable - reserve"	12	100
"2662"	2095	"climat stable - reserve"	164.4	100
"2662"	2100	"climat stable - reserve"	55.2	100
"2662"	2025	"climat stable - sans coupe"	268	NA
"2662"	2030	"climat stable - sans coupe"	122.8	97.6
"2662"	2035	"climat stable - sans coupe"	126.8	97.6
"2662"	2040	"climat stable - sans coupe"	74	97.6
"2662"	2045	"climat stable - sans coupe"	97.6	97.6
"2662"	2050	"climat stable - sans coupe"	241.6	97.6
"2662"	2055	"climat stable - sans coupe"	84.8	97.6
"2662"	2060	"climat stable - sans coupe"	49.2	97.6
"2662"	2065	"climat stable - sans coupe"	188.8	97.6
"2662"	2070	"climat stable - sans coupe"	68	97.6
"2662"	2075	"climat stable - sans coupe"	144	97.6
"2662"	2080	"climat stable - sans coupe"	59.6	97.6
"2662"	2085	"climat stable - sans coupe"	147.6	97.6
"2662"	2090	"climat stable - sans coupe"	98	97.6
"2662"	2095	"climat stable - sans coupe"	40.4	97.6
"2662"	2100	"climat stable - sans coupe"	54.4	97.6
"2663"	2025	"SSP2-4.5 - reboisement"	496	NA
"2663"	2030	"SSP2-4.5 - reboisement"	130.4	158.4
"2663"	2035	"SSP2-4.5 - reboisement"	102	158.4
"2663"	2040	"SSP2-4.5 - reboisement"	265.2	158.4
"2663"	2045	"SSP2-4.5 - reboisement"	191.6	158.4
"2663"	2050	"SSP2-4.5 - reboisement"	220.4	158.4
"2663"	2055	"SSP2-4.5 - reboisement"	73.6	158.4
"2663"	2060	"SSP2-4.5 - reboisement"	297.2	158.4
"2663"	2065	"SSP2-4.5 - reboisement"	266.8	158.4
"2663"	2070	"SSP2-4.5 - reboisement"	80.4	158.4
"2663"	2075	"SSP2-4.5 - reboisement"	70.8	158.4
"2663"	2080	"SSP2-4.5 - reboisement"	164	158.4
"2663"	2085	"SSP2-4.5 - reboisement"	103.6	158.4
"2663"	2090	"SSP2-4.5 - reboisement"	163.2	158.4
"2663"	2095	"SSP2-4.5 - reboisement"	158.4	158.4
"2663"	2100	"SSP2-4.5 - reboisement"	64	158.4
"2663"	2025	"SSP2-4.5 - recup70%"	496	NA
"2663"	2030	"SSP2-4.5 - recup70%"	347.2	159.2
"2663"	2035	"SSP2-4.5 - recup70%"	174	159.2
"2663"	2040	"SSP2-4.5 - recup70%"	78	159.2
"2663"	2045	"SSP2-4.5 - recup70%"	168	159.2
"2663"	2050	"SSP2-4.5 - recup70%"	139.2	159.2
"2663"	2055	"SSP2-4.5 - recup70%"	117.6	159.2
"2663"	2060	"SSP2-4.5 - recup70%"	142.8	159.2
"2663"	2065	"SSP2-4.5 - recup70%"	75.2	159.2
"2663"	2070	"SSP2-4.5 - recup70%"	162	159.2
"2663"	2075	"SSP2-4.5 - recup70%"	159.2	159.2
"2663"	2080	"SSP2-4.5 - recup70%"	218	159.2
"2663"	2085	"SSP2-4.5 - recup70%"	248	159.2
"2663"	2090	"SSP2-4.5 - recup70%"	139.2	159.2
"2663"	2095	"SSP2-4.5 - recup70%"	148.8	159.2
"2663"	2100	"SSP2-4.5 - recup70%"	306	159.2
"2663"	2025	"SSP2-4.5 - reference"	496	NA
"2663"	2030	"SSP2-4.5 - reference"	79.6	134.8
"2663"	2035	"SSP2-4.5 - reference"	54.8	134.8
"2663"	2040	"SSP2-4.5 - reference"	186.8	134.8
"2663"	2045	"SSP2-4.5 - reference"	158	134.8
"2663"	2050	"SSP2-4.5 - reference"	123.6	134.8
"2663"	2055	"SSP2-4.5 - reference"	61.2	134.8
"2663"	2060	"SSP2-4.5 - reference"	172	134.8
"2663"	2065	"SSP2-4.5 - reference"	254	134.8
"2663"	2070	"SSP2-4.5 - reference"	178.4	134.8
"2663"	2075	"SSP2-4.5 - reference"	235.6	134.8
"2663"	2080	"SSP2-4.5 - reference"	126.4	134.8
"2663"	2085	"SSP2-4.5 - reference"	96.8	134.8
"2663"	2090	"SSP2-4.5 - reference"	212.4	134.8
"2663"	2095	"SSP2-4.5 - reference"	104.4	134.8
"2663"	2100	"SSP2-4.5 - reference"	134.8	134.8
"2663"	2025	"SSP2-4.5 - reserve"	496	NA
"2663"	2030	"SSP2-4.5 - reserve"	70.4	100.4
"2663"	2035	"SSP2-4.5 - reserve"	60.8	100.4
"2663"	2040	"SSP2-4.5 - reserve"	150	100.4
"2663"	2045	"SSP2-4.5 - reserve"	102	100.4
"2663"	2050	"SSP2-4.5 - reserve"	490.4	100.4
"2663"	2055	"SSP2-4.5 - reserve"	251.6	100.4
"2663"	2060	"SSP2-4.5 - reserve"	68.4	100.4
"2663"	2065	"SSP2-4.5 - reserve"	292.4	100.4
"2663"	2070	"SSP2-4.5 - reserve"	84.8	100.4
"2663"	2075	"SSP2-4.5 - reserve"	84.8	100.4
"2663"	2080	"SSP2-4.5 - reserve"	109.6	100.4
"2663"	2085	"SSP2-4.5 - reserve"	57.2	100.4
"2663"	2090	"SSP2-4.5 - reserve"	90	100.4
"2663"	2095	"SSP2-4.5 - reserve"	188	100.4
"2663"	2100	"SSP2-4.5 - reserve"	100.4	100.4
"2663"	2025	"SSP2-4.5 - sans coupe"	496	NA
"2663"	2030	"SSP2-4.5 - sans coupe"	184.4	150.8
"2663"	2035	"SSP2-4.5 - sans coupe"	120.8	150.8
"2663"	2040	"SSP2-4.5 - sans coupe"	255.6	150.8
"2663"	2045	"SSP2-4.5 - sans coupe"	60.8	150.8
"2663"	2050	"SSP2-4.5 - sans coupe"	151.2	150.8
"2663"	2055	"SSP2-4.5 - sans coupe"	150.8	150.8
"2663"	2060	"SSP2-4.5 - sans coupe"	182.4	150.8
"2663"	2065	"SSP2-4.5 - sans coupe"	178.4	150.8
"2663"	2070	"SSP2-4.5 - sans coupe"	195.2	150.8
"2663"	2075	"SSP2-4.5 - sans coupe"	83.2	150.8
"2663"	2080	"SSP2-4.5 - sans coupe"	111.6	150.8
"2663"	2085	"SSP2-4.5 - sans coupe"	83.6	150.8
"2663"	2090	"SSP2-4.5 - sans coupe"	139.6	150.8
"2663"	2095	"SSP2-4.5 - sans coupe"	217.6	150.8
"2663"	2100	"SSP2-4.5 - sans coupe"	115.6	150.8
"2663"	2025	"SSP3-7.0 - reboisement"	496	NA
"2663"	2030	"SSP3-7.0 - reboisement"	118.4	147.6
"2663"	2035	"SSP3-7.0 - reboisement"	72	147.6
"2663"	2040	"SSP3-7.0 - reboisement"	99.2	147.6
"2663"	2045	"SSP3-7.0 - reboisement"	388.4	147.6
"2663"	2050	"SSP3-7.0 - reboisement"	145.2	147.6
"2663"	2055	"SSP3-7.0 - reboisement"	132.8	147.6
"2663"	2060	"SSP3-7.0 - reboisement"	93.6	147.6
"2663"	2065	"SSP3-7.0 - reboisement"	147.6	147.6
"2663"	2070	"SSP3-7.0 - reboisement"	208.4	147.6
"2663"	2075	"SSP3-7.0 - reboisement"	354	147.6
"2663"	2080	"SSP3-7.0 - reboisement"	57.6	147.6
"2663"	2085	"SSP3-7.0 - reboisement"	199.6	147.6
"2663"	2090	"SSP3-7.0 - reboisement"	252.8	147.6
"2663"	2095	"SSP3-7.0 - reboisement"	268.4	147.6
"2663"	2100	"SSP3-7.0 - reboisement"	178.8	147.6
"2663"	2025	"SSP3-7.0 - recup70%"	496	NA
"2663"	2030	"SSP3-7.0 - recup70%"	162	151.6
"2663"	2035	"SSP3-7.0 - recup70%"	62.8	151.6
"2663"	2040	"SSP3-7.0 - recup70%"	144	151.6
"2663"	2045	"SSP3-7.0 - recup70%"	133.2	151.6
"2663"	2050	"SSP3-7.0 - recup70%"	316	151.6
"2663"	2055	"SSP3-7.0 - recup70%"	143.6	151.6
"2663"	2060	"SSP3-7.0 - recup70%"	322	151.6
"2663"	2065	"SSP3-7.0 - recup70%"	200.4	151.6
"2663"	2070	"SSP3-7.0 - recup70%"	113.2	151.6
"2663"	2075	"SSP3-7.0 - recup70%"	123.2	151.6
"2663"	2080	"SSP3-7.0 - recup70%"	151.6	151.6
"2663"	2085	"SSP3-7.0 - recup70%"	258.4	151.6
"2663"	2090	"SSP3-7.0 - recup70%"	75.2	151.6
"2663"	2095	"SSP3-7.0 - recup70%"	200	151.6
"2663"	2100	"SSP3-7.0 - recup70%"	181.6	151.6
"2663"	2025	"SSP3-7.0 - reference"	496	NA
"2663"	2030	"SSP3-7.0 - reference"	122.4	122.4
"2663"	2035	"SSP3-7.0 - reference"	64.8	122.4
"2663"	2040	"SSP3-7.0 - reference"	136.8	122.4
"2663"	2045	"SSP3-7.0 - reference"	251.2	122.4
"2663"	2050	"SSP3-7.0 - reference"	85.2	122.4
"2663"	2055	"SSP3-7.0 - reference"	109.2	122.4
"2663"	2060	"SSP3-7.0 - reference"	168	122.4
"2663"	2065	"SSP3-7.0 - reference"	36.4	122.4
"2663"	2070	"SSP3-7.0 - reference"	99.6	122.4
"2663"	2075	"SSP3-7.0 - reference"	22	122.4
"2663"	2080	"SSP3-7.0 - reference"	97.2	122.4
"2663"	2085	"SSP3-7.0 - reference"	278	122.4
"2663"	2090	"SSP3-7.0 - reference"	289.2	122.4
"2663"	2095	"SSP3-7.0 - reference"	202.4	122.4
"2663"	2100	"SSP3-7.0 - reference"	130.8	122.4
"2663"	2025	"SSP3-7.0 - reserve"	496	NA
"2663"	2030	"SSP3-7.0 - reserve"	50	159.2
"2663"	2035	"SSP3-7.0 - reserve"	367.2	159.2
"2663"	2040	"SSP3-7.0 - reserve"	75.6	159.2
"2663"	2045	"SSP3-7.0 - reserve"	161.6	159.2
"2663"	2050	"SSP3-7.0 - reserve"	164	159.2
"2663"	2055	"SSP3-7.0 - reserve"	120	159.2
"2663"	2060	"SSP3-7.0 - reserve"	159.2	159.2
"2663"	2065	"SSP3-7.0 - reserve"	86.8	159.2
"2663"	2070	"SSP3-7.0 - reserve"	222.4	159.2
"2663"	2075	"SSP3-7.0 - reserve"	203.6	159.2
"2663"	2080	"SSP3-7.0 - reserve"	248.8	159.2
"2663"	2085	"SSP3-7.0 - reserve"	74.4	159.2
"2663"	2090	"SSP3-7.0 - reserve"	158	159.2
"2663"	2095	"SSP3-7.0 - reserve"	133.2	159.2
"2663"	2100	"SSP3-7.0 - reserve"	201.6	159.2
"2663"	2025	"SSP3-7.0 - sans coupe"	496	NA
"2663"	2030	"SSP3-7.0 - sans coupe"	73.2	124.4
"2663"	2035	"SSP3-7.0 - sans coupe"	57.2	124.4
"2663"	2040	"SSP3-7.0 - sans coupe"	259.6	124.4
"2663"	2045	"SSP3-7.0 - sans coupe"	112	124.4
"2663"	2050	"SSP3-7.0 - sans coupe"	178.8	124.4
"2663"	2055	"SSP3-7.0 - sans coupe"	106	124.4
"2663"	2060	"SSP3-7.0 - sans coupe"	209.6	124.4
"2663"	2065	"SSP3-7.0 - sans coupe"	124.4	124.4
"2663"	2070	"SSP3-7.0 - sans coupe"	138.8	124.4
"2663"	2075	"SSP3-7.0 - sans coupe"	77.6	124.4
"2663"	2080	"SSP3-7.0 - sans coupe"	108	124.4
"2663"	2085	"SSP3-7.0 - sans coupe"	191.6	124.4
"2663"	2090	"SSP3-7.0 - sans coupe"	234	124.4
"2663"	2095	"SSP3-7.0 - sans coupe"	166	124.4
"2663"	2100	"SSP3-7.0 - sans coupe"	63.6	124.4
"2663"	2025	"climat stable - reboisement"	496	NA
"2663"	2030	"climat stable - reboisement"	77.6	88.4
"2663"	2035	"climat stable - reboisement"	87.2	88.4
"2663"	2040	"climat stable - reboisement"	78.4	88.4
"2663"	2045	"climat stable - reboisement"	174	88.4
"2663"	2050	"climat stable - reboisement"	182	88.4
"2663"	2055	"climat stable - reboisement"	94.8	88.4
"2663"	2060	"climat stable - reboisement"	103.6	88.4
"2663"	2065	"climat stable - reboisement"	193.2	88.4
"2663"	2070	"climat stable - reboisement"	61.6	88.4
"2663"	2075	"climat stable - reboisement"	173.6	88.4
"2663"	2080	"climat stable - reboisement"	64	88.4
"2663"	2085	"climat stable - reboisement"	70.4	88.4
"2663"	2090	"climat stable - reboisement"	41.2	88.4
"2663"	2095	"climat stable - reboisement"	88.4	88.4
"2663"	2100	"climat stable - reboisement"	99.2	88.4
"2663"	2025	"climat stable - recup70%"	496	NA
"2663"	2030	"climat stable - recup70%"	158.8	122.8
"2663"	2035	"climat stable - recup70%"	122.8	122.8
"2663"	2040	"climat stable - recup70%"	109.2	122.8
"2663"	2045	"climat stable - recup70%"	203.2	122.8
"2663"	2050	"climat stable - recup70%"	186	122.8
"2663"	2055	"climat stable - recup70%"	91.6	122.8
"2663"	2060	"climat stable - recup70%"	181.2	122.8
"2663"	2065	"climat stable - recup70%"	36.8	122.8
"2663"	2070	"climat stable - recup70%"	102.8	122.8
"2663"	2075	"climat stable - recup70%"	120	122.8
"2663"	2080	"climat stable - recup70%"	208.4	122.8
"2663"	2085	"climat stable - recup70%"	119.2	122.8
"2663"	2090	"climat stable - recup70%"	196.4	122.8
"2663"	2095	"climat stable - recup70%"	144.4	122.8
"2663"	2100	"climat stable - recup70%"	82	122.8
"2663"	2025	"climat stable - reference"	496	NA
"2663"	2030	"climat stable - reference"	72.4	89.6
"2663"	2035	"climat stable - reference"	74.8	89.6
"2663"	2040	"climat stable - reference"	31.2	89.6
"2663"	2045	"climat stable - reference"	271.6	89.6
"2663"	2050	"climat stable - reference"	89.6	89.6
"2663"	2055	"climat stable - reference"	110.4	89.6
"2663"	2060	"climat stable - reference"	45.2	89.6
"2663"	2065	"climat stable - reference"	132	89.6
"2663"	2070	"climat stable - reference"	57.6	89.6
"2663"	2075	"climat stable - reference"	112.8	89.6
"2663"	2080	"climat stable - reference"	169.6	89.6
"2663"	2085	"climat stable - reference"	85.2	89.6
"2663"	2090	"climat stable - reference"	91.6	89.6
"2663"	2095	"climat stable - reference"	114.8	89.6
"2663"	2100	"climat stable - reference"	71.6	89.6
"2663"	2025	"climat stable - reserve"	496	NA
"2663"	2030	"climat stable - reserve"	126	144
"2663"	2035	"climat stable - reserve"	158	144
"2663"	2040	"climat stable - reserve"	188.4	144
"2663"	2045	"climat stable - reserve"	144	144
"2663"	2050	"climat stable - reserve"	76	144
"2663"	2055	"climat stable - reserve"	196.4	144
"2663"	2060	"climat stable - reserve"	69.6	144
"2663"	2065	"climat stable - reserve"	209.2	144
"2663"	2070	"climat stable - reserve"	160	144
"2663"	2075	"climat stable - reserve"	47.6	144
"2663"	2080	"climat stable - reserve"	103.6	144
"2663"	2085	"climat stable - reserve"	116.8	144
"2663"	2090	"climat stable - reserve"	181.2	144
"2663"	2095	"climat stable - reserve"	183.6	144
"2663"	2100	"climat stable - reserve"	100.8	144
"2663"	2025	"climat stable - sans coupe"	496	NA
"2663"	2030	"climat stable - sans coupe"	171.6	132.4
"2663"	2035	"climat stable - sans coupe"	123.6	132.4
"2663"	2040	"climat stable - sans coupe"	51.6	132.4
"2663"	2045	"climat stable - sans coupe"	176.8	132.4
"2663"	2050	"climat stable - sans coupe"	65.6	132.4
"2663"	2055	"climat stable - sans coupe"	132.4	132.4
"2663"	2060	"climat stable - sans coupe"	40.8	132.4
"2663"	2065	"climat stable - sans coupe"	32.4	132.4
"2663"	2070	"climat stable - sans coupe"	91.6	132.4
"2663"	2075	"climat stable - sans coupe"	153.2	132.4
"2663"	2080	"climat stable - sans coupe"	143.2	132.4
"2663"	2085	"climat stable - sans coupe"	329.6	132.4
"2663"	2090	"climat stable - sans coupe"	189.6	132.4
"2663"	2095	"climat stable - sans coupe"	133.2	132.4
"2663"	2100	"climat stable - sans coupe"	45.2	132.4
"2664"	2025	"SSP2-4.5 - reboisement"	936	NA
"2664"	2030	"SSP2-4.5 - reboisement"	98.4	116.8
"2664"	2035	"SSP2-4.5 - reboisement"	62	116.8
"2664"	2040	"SSP2-4.5 - reboisement"	230.8	116.8
"2664"	2045	"SSP2-4.5 - reboisement"	197.6	116.8
"2664"	2050	"SSP2-4.5 - reboisement"	114.8	116.8
"2664"	2055	"SSP2-4.5 - reboisement"	162.4	116.8
"2664"	2060	"SSP2-4.5 - reboisement"	130.8	116.8
"2664"	2065	"SSP2-4.5 - reboisement"	93.2	116.8
"2664"	2070	"SSP2-4.5 - reboisement"	116.8	116.8
"2664"	2075	"SSP2-4.5 - reboisement"	132	116.8
"2664"	2080	"SSP2-4.5 - reboisement"	90	116.8
"2664"	2085	"SSP2-4.5 - reboisement"	182	116.8
"2664"	2090	"SSP2-4.5 - reboisement"	213.2	116.8
"2664"	2095	"SSP2-4.5 - reboisement"	98.4	116.8
"2664"	2100	"SSP2-4.5 - reboisement"	114.8	116.8
"2664"	2025	"SSP2-4.5 - recup70%"	936	NA
"2664"	2030	"SSP2-4.5 - recup70%"	60.8	101.6
"2664"	2035	"SSP2-4.5 - recup70%"	52.4	101.6
"2664"	2040	"SSP2-4.5 - recup70%"	145.2	101.6
"2664"	2045	"SSP2-4.5 - recup70%"	118	101.6
"2664"	2050	"SSP2-4.5 - recup70%"	274.4	101.6
"2664"	2055	"SSP2-4.5 - recup70%"	44.4	101.6
"2664"	2060	"SSP2-4.5 - recup70%"	78.4	101.6
"2664"	2065	"SSP2-4.5 - recup70%"	88	101.6
"2664"	2070	"SSP2-4.5 - recup70%"	134.8	101.6
"2664"	2075	"SSP2-4.5 - recup70%"	101.6	101.6
"2664"	2080	"SSP2-4.5 - recup70%"	114.8	101.6
"2664"	2085	"SSP2-4.5 - recup70%"	124.8	101.6
"2664"	2090	"SSP2-4.5 - recup70%"	45.6	101.6
"2664"	2095	"SSP2-4.5 - recup70%"	98.4	101.6
