"mgmt.unit"	"Année"	"scen"	"Superficie"	"med_area"
"6452"	2060	"SSP3-7.0 - reboisement"	4.8	6
"6452"	2065	"SSP3-7.0 - reboisement"	11.6	6
"6452"	2070	"SSP3-7.0 - reboisement"	14	6
"6452"	2075	"SSP3-7.0 - reboisement"	6.4	6
"6452"	2080	"SSP3-7.0 - reboisement"	4.4	6
"6452"	2085	"SSP3-7.0 - reboisement"	8	6
"6452"	2090	"SSP3-7.0 - reboisement"	3.2	6
"6452"	2095	"SSP3-7.0 - reboisement"	0.4	6
"6452"	2100	"SSP3-7.0 - reboisement"	18	6
"6452"	2025	"SSP3-7.0 - recup70%"	0	NA
"6452"	2030	"SSP3-7.0 - recup70%"	26.8	8.8
"6452"	2035	"SSP3-7.0 - recup70%"	18.8	8.8
"6452"	2040	"SSP3-7.0 - recup70%"	4	8.8
"6452"	2045	"SSP3-7.0 - recup70%"	8.4	8.8
"6452"	2050	"SSP3-7.0 - recup70%"	8.8	8.8
"6452"	2055	"SSP3-7.0 - recup70%"	0	8.8
"6452"	2060	"SSP3-7.0 - recup70%"	25.2	8.8
"6452"	2065	"SSP3-7.0 - recup70%"	8.8	8.8
"6452"	2070	"SSP3-7.0 - recup70%"	0	8.8
"6452"	2075	"SSP3-7.0 - recup70%"	23.2	8.8
"6452"	2080	"SSP3-7.0 - recup70%"	8	8.8
"6452"	2085	"SSP3-7.0 - recup70%"	18.8	8.8
"6452"	2090	"SSP3-7.0 - recup70%"	7.6	8.8
"6452"	2095	"SSP3-7.0 - recup70%"	11.6	8.8
"6452"	2100	"SSP3-7.0 - recup70%"	23.2	8.8
"6452"	2025	"SSP3-7.0 - reference"	0	NA
"6452"	2030	"SSP3-7.0 - reference"	31.6	7.6
"6452"	2035	"SSP3-7.0 - reference"	23.2	7.6
"6452"	2040	"SSP3-7.0 - reference"	7.6	7.6
"6452"	2045	"SSP3-7.0 - reference"	6	7.6
"6452"	2050	"SSP3-7.0 - reference"	27.2	7.6
"6452"	2055	"SSP3-7.0 - reference"	3.2	7.6
"6452"	2060	"SSP3-7.0 - reference"	2	7.6
"6452"	2065	"SSP3-7.0 - reference"	3.6	7.6
"6452"	2070	"SSP3-7.0 - reference"	7.6	7.6
"6452"	2075	"SSP3-7.0 - reference"	4	7.6
"6452"	2080	"SSP3-7.0 - reference"	3.6	7.6
"6452"	2085	"SSP3-7.0 - reference"	22.4	7.6
"6452"	2090	"SSP3-7.0 - reference"	0	7.6
"6452"	2095	"SSP3-7.0 - reference"	8	7.6
"6452"	2100	"SSP3-7.0 - reference"	10.8	7.6
"6452"	2025	"SSP3-7.0 - reserve"	0	NA
"6452"	2030	"SSP3-7.0 - reserve"	0	13.2
"6452"	2035	"SSP3-7.0 - reserve"	13.6	13.2
"6452"	2040	"SSP3-7.0 - reserve"	6	13.2
"6452"	2045	"SSP3-7.0 - reserve"	27.2	13.2
"6452"	2050	"SSP3-7.0 - reserve"	16.8	13.2
"6452"	2055	"SSP3-7.0 - reserve"	4.8	13.2
"6452"	2060	"SSP3-7.0 - reserve"	25.2	13.2
"6452"	2065	"SSP3-7.0 - reserve"	4.4	13.2
"6452"	2070	"SSP3-7.0 - reserve"	4.4	13.2
"6452"	2075	"SSP3-7.0 - reserve"	19.6	13.2
"6452"	2080	"SSP3-7.0 - reserve"	18	13.2
"6452"	2085	"SSP3-7.0 - reserve"	30.8	13.2
"6452"	2090	"SSP3-7.0 - reserve"	13.2	13.2
"6452"	2095	"SSP3-7.0 - reserve"	4.4	13.2
"6452"	2100	"SSP3-7.0 - reserve"	3.2	13.2
"6452"	2025	"SSP3-7.0 - sans coupe"	0	NA
"6452"	2030	"SSP3-7.0 - sans coupe"	0	8
"6452"	2035	"SSP3-7.0 - sans coupe"	0.4	8
"6452"	2040	"SSP3-7.0 - sans coupe"	2	8
"6452"	2045	"SSP3-7.0 - sans coupe"	37.6	8
"6452"	2050	"SSP3-7.0 - sans coupe"	8.4	8
"6452"	2055	"SSP3-7.0 - sans coupe"	20.8	8
"6452"	2060	"SSP3-7.0 - sans coupe"	6.8	8
"6452"	2065	"SSP3-7.0 - sans coupe"	8	8
"6452"	2070	"SSP3-7.0 - sans coupe"	8.4	8
"6452"	2075	"SSP3-7.0 - sans coupe"	12	8
"6452"	2080	"SSP3-7.0 - sans coupe"	1.6	8
"6452"	2085	"SSP3-7.0 - sans coupe"	32	8
"6452"	2090	"SSP3-7.0 - sans coupe"	11.6	8
"6452"	2095	"SSP3-7.0 - sans coupe"	3.6	8
"6452"	2100	"SSP3-7.0 - sans coupe"	3.2	8
"6452"	2025	"climat stable - reboisement"	0	NA
"6452"	2030	"climat stable - reboisement"	13.2	2.4
"6452"	2035	"climat stable - reboisement"	2.4	2.4
"6452"	2040	"climat stable - reboisement"	0.8	2.4
"6452"	2045	"climat stable - reboisement"	25.2	2.4
"6452"	2050	"climat stable - reboisement"	2.8	2.4
"6452"	2055	"climat stable - reboisement"	0	2.4
"6452"	2060	"climat stable - reboisement"	0	2.4
"6452"	2065	"climat stable - reboisement"	10.4	2.4
"6452"	2070	"climat stable - reboisement"	0	2.4
"6452"	2075	"climat stable - reboisement"	1.6	2.4
"6452"	2080	"climat stable - reboisement"	2.8	2.4
"6452"	2085	"climat stable - reboisement"	8.8	2.4
"6452"	2090	"climat stable - reboisement"	0	2.4
"6452"	2095	"climat stable - reboisement"	0	2.4
"6452"	2100	"climat stable - reboisement"	31.6	2.4
"6452"	2025	"climat stable - recup70%"	0	NA
"6452"	2030	"climat stable - recup70%"	16.8	10
"6452"	2035	"climat stable - recup70%"	0	10
"6452"	2040	"climat stable - recup70%"	8.4	10
"6452"	2045	"climat stable - recup70%"	10.8	10
"6452"	2050	"climat stable - recup70%"	2.4	10
"6452"	2055	"climat stable - recup70%"	14.8	10
"6452"	2060	"climat stable - recup70%"	10	10
"6452"	2065	"climat stable - recup70%"	20.8	10
"6452"	2070	"climat stable - recup70%"	18.4	10
"6452"	2075	"climat stable - recup70%"	11.6	10
"6452"	2080	"climat stable - recup70%"	0	10
"6452"	2085	"climat stable - recup70%"	12.8	10
"6452"	2090	"climat stable - recup70%"	8	10
"6452"	2095	"climat stable - recup70%"	1.6	10
"6452"	2100	"climat stable - recup70%"	0	10
"6452"	2025	"climat stable - reference"	0	NA
"6452"	2030	"climat stable - reference"	22	6
"6452"	2035	"climat stable - reference"	0	6
"6452"	2040	"climat stable - reference"	7.6	6
"6452"	2045	"climat stable - reference"	8.8	6
"6452"	2050	"climat stable - reference"	5.2	6
"6452"	2055	"climat stable - reference"	25.6	6
"6452"	2060	"climat stable - reference"	0	6
"6452"	2065	"climat stable - reference"	8.4	6
"6452"	2070	"climat stable - reference"	0	6
"6452"	2075	"climat stable - reference"	6	6
"6452"	2080	"climat stable - reference"	6	6
"6452"	2085	"climat stable - reference"	9.2	6
"6452"	2090	"climat stable - reference"	9.6	6
"6452"	2095	"climat stable - reference"	0	6
"6452"	2100	"climat stable - reference"	4.4	6
"6452"	2025	"climat stable - reserve"	0	NA
"6452"	2030	"climat stable - reserve"	6.8	7.2
"6452"	2035	"climat stable - reserve"	23.2	7.2
"6452"	2040	"climat stable - reserve"	14	7.2
"6452"	2045	"climat stable - reserve"	4	7.2
"6452"	2050	"climat stable - reserve"	1.2	7.2
"6452"	2055	"climat stable - reserve"	2.8	7.2
"6452"	2060	"climat stable - reserve"	4.4	7.2
"6452"	2065	"climat stable - reserve"	9.6	7.2
"6452"	2070	"climat stable - reserve"	8.8	7.2
"6452"	2075	"climat stable - reserve"	7.2	7.2
"6452"	2080	"climat stable - reserve"	20.4	7.2
"6452"	2085	"climat stable - reserve"	6.8	7.2
"6452"	2090	"climat stable - reserve"	17.2	7.2
"6452"	2095	"climat stable - reserve"	17.6	7.2
"6452"	2100	"climat stable - reserve"	2.8	7.2
"6452"	2025	"climat stable - sans coupe"	0	NA
"6452"	2030	"climat stable - sans coupe"	16.8	11.6
"6452"	2035	"climat stable - sans coupe"	4	11.6
"6452"	2040	"climat stable - sans coupe"	13.2	11.6
"6452"	2045	"climat stable - sans coupe"	11.6	11.6
"6452"	2050	"climat stable - sans coupe"	8.8	11.6
"6452"	2055	"climat stable - sans coupe"	16.4	11.6
"6452"	2060	"climat stable - sans coupe"	4.8	11.6
"6452"	2065	"climat stable - sans coupe"	0	11.6
"6452"	2070	"climat stable - sans coupe"	16.4	11.6
"6452"	2075	"climat stable - sans coupe"	15.6	11.6
"6452"	2080	"climat stable - sans coupe"	9.6	11.6
"6452"	2085	"climat stable - sans coupe"	3.2	11.6
"6452"	2090	"climat stable - sans coupe"	4	11.6
"6452"	2095	"climat stable - sans coupe"	36.8	11.6
"6452"	2100	"climat stable - sans coupe"	15.2	11.6
"6471"	2025	"SSP2-4.5 - reboisement"	8	NA
"6471"	2030	"SSP2-4.5 - reboisement"	98.4	105.2
"6471"	2035	"SSP2-4.5 - reboisement"	104	105.2
"6471"	2040	"SSP2-4.5 - reboisement"	104	105.2
"6471"	2045	"SSP2-4.5 - reboisement"	235.2	105.2
"6471"	2050	"SSP2-4.5 - reboisement"	73.2	105.2
"6471"	2055	"SSP2-4.5 - reboisement"	119.2	105.2
"6471"	2060	"SSP2-4.5 - reboisement"	100.8	105.2
"6471"	2065	"SSP2-4.5 - reboisement"	86.4	105.2
"6471"	2070	"SSP2-4.5 - reboisement"	190.4	105.2
"6471"	2075	"SSP2-4.5 - reboisement"	119.6	105.2
"6471"	2080	"SSP2-4.5 - reboisement"	122.8	105.2
"6471"	2085	"SSP2-4.5 - reboisement"	152.4	105.2
"6471"	2090	"SSP2-4.5 - reboisement"	49.6	105.2
"6471"	2095	"SSP2-4.5 - reboisement"	110.4	105.2
"6471"	2100	"SSP2-4.5 - reboisement"	105.2	105.2
"6471"	2025	"SSP2-4.5 - recup70%"	8	NA
"6471"	2030	"SSP2-4.5 - recup70%"	122	143.6
"6471"	2035	"SSP2-4.5 - recup70%"	148	143.6
"6471"	2040	"SSP2-4.5 - recup70%"	210.4	143.6
"6471"	2045	"SSP2-4.5 - recup70%"	70.4	143.6
"6471"	2050	"SSP2-4.5 - recup70%"	100.8	143.6
"6471"	2055	"SSP2-4.5 - recup70%"	50.4	143.6
"6471"	2060	"SSP2-4.5 - recup70%"	73.2	143.6
"6471"	2065	"SSP2-4.5 - recup70%"	146.4	143.6
"6471"	2070	"SSP2-4.5 - recup70%"	145.6	143.6
"6471"	2075	"SSP2-4.5 - recup70%"	202.8	143.6
"6471"	2080	"SSP2-4.5 - recup70%"	105.2	143.6
"6471"	2085	"SSP2-4.5 - recup70%"	190.4	143.6
"6471"	2090	"SSP2-4.5 - recup70%"	143.6	143.6
"6471"	2095	"SSP2-4.5 - recup70%"	176.4	143.6
"6471"	2100	"SSP2-4.5 - recup70%"	123.6	143.6
"6471"	2025	"SSP2-4.5 - reference"	8	NA
"6471"	2030	"SSP2-4.5 - reference"	220.8	148.4
"6471"	2035	"SSP2-4.5 - reference"	131.2	148.4
"6471"	2040	"SSP2-4.5 - reference"	186.4	148.4
"6471"	2045	"SSP2-4.5 - reference"	152.8	148.4
"6471"	2050	"SSP2-4.5 - reference"	203.2	148.4
"6471"	2055	"SSP2-4.5 - reference"	174.4	148.4
"6471"	2060	"SSP2-4.5 - reference"	96.8	148.4
"6471"	2065	"SSP2-4.5 - reference"	136.8	148.4
"6471"	2070	"SSP2-4.5 - reference"	92.4	148.4
"6471"	2075	"SSP2-4.5 - reference"	80	148.4
"6471"	2080	"SSP2-4.5 - reference"	133.2	148.4
"6471"	2085	"SSP2-4.5 - reference"	119.6	148.4
"6471"	2090	"SSP2-4.5 - reference"	148.4	148.4
"6471"	2095	"SSP2-4.5 - reference"	149.6	148.4
"6471"	2100	"SSP2-4.5 - reference"	177.6	148.4
"6471"	2025	"SSP2-4.5 - reserve"	8	NA
"6471"	2030	"SSP2-4.5 - reserve"	218	92
"6471"	2035	"SSP2-4.5 - reserve"	162.4	92
"6471"	2040	"SSP2-4.5 - reserve"	168.4	92
"6471"	2045	"SSP2-4.5 - reserve"	92	92
"6471"	2050	"SSP2-4.5 - reserve"	52.4	92
"6471"	2055	"SSP2-4.5 - reserve"	124	92
"6471"	2060	"SSP2-4.5 - reserve"	142.8	92
"6471"	2065	"SSP2-4.5 - reserve"	74	92
"6471"	2070	"SSP2-4.5 - reserve"	144.8	92
"6471"	2075	"SSP2-4.5 - reserve"	70.8	92
"6471"	2080	"SSP2-4.5 - reserve"	82.8	92
"6471"	2085	"SSP2-4.5 - reserve"	89.2	92
"6471"	2090	"SSP2-4.5 - reserve"	74	92
"6471"	2095	"SSP2-4.5 - reserve"	30	92
"6471"	2100	"SSP2-4.5 - reserve"	115.2	92
"6471"	2025	"SSP2-4.5 - sans coupe"	8	NA
"6471"	2030	"SSP2-4.5 - sans coupe"	82	135.6
"6471"	2035	"SSP2-4.5 - sans coupe"	94.8	135.6
"6471"	2040	"SSP2-4.5 - sans coupe"	148	135.6
"6471"	2045	"SSP2-4.5 - sans coupe"	48.4	135.6
"6471"	2050	"SSP2-4.5 - sans coupe"	155.6	135.6
"6471"	2055	"SSP2-4.5 - sans coupe"	210	135.6
"6471"	2060	"SSP2-4.5 - sans coupe"	101.6	135.6
"6471"	2065	"SSP2-4.5 - sans coupe"	264	135.6
"6471"	2070	"SSP2-4.5 - sans coupe"	131.6	135.6
"6471"	2075	"SSP2-4.5 - sans coupe"	70.4	135.6
"6471"	2080	"SSP2-4.5 - sans coupe"	135.6	135.6
"6471"	2085	"SSP2-4.5 - sans coupe"	163.2	135.6
"6471"	2090	"SSP2-4.5 - sans coupe"	162.4	135.6
"6471"	2095	"SSP2-4.5 - sans coupe"	95.2	135.6
"6471"	2100	"SSP2-4.5 - sans coupe"	182	135.6
"6471"	2025	"SSP3-7.0 - reboisement"	8	NA
"6471"	2030	"SSP3-7.0 - reboisement"	184.8	137.2
"6471"	2035	"SSP3-7.0 - reboisement"	111.2	137.2
"6471"	2040	"SSP3-7.0 - reboisement"	114.4	137.2
"6471"	2045	"SSP3-7.0 - reboisement"	131.6	137.2
"6471"	2050	"SSP3-7.0 - reboisement"	116.4	137.2
"6471"	2055	"SSP3-7.0 - reboisement"	165.6	137.2
"6471"	2060	"SSP3-7.0 - reboisement"	179.6	137.2
"6471"	2065	"SSP3-7.0 - reboisement"	237.2	137.2
"6471"	2070	"SSP3-7.0 - reboisement"	100	137.2
"6471"	2075	"SSP3-7.0 - reboisement"	154.4	137.2
"6471"	2080	"SSP3-7.0 - reboisement"	137.2	137.2
"6471"	2085	"SSP3-7.0 - reboisement"	202.8	137.2
"6471"	2090	"SSP3-7.0 - reboisement"	68.8	137.2
"6471"	2095	"SSP3-7.0 - reboisement"	149.6	137.2
"6471"	2100	"SSP3-7.0 - reboisement"	118.8	137.2
"6471"	2025	"SSP3-7.0 - recup70%"	8	NA
"6471"	2030	"SSP3-7.0 - recup70%"	70.4	113.6
"6471"	2035	"SSP3-7.0 - recup70%"	113.6	113.6
"6471"	2040	"SSP3-7.0 - recup70%"	104	113.6
"6471"	2045	"SSP3-7.0 - recup70%"	117.6	113.6
"6471"	2050	"SSP3-7.0 - recup70%"	99.2	113.6
"6471"	2055	"SSP3-7.0 - recup70%"	52	113.6
"6471"	2060	"SSP3-7.0 - recup70%"	160	113.6
"6471"	2065	"SSP3-7.0 - recup70%"	174	113.6
"6471"	2070	"SSP3-7.0 - recup70%"	178.4	113.6
"6471"	2075	"SSP3-7.0 - recup70%"	71.6	113.6
"6471"	2080	"SSP3-7.0 - recup70%"	133.6	113.6
"6471"	2085	"SSP3-7.0 - recup70%"	144.4	113.6
"6471"	2090	"SSP3-7.0 - recup70%"	72	113.6
"6471"	2095	"SSP3-7.0 - recup70%"	58.4	113.6
"6471"	2100	"SSP3-7.0 - recup70%"	202.8	113.6
"6471"	2025	"SSP3-7.0 - reference"	8	NA
"6471"	2030	"SSP3-7.0 - reference"	120	138.8
"6471"	2035	"SSP3-7.0 - reference"	85.6	138.8
"6471"	2040	"SSP3-7.0 - reference"	159.2	138.8
"6471"	2045	"SSP3-7.0 - reference"	133.2	138.8
"6471"	2050	"SSP3-7.0 - reference"	257.2	138.8
"6471"	2055	"SSP3-7.0 - reference"	75.2	138.8
"6471"	2060	"SSP3-7.0 - reference"	98.4	138.8
"6471"	2065	"SSP3-7.0 - reference"	87.6	138.8
"6471"	2070	"SSP3-7.0 - reference"	138.8	138.8
"6471"	2075	"SSP3-7.0 - reference"	207.6	138.8
"6471"	2080	"SSP3-7.0 - reference"	191.6	138.8
"6471"	2085	"SSP3-7.0 - reference"	229.2	138.8
"6471"	2090	"SSP3-7.0 - reference"	175.2	138.8
"6471"	2095	"SSP3-7.0 - reference"	117.2	138.8
"6471"	2100	"SSP3-7.0 - reference"	155.2	138.8
"6471"	2025	"SSP3-7.0 - reserve"	8	NA
"6471"	2030	"SSP3-7.0 - reserve"	74	123.6
"6471"	2035	"SSP3-7.0 - reserve"	139.6	123.6
"6471"	2040	"SSP3-7.0 - reserve"	76.8	123.6
"6471"	2045	"SSP3-7.0 - reserve"	110.8	123.6
"6471"	2050	"SSP3-7.0 - reserve"	153.2	123.6
"6471"	2055	"SSP3-7.0 - reserve"	104	123.6
"6471"	2060	"SSP3-7.0 - reserve"	86.4	123.6
"6471"	2065	"SSP3-7.0 - reserve"	123.6	123.6
"6471"	2070	"SSP3-7.0 - reserve"	168	123.6
"6471"	2075	"SSP3-7.0 - reserve"	73.6	123.6
"6471"	2080	"SSP3-7.0 - reserve"	203.6	123.6
"6471"	2085	"SSP3-7.0 - reserve"	232	123.6
"6471"	2090	"SSP3-7.0 - reserve"	66.4	123.6
"6471"	2095	"SSP3-7.0 - reserve"	378.8	123.6
"6471"	2100	"SSP3-7.0 - reserve"	159.6	123.6
"6471"	2025	"SSP3-7.0 - sans coupe"	8	NA
"6471"	2030	"SSP3-7.0 - sans coupe"	154	126.8
"6471"	2035	"SSP3-7.0 - sans coupe"	112.4	126.8
"6471"	2040	"SSP3-7.0 - sans coupe"	38.4	126.8
"6471"	2045	"SSP3-7.0 - sans coupe"	146	126.8
"6471"	2050	"SSP3-7.0 - sans coupe"	255.2	126.8
"6471"	2055	"SSP3-7.0 - sans coupe"	120.4	126.8
"6471"	2060	"SSP3-7.0 - sans coupe"	126.8	126.8
"6471"	2065	"SSP3-7.0 - sans coupe"	101.2	126.8
"6471"	2070	"SSP3-7.0 - sans coupe"	60.4	126.8
"6471"	2075	"SSP3-7.0 - sans coupe"	146.8	126.8
"6471"	2080	"SSP3-7.0 - sans coupe"	212.4	126.8
"6471"	2085	"SSP3-7.0 - sans coupe"	174	126.8
"6471"	2090	"SSP3-7.0 - sans coupe"	89.2	126.8
"6471"	2095	"SSP3-7.0 - sans coupe"	101.6	126.8
"6471"	2100	"SSP3-7.0 - sans coupe"	178.4	126.8
"6471"	2025	"climat stable - reboisement"	8	NA
"6471"	2030	"climat stable - reboisement"	164.4	128.4
"6471"	2035	"climat stable - reboisement"	64.4	128.4
"6471"	2040	"climat stable - reboisement"	99.2	128.4
"6471"	2045	"climat stable - reboisement"	129.2	128.4
"6471"	2050	"climat stable - reboisement"	117.6	128.4
"6471"	2055	"climat stable - reboisement"	160.8	128.4
"6471"	2060	"climat stable - reboisement"	38.4	128.4
"6471"	2065	"climat stable - reboisement"	128.4	128.4
"6471"	2070	"climat stable - reboisement"	144.4	128.4
"6471"	2075	"climat stable - reboisement"	56	128.4
"6471"	2080	"climat stable - reboisement"	161.6	128.4
"6471"	2085	"climat stable - reboisement"	138.8	128.4
"6471"	2090	"climat stable - reboisement"	57.6	128.4
"6471"	2095	"climat stable - reboisement"	95.2	128.4
"6471"	2100	"climat stable - reboisement"	128.4	128.4
"6471"	2025	"climat stable - recup70%"	8	NA
"6471"	2030	"climat stable - recup70%"	233.6	106.8
"6471"	2035	"climat stable - recup70%"	154.4	106.8
"6471"	2040	"climat stable - recup70%"	106.8	106.8
"6471"	2045	"climat stable - recup70%"	192.8	106.8
"6471"	2050	"climat stable - recup70%"	72.8	106.8
"6471"	2055	"climat stable - recup70%"	167.2	106.8
"6471"	2060	"climat stable - recup70%"	202.4	106.8
"6471"	2065	"climat stable - recup70%"	104.4	106.8
"6471"	2070	"climat stable - recup70%"	112.4	106.8
"6471"	2075	"climat stable - recup70%"	95.2	106.8
"6471"	2080	"climat stable - recup70%"	160	106.8
"6471"	2085	"climat stable - recup70%"	62.4	106.8
"6471"	2090	"climat stable - recup70%"	85.2	106.8
"6471"	2095	"climat stable - recup70%"	35.6	106.8
"6471"	2100	"climat stable - recup70%"	66	106.8
"6471"	2025	"climat stable - reference"	8	NA
"6471"	2030	"climat stable - reference"	194.4	98.4
"6471"	2035	"climat stable - reference"	99.2	98.4
"6471"	2040	"climat stable - reference"	105.6	98.4
"6471"	2045	"climat stable - reference"	108.8	98.4
"6471"	2050	"climat stable - reference"	116	98.4
"6471"	2055	"climat stable - reference"	107.2	98.4
"6471"	2060	"climat stable - reference"	67.2	98.4
"6471"	2065	"climat stable - reference"	49.2	98.4
"6471"	2070	"climat stable - reference"	38.4	98.4
"6471"	2075	"climat stable - reference"	74.8	98.4
"6471"	2080	"climat stable - reference"	33.2	98.4
"6471"	2085	"climat stable - reference"	32.8	98.4
"6471"	2090	"climat stable - reference"	98.4	98.4
"6471"	2095	"climat stable - reference"	158.8	98.4
"6471"	2100	"climat stable - reference"	45.6	98.4
"6471"	2025	"climat stable - reserve"	8	NA
"6471"	2030	"climat stable - reserve"	180	156.8
"6471"	2035	"climat stable - reserve"	172.4	156.8
"6471"	2040	"climat stable - reserve"	95.2	156.8
"6471"	2045	"climat stable - reserve"	202	156.8
"6471"	2050	"climat stable - reserve"	171.2	156.8
"6471"	2055	"climat stable - reserve"	89.6	156.8
"6471"	2060	"climat stable - reserve"	152	156.8
"6471"	2065	"climat stable - reserve"	156.8	156.8
"6471"	2070	"climat stable - reserve"	232	156.8
"6471"	2075	"climat stable - reserve"	156.8	156.8
"6471"	2080	"climat stable - reserve"	240.4	156.8
"6471"	2085	"climat stable - reserve"	92	156.8
"6471"	2090	"climat stable - reserve"	122	156.8
"6471"	2095	"climat stable - reserve"	77.6	156.8
"6471"	2100	"climat stable - reserve"	158	156.8
"6471"	2025	"climat stable - sans coupe"	8	NA
"6471"	2030	"climat stable - sans coupe"	87.2	136
"6471"	2035	"climat stable - sans coupe"	50	136
"6471"	2040	"climat stable - sans coupe"	105.6	136
"6471"	2045	"climat stable - sans coupe"	151.6	136
"6471"	2050	"climat stable - sans coupe"	39.6	136
"6471"	2055	"climat stable - sans coupe"	152	136
"6471"	2060	"climat stable - sans coupe"	202	136
"6471"	2065	"climat stable - sans coupe"	30	136
"6471"	2070	"climat stable - sans coupe"	293.2	136
"6471"	2075	"climat stable - sans coupe"	131.6	136
"6471"	2080	"climat stable - sans coupe"	138	136
"6471"	2085	"climat stable - sans coupe"	164	136
"6471"	2090	"climat stable - sans coupe"	136	136
"6471"	2095	"climat stable - sans coupe"	78.4	136
"6471"	2100	"climat stable - sans coupe"	161.6	136
"7151"	2025	"SSP2-4.5 - reboisement"	0	NA
"7151"	2030	"SSP2-4.5 - reboisement"	33.2	34
"7151"	2035	"SSP2-4.5 - reboisement"	56.4	34
"7151"	2040	"SSP2-4.5 - reboisement"	26	34
"7151"	2045	"SSP2-4.5 - reboisement"	23.6	34
"7151"	2050	"SSP2-4.5 - reboisement"	64	34
"7151"	2055	"SSP2-4.5 - reboisement"	52.8	34
"7151"	2060	"SSP2-4.5 - reboisement"	34	34
"7151"	2065	"SSP2-4.5 - reboisement"	77.2	34
"7151"	2070	"SSP2-4.5 - reboisement"	21.6	34
"7151"	2075	"SSP2-4.5 - reboisement"	47.2	34
"7151"	2080	"SSP2-4.5 - reboisement"	43.2	34
"7151"	2085	"SSP2-4.5 - reboisement"	36.4	34
"7151"	2090	"SSP2-4.5 - reboisement"	29.2	34
"7151"	2095	"SSP2-4.5 - reboisement"	10.4	34
"7151"	2100	"SSP2-4.5 - reboisement"	26.4	34
"7151"	2025	"SSP2-4.5 - recup70%"	0	NA
"7151"	2030	"SSP2-4.5 - recup70%"	62.8	49.2
"7151"	2035	"SSP2-4.5 - recup70%"	54.8	49.2
"7151"	2040	"SSP2-4.5 - recup70%"	15.2	49.2
"7151"	2045	"SSP2-4.5 - recup70%"	51.6	49.2
"7151"	2050	"SSP2-4.5 - recup70%"	30.4	49.2
"7151"	2055	"SSP2-4.5 - recup70%"	32.8	49.2
"7151"	2060	"SSP2-4.5 - recup70%"	55.6	49.2
"7151"	2065	"SSP2-4.5 - recup70%"	56.4	49.2
"7151"	2070	"SSP2-4.5 - recup70%"	26	49.2
"7151"	2075	"SSP2-4.5 - recup70%"	23.6	49.2
"7151"	2080	"SSP2-4.5 - recup70%"	41.6	49.2
"7151"	2085	"SSP2-4.5 - recup70%"	68	49.2
"7151"	2090	"SSP2-4.5 - recup70%"	49.2	49.2
"7151"	2095	"SSP2-4.5 - recup70%"	63.6	49.2
"7151"	2100	"SSP2-4.5 - recup70%"	22.8	49.2
"7151"	2025	"SSP2-4.5 - reference"	0	NA
"7151"	2030	"SSP2-4.5 - reference"	24.8	42
"7151"	2035	"SSP2-4.5 - reference"	15.6	42
"7151"	2040	"SSP2-4.5 - reference"	78	42
"7151"	2045	"SSP2-4.5 - reference"	75.2	42
"7151"	2050	"SSP2-4.5 - reference"	42	42
"7151"	2055	"SSP2-4.5 - reference"	54	42
"7151"	2060	"SSP2-4.5 - reference"	25.2	42
"7151"	2065	"SSP2-4.5 - reference"	122.8	42
"7151"	2070	"SSP2-4.5 - reference"	12.4	42
"7151"	2075	"SSP2-4.5 - reference"	6.4	42
"7151"	2080	"SSP2-4.5 - reference"	43.2	42
"7151"	2085	"SSP2-4.5 - reference"	66.8	42
"7151"	2090	"SSP2-4.5 - reference"	69.6	42
"7151"	2095	"SSP2-4.5 - reference"	16	42
"7151"	2100	"SSP2-4.5 - reference"	34.8	42
"7151"	2025	"SSP2-4.5 - reserve"	0	NA
"7151"	2030	"SSP2-4.5 - reserve"	38	30
"7151"	2035	"SSP2-4.5 - reserve"	15.6	30
"7151"	2040	"SSP2-4.5 - reserve"	110	30
"7151"	2045	"SSP2-4.5 - reserve"	39.2	30
"7151"	2050	"SSP2-4.5 - reserve"	22	30
"7151"	2055	"SSP2-4.5 - reserve"	42	30
"7151"	2060	"SSP2-4.5 - reserve"	23.2	30
"7151"	2065	"SSP2-4.5 - reserve"	89.2	30
"7151"	2070	"SSP2-4.5 - reserve"	30	30
"7151"	2075	"SSP2-4.5 - reserve"	22	30
"7151"	2080	"SSP2-4.5 - reserve"	17.2	30
"7151"	2085	"SSP2-4.5 - reserve"	26	30
"7151"	2090	"SSP2-4.5 - reserve"	34	30
"7151"	2095	"SSP2-4.5 - reserve"	68	30
"7151"	2100	"SSP2-4.5 - reserve"	26.8	30
"7151"	2025	"SSP2-4.5 - sans coupe"	0	NA
"7151"	2030	"SSP2-4.5 - sans coupe"	22	48.4
"7151"	2035	"SSP2-4.5 - sans coupe"	18.8	48.4
"7151"	2040	"SSP2-4.5 - sans coupe"	65.6	48.4
"7151"	2045	"SSP2-4.5 - sans coupe"	24.4	48.4
"7151"	2050	"SSP2-4.5 - sans coupe"	14.4	48.4
"7151"	2055	"SSP2-4.5 - sans coupe"	29.2	48.4
"7151"	2060	"SSP2-4.5 - sans coupe"	101.6	48.4
"7151"	2065	"SSP2-4.5 - sans coupe"	51.6	48.4
"7151"	2070	"SSP2-4.5 - sans coupe"	43.6	48.4
"7151"	2075	"SSP2-4.5 - sans coupe"	25.2	48.4
"7151"	2080	"SSP2-4.5 - sans coupe"	80.4	48.4
"7151"	2085	"SSP2-4.5 - sans coupe"	55.2	48.4
