"mgmt.unit"	"Année"	"scen"	"age.class"	"area"	"Proportion"
"11161"	2020	"SSP2-4.5 - reboisement"	"C10"	920	0.136
"11161"	2020	"SSP2-4.5 - reboisement"	"C30"	2032	0.3
"11161"	2020	"SSP2-4.5 - reboisement"	"C50"	1240	0.183
"11161"	2020	"SSP2-4.5 - reboisement"	"C70"	476	0.07
"11161"	2020	"SSP2-4.5 - reboisement"	"C90"	592	0.087
"11161"	2020	"SSP2-4.5 - reboisement"	"OLD"	1512	0.223
"11161"	2020	"SSP2-4.5 - recup70%"	"C10"	920	0.136
"11161"	2020	"SSP2-4.5 - recup70%"	"C30"	2032	0.3
"11161"	2020	"SSP2-4.5 - recup70%"	"C50"	1240	0.183
"11161"	2020	"SSP2-4.5 - recup70%"	"C70"	476	0.07
"11161"	2020	"SSP2-4.5 - recup70%"	"C90"	592	0.087
"11161"	2020	"SSP2-4.5 - recup70%"	"OLD"	1512	0.223
"11161"	2020	"SSP2-4.5 - reference"	"C10"	920	0.136
"11161"	2020	"SSP2-4.5 - reference"	"C30"	2032	0.3
"11161"	2020	"SSP2-4.5 - reference"	"C50"	1240	0.183
"11161"	2020	"SSP2-4.5 - reference"	"C70"	476	0.07
"11161"	2020	"SSP2-4.5 - reference"	"C90"	592	0.087
"11161"	2020	"SSP2-4.5 - reference"	"OLD"	1512	0.223
"11161"	2020	"SSP2-4.5 - reserve"	"C10"	920	0.136
"11161"	2020	"SSP2-4.5 - reserve"	"C30"	2032	0.3
"11161"	2020	"SSP2-4.5 - reserve"	"C50"	1240	0.183
"11161"	2020	"SSP2-4.5 - reserve"	"C70"	476	0.07
"11161"	2020	"SSP2-4.5 - reserve"	"C90"	592	0.087
"11161"	2020	"SSP2-4.5 - reserve"	"OLD"	1512	0.223
"11161"	2020	"SSP2-4.5 - sans coupe"	"C10"	920	0.136
"11161"	2020	"SSP2-4.5 - sans coupe"	"C30"	2032	0.3
"11161"	2020	"SSP2-4.5 - sans coupe"	"C50"	1240	0.183
"11161"	2020	"SSP2-4.5 - sans coupe"	"C70"	476	0.07
"11161"	2020	"SSP2-4.5 - sans coupe"	"C90"	592	0.087
"11161"	2020	"SSP2-4.5 - sans coupe"	"OLD"	1512	0.223
"11161"	2020	"SSP2-4.5 - sans feu"	"C10"	920	0.136
"11161"	2020	"SSP2-4.5 - sans feu"	"C30"	2032	0.3
"11161"	2020	"SSP2-4.5 - sans feu"	"C50"	1240	0.183
"11161"	2020	"SSP2-4.5 - sans feu"	"C70"	476	0.07
"11161"	2020	"SSP2-4.5 - sans feu"	"C90"	592	0.087
"11161"	2020	"SSP2-4.5 - sans feu"	"OLD"	1512	0.223
"11161"	2020	"SSP2-4.5 - sans pert"	"C10"	920	0.136
"11161"	2020	"SSP2-4.5 - sans pert"	"C30"	2032	0.3
"11161"	2020	"SSP2-4.5 - sans pert"	"C50"	1240	0.183
"11161"	2020	"SSP2-4.5 - sans pert"	"C70"	476	0.07
"11161"	2020	"SSP2-4.5 - sans pert"	"C90"	592	0.087
"11161"	2020	"SSP2-4.5 - sans pert"	"OLD"	1512	0.223
"11161"	2020	"SSP3-7.0 - reboisement"	"C10"	920	0.136
"11161"	2020	"SSP3-7.0 - reboisement"	"C30"	2032	0.3
"11161"	2020	"SSP3-7.0 - reboisement"	"C50"	1240	0.183
"11161"	2020	"SSP3-7.0 - reboisement"	"C70"	476	0.07
"11161"	2020	"SSP3-7.0 - reboisement"	"C90"	592	0.087
"11161"	2020	"SSP3-7.0 - reboisement"	"OLD"	1512	0.223
"11161"	2020	"SSP3-7.0 - recup70%"	"C10"	920	0.136
"11161"	2020	"SSP3-7.0 - recup70%"	"C30"	2032	0.3
"11161"	2020	"SSP3-7.0 - recup70%"	"C50"	1240	0.183
"11161"	2020	"SSP3-7.0 - recup70%"	"C70"	476	0.07
"11161"	2020	"SSP3-7.0 - recup70%"	"C90"	592	0.087
"11161"	2020	"SSP3-7.0 - recup70%"	"OLD"	1512	0.223
"11161"	2020	"SSP3-7.0 - reference"	"C10"	920	0.136
"11161"	2020	"SSP3-7.0 - reference"	"C30"	2032	0.3
"11161"	2020	"SSP3-7.0 - reference"	"C50"	1240	0.183
"11161"	2020	"SSP3-7.0 - reference"	"C70"	476	0.07
"11161"	2020	"SSP3-7.0 - reference"	"C90"	592	0.087
"11161"	2020	"SSP3-7.0 - reference"	"OLD"	1512	0.223
"11161"	2020	"SSP3-7.0 - reserve"	"C10"	920	0.136
"11161"	2020	"SSP3-7.0 - reserve"	"C30"	2032	0.3
"11161"	2020	"SSP3-7.0 - reserve"	"C50"	1240	0.183
"11161"	2020	"SSP3-7.0 - reserve"	"C70"	476	0.07
"11161"	2020	"SSP3-7.0 - reserve"	"C90"	592	0.087
"11161"	2020	"SSP3-7.0 - reserve"	"OLD"	1512	0.223
"11161"	2020	"SSP3-7.0 - sans coupe"	"C10"	920	0.136
"11161"	2020	"SSP3-7.0 - sans coupe"	"C30"	2032	0.3
"11161"	2020	"SSP3-7.0 - sans coupe"	"C50"	1240	0.183
"11161"	2020	"SSP3-7.0 - sans coupe"	"C70"	476	0.07
"11161"	2020	"SSP3-7.0 - sans coupe"	"C90"	592	0.087
"11161"	2020	"SSP3-7.0 - sans coupe"	"OLD"	1512	0.223
"11161"	2020	"SSP3-7.0 - sans feu"	"C10"	920	0.136
"11161"	2020	"SSP3-7.0 - sans feu"	"C30"	2032	0.3
"11161"	2020	"SSP3-7.0 - sans feu"	"C50"	1240	0.183
"11161"	2020	"SSP3-7.0 - sans feu"	"C70"	476	0.07
"11161"	2020	"SSP3-7.0 - sans feu"	"C90"	592	0.087
"11161"	2020	"SSP3-7.0 - sans feu"	"OLD"	1512	0.223
"11161"	2020	"SSP3-7.0 - sans pert"	"C10"	920	0.136
"11161"	2020	"SSP3-7.0 - sans pert"	"C30"	2032	0.3
"11161"	2020	"SSP3-7.0 - sans pert"	"C50"	1240	0.183
"11161"	2020	"SSP3-7.0 - sans pert"	"C70"	476	0.07
"11161"	2020	"SSP3-7.0 - sans pert"	"C90"	592	0.087
"11161"	2020	"SSP3-7.0 - sans pert"	"OLD"	1512	0.223
"11161"	2020	"climat stable - reboisement"	"C10"	920	0.136
"11161"	2020	"climat stable - reboisement"	"C30"	2032	0.3
"11161"	2020	"climat stable - reboisement"	"C50"	1240	0.183
"11161"	2020	"climat stable - reboisement"	"C70"	476	0.07
"11161"	2020	"climat stable - reboisement"	"C90"	592	0.087
"11161"	2020	"climat stable - reboisement"	"OLD"	1512	0.223
"11161"	2020	"climat stable - recup70%"	"C10"	920	0.136
"11161"	2020	"climat stable - recup70%"	"C30"	2032	0.3
"11161"	2020	"climat stable - recup70%"	"C50"	1240	0.183
"11161"	2020	"climat stable - recup70%"	"C70"	476	0.07
"11161"	2020	"climat stable - recup70%"	"C90"	592	0.087
"11161"	2020	"climat stable - recup70%"	"OLD"	1512	0.223
"11161"	2020	"climat stable - reference"	"C10"	920	0.136
"11161"	2020	"climat stable - reference"	"C30"	2032	0.3
"11161"	2020	"climat stable - reference"	"C50"	1240	0.183
"11161"	2020	"climat stable - reference"	"C70"	476	0.07
"11161"	2020	"climat stable - reference"	"C90"	592	0.087
"11161"	2020	"climat stable - reference"	"OLD"	1512	0.223
"11161"	2020	"climat stable - reserve"	"C10"	920	0.136
"11161"	2020	"climat stable - reserve"	"C30"	2032	0.3
"11161"	2020	"climat stable - reserve"	"C50"	1240	0.183
"11161"	2020	"climat stable - reserve"	"C70"	476	0.07
"11161"	2020	"climat stable - reserve"	"C90"	592	0.087
"11161"	2020	"climat stable - reserve"	"OLD"	1512	0.223
"11161"	2020	"climat stable - sans coupe"	"C10"	920	0.136
"11161"	2020	"climat stable - sans coupe"	"C30"	2032	0.3
"11161"	2020	"climat stable - sans coupe"	"C50"	1240	0.183
"11161"	2020	"climat stable - sans coupe"	"C70"	476	0.07
"11161"	2020	"climat stable - sans coupe"	"C90"	592	0.087
"11161"	2020	"climat stable - sans coupe"	"OLD"	1512	0.223
"11161"	2020	"climat stable - sans feu"	"C10"	920	0.136
"11161"	2020	"climat stable - sans feu"	"C30"	2032	0.3
"11161"	2020	"climat stable - sans feu"	"C50"	1240	0.183
"11161"	2020	"climat stable - sans feu"	"C70"	476	0.07
"11161"	2020	"climat stable - sans feu"	"C90"	592	0.087
"11161"	2020	"climat stable - sans feu"	"OLD"	1512	0.223
"11161"	2020	"climat stable - sans pert"	"C10"	920	0.136
"11161"	2020	"climat stable - sans pert"	"C30"	2032	0.3
"11161"	2020	"climat stable - sans pert"	"C50"	1240	0.183
"11161"	2020	"climat stable - sans pert"	"C70"	476	0.07
"11161"	2020	"climat stable - sans pert"	"C90"	592	0.087
"11161"	2020	"climat stable - sans pert"	"OLD"	1512	0.223
"11161"	2025	"SSP2-4.5 - reboisement"	"C10"	776	0.115
"11161"	2025	"SSP2-4.5 - reboisement"	"C30"	2090.8	0.309
"11161"	2025	"SSP2-4.5 - reboisement"	"C50"	1398	0.206
"11161"	2025	"SSP2-4.5 - reboisement"	"C70"	423.6	0.063
"11161"	2025	"SSP2-4.5 - reboisement"	"C90"	279.2	0.041
"11161"	2025	"SSP2-4.5 - reboisement"	"OLD"	1804.4	0.266
"11161"	2025	"SSP2-4.5 - recup70%"	"C10"	778	0.115
"11161"	2025	"SSP2-4.5 - recup70%"	"C30"	2090.4	0.309
"11161"	2025	"SSP2-4.5 - recup70%"	"C50"	1396.4	0.206
"11161"	2025	"SSP2-4.5 - recup70%"	"C70"	420	0.062
"11161"	2025	"SSP2-4.5 - recup70%"	"C90"	278.4	0.041
"11161"	2025	"SSP2-4.5 - recup70%"	"OLD"	1808.8	0.267
"11161"	2025	"SSP2-4.5 - reference"	"C10"	778.4	0.115
"11161"	2025	"SSP2-4.5 - reference"	"C30"	2086.8	0.308
"11161"	2025	"SSP2-4.5 - reference"	"C50"	1402.4	0.207
"11161"	2025	"SSP2-4.5 - reference"	"C70"	423.6	0.063
"11161"	2025	"SSP2-4.5 - reference"	"C90"	272.4	0.04
"11161"	2025	"SSP2-4.5 - reference"	"OLD"	1808.4	0.267
"11161"	2025	"SSP2-4.5 - reserve"	"C10"	775.6	0.115
"11161"	2025	"SSP2-4.5 - reserve"	"C30"	2088.4	0.308
"11161"	2025	"SSP2-4.5 - reserve"	"C50"	1401.6	0.207
"11161"	2025	"SSP2-4.5 - reserve"	"C70"	420.8	0.062
"11161"	2025	"SSP2-4.5 - reserve"	"C90"	269.2	0.04
"11161"	2025	"SSP2-4.5 - reserve"	"OLD"	1816.4	0.268
"11161"	2025	"SSP2-4.5 - sans coupe"	"C10"	524	0.077
"11161"	2025	"SSP2-4.5 - sans coupe"	"C30"	2076	0.307
"11161"	2025	"SSP2-4.5 - sans coupe"	"C50"	1388	0.205
"11161"	2025	"SSP2-4.5 - sans coupe"	"C70"	444	0.066
"11161"	2025	"SSP2-4.5 - sans coupe"	"C90"	308	0.045
"11161"	2025	"SSP2-4.5 - sans coupe"	"OLD"	2032	0.3
"11161"	2025	"SSP2-4.5 - sans feu"	"C10"	780	0.115
"11161"	2025	"SSP2-4.5 - sans feu"	"C30"	2084.8	0.308
"11161"	2025	"SSP2-4.5 - sans feu"	"C50"	1406.8	0.208
"11161"	2025	"SSP2-4.5 - sans feu"	"C70"	420.4	0.062
"11161"	2025	"SSP2-4.5 - sans feu"	"C90"	275.2	0.041
"11161"	2025	"SSP2-4.5 - sans feu"	"OLD"	1804.8	0.267
"11161"	2025	"SSP2-4.5 - sans pert"	"C10"	524	0.077
"11161"	2025	"SSP2-4.5 - sans pert"	"C30"	2076	0.307
"11161"	2025	"SSP2-4.5 - sans pert"	"C50"	1388	0.205
"11161"	2025	"SSP2-4.5 - sans pert"	"C70"	444	0.066
"11161"	2025	"SSP2-4.5 - sans pert"	"C90"	308	0.045
"11161"	2025	"SSP2-4.5 - sans pert"	"OLD"	2032	0.3
"11161"	2025	"SSP3-7.0 - reboisement"	"C10"	778	0.115
"11161"	2025	"SSP3-7.0 - reboisement"	"C30"	2088.4	0.308
"11161"	2025	"SSP3-7.0 - reboisement"	"C50"	1401.6	0.207
"11161"	2025	"SSP3-7.0 - reboisement"	"C70"	422.4	0.062
"11161"	2025	"SSP3-7.0 - reboisement"	"C90"	274.4	0.041
"11161"	2025	"SSP3-7.0 - reboisement"	"OLD"	1807.2	0.267
"11161"	2025	"SSP3-7.0 - recup70%"	"C10"	776	0.115
"11161"	2025	"SSP3-7.0 - recup70%"	"C30"	2086	0.308
"11161"	2025	"SSP3-7.0 - recup70%"	"C50"	1403.6	0.207
"11161"	2025	"SSP3-7.0 - recup70%"	"C70"	424	0.063
"11161"	2025	"SSP3-7.0 - recup70%"	"C90"	272.8	0.04
"11161"	2025	"SSP3-7.0 - recup70%"	"OLD"	1809.6	0.267
"11161"	2025	"SSP3-7.0 - reference"	"C10"	777.6	0.115
"11161"	2025	"SSP3-7.0 - reference"	"C30"	2086.4	0.308
"11161"	2025	"SSP3-7.0 - reference"	"C50"	1404.8	0.207
"11161"	2025	"SSP3-7.0 - reference"	"C70"	420.4	0.062
"11161"	2025	"SSP3-7.0 - reference"	"C90"	276.8	0.041
"11161"	2025	"SSP3-7.0 - reference"	"OLD"	1806	0.267
"11161"	2025	"SSP3-7.0 - reserve"	"C10"	779.2	0.115
"11161"	2025	"SSP3-7.0 - reserve"	"C30"	2090.4	0.309
"11161"	2025	"SSP3-7.0 - reserve"	"C50"	1399.2	0.207
"11161"	2025	"SSP3-7.0 - reserve"	"C70"	422.4	0.062
"11161"	2025	"SSP3-7.0 - reserve"	"C90"	277.2	0.041
"11161"	2025	"SSP3-7.0 - reserve"	"OLD"	1803.6	0.266
"11161"	2025	"SSP3-7.0 - sans coupe"	"C10"	524	0.077
"11161"	2025	"SSP3-7.0 - sans coupe"	"C30"	2076	0.307
"11161"	2025	"SSP3-7.0 - sans coupe"	"C50"	1388	0.205
"11161"	2025	"SSP3-7.0 - sans coupe"	"C70"	444	0.066
"11161"	2025	"SSP3-7.0 - sans coupe"	"C90"	308	0.045
"11161"	2025	"SSP3-7.0 - sans coupe"	"OLD"	2032	0.3
"11161"	2025	"SSP3-7.0 - sans feu"	"C10"	778	0.115
"11161"	2025	"SSP3-7.0 - sans feu"	"C30"	2090.4	0.309
"11161"	2025	"SSP3-7.0 - sans feu"	"C50"	1400	0.207
"11161"	2025	"SSP3-7.0 - sans feu"	"C70"	422	0.062
"11161"	2025	"SSP3-7.0 - sans feu"	"C90"	276	0.041
"11161"	2025	"SSP3-7.0 - sans feu"	"OLD"	1805.6	0.267
"11161"	2025	"SSP3-7.0 - sans pert"	"C10"	524	0.077
"11161"	2025	"SSP3-7.0 - sans pert"	"C30"	2076	0.307
"11161"	2025	"SSP3-7.0 - sans pert"	"C50"	1388	0.205
"11161"	2025	"SSP3-7.0 - sans pert"	"C70"	444	0.066
"11161"	2025	"SSP3-7.0 - sans pert"	"C90"	308	0.045
"11161"	2025	"SSP3-7.0 - sans pert"	"OLD"	2032	0.3
"11161"	2025	"climat stable - reboisement"	"C10"	776.4	0.115
"11161"	2025	"climat stable - reboisement"	"C30"	2091.2	0.309
"11161"	2025	"climat stable - reboisement"	"C50"	1397.6	0.206
"11161"	2025	"climat stable - reboisement"	"C70"	422	0.062
"11161"	2025	"climat stable - reboisement"	"C90"	270.4	0.04
"11161"	2025	"climat stable - reboisement"	"OLD"	1814.4	0.268
"11161"	2025	"climat stable - recup70%"	"C10"	777.2	0.115
"11161"	2025	"climat stable - recup70%"	"C30"	2087.2	0.308
"11161"	2025	"climat stable - recup70%"	"C50"	1404	0.207
"11161"	2025	"climat stable - recup70%"	"C70"	423.6	0.063
"11161"	2025	"climat stable - recup70%"	"C90"	276	0.041
"11161"	2025	"climat stable - recup70%"	"OLD"	1804	0.266
"11161"	2025	"climat stable - reference"	"C10"	776	0.115
"11161"	2025	"climat stable - reference"	"C30"	2089.2	0.309
"11161"	2025	"climat stable - reference"	"C50"	1401.2	0.207
"11161"	2025	"climat stable - reference"	"C70"	428.8	0.063
"11161"	2025	"climat stable - reference"	"C90"	273.6	0.04
"11161"	2025	"climat stable - reference"	"OLD"	1803.2	0.266
"11161"	2025	"climat stable - reserve"	"C10"	777.2	0.115
"11161"	2025	"climat stable - reserve"	"C30"	2085.6	0.308
"11161"	2025	"climat stable - reserve"	"C50"	1405.2	0.208
"11161"	2025	"climat stable - reserve"	"C70"	423.2	0.062
"11161"	2025	"climat stable - reserve"	"C90"	274.8	0.041
"11161"	2025	"climat stable - reserve"	"OLD"	1806	0.267
"11161"	2025	"climat stable - sans coupe"	"C10"	524	0.077
"11161"	2025	"climat stable - sans coupe"	"C30"	2076	0.307
"11161"	2025	"climat stable - sans coupe"	"C50"	1388	0.205
"11161"	2025	"climat stable - sans coupe"	"C70"	444	0.066
"11161"	2025	"climat stable - sans coupe"	"C90"	308	0.045
"11161"	2025	"climat stable - sans coupe"	"OLD"	2032	0.3
"11161"	2025	"climat stable - sans feu"	"C10"	778.4	0.115
"11161"	2025	"climat stable - sans feu"	"C30"	2086.4	0.308
"11161"	2025	"climat stable - sans feu"	"C50"	1404	0.207
"11161"	2025	"climat stable - sans feu"	"C70"	427.6	0.063
"11161"	2025	"climat stable - sans feu"	"C90"	273.2	0.04
"11161"	2025	"climat stable - sans feu"	"OLD"	1802.4	0.266
"11161"	2025	"climat stable - sans pert"	"C10"	524	0.077
"11161"	2025	"climat stable - sans pert"	"C30"	2076	0.307
"11161"	2025	"climat stable - sans pert"	"C50"	1388	0.205
"11161"	2025	"climat stable - sans pert"	"C70"	444	0.066
"11161"	2025	"climat stable - sans pert"	"C90"	308	0.045
"11161"	2025	"climat stable - sans pert"	"OLD"	2032	0.3
"11161"	2030	"SSP2-4.5 - reboisement"	"C10"	959.2	0.142
"11161"	2030	"SSP2-4.5 - reboisement"	"C30"	1589.6	0.235
"11161"	2030	"SSP2-4.5 - reboisement"	"C50"	1713.2	0.253
"11161"	2030	"SSP2-4.5 - reboisement"	"C70"	616	0.091
"11161"	2030	"SSP2-4.5 - reboisement"	"C90"	268	0.04
"11161"	2030	"SSP2-4.5 - reboisement"	"OLD"	1626	0.24
"11161"	2030	"SSP2-4.5 - recup70%"	"C10"	956	0.141
"11161"	2030	"SSP2-4.5 - recup70%"	"C30"	1599.2	0.236
"11161"	2030	"SSP2-4.5 - recup70%"	"C50"	1706.8	0.252
"11161"	2030	"SSP2-4.5 - recup70%"	"C70"	626.8	0.093
"11161"	2030	"SSP2-4.5 - recup70%"	"C90"	266.4	0.039
"11161"	2030	"SSP2-4.5 - recup70%"	"OLD"	1616.8	0.239
"11161"	2030	"SSP2-4.5 - reference"	"C10"	911.2	0.135
"11161"	2030	"SSP2-4.5 - reference"	"C30"	1602	0.237
"11161"	2030	"SSP2-4.5 - reference"	"C50"	1728	0.255
"11161"	2030	"SSP2-4.5 - reference"	"C70"	628.8	0.093
"11161"	2030	"SSP2-4.5 - reference"	"C90"	268	0.04
"11161"	2030	"SSP2-4.5 - reference"	"OLD"	1634	0.241
"11161"	2030	"SSP2-4.5 - reserve"	"C10"	914.4	0.135
"11161"	2030	"SSP2-4.5 - reserve"	"C30"	1598.8	0.236
"11161"	2030	"SSP2-4.5 - reserve"	"C50"	1728	0.255
"11161"	2030	"SSP2-4.5 - reserve"	"C70"	627.2	0.093
"11161"	2030	"SSP2-4.5 - reserve"	"C90"	270	0.04
"11161"	2030	"SSP2-4.5 - reserve"	"OLD"	1633.6	0.241
"11161"	2030	"SSP2-4.5 - sans coupe"	"C10"	416.4	0.061
"11161"	2030	"SSP2-4.5 - sans coupe"	"C30"	1569.2	0.232
"11161"	2030	"SSP2-4.5 - sans coupe"	"C50"	1695.2	0.25
"11161"	2030	"SSP2-4.5 - sans coupe"	"C70"	673.6	0.099
"11161"	2030	"SSP2-4.5 - sans coupe"	"C90"	355.6	0.053
"11161"	2030	"SSP2-4.5 - sans coupe"	"OLD"	2062	0.304
"11161"	2030	"SSP2-4.5 - sans feu"	"C10"	867.6	0.128
"11161"	2030	"SSP2-4.5 - sans feu"	"C30"	1608	0.237
"11161"	2030	"SSP2-4.5 - sans feu"	"C50"	1745.2	0.258
"11161"	2030	"SSP2-4.5 - sans feu"	"C70"	637.6	0.094
"11161"	2030	"SSP2-4.5 - sans feu"	"C90"	273.6	0.04
"11161"	2030	"SSP2-4.5 - sans feu"	"OLD"	1640	0.242
"11161"	2030	"SSP2-4.5 - sans pert"	"C10"	356	0.053
"11161"	2030	"SSP2-4.5 - sans pert"	"C30"	1588	0.234
"11161"	2030	"SSP2-4.5 - sans pert"	"C50"	1712	0.253
"11161"	2030	"SSP2-4.5 - sans pert"	"C70"	680	0.1
"11161"	2030	"SSP2-4.5 - sans pert"	"C90"	360	0.053
"11161"	2030	"SSP2-4.5 - sans pert"	"OLD"	2076	0.307
"11161"	2030	"SSP3-7.0 - reboisement"	"C10"	913.2	0.135
"11161"	2030	"SSP3-7.0 - reboisement"	"C30"	1601.2	0.236
"11161"	2030	"SSP3-7.0 - reboisement"	"C50"	1723.6	0.255
"11161"	2030	"SSP3-7.0 - reboisement"	"C70"	628.8	0.093
"11161"	2030	"SSP3-7.0 - reboisement"	"C90"	278.4	0.041
"11161"	2030	"SSP3-7.0 - reboisement"	"OLD"	1626.8	0.24
"11161"	2030	"SSP3-7.0 - recup70%"	"C10"	925.2	0.137
"11161"	2030	"SSP3-7.0 - recup70%"	"C30"	1602.4	0.237
"11161"	2030	"SSP3-7.0 - recup70%"	"C50"	1719.6	0.254
"11161"	2030	"SSP3-7.0 - recup70%"	"C70"	623.6	0.092
"11161"	2030	"SSP3-7.0 - recup70%"	"C90"	271.6	0.04
"11161"	2030	"SSP3-7.0 - recup70%"	"OLD"	1629.6	0.241
"11161"	2030	"SSP3-7.0 - reference"	"C10"	930.4	0.137
"11161"	2030	"SSP3-7.0 - reference"	"C30"	1594.4	0.235
"11161"	2030	"SSP3-7.0 - reference"	"C50"	1720	0.254
"11161"	2030	"SSP3-7.0 - reference"	"C70"	629.6	0.093
"11161"	2030	"SSP3-7.0 - reference"	"C90"	267.2	0.039
"11161"	2030	"SSP3-7.0 - reference"	"OLD"	1630.4	0.241
"11161"	2030	"SSP3-7.0 - reserve"	"C10"	923.6	0.136
"11161"	2030	"SSP3-7.0 - reserve"	"C30"	1603.6	0.237
"11161"	2030	"SSP3-7.0 - reserve"	"C50"	1721.2	0.254
"11161"	2030	"SSP3-7.0 - reserve"	"C70"	621.6	0.092
"11161"	2030	"SSP3-7.0 - reserve"	"C90"	267.6	0.04
"11161"	2030	"SSP3-7.0 - reserve"	"OLD"	1634.4	0.241
"11161"	2030	"SSP3-7.0 - sans coupe"	"C10"	440.8	0.065
"11161"	2030	"SSP3-7.0 - sans coupe"	"C30"	1575.6	0.233
"11161"	2030	"SSP3-7.0 - sans coupe"	"C50"	1689.2	0.249
"11161"	2030	"SSP3-7.0 - sans coupe"	"C70"	672.4	0.099
"11161"	2030	"SSP3-7.0 - sans coupe"	"C90"	349.6	0.052
"11161"	2030	"SSP3-7.0 - sans coupe"	"OLD"	2044.4	0.302
"11161"	2030	"SSP3-7.0 - sans feu"	"C10"	863.2	0.127
"11161"	2030	"SSP3-7.0 - sans feu"	"C30"	1611.6	0.238
"11161"	2030	"SSP3-7.0 - sans feu"	"C50"	1740.8	0.257
"11161"	2030	"SSP3-7.0 - sans feu"	"C70"	631.2	0.093
"11161"	2030	"SSP3-7.0 - sans feu"	"C90"	276	0.041
"11161"	2030	"SSP3-7.0 - sans feu"	"OLD"	1649.2	0.244
"11161"	2030	"SSP3-7.0 - sans pert"	"C10"	356	0.053
"11161"	2030	"SSP3-7.0 - sans pert"	"C30"	1588	0.234
"11161"	2030	"SSP3-7.0 - sans pert"	"C50"	1712	0.253
"11161"	2030	"SSP3-7.0 - sans pert"	"C70"	680	0.1
"11161"	2030	"SSP3-7.0 - sans pert"	"C90"	360	0.053
"11161"	2030	"SSP3-7.0 - sans pert"	"OLD"	2076	0.307
"11161"	2030	"climat stable - reboisement"	"C10"	914.8	0.135
"11161"	2030	"climat stable - reboisement"	"C30"	1590	0.235
"11161"	2030	"climat stable - reboisement"	"C50"	1729.2	0.255
"11161"	2030	"climat stable - reboisement"	"C70"	629.6	0.093
"11161"	2030	"climat stable - reboisement"	"C90"	268.8	0.04
"11161"	2030	"climat stable - reboisement"	"OLD"	1639.6	0.242
"11161"	2030	"climat stable - recup70%"	"C10"	931.2	0.138
"11161"	2030	"climat stable - recup70%"	"C30"	1596.8	0.236
"11161"	2030	"climat stable - recup70%"	"C50"	1721.2	0.254
"11161"	2030	"climat stable - recup70%"	"C70"	633.6	0.094
"11161"	2030	"climat stable - recup70%"	"C90"	267.6	0.04
"11161"	2030	"climat stable - recup70%"	"OLD"	1621.6	0.239
"11161"	2030	"climat stable - reference"	"C10"	906.4	0.134
"11161"	2030	"climat stable - reference"	"C30"	1600	0.236
"11161"	2030	"climat stable - reference"	"C50"	1725.2	0.255
"11161"	2030	"climat stable - reference"	"C70"	639.2	0.094
"11161"	2030	"climat stable - reference"	"C90"	264	0.039
"11161"	2030	"climat stable - reference"	"OLD"	1637.2	0.242
"11161"	2030	"climat stable - reserve"	"C10"	924	0.136
"11161"	2030	"climat stable - reserve"	"C30"	1596.4	0.236
"11161"	2030	"climat stable - reserve"	"C50"	1722	0.254
"11161"	2030	"climat stable - reserve"	"C70"	630.4	0.093
"11161"	2030	"climat stable - reserve"	"C90"	266.4	0.039
"11161"	2030	"climat stable - reserve"	"OLD"	1632.8	0.241
"11161"	2030	"climat stable - sans coupe"	"C10"	418.8	0.062
"11161"	2030	"climat stable - sans coupe"	"C30"	1578	0.233
"11161"	2030	"climat stable - sans coupe"	"C50"	1692	0.25
"11161"	2030	"climat stable - sans coupe"	"C70"	670	0.099
"11161"	2030	"climat stable - sans coupe"	"C90"	356	0.053
"11161"	2030	"climat stable - sans coupe"	"OLD"	2057.2	0.304
"11161"	2030	"climat stable - sans feu"	"C10"	866.8	0.128
"11161"	2030	"climat stable - sans feu"	"C30"	1611.2	0.238
"11161"	2030	"climat stable - sans feu"	"C50"	1740.8	0.257
"11161"	2030	"climat stable - sans feu"	"C70"	639.2	0.094
"11161"	2030	"climat stable - sans feu"	"C90"	278.4	0.041
"11161"	2030	"climat stable - sans feu"	"OLD"	1635.6	0.242
"11161"	2030	"climat stable - sans pert"	"C10"	356	0.053
"11161"	2030	"climat stable - sans pert"	"C30"	1588	0.234
"11161"	2030	"climat stable - sans pert"	"C50"	1712	0.253
"11161"	2030	"climat stable - sans pert"	"C70"	680	0.1
"11161"	2030	"climat stable - sans pert"	"C90"	360	0.053
"11161"	2030	"climat stable - sans pert"	"OLD"	2076	0.307
"11161"	2035	"SSP2-4.5 - reboisement"	"C10"	1046.4	0.155
"11161"	2035	"SSP2-4.5 - reboisement"	"C30"	1281.6	0.189
"11161"	2035	"SSP2-4.5 - reboisement"	"C50"	1862	0.275
"11161"	2035	"SSP2-4.5 - reboisement"	"C70"	831.2	0.123
"11161"	2035	"SSP2-4.5 - reboisement"	"C90"	262.4	0.039
"11161"	2035	"SSP2-4.5 - reboisement"	"OLD"	1488.4	0.22
"11161"	2035	"SSP2-4.5 - recup70%"	"C10"	1092	0.161
"11161"	2035	"SSP2-4.5 - recup70%"	"C30"	1276.8	0.189
"11161"	2035	"SSP2-4.5 - recup70%"	"C50"	1847.6	0.273
"11161"	2035	"SSP2-4.5 - recup70%"	"C70"	840.8	0.124
"11161"	2035	"SSP2-4.5 - recup70%"	"C90"	254.8	0.038
"11161"	2035	"SSP2-4.5 - recup70%"	"OLD"	1460	0.216
"11161"	2035	"SSP2-4.5 - reference"	"C10"	1131.6	0.167
"11161"	2035	"SSP2-4.5 - reference"	"C30"	1274	0.188
