"mgmt.unit"	"Année"	"scen"	"age.class"	"area"	"Proportion"
"2666"	2090	"SSP3-7.0 - reserve"	"C30"	393.2	0.192
"2666"	2090	"SSP3-7.0 - reserve"	"C50"	354.8	0.173
"2666"	2090	"SSP3-7.0 - reserve"	"C70"	450	0.22
"2666"	2090	"SSP3-7.0 - reserve"	"C90"	76.8	0.038
"2666"	2090	"SSP3-7.0 - reserve"	"OLD"	208.8	0.102
"2666"	2090	"SSP3-7.0 - sans coupe"	"C10"	288	0.141
"2666"	2090	"SSP3-7.0 - sans coupe"	"C30"	138.8	0.068
"2666"	2090	"SSP3-7.0 - sans coupe"	"C50"	208.4	0.102
"2666"	2090	"SSP3-7.0 - sans coupe"	"C70"	465.6	0.227
"2666"	2090	"SSP3-7.0 - sans coupe"	"C90"	186.4	0.091
"2666"	2090	"SSP3-7.0 - sans coupe"	"OLD"	760.8	0.371
"2666"	2090	"SSP3-7.0 - sans feu"	"C10"	366.8	0.179
"2666"	2090	"SSP3-7.0 - sans feu"	"C30"	284.8	0.139
"2666"	2090	"SSP3-7.0 - sans feu"	"C50"	343.6	0.168
"2666"	2090	"SSP3-7.0 - sans feu"	"C70"	637.2	0.311
"2666"	2090	"SSP3-7.0 - sans feu"	"C90"	86	0.042
"2666"	2090	"SSP3-7.0 - sans feu"	"OLD"	329.6	0.161
"2666"	2090	"SSP3-7.0 - sans pert"	"C50"	113.2	0.055
"2666"	2090	"SSP3-7.0 - sans pert"	"C70"	554.8	0.271
"2666"	2090	"SSP3-7.0 - sans pert"	"C90"	268	0.131
"2666"	2090	"SSP3-7.0 - sans pert"	"OLD"	1112	0.543
"2666"	2090	"climat stable - reboisement"	"C10"	539.2	0.263
"2666"	2090	"climat stable - reboisement"	"C30"	368.8	0.18
"2666"	2090	"climat stable - reboisement"	"C50"	378	0.185
"2666"	2090	"climat stable - reboisement"	"C70"	518.8	0.253
"2666"	2090	"climat stable - reboisement"	"C90"	47.6	0.023
"2666"	2090	"climat stable - reboisement"	"OLD"	195.6	0.096
"2666"	2090	"climat stable - recup70%"	"C10"	503.6	0.246
"2666"	2090	"climat stable - recup70%"	"C30"	379.6	0.185
"2666"	2090	"climat stable - recup70%"	"C50"	424.8	0.207
"2666"	2090	"climat stable - recup70%"	"C70"	481.2	0.235
"2666"	2090	"climat stable - recup70%"	"C90"	53.6	0.026
"2666"	2090	"climat stable - recup70%"	"OLD"	205.2	0.1
"2666"	2090	"climat stable - reference"	"C10"	461.6	0.225
"2666"	2090	"climat stable - reference"	"C30"	340	0.166
"2666"	2090	"climat stable - reference"	"C50"	456.4	0.223
"2666"	2090	"climat stable - reference"	"C70"	501.2	0.245
"2666"	2090	"climat stable - reference"	"C90"	56.4	0.028
"2666"	2090	"climat stable - reference"	"OLD"	232.4	0.113
"2666"	2090	"climat stable - reserve"	"C10"	507.2	0.248
"2666"	2090	"climat stable - reserve"	"C30"	302.8	0.148
"2666"	2090	"climat stable - reserve"	"C50"	278.4	0.136
"2666"	2090	"climat stable - reserve"	"C70"	508.8	0.248
"2666"	2090	"climat stable - reserve"	"C90"	116.8	0.057
"2666"	2090	"climat stable - reserve"	"OLD"	334	0.163
"2666"	2090	"climat stable - sans coupe"	"C10"	234	0.114
"2666"	2090	"climat stable - sans coupe"	"C30"	145.6	0.071
"2666"	2090	"climat stable - sans coupe"	"C50"	196	0.096
"2666"	2090	"climat stable - sans coupe"	"C70"	477.2	0.233
"2666"	2090	"climat stable - sans coupe"	"C90"	197.2	0.096
"2666"	2090	"climat stable - sans coupe"	"OLD"	798	0.39
"2666"	2090	"climat stable - sans feu"	"C10"	334.8	0.163
"2666"	2090	"climat stable - sans feu"	"C30"	277.6	0.136
"2666"	2090	"climat stable - sans feu"	"C50"	350.8	0.171
"2666"	2090	"climat stable - sans feu"	"C70"	667.2	0.326
"2666"	2090	"climat stable - sans feu"	"C90"	93.2	0.046
"2666"	2090	"climat stable - sans feu"	"OLD"	324.4	0.158
"2666"	2090	"climat stable - sans pert"	"C50"	106	0.052
"2666"	2090	"climat stable - sans pert"	"C70"	562	0.274
"2666"	2090	"climat stable - sans pert"	"C90"	268	0.131
"2666"	2090	"climat stable - sans pert"	"OLD"	1112	0.543
"2666"	2095	"SSP2-4.5 - reboisement"	"C10"	570.4	0.279
"2666"	2095	"SSP2-4.5 - reboisement"	"C30"	457.6	0.223
"2666"	2095	"SSP2-4.5 - reboisement"	"C50"	328.8	0.161
"2666"	2095	"SSP2-4.5 - reboisement"	"C70"	442.4	0.216
"2666"	2095	"SSP2-4.5 - reboisement"	"C90"	57.2	0.028
"2666"	2095	"SSP2-4.5 - reboisement"	"OLD"	191.6	0.094
"2666"	2095	"SSP2-4.5 - recup70%"	"C10"	542.8	0.265
"2666"	2095	"SSP2-4.5 - recup70%"	"C30"	382.8	0.187
"2666"	2095	"SSP2-4.5 - recup70%"	"C50"	387.2	0.189
"2666"	2095	"SSP2-4.5 - recup70%"	"C70"	454	0.222
"2666"	2095	"SSP2-4.5 - recup70%"	"C90"	63.2	0.031
"2666"	2095	"SSP2-4.5 - recup70%"	"OLD"	218	0.106
"2666"	2095	"SSP2-4.5 - reference"	"C10"	576.4	0.281
"2666"	2095	"SSP2-4.5 - reference"	"C30"	413.2	0.202
"2666"	2095	"SSP2-4.5 - reference"	"C50"	356.8	0.174
"2666"	2095	"SSP2-4.5 - reference"	"C70"	448.8	0.219
"2666"	2095	"SSP2-4.5 - reference"	"C90"	55.2	0.027
"2666"	2095	"SSP2-4.5 - reference"	"OLD"	197.6	0.096
"2666"	2095	"SSP2-4.5 - reserve"	"C10"	396	0.193
"2666"	2095	"SSP2-4.5 - reserve"	"C30"	311.6	0.152
"2666"	2095	"SSP2-4.5 - reserve"	"C50"	342.4	0.167
"2666"	2095	"SSP2-4.5 - reserve"	"C70"	539.6	0.263
"2666"	2095	"SSP2-4.5 - reserve"	"C90"	92.4	0.045
"2666"	2095	"SSP2-4.5 - reserve"	"OLD"	366	0.179
"2666"	2095	"SSP2-4.5 - sans coupe"	"C10"	275.6	0.135
"2666"	2095	"SSP2-4.5 - sans coupe"	"C30"	182.4	0.089
"2666"	2095	"SSP2-4.5 - sans coupe"	"C50"	185.2	0.09
"2666"	2095	"SSP2-4.5 - sans coupe"	"C70"	427.6	0.209
"2666"	2095	"SSP2-4.5 - sans coupe"	"C90"	109.6	0.054
"2666"	2095	"SSP2-4.5 - sans coupe"	"OLD"	867.6	0.424
"2666"	2095	"SSP2-4.5 - sans feu"	"C10"	373.6	0.182
"2666"	2095	"SSP2-4.5 - sans feu"	"C30"	321.6	0.157
"2666"	2095	"SSP2-4.5 - sans feu"	"C50"	347.2	0.17
"2666"	2095	"SSP2-4.5 - sans feu"	"C70"	601.2	0.294
"2666"	2095	"SSP2-4.5 - sans feu"	"C90"	86	0.042
"2666"	2095	"SSP2-4.5 - sans feu"	"OLD"	318.4	0.155
"2666"	2095	"SSP2-4.5 - sans pert"	"C50"	112.8	0.055
"2666"	2095	"SSP2-4.5 - sans pert"	"C70"	515.2	0.252
"2666"	2095	"SSP2-4.5 - sans pert"	"C90"	156	0.076
"2666"	2095	"SSP2-4.5 - sans pert"	"OLD"	1264	0.617
"2666"	2095	"SSP3-7.0 - reboisement"	"C10"	627.2	0.306
"2666"	2095	"SSP3-7.0 - reboisement"	"C30"	424.8	0.207
"2666"	2095	"SSP3-7.0 - reboisement"	"C50"	349.6	0.171
"2666"	2095	"SSP3-7.0 - reboisement"	"C70"	405.2	0.198
"2666"	2095	"SSP3-7.0 - reboisement"	"C90"	45.6	0.022
"2666"	2095	"SSP3-7.0 - reboisement"	"OLD"	195.6	0.096
"2666"	2095	"SSP3-7.0 - recup70%"	"C10"	474	0.231
"2666"	2095	"SSP3-7.0 - recup70%"	"C30"	470	0.229
"2666"	2095	"SSP3-7.0 - recup70%"	"C50"	438.8	0.214
"2666"	2095	"SSP3-7.0 - recup70%"	"C70"	426	0.208
"2666"	2095	"SSP3-7.0 - recup70%"	"C90"	55.2	0.027
"2666"	2095	"SSP3-7.0 - recup70%"	"OLD"	184	0.09
"2666"	2095	"SSP3-7.0 - reference"	"C10"	510.4	0.249
"2666"	2095	"SSP3-7.0 - reference"	"C30"	419.2	0.205
"2666"	2095	"SSP3-7.0 - reference"	"C50"	438.4	0.214
"2666"	2095	"SSP3-7.0 - reference"	"C70"	444.4	0.217
"2666"	2095	"SSP3-7.0 - reference"	"C90"	48.4	0.024
"2666"	2095	"SSP3-7.0 - reference"	"OLD"	187.2	0.091
"2666"	2095	"SSP3-7.0 - reserve"	"C10"	543.2	0.265
"2666"	2095	"SSP3-7.0 - reserve"	"C30"	428.4	0.209
"2666"	2095	"SSP3-7.0 - reserve"	"C50"	355.6	0.174
"2666"	2095	"SSP3-7.0 - reserve"	"C70"	462.8	0.226
"2666"	2095	"SSP3-7.0 - reserve"	"C90"	58.4	0.029
"2666"	2095	"SSP3-7.0 - reserve"	"OLD"	199.6	0.097
"2666"	2095	"SSP3-7.0 - sans coupe"	"C10"	196.8	0.096
"2666"	2095	"SSP3-7.0 - sans coupe"	"C30"	242.8	0.119
"2666"	2095	"SSP3-7.0 - sans coupe"	"C50"	212.8	0.104
"2666"	2095	"SSP3-7.0 - sans coupe"	"C70"	448	0.219
"2666"	2095	"SSP3-7.0 - sans coupe"	"C90"	106.8	0.052
"2666"	2095	"SSP3-7.0 - sans coupe"	"OLD"	840.8	0.411
"2666"	2095	"SSP3-7.0 - sans feu"	"C10"	369.2	0.18
"2666"	2095	"SSP3-7.0 - sans feu"	"C30"	318	0.155
"2666"	2095	"SSP3-7.0 - sans feu"	"C50"	344	0.168
"2666"	2095	"SSP3-7.0 - sans feu"	"C70"	606.4	0.296
"2666"	2095	"SSP3-7.0 - sans feu"	"C90"	87.6	0.043
"2666"	2095	"SSP3-7.0 - sans feu"	"OLD"	322.8	0.158
"2666"	2095	"SSP3-7.0 - sans pert"	"C50"	113.2	0.055
"2666"	2095	"SSP3-7.0 - sans pert"	"C70"	514.8	0.251
"2666"	2095	"SSP3-7.0 - sans pert"	"C90"	156	0.076
"2666"	2095	"SSP3-7.0 - sans pert"	"OLD"	1264	0.617
"2666"	2095	"climat stable - reboisement"	"C10"	481.2	0.235
"2666"	2095	"climat stable - reboisement"	"C30"	415.2	0.203
"2666"	2095	"climat stable - reboisement"	"C50"	420	0.205
"2666"	2095	"climat stable - reboisement"	"C70"	496.4	0.242
"2666"	2095	"climat stable - reboisement"	"C90"	49.6	0.024
"2666"	2095	"climat stable - reboisement"	"OLD"	185.6	0.091
"2666"	2095	"climat stable - recup70%"	"C10"	518	0.253
"2666"	2095	"climat stable - recup70%"	"C30"	366.8	0.179
"2666"	2095	"climat stable - recup70%"	"C50"	398.4	0.195
"2666"	2095	"climat stable - recup70%"	"C70"	518.4	0.253
"2666"	2095	"climat stable - recup70%"	"C90"	54.4	0.027
"2666"	2095	"climat stable - recup70%"	"OLD"	192	0.094
"2666"	2095	"climat stable - reference"	"C10"	434.8	0.212
"2666"	2095	"climat stable - reference"	"C30"	385.6	0.188
"2666"	2095	"climat stable - reference"	"C50"	434	0.212
"2666"	2095	"climat stable - reference"	"C70"	509.2	0.249
"2666"	2095	"climat stable - reference"	"C90"	64.8	0.032
"2666"	2095	"climat stable - reference"	"OLD"	219.6	0.107
"2666"	2095	"climat stable - reserve"	"C10"	497.6	0.243
"2666"	2095	"climat stable - reserve"	"C30"	316.8	0.155
"2666"	2095	"climat stable - reserve"	"C50"	286.8	0.14
"2666"	2095	"climat stable - reserve"	"C70"	505.6	0.247
"2666"	2095	"climat stable - reserve"	"C90"	86.4	0.042
"2666"	2095	"climat stable - reserve"	"OLD"	354.8	0.173
"2666"	2095	"climat stable - sans coupe"	"C10"	175.6	0.086
"2666"	2095	"climat stable - sans coupe"	"C30"	162	0.079
"2666"	2095	"climat stable - sans coupe"	"C50"	222.4	0.109
"2666"	2095	"climat stable - sans coupe"	"C70"	468	0.229
"2666"	2095	"climat stable - sans coupe"	"C90"	116.4	0.057
"2666"	2095	"climat stable - sans coupe"	"OLD"	903.6	0.441
"2666"	2095	"climat stable - sans feu"	"C10"	337.6	0.165
"2666"	2095	"climat stable - sans feu"	"C30"	299.6	0.146
"2666"	2095	"climat stable - sans feu"	"C50"	354.4	0.173
"2666"	2095	"climat stable - sans feu"	"C70"	654.8	0.32
"2666"	2095	"climat stable - sans feu"	"C90"	85.2	0.042
"2666"	2095	"climat stable - sans feu"	"OLD"	316.4	0.154
"2666"	2095	"climat stable - sans pert"	"C50"	106	0.052
"2666"	2095	"climat stable - sans pert"	"C70"	522	0.255
"2666"	2095	"climat stable - sans pert"	"C90"	156	0.076
"2666"	2095	"climat stable - sans pert"	"OLD"	1264	0.617
"2666"	2100	"SSP2-4.5 - reboisement"	"C10"	538	0.263
"2666"	2100	"SSP2-4.5 - reboisement"	"C30"	448.8	0.219
"2666"	2100	"SSP2-4.5 - reboisement"	"C50"	395.6	0.193
"2666"	2100	"SSP2-4.5 - reboisement"	"C70"	404.4	0.197
"2666"	2100	"SSP2-4.5 - reboisement"	"C90"	72.4	0.035
"2666"	2100	"SSP2-4.5 - reboisement"	"OLD"	188.8	0.092
"2666"	2100	"SSP2-4.5 - recup70%"	"C10"	515.2	0.252
"2666"	2100	"SSP2-4.5 - recup70%"	"C30"	400	0.195
"2666"	2100	"SSP2-4.5 - recup70%"	"C50"	395.6	0.193
"2666"	2100	"SSP2-4.5 - recup70%"	"C70"	433.2	0.212
"2666"	2100	"SSP2-4.5 - recup70%"	"C90"	84	0.041
"2666"	2100	"SSP2-4.5 - recup70%"	"OLD"	220	0.107
"2666"	2100	"SSP2-4.5 - reference"	"C10"	517.2	0.253
"2666"	2100	"SSP2-4.5 - reference"	"C30"	496.8	0.243
"2666"	2100	"SSP2-4.5 - reference"	"C50"	353.6	0.173
"2666"	2100	"SSP2-4.5 - reference"	"C70"	408.8	0.2
"2666"	2100	"SSP2-4.5 - reference"	"C90"	74	0.036
"2666"	2100	"SSP2-4.5 - reference"	"OLD"	197.6	0.096
"2666"	2100	"SSP2-4.5 - reserve"	"C10"	371.6	0.181
"2666"	2100	"SSP2-4.5 - reserve"	"C30"	279.6	0.137
"2666"	2100	"SSP2-4.5 - reserve"	"C50"	392.8	0.192
"2666"	2100	"SSP2-4.5 - reserve"	"C70"	535.2	0.261
"2666"	2100	"SSP2-4.5 - reserve"	"C90"	113.6	0.055
"2666"	2100	"SSP2-4.5 - reserve"	"OLD"	355.2	0.173
"2666"	2100	"SSP2-4.5 - sans coupe"	"C10"	183.6	0.09
"2666"	2100	"SSP2-4.5 - sans coupe"	"C30"	204.4	0.1
"2666"	2100	"SSP2-4.5 - sans coupe"	"C50"	248.4	0.121
"2666"	2100	"SSP2-4.5 - sans coupe"	"C70"	391.6	0.191
"2666"	2100	"SSP2-4.5 - sans coupe"	"C90"	112.4	0.055
"2666"	2100	"SSP2-4.5 - sans coupe"	"OLD"	907.6	0.443
"2666"	2100	"SSP2-4.5 - sans feu"	"C10"	377.2	0.184
"2666"	2100	"SSP2-4.5 - sans feu"	"C30"	355.2	0.173
"2666"	2100	"SSP2-4.5 - sans feu"	"C50"	347.2	0.17
"2666"	2100	"SSP2-4.5 - sans feu"	"C70"	537.2	0.262
"2666"	2100	"SSP2-4.5 - sans feu"	"C90"	109.6	0.054
"2666"	2100	"SSP2-4.5 - sans feu"	"OLD"	321.6	0.157
"2666"	2100	"SSP2-4.5 - sans pert"	"C50"	112.8	0.055
"2666"	2100	"SSP2-4.5 - sans pert"	"C70"	447.2	0.218
"2666"	2100	"SSP2-4.5 - sans pert"	"C90"	168	0.082
"2666"	2100	"SSP2-4.5 - sans pert"	"OLD"	1320	0.645
"2666"	2100	"SSP3-7.0 - reboisement"	"C10"	548	0.268
"2666"	2100	"SSP3-7.0 - reboisement"	"C30"	482.8	0.236
"2666"	2100	"SSP3-7.0 - reboisement"	"C50"	393.6	0.192
"2666"	2100	"SSP3-7.0 - reboisement"	"C70"	362.4	0.177
"2666"	2100	"SSP3-7.0 - reboisement"	"C90"	66.4	0.032
"2666"	2100	"SSP3-7.0 - reboisement"	"OLD"	194.8	0.095
"2666"	2100	"SSP3-7.0 - recup70%"	"C10"	491.2	0.24
"2666"	2100	"SSP3-7.0 - recup70%"	"C30"	447.2	0.218
"2666"	2100	"SSP3-7.0 - recup70%"	"C50"	450.8	0.22
"2666"	2100	"SSP3-7.0 - recup70%"	"C70"	405.6	0.198
"2666"	2100	"SSP3-7.0 - recup70%"	"C90"	69.2	0.034
"2666"	2100	"SSP3-7.0 - recup70%"	"OLD"	184	0.09
"2666"	2100	"SSP3-7.0 - reference"	"C10"	520.8	0.254
"2666"	2100	"SSP3-7.0 - reference"	"C30"	425.2	0.208
"2666"	2100	"SSP3-7.0 - reference"	"C50"	441.2	0.215
"2666"	2100	"SSP3-7.0 - reference"	"C70"	402.4	0.196
"2666"	2100	"SSP3-7.0 - reference"	"C90"	73.2	0.036
"2666"	2100	"SSP3-7.0 - reference"	"OLD"	185.2	0.09
"2666"	2100	"SSP3-7.0 - reserve"	"C10"	605.6	0.296
"2666"	2100	"SSP3-7.0 - reserve"	"C30"	400.4	0.196
"2666"	2100	"SSP3-7.0 - reserve"	"C50"	377.2	0.184
"2666"	2100	"SSP3-7.0 - reserve"	"C70"	421.2	0.206
"2666"	2100	"SSP3-7.0 - reserve"	"C90"	66.8	0.033
"2666"	2100	"SSP3-7.0 - reserve"	"OLD"	176.8	0.086
"2666"	2100	"SSP3-7.0 - sans coupe"	"C10"	244	0.119
"2666"	2100	"SSP3-7.0 - sans coupe"	"C30"	224.8	0.11
"2666"	2100	"SSP3-7.0 - sans coupe"	"C50"	231.2	0.113
"2666"	2100	"SSP3-7.0 - sans coupe"	"C70"	395.2	0.193
"2666"	2100	"SSP3-7.0 - sans coupe"	"C90"	106	0.052
"2666"	2100	"SSP3-7.0 - sans coupe"	"OLD"	846.8	0.413
"2666"	2100	"SSP3-7.0 - sans feu"	"C10"	370.4	0.181
"2666"	2100	"SSP3-7.0 - sans feu"	"C30"	348.8	0.17
"2666"	2100	"SSP3-7.0 - sans feu"	"C50"	349.2	0.171
"2666"	2100	"SSP3-7.0 - sans feu"	"C70"	539.6	0.263
"2666"	2100	"SSP3-7.0 - sans feu"	"C90"	111.6	0.054
"2666"	2100	"SSP3-7.0 - sans feu"	"OLD"	328.4	0.16
"2666"	2100	"SSP3-7.0 - sans pert"	"C50"	113.2	0.055
"2666"	2100	"SSP3-7.0 - sans pert"	"C70"	446.8	0.218
"2666"	2100	"SSP3-7.0 - sans pert"	"C90"	168	0.082
"2666"	2100	"SSP3-7.0 - sans pert"	"OLD"	1320	0.645
"2666"	2100	"climat stable - reboisement"	"C10"	472.4	0.231
"2666"	2100	"climat stable - reboisement"	"C30"	429.6	0.21
"2666"	2100	"climat stable - reboisement"	"C50"	434.8	0.212
"2666"	2100	"climat stable - reboisement"	"C70"	465.2	0.227
"2666"	2100	"climat stable - reboisement"	"C90"	62.4	0.03
"2666"	2100	"climat stable - reboisement"	"OLD"	183.6	0.09
"2666"	2100	"climat stable - recup70%"	"C10"	547.6	0.267
"2666"	2100	"climat stable - recup70%"	"C30"	403.2	0.197
"2666"	2100	"climat stable - recup70%"	"C50"	365.2	0.178
"2666"	2100	"climat stable - recup70%"	"C70"	485.6	0.237
"2666"	2100	"climat stable - recup70%"	"C90"	68	0.033
"2666"	2100	"climat stable - recup70%"	"OLD"	178.4	0.087
"2666"	2100	"climat stable - reference"	"C10"	429.2	0.21
"2666"	2100	"climat stable - reference"	"C30"	397.6	0.194
"2666"	2100	"climat stable - reference"	"C50"	450.4	0.22
"2666"	2100	"climat stable - reference"	"C70"	474	0.231
"2666"	2100	"climat stable - reference"	"C90"	82	0.04
"2666"	2100	"climat stable - reference"	"OLD"	214.8	0.105
"2666"	2100	"climat stable - reserve"	"C10"	445.2	0.217
"2666"	2100	"climat stable - reserve"	"C30"	362.8	0.177
"2666"	2100	"climat stable - reserve"	"C50"	316.4	0.154
"2666"	2100	"climat stable - reserve"	"C70"	478	0.233
"2666"	2100	"climat stable - reserve"	"C90"	102.4	0.05
"2666"	2100	"climat stable - reserve"	"OLD"	343.2	0.168
"2666"	2100	"climat stable - sans coupe"	"C10"	179.6	0.088
"2666"	2100	"climat stable - sans coupe"	"C30"	165.333333333333	0.081
"2666"	2100	"climat stable - sans coupe"	"C50"	223.6	0.109
"2666"	2100	"climat stable - sans coupe"	"C70"	438	0.214
"2666"	2100	"climat stable - sans coupe"	"C90"	124	0.061
"2666"	2100	"climat stable - sans coupe"	"OLD"	934	0.456
"2666"	2100	"climat stable - sans feu"	"C10"	344.8	0.168
"2666"	2100	"climat stable - sans feu"	"C30"	321.2	0.157
"2666"	2100	"climat stable - sans feu"	"C50"	356.8	0.174
"2666"	2100	"climat stable - sans feu"	"C70"	592.8	0.289
"2666"	2100	"climat stable - sans feu"	"C90"	112.8	0.055
"2666"	2100	"climat stable - sans feu"	"OLD"	319.6	0.156
"2666"	2100	"climat stable - sans pert"	"C50"	106	0.052
"2666"	2100	"climat stable - sans pert"	"C70"	454	0.222
"2666"	2100	"climat stable - sans pert"	"C90"	168	0.082
"2666"	2100	"climat stable - sans pert"	"OLD"	1320	0.645
"2751"	2020	"SSP2-4.5 - reboisement"	"C10"	2536	0.24
"2751"	2020	"SSP2-4.5 - reboisement"	"C30"	2704	0.256
"2751"	2020	"SSP2-4.5 - reboisement"	"C50"	940	0.089
"2751"	2020	"SSP2-4.5 - reboisement"	"C70"	1324	0.125
"2751"	2020	"SSP2-4.5 - reboisement"	"C90"	912	0.086
"2751"	2020	"SSP2-4.5 - reboisement"	"OLD"	2164	0.205
"2751"	2020	"SSP2-4.5 - recup70%"	"C10"	2536	0.24
"2751"	2020	"SSP2-4.5 - recup70%"	"C30"	2704	0.256
"2751"	2020	"SSP2-4.5 - recup70%"	"C50"	940	0.089
"2751"	2020	"SSP2-4.5 - recup70%"	"C70"	1324	0.125
"2751"	2020	"SSP2-4.5 - recup70%"	"C90"	912	0.086
"2751"	2020	"SSP2-4.5 - recup70%"	"OLD"	2164	0.205
"2751"	2020	"SSP2-4.5 - reference"	"C10"	2536	0.24
"2751"	2020	"SSP2-4.5 - reference"	"C30"	2704	0.256
"2751"	2020	"SSP2-4.5 - reference"	"C50"	940	0.089
"2751"	2020	"SSP2-4.5 - reference"	"C70"	1324	0.125
"2751"	2020	"SSP2-4.5 - reference"	"C90"	912	0.086
"2751"	2020	"SSP2-4.5 - reference"	"OLD"	2164	0.205
"2751"	2020	"SSP2-4.5 - reserve"	"C10"	2536	0.24
"2751"	2020	"SSP2-4.5 - reserve"	"C30"	2704	0.256
"2751"	2020	"SSP2-4.5 - reserve"	"C50"	940	0.089
"2751"	2020	"SSP2-4.5 - reserve"	"C70"	1324	0.125
"2751"	2020	"SSP2-4.5 - reserve"	"C90"	912	0.086
"2751"	2020	"SSP2-4.5 - reserve"	"OLD"	2164	0.205
"2751"	2020	"SSP2-4.5 - sans coupe"	"C10"	2536	0.24
"2751"	2020	"SSP2-4.5 - sans coupe"	"C30"	2704	0.256
"2751"	2020	"SSP2-4.5 - sans coupe"	"C50"	940	0.089
"2751"	2020	"SSP2-4.5 - sans coupe"	"C70"	1324	0.125
"2751"	2020	"SSP2-4.5 - sans coupe"	"C90"	912	0.086
"2751"	2020	"SSP2-4.5 - sans coupe"	"OLD"	2164	0.205
"2751"	2020	"SSP2-4.5 - sans feu"	"C10"	2536	0.24
"2751"	2020	"SSP2-4.5 - sans feu"	"C30"	2704	0.256
"2751"	2020	"SSP2-4.5 - sans feu"	"C50"	940	0.089
"2751"	2020	"SSP2-4.5 - sans feu"	"C70"	1324	0.125
"2751"	2020	"SSP2-4.5 - sans feu"	"C90"	912	0.086
"2751"	2020	"SSP2-4.5 - sans feu"	"OLD"	2164	0.205
"2751"	2020	"SSP2-4.5 - sans pert"	"C10"	2536	0.24
"2751"	2020	"SSP2-4.5 - sans pert"	"C30"	2704	0.256
"2751"	2020	"SSP2-4.5 - sans pert"	"C50"	940	0.089
"2751"	2020	"SSP2-4.5 - sans pert"	"C70"	1324	0.125
"2751"	2020	"SSP2-4.5 - sans pert"	"C90"	912	0.086
"2751"	2020	"SSP2-4.5 - sans pert"	"OLD"	2164	0.205
"2751"	2020	"SSP3-7.0 - reboisement"	"C10"	2536	0.24
"2751"	2020	"SSP3-7.0 - reboisement"	"C30"	2704	0.256
"2751"	2020	"SSP3-7.0 - reboisement"	"C50"	940	0.089
"2751"	2020	"SSP3-7.0 - reboisement"	"C70"	1324	0.125
"2751"	2020	"SSP3-7.0 - reboisement"	"C90"	912	0.086
"2751"	2020	"SSP3-7.0 - reboisement"	"OLD"	2164	0.205
"2751"	2020	"SSP3-7.0 - recup70%"	"C10"	2536	0.24
"2751"	2020	"SSP3-7.0 - recup70%"	"C30"	2704	0.256
"2751"	2020	"SSP3-7.0 - recup70%"	"C50"	940	0.089
"2751"	2020	"SSP3-7.0 - recup70%"	"C70"	1324	0.125
"2751"	2020	"SSP3-7.0 - recup70%"	"C90"	912	0.086
"2751"	2020	"SSP3-7.0 - recup70%"	"OLD"	2164	0.205
"2751"	2020	"SSP3-7.0 - reference"	"C10"	2536	0.24
"2751"	2020	"SSP3-7.0 - reference"	"C30"	2704	0.256
"2751"	2020	"SSP3-7.0 - reference"	"C50"	940	0.089
"2751"	2020	"SSP3-7.0 - reference"	"C70"	1324	0.125
"2751"	2020	"SSP3-7.0 - reference"	"C90"	912	0.086
"2751"	2020	"SSP3-7.0 - reference"	"OLD"	2164	0.205
"2751"	2020	"SSP3-7.0 - reserve"	"C10"	2536	0.24
"2751"	2020	"SSP3-7.0 - reserve"	"C30"	2704	0.256
"2751"	2020	"SSP3-7.0 - reserve"	"C50"	940	0.089
"2751"	2020	"SSP3-7.0 - reserve"	"C70"	1324	0.125
"2751"	2020	"SSP3-7.0 - reserve"	"C90"	912	0.086
"2751"	2020	"SSP3-7.0 - reserve"	"OLD"	2164	0.205
"2751"	2020	"SSP3-7.0 - sans coupe"	"C10"	2536	0.24
"2751"	2020	"SSP3-7.0 - sans coupe"	"C30"	2704	0.256
"2751"	2020	"SSP3-7.0 - sans coupe"	"C50"	940	0.089
"2751"	2020	"SSP3-7.0 - sans coupe"	"C70"	1324	0.125
"2751"	2020	"SSP3-7.0 - sans coupe"	"C90"	912	0.086
"2751"	2020	"SSP3-7.0 - sans coupe"	"OLD"	2164	0.205
"2751"	2020	"SSP3-7.0 - sans feu"	"C10"	2536	0.24
"2751"	2020	"SSP3-7.0 - sans feu"	"C30"	2704	0.256
"2751"	2020	"SSP3-7.0 - sans feu"	"C50"	940	0.089
"2751"	2020	"SSP3-7.0 - sans feu"	"C70"	1324	0.125
"2751"	2020	"SSP3-7.0 - sans feu"	"C90"	912	0.086
"2751"	2020	"SSP3-7.0 - sans feu"	"OLD"	2164	0.205
"2751"	2020	"SSP3-7.0 - sans pert"	"C10"	2536	0.24
"2751"	2020	"SSP3-7.0 - sans pert"	"C30"	2704	0.256
"2751"	2020	"SSP3-7.0 - sans pert"	"C50"	940	0.089
"2751"	2020	"SSP3-7.0 - sans pert"	"C70"	1324	0.125
"2751"	2020	"SSP3-7.0 - sans pert"	"C90"	912	0.086
"2751"	2020	"SSP3-7.0 - sans pert"	"OLD"	2164	0.205
"2751"	2020	"climat stable - reboisement"	"C10"	2536	0.24
"2751"	2020	"climat stable - reboisement"	"C30"	2704	0.256
"2751"	2020	"climat stable - reboisement"	"C50"	940	0.089
"2751"	2020	"climat stable - reboisement"	"C70"	1324	0.125
"2751"	2020	"climat stable - reboisement"	"C90"	912	0.086
"2751"	2020	"climat stable - reboisement"	"OLD"	2164	0.205
