"mgmt.unit"	"Année"	"scen"	"ssp"	"bonif"	"spp"	"area"	"Proportion"
"5151"	2095	"climat stable - reference"	"climat stable"	"reference"	"Feuillus intolérants"	95.2	0.164
"5151"	2095	"climat stable - reference"	"climat stable"	"reference"	"Plantations résineuses"	17.3333333333333	0.03
"5151"	2095	"climat stable - reserve"	"climat stable"	"reserve"	"Feuillus tolérants"	337.2	0.581
"5151"	2095	"climat stable - reserve"	"climat stable"	"reserve"	"Résineux"	144.4	0.249
"5151"	2095	"climat stable - reserve"	"climat stable"	"reserve"	"Feuillus intolérants"	94.8	0.163
"5151"	2095	"climat stable - reserve"	"climat stable"	"reserve"	"Plantations résineuses"	36	0.062
"5151"	2095	"climat stable - sans coupe"	"climat stable"	"sans coupe"	"Feuillus tolérants"	330.4	0.57
"5151"	2095	"climat stable - sans coupe"	"climat stable"	"sans coupe"	"Résineux"	151.6	0.261
"5151"	2095	"climat stable - sans coupe"	"climat stable"	"sans coupe"	"Feuillus intolérants"	98	0.169
"5151"	2095	"climat stable - sans feu"	"climat stable"	"sans feu"	"Feuillus tolérants"	326.4	0.563
"5151"	2095	"climat stable - sans feu"	"climat stable"	"sans feu"	"Résineux"	142.4	0.246
"5151"	2095	"climat stable - sans feu"	"climat stable"	"sans feu"	"Feuillus intolérants"	105.2	0.181
"5151"	2095	"climat stable - sans feu"	"climat stable"	"sans feu"	"Plantations résineuses"	12	0.021
"5151"	2095	"climat stable - sans pert"	"climat stable"	"sans pert"	"Feuillus tolérants"	335.2	0.578
"5151"	2095	"climat stable - sans pert"	"climat stable"	"sans pert"	"Résineux"	152.8	0.263
"5151"	2095	"climat stable - sans pert"	"climat stable"	"sans pert"	"Feuillus intolérants"	92	0.159
"5151"	2100	"SSP2-4.5 - reboisement"	"SSP2-4.5"	"reboisement"	"Feuillus tolérants"	340.4	0.587
"5151"	2100	"SSP2-4.5 - reboisement"	"SSP2-4.5"	"reboisement"	"Résineux"	103.2	0.178
"5151"	2100	"SSP2-4.5 - reboisement"	"SSP2-4.5"	"reboisement"	"Feuillus intolérants"	75.6	0.13
"5151"	2100	"SSP2-4.5 - reboisement"	"SSP2-4.5"	"reboisement"	"Plantations résineuses"	60.8	0.105
"5151"	2100	"SSP2-4.5 - recup70%"	"SSP2-4.5"	"recup70%"	"Feuillus tolérants"	342	0.59
"5151"	2100	"SSP2-4.5 - recup70%"	"SSP2-4.5"	"recup70%"	"Résineux"	154	0.266
"5151"	2100	"SSP2-4.5 - recup70%"	"SSP2-4.5"	"recup70%"	"Feuillus intolérants"	82.4	0.142
"5151"	2100	"SSP2-4.5 - recup70%"	"SSP2-4.5"	"recup70%"	"Plantations résineuses"	8	0.014
"5151"	2100	"SSP2-4.5 - reference"	"SSP2-4.5"	"reference"	"Feuillus tolérants"	348	0.6
"5151"	2100	"SSP2-4.5 - reference"	"SSP2-4.5"	"reference"	"Résineux"	148	0.255
"5151"	2100	"SSP2-4.5 - reference"	"SSP2-4.5"	"reference"	"Feuillus intolérants"	82	0.141
"5151"	2100	"SSP2-4.5 - reference"	"SSP2-4.5"	"reference"	"Plantations résineuses"	5	0.009
"5151"	2100	"SSP2-4.5 - reserve"	"SSP2-4.5"	"reserve"	"Feuillus tolérants"	345.2	0.595
"5151"	2100	"SSP2-4.5 - reserve"	"SSP2-4.5"	"reserve"	"Résineux"	147.2	0.254
"5151"	2100	"SSP2-4.5 - reserve"	"SSP2-4.5"	"reserve"	"Feuillus intolérants"	86.8	0.15
"5151"	2100	"SSP2-4.5 - reserve"	"SSP2-4.5"	"reserve"	"Plantations résineuses"	8	0.014
"5151"	2100	"SSP2-4.5 - sans coupe"	"SSP2-4.5"	"sans coupe"	"Feuillus tolérants"	349.6	0.603
"5151"	2100	"SSP2-4.5 - sans coupe"	"SSP2-4.5"	"sans coupe"	"Résineux"	151.6	0.261
"5151"	2100	"SSP2-4.5 - sans coupe"	"SSP2-4.5"	"sans coupe"	"Feuillus intolérants"	78.8	0.136
"5151"	2100	"SSP2-4.5 - sans feu"	"SSP2-4.5"	"sans feu"	"Feuillus tolérants"	340	0.586
"5151"	2100	"SSP2-4.5 - sans feu"	"SSP2-4.5"	"sans feu"	"Résineux"	152	0.262
"5151"	2100	"SSP2-4.5 - sans feu"	"SSP2-4.5"	"sans feu"	"Feuillus intolérants"	87.6	0.151
"5151"	2100	"SSP2-4.5 - sans feu"	"SSP2-4.5"	"sans feu"	"Plantations résineuses"	4	0.007
"5151"	2100	"SSP2-4.5 - sans pert"	"SSP2-4.5"	"sans pert"	"Feuillus tolérants"	354.8	0.612
"5151"	2100	"SSP2-4.5 - sans pert"	"SSP2-4.5"	"sans pert"	"Résineux"	151.2	0.261
"5151"	2100	"SSP2-4.5 - sans pert"	"SSP2-4.5"	"sans pert"	"Feuillus intolérants"	74	0.128
"5151"	2100	"SSP3-7.0 - reboisement"	"SSP3-7.0"	"reboisement"	"Feuillus tolérants"	324	0.559
"5151"	2100	"SSP3-7.0 - reboisement"	"SSP3-7.0"	"reboisement"	"Résineux"	120.8	0.208
"5151"	2100	"SSP3-7.0 - reboisement"	"SSP3-7.0"	"reboisement"	"Feuillus intolérants"	72	0.124
"5151"	2100	"SSP3-7.0 - reboisement"	"SSP3-7.0"	"reboisement"	"Plantations résineuses"	63.2	0.109
"5151"	2100	"SSP3-7.0 - recup70%"	"SSP3-7.0"	"recup70%"	"Feuillus tolérants"	335.2	0.578
"5151"	2100	"SSP3-7.0 - recup70%"	"SSP3-7.0"	"recup70%"	"Résineux"	155.6	0.268
"5151"	2100	"SSP3-7.0 - recup70%"	"SSP3-7.0"	"recup70%"	"Feuillus intolérants"	89.2	0.154
"5151"	2100	"SSP3-7.0 - reference"	"SSP3-7.0"	"reference"	"Feuillus tolérants"	323.6	0.558
"5151"	2100	"SSP3-7.0 - reference"	"SSP3-7.0"	"reference"	"Résineux"	168	0.29
"5151"	2100	"SSP3-7.0 - reference"	"SSP3-7.0"	"reference"	"Feuillus intolérants"	86.8	0.15
"5151"	2100	"SSP3-7.0 - reference"	"SSP3-7.0"	"reference"	"Plantations résineuses"	5.33333333333333	0.009
"5151"	2100	"SSP3-7.0 - reserve"	"SSP3-7.0"	"reserve"	"Feuillus tolérants"	335.6	0.579
"5151"	2100	"SSP3-7.0 - reserve"	"SSP3-7.0"	"reserve"	"Résineux"	152.4	0.263
"5151"	2100	"SSP3-7.0 - reserve"	"SSP3-7.0"	"reserve"	"Feuillus intolérants"	90.8	0.157
"5151"	2100	"SSP3-7.0 - reserve"	"SSP3-7.0"	"reserve"	"Plantations résineuses"	6	0.01
"5151"	2100	"SSP3-7.0 - sans coupe"	"SSP3-7.0"	"sans coupe"	"Feuillus tolérants"	338.8	0.584
"5151"	2100	"SSP3-7.0 - sans coupe"	"SSP3-7.0"	"sans coupe"	"Résineux"	160.8	0.277
"5151"	2100	"SSP3-7.0 - sans coupe"	"SSP3-7.0"	"sans coupe"	"Feuillus intolérants"	80.4	0.139
"5151"	2100	"SSP3-7.0 - sans feu"	"SSP3-7.0"	"sans feu"	"Feuillus tolérants"	326.8	0.563
"5151"	2100	"SSP3-7.0 - sans feu"	"SSP3-7.0"	"sans feu"	"Résineux"	158.4	0.273
"5151"	2100	"SSP3-7.0 - sans feu"	"SSP3-7.0"	"sans feu"	"Feuillus intolérants"	92.8	0.16
"5151"	2100	"SSP3-7.0 - sans feu"	"SSP3-7.0"	"sans feu"	"Plantations résineuses"	20	0.034
"5151"	2100	"SSP3-7.0 - sans pert"	"SSP3-7.0"	"sans pert"	"Feuillus tolérants"	328	0.566
"5151"	2100	"SSP3-7.0 - sans pert"	"SSP3-7.0"	"sans pert"	"Résineux"	164.8	0.284
"5151"	2100	"SSP3-7.0 - sans pert"	"SSP3-7.0"	"sans pert"	"Feuillus intolérants"	87.2	0.15
"5151"	2100	"climat stable - reboisement"	"climat stable"	"reboisement"	"Feuillus tolérants"	322.4	0.556
"5151"	2100	"climat stable - reboisement"	"climat stable"	"reboisement"	"Résineux"	103.6	0.179
"5151"	2100	"climat stable - reboisement"	"climat stable"	"reboisement"	"Feuillus intolérants"	83.6	0.144
"5151"	2100	"climat stable - reboisement"	"climat stable"	"reboisement"	"Plantations résineuses"	70.4	0.121
"5151"	2100	"climat stable - recup70%"	"climat stable"	"recup70%"	"Feuillus tolérants"	350.4	0.604
"5151"	2100	"climat stable - recup70%"	"climat stable"	"recup70%"	"Résineux"	130.4	0.225
"5151"	2100	"climat stable - recup70%"	"climat stable"	"recup70%"	"Feuillus intolérants"	97.2	0.168
"5151"	2100	"climat stable - recup70%"	"climat stable"	"recup70%"	"Plantations résineuses"	6.66666666666667	0.011
"5151"	2100	"climat stable - reference"	"climat stable"	"reference"	"Feuillus tolérants"	347.2	0.599
"5151"	2100	"climat stable - reference"	"climat stable"	"reference"	"Résineux"	130.8	0.226
"5151"	2100	"climat stable - reference"	"climat stable"	"reference"	"Feuillus intolérants"	96	0.166
"5151"	2100	"climat stable - reference"	"climat stable"	"reference"	"Plantations résineuses"	15	0.026
"5151"	2100	"climat stable - reserve"	"climat stable"	"reserve"	"Feuillus tolérants"	338.8	0.584
"5151"	2100	"climat stable - reserve"	"climat stable"	"reserve"	"Résineux"	142.4	0.246
"5151"	2100	"climat stable - reserve"	"climat stable"	"reserve"	"Feuillus intolérants"	95.2	0.164
"5151"	2100	"climat stable - reserve"	"climat stable"	"reserve"	"Plantations résineuses"	36	0.062
"5151"	2100	"climat stable - sans coupe"	"climat stable"	"sans coupe"	"Feuillus tolérants"	336	0.579
"5151"	2100	"climat stable - sans coupe"	"climat stable"	"sans coupe"	"Résineux"	147.2	0.254
"5151"	2100	"climat stable - sans coupe"	"climat stable"	"sans coupe"	"Feuillus intolérants"	96.8	0.167
"5151"	2100	"climat stable - sans feu"	"climat stable"	"sans feu"	"Feuillus tolérants"	329.6	0.568
"5151"	2100	"climat stable - sans feu"	"climat stable"	"sans feu"	"Résineux"	136.4	0.235
"5151"	2100	"climat stable - sans feu"	"climat stable"	"sans feu"	"Feuillus intolérants"	107.6	0.186
"5151"	2100	"climat stable - sans feu"	"climat stable"	"sans feu"	"Plantations résineuses"	12.8	0.022
"5151"	2100	"climat stable - sans pert"	"climat stable"	"sans pert"	"Feuillus tolérants"	339.6	0.586
"5151"	2100	"climat stable - sans pert"	"climat stable"	"sans pert"	"Résineux"	148.8	0.257
"5151"	2100	"climat stable - sans pert"	"climat stable"	"sans pert"	"Feuillus intolérants"	91.6	0.158
"6151"	2020	"SSP2-4.5 - reboisement"	"SSP2-4.5"	"reboisement"	"Feuillus tolérants"	576	0.791
"6151"	2020	"SSP2-4.5 - reboisement"	"SSP2-4.5"	"reboisement"	"Résineux"	112	0.154
"6151"	2020	"SSP2-4.5 - reboisement"	"SSP2-4.5"	"reboisement"	"Feuillus intolérants"	36	0.049
"6151"	2020	"SSP2-4.5 - reboisement"	"SSP2-4.5"	"reboisement"	"Plantations résineuses"	4	0.005
"6151"	2020	"SSP2-4.5 - recup70%"	"SSP2-4.5"	"recup70%"	"Feuillus tolérants"	576	0.791
"6151"	2020	"SSP2-4.5 - recup70%"	"SSP2-4.5"	"recup70%"	"Résineux"	112	0.154
"6151"	2020	"SSP2-4.5 - recup70%"	"SSP2-4.5"	"recup70%"	"Feuillus intolérants"	36	0.049
"6151"	2020	"SSP2-4.5 - recup70%"	"SSP2-4.5"	"recup70%"	"Plantations résineuses"	4	0.005
"6151"	2020	"SSP2-4.5 - reference"	"SSP2-4.5"	"reference"	"Feuillus tolérants"	576	0.791
"6151"	2020	"SSP2-4.5 - reference"	"SSP2-4.5"	"reference"	"Résineux"	112	0.154
"6151"	2020	"SSP2-4.5 - reference"	"SSP2-4.5"	"reference"	"Feuillus intolérants"	36	0.049
"6151"	2020	"SSP2-4.5 - reference"	"SSP2-4.5"	"reference"	"Plantations résineuses"	4	0.005
"6151"	2020	"SSP2-4.5 - reserve"	"SSP2-4.5"	"reserve"	"Feuillus tolérants"	576	0.791
"6151"	2020	"SSP2-4.5 - reserve"	"SSP2-4.5"	"reserve"	"Résineux"	112	0.154
"6151"	2020	"SSP2-4.5 - reserve"	"SSP2-4.5"	"reserve"	"Feuillus intolérants"	36	0.049
"6151"	2020	"SSP2-4.5 - reserve"	"SSP2-4.5"	"reserve"	"Plantations résineuses"	4	0.005
"6151"	2020	"SSP2-4.5 - sans coupe"	"SSP2-4.5"	"sans coupe"	"Feuillus tolérants"	576	0.791
"6151"	2020	"SSP2-4.5 - sans coupe"	"SSP2-4.5"	"sans coupe"	"Résineux"	112	0.154
"6151"	2020	"SSP2-4.5 - sans coupe"	"SSP2-4.5"	"sans coupe"	"Feuillus intolérants"	36	0.049
"6151"	2020	"SSP2-4.5 - sans coupe"	"SSP2-4.5"	"sans coupe"	"Plantations résineuses"	4	0.005
"6151"	2020	"SSP2-4.5 - sans feu"	"SSP2-4.5"	"sans feu"	"Feuillus tolérants"	576	0.791
"6151"	2020	"SSP2-4.5 - sans feu"	"SSP2-4.5"	"sans feu"	"Résineux"	112	0.154
"6151"	2020	"SSP2-4.5 - sans feu"	"SSP2-4.5"	"sans feu"	"Feuillus intolérants"	36	0.049
"6151"	2020	"SSP2-4.5 - sans feu"	"SSP2-4.5"	"sans feu"	"Plantations résineuses"	4	0.005
"6151"	2020	"SSP2-4.5 - sans pert"	"SSP2-4.5"	"sans pert"	"Feuillus tolérants"	576	0.791
"6151"	2020	"SSP2-4.5 - sans pert"	"SSP2-4.5"	"sans pert"	"Résineux"	112	0.154
"6151"	2020	"SSP2-4.5 - sans pert"	"SSP2-4.5"	"sans pert"	"Feuillus intolérants"	36	0.049
"6151"	2020	"SSP2-4.5 - sans pert"	"SSP2-4.5"	"sans pert"	"Plantations résineuses"	4	0.005
"6151"	2020	"SSP3-7.0 - reboisement"	"SSP3-7.0"	"reboisement"	"Feuillus tolérants"	576	0.791
"6151"	2020	"SSP3-7.0 - reboisement"	"SSP3-7.0"	"reboisement"	"Résineux"	112	0.154
"6151"	2020	"SSP3-7.0 - reboisement"	"SSP3-7.0"	"reboisement"	"Feuillus intolérants"	36	0.049
"6151"	2020	"SSP3-7.0 - reboisement"	"SSP3-7.0"	"reboisement"	"Plantations résineuses"	4	0.005
"6151"	2020	"SSP3-7.0 - recup70%"	"SSP3-7.0"	"recup70%"	"Feuillus tolérants"	576	0.791
"6151"	2020	"SSP3-7.0 - recup70%"	"SSP3-7.0"	"recup70%"	"Résineux"	112	0.154
"6151"	2020	"SSP3-7.0 - recup70%"	"SSP3-7.0"	"recup70%"	"Feuillus intolérants"	36	0.049
"6151"	2020	"SSP3-7.0 - recup70%"	"SSP3-7.0"	"recup70%"	"Plantations résineuses"	4	0.005
"6151"	2020	"SSP3-7.0 - reference"	"SSP3-7.0"	"reference"	"Feuillus tolérants"	576	0.791
"6151"	2020	"SSP3-7.0 - reference"	"SSP3-7.0"	"reference"	"Résineux"	112	0.154
"6151"	2020	"SSP3-7.0 - reference"	"SSP3-7.0"	"reference"	"Feuillus intolérants"	36	0.049
"6151"	2020	"SSP3-7.0 - reference"	"SSP3-7.0"	"reference"	"Plantations résineuses"	4	0.005
"6151"	2020	"SSP3-7.0 - reserve"	"SSP3-7.0"	"reserve"	"Feuillus tolérants"	576	0.791
"6151"	2020	"SSP3-7.0 - reserve"	"SSP3-7.0"	"reserve"	"Résineux"	112	0.154
"6151"	2020	"SSP3-7.0 - reserve"	"SSP3-7.0"	"reserve"	"Feuillus intolérants"	36	0.049
"6151"	2020	"SSP3-7.0 - reserve"	"SSP3-7.0"	"reserve"	"Plantations résineuses"	4	0.005
"6151"	2020	"SSP3-7.0 - sans coupe"	"SSP3-7.0"	"sans coupe"	"Feuillus tolérants"	576	0.791
"6151"	2020	"SSP3-7.0 - sans coupe"	"SSP3-7.0"	"sans coupe"	"Résineux"	112	0.154
"6151"	2020	"SSP3-7.0 - sans coupe"	"SSP3-7.0"	"sans coupe"	"Feuillus intolérants"	36	0.049
"6151"	2020	"SSP3-7.0 - sans coupe"	"SSP3-7.0"	"sans coupe"	"Plantations résineuses"	4	0.005
"6151"	2020	"SSP3-7.0 - sans feu"	"SSP3-7.0"	"sans feu"	"Feuillus tolérants"	576	0.791
"6151"	2020	"SSP3-7.0 - sans feu"	"SSP3-7.0"	"sans feu"	"Résineux"	112	0.154
"6151"	2020	"SSP3-7.0 - sans feu"	"SSP3-7.0"	"sans feu"	"Feuillus intolérants"	36	0.049
"6151"	2020	"SSP3-7.0 - sans feu"	"SSP3-7.0"	"sans feu"	"Plantations résineuses"	4	0.005
"6151"	2020	"SSP3-7.0 - sans pert"	"SSP3-7.0"	"sans pert"	"Feuillus tolérants"	576	0.791
"6151"	2020	"SSP3-7.0 - sans pert"	"SSP3-7.0"	"sans pert"	"Résineux"	112	0.154
"6151"	2020	"SSP3-7.0 - sans pert"	"SSP3-7.0"	"sans pert"	"Feuillus intolérants"	36	0.049
"6151"	2020	"SSP3-7.0 - sans pert"	"SSP3-7.0"	"sans pert"	"Plantations résineuses"	4	0.005
"6151"	2020	"climat stable - reboisement"	"climat stable"	"reboisement"	"Feuillus tolérants"	576	0.791
"6151"	2020	"climat stable - reboisement"	"climat stable"	"reboisement"	"Résineux"	112	0.154
"6151"	2020	"climat stable - reboisement"	"climat stable"	"reboisement"	"Feuillus intolérants"	36	0.049
"6151"	2020	"climat stable - reboisement"	"climat stable"	"reboisement"	"Plantations résineuses"	4	0.005
"6151"	2020	"climat stable - recup70%"	"climat stable"	"recup70%"	"Feuillus tolérants"	576	0.791
"6151"	2020	"climat stable - recup70%"	"climat stable"	"recup70%"	"Résineux"	112	0.154
"6151"	2020	"climat stable - recup70%"	"climat stable"	"recup70%"	"Feuillus intolérants"	36	0.049
"6151"	2020	"climat stable - recup70%"	"climat stable"	"recup70%"	"Plantations résineuses"	4	0.005
"6151"	2020	"climat stable - reference"	"climat stable"	"reference"	"Feuillus tolérants"	576	0.791
"6151"	2020	"climat stable - reference"	"climat stable"	"reference"	"Résineux"	112	0.154
"6151"	2020	"climat stable - reference"	"climat stable"	"reference"	"Feuillus intolérants"	36	0.049
"6151"	2020	"climat stable - reference"	"climat stable"	"reference"	"Plantations résineuses"	4	0.005
"6151"	2020	"climat stable - reserve"	"climat stable"	"reserve"	"Feuillus tolérants"	576	0.791
"6151"	2020	"climat stable - reserve"	"climat stable"	"reserve"	"Résineux"	112	0.154
"6151"	2020	"climat stable - reserve"	"climat stable"	"reserve"	"Feuillus intolérants"	36	0.049
"6151"	2020	"climat stable - reserve"	"climat stable"	"reserve"	"Plantations résineuses"	4	0.005
"6151"	2020	"climat stable - sans coupe"	"climat stable"	"sans coupe"	"Feuillus tolérants"	576	0.791
"6151"	2020	"climat stable - sans coupe"	"climat stable"	"sans coupe"	"Résineux"	112	0.154
"6151"	2020	"climat stable - sans coupe"	"climat stable"	"sans coupe"	"Feuillus intolérants"	36	0.049
"6151"	2020	"climat stable - sans coupe"	"climat stable"	"sans coupe"	"Plantations résineuses"	4	0.005
"6151"	2020	"climat stable - sans feu"	"climat stable"	"sans feu"	"Feuillus tolérants"	576	0.791
"6151"	2020	"climat stable - sans feu"	"climat stable"	"sans feu"	"Résineux"	112	0.154
"6151"	2020	"climat stable - sans feu"	"climat stable"	"sans feu"	"Feuillus intolérants"	36	0.049
"6151"	2020	"climat stable - sans feu"	"climat stable"	"sans feu"	"Plantations résineuses"	4	0.005
"6151"	2020	"climat stable - sans pert"	"climat stable"	"sans pert"	"Feuillus tolérants"	576	0.791
"6151"	2020	"climat stable - sans pert"	"climat stable"	"sans pert"	"Résineux"	112	0.154
"6151"	2020	"climat stable - sans pert"	"climat stable"	"sans pert"	"Feuillus intolérants"	36	0.049
"6151"	2020	"climat stable - sans pert"	"climat stable"	"sans pert"	"Plantations résineuses"	4	0.005
"6151"	2025	"SSP2-4.5 - reboisement"	"SSP2-4.5"	"reboisement"	"Feuillus tolérants"	576.8	0.792
"6151"	2025	"SSP2-4.5 - reboisement"	"SSP2-4.5"	"reboisement"	"Résineux"	106.4	0.146
"6151"	2025	"SSP2-4.5 - reboisement"	"SSP2-4.5"	"reboisement"	"Feuillus intolérants"	37.2	0.051
"6151"	2025	"SSP2-4.5 - reboisement"	"SSP2-4.5"	"reboisement"	"Plantations résineuses"	7.6	0.01
"6151"	2025	"SSP2-4.5 - recup70%"	"SSP2-4.5"	"recup70%"	"Feuillus tolérants"	574.8	0.79
"6151"	2025	"SSP2-4.5 - recup70%"	"SSP2-4.5"	"recup70%"	"Résineux"	109.2	0.15
"6151"	2025	"SSP2-4.5 - recup70%"	"SSP2-4.5"	"recup70%"	"Feuillus intolérants"	40	0.055
"6151"	2025	"SSP2-4.5 - recup70%"	"SSP2-4.5"	"recup70%"	"Plantations résineuses"	4	0.005
"6151"	2025	"SSP2-4.5 - reference"	"SSP2-4.5"	"reference"	"Feuillus tolérants"	571.2	0.785
"6151"	2025	"SSP2-4.5 - reference"	"SSP2-4.5"	"reference"	"Résineux"	112	0.154
"6151"	2025	"SSP2-4.5 - reference"	"SSP2-4.5"	"reference"	"Feuillus intolérants"	40.8	0.056
"6151"	2025	"SSP2-4.5 - reference"	"SSP2-4.5"	"reference"	"Plantations résineuses"	4	0.005
"6151"	2025	"SSP2-4.5 - reserve"	"SSP2-4.5"	"reserve"	"Feuillus tolérants"	574.4	0.789
"6151"	2025	"SSP2-4.5 - reserve"	"SSP2-4.5"	"reserve"	"Résineux"	110.4	0.152
"6151"	2025	"SSP2-4.5 - reserve"	"SSP2-4.5"	"reserve"	"Feuillus intolérants"	39.2	0.054
"6151"	2025	"SSP2-4.5 - reserve"	"SSP2-4.5"	"reserve"	"Plantations résineuses"	4	0.005
"6151"	2025	"SSP2-4.5 - sans coupe"	"SSP2-4.5"	"sans coupe"	"Feuillus tolérants"	574	0.788
"6151"	2025	"SSP2-4.5 - sans coupe"	"SSP2-4.5"	"sans coupe"	"Résineux"	110.4	0.152
"6151"	2025	"SSP2-4.5 - sans coupe"	"SSP2-4.5"	"sans coupe"	"Feuillus intolérants"	39.6	0.054
"6151"	2025	"SSP2-4.5 - sans coupe"	"SSP2-4.5"	"sans coupe"	"Plantations résineuses"	4	0.005
"6151"	2025	"SSP2-4.5 - sans feu"	"SSP2-4.5"	"sans feu"	"Feuillus tolérants"	574	0.788
"6151"	2025	"SSP2-4.5 - sans feu"	"SSP2-4.5"	"sans feu"	"Résineux"	110.4	0.152
"6151"	2025	"SSP2-4.5 - sans feu"	"SSP2-4.5"	"sans feu"	"Feuillus intolérants"	39.6	0.054
"6151"	2025	"SSP2-4.5 - sans feu"	"SSP2-4.5"	"sans feu"	"Plantations résineuses"	4	0.005
"6151"	2025	"SSP2-4.5 - sans pert"	"SSP2-4.5"	"sans pert"	"Feuillus tolérants"	570	0.783
"6151"	2025	"SSP2-4.5 - sans pert"	"SSP2-4.5"	"sans pert"	"Résineux"	111.6	0.153
"6151"	2025	"SSP2-4.5 - sans pert"	"SSP2-4.5"	"sans pert"	"Feuillus intolérants"	42.4	0.058
"6151"	2025	"SSP2-4.5 - sans pert"	"SSP2-4.5"	"sans pert"	"Plantations résineuses"	4	0.005
"6151"	2025	"SSP3-7.0 - reboisement"	"SSP3-7.0"	"reboisement"	"Feuillus tolérants"	574	0.788
"6151"	2025	"SSP3-7.0 - reboisement"	"SSP3-7.0"	"reboisement"	"Résineux"	107.6	0.148
"6151"	2025	"SSP3-7.0 - reboisement"	"SSP3-7.0"	"reboisement"	"Feuillus intolérants"	38.4	0.053
"6151"	2025	"SSP3-7.0 - reboisement"	"SSP3-7.0"	"reboisement"	"Plantations résineuses"	8	0.011
"6151"	2025	"SSP3-7.0 - recup70%"	"SSP3-7.0"	"recup70%"	"Feuillus tolérants"	574	0.788
"6151"	2025	"SSP3-7.0 - recup70%"	"SSP3-7.0"	"recup70%"	"Résineux"	110.4	0.152
"6151"	2025	"SSP3-7.0 - recup70%"	"SSP3-7.0"	"recup70%"	"Feuillus intolérants"	39.6	0.054
"6151"	2025	"SSP3-7.0 - recup70%"	"SSP3-7.0"	"recup70%"	"Plantations résineuses"	4	0.005
"6151"	2025	"SSP3-7.0 - reference"	"SSP3-7.0"	"reference"	"Feuillus tolérants"	574.4	0.789
"6151"	2025	"SSP3-7.0 - reference"	"SSP3-7.0"	"reference"	"Résineux"	110	0.151
"6151"	2025	"SSP3-7.0 - reference"	"SSP3-7.0"	"reference"	"Feuillus intolérants"	39.6	0.054
"6151"	2025	"SSP3-7.0 - reference"	"SSP3-7.0"	"reference"	"Plantations résineuses"	4	0.005
"6151"	2025	"SSP3-7.0 - reserve"	"SSP3-7.0"	"reserve"	"Feuillus tolérants"	572.4	0.786
"6151"	2025	"SSP3-7.0 - reserve"	"SSP3-7.0"	"reserve"	"Résineux"	110	0.151
"6151"	2025	"SSP3-7.0 - reserve"	"SSP3-7.0"	"reserve"	"Feuillus intolérants"	41.6	0.057
"6151"	2025	"SSP3-7.0 - reserve"	"SSP3-7.0"	"reserve"	"Plantations résineuses"	4	0.005
"6151"	2025	"SSP3-7.0 - sans coupe"	"SSP3-7.0"	"sans coupe"	"Feuillus tolérants"	574	0.788
"6151"	2025	"SSP3-7.0 - sans coupe"	"SSP3-7.0"	"sans coupe"	"Résineux"	110.8	0.152
"6151"	2025	"SSP3-7.0 - sans coupe"	"SSP3-7.0"	"sans coupe"	"Feuillus intolérants"	39.2	0.054
"6151"	2025	"SSP3-7.0 - sans coupe"	"SSP3-7.0"	"sans coupe"	"Plantations résineuses"	4	0.005
"6151"	2025	"SSP3-7.0 - sans feu"	"SSP3-7.0"	"sans feu"	"Feuillus tolérants"	572.4	0.786
"6151"	2025	"SSP3-7.0 - sans feu"	"SSP3-7.0"	"sans feu"	"Résineux"	110.4	0.152
"6151"	2025	"SSP3-7.0 - sans feu"	"SSP3-7.0"	"sans feu"	"Feuillus intolérants"	41.2	0.057
"6151"	2025	"SSP3-7.0 - sans feu"	"SSP3-7.0"	"sans feu"	"Plantations résineuses"	4	0.005
"6151"	2025	"SSP3-7.0 - sans pert"	"SSP3-7.0"	"sans pert"	"Feuillus tolérants"	573.2	0.787
"6151"	2025	"SSP3-7.0 - sans pert"	"SSP3-7.0"	"sans pert"	"Résineux"	111.6	0.153
"6151"	2025	"SSP3-7.0 - sans pert"	"SSP3-7.0"	"sans pert"	"Feuillus intolérants"	39.2	0.054
"6151"	2025	"SSP3-7.0 - sans pert"	"SSP3-7.0"	"sans pert"	"Plantations résineuses"	4	0.005
"6151"	2025	"climat stable - reboisement"	"climat stable"	"reboisement"	"Feuillus tolérants"	574	0.788
"6151"	2025	"climat stable - reboisement"	"climat stable"	"reboisement"	"Résineux"	107.6	0.148
"6151"	2025	"climat stable - reboisement"	"climat stable"	"reboisement"	"Feuillus intolérants"	38.4	0.053
"6151"	2025	"climat stable - reboisement"	"climat stable"	"reboisement"	"Plantations résineuses"	8	0.011
"6151"	2025	"climat stable - recup70%"	"climat stable"	"recup70%"	"Feuillus tolérants"	570	0.783
"6151"	2025	"climat stable - recup70%"	"climat stable"	"recup70%"	"Résineux"	108.8	0.149
"6151"	2025	"climat stable - recup70%"	"climat stable"	"recup70%"	"Feuillus intolérants"	45.2	0.062
"6151"	2025	"climat stable - recup70%"	"climat stable"	"recup70%"	"Plantations résineuses"	4	0.005
"6151"	2025	"climat stable - reference"	"climat stable"	"reference"	"Feuillus tolérants"	574	0.788
"6151"	2025	"climat stable - reference"	"climat stable"	"reference"	"Résineux"	109.6	0.151
"6151"	2025	"climat stable - reference"	"climat stable"	"reference"	"Feuillus intolérants"	40.4	0.055
"6151"	2025	"climat stable - reference"	"climat stable"	"reference"	"Plantations résineuses"	4	0.005
