"mgmt.unit"	"Année"	"scen"	"ssp"	"bonif"	"spp"	"area"	"Proportion"
"11262"	2025	"climat stable - reboisement"	"climat stable"	"reboisement"	"Résineux"	2796.8	0.65
"11262"	2025	"climat stable - reboisement"	"climat stable"	"reboisement"	"Feuillus intolérants"	778.4	0.181
"11262"	2025	"climat stable - reboisement"	"climat stable"	"reboisement"	"Plantations résineuses"	432	0.1
"11262"	2025	"climat stable - recup70%"	"climat stable"	"recup70%"	"Feuillus tolérants"	302	0.07
"11262"	2025	"climat stable - recup70%"	"climat stable"	"recup70%"	"Résineux"	2849.6	0.662
"11262"	2025	"climat stable - recup70%"	"climat stable"	"recup70%"	"Feuillus intolérants"	788.4	0.183
"11262"	2025	"climat stable - recup70%"	"climat stable"	"recup70%"	"Plantations résineuses"	364	0.085
"11262"	2025	"climat stable - reference"	"climat stable"	"reference"	"Feuillus tolérants"	297.2	0.069
"11262"	2025	"climat stable - reference"	"climat stable"	"reference"	"Résineux"	2841.6	0.66
"11262"	2025	"climat stable - reference"	"climat stable"	"reference"	"Feuillus intolérants"	801.2	0.186
"11262"	2025	"climat stable - reference"	"climat stable"	"reference"	"Plantations résineuses"	364	0.085
"11262"	2025	"climat stable - reserve"	"climat stable"	"reserve"	"Feuillus tolérants"	298	0.069
"11262"	2025	"climat stable - reserve"	"climat stable"	"reserve"	"Résineux"	2844	0.661
"11262"	2025	"climat stable - reserve"	"climat stable"	"reserve"	"Feuillus intolérants"	798	0.185
"11262"	2025	"climat stable - reserve"	"climat stable"	"reserve"	"Plantations résineuses"	364	0.085
"11262"	2025	"climat stable - sans coupe"	"climat stable"	"sans coupe"	"Feuillus tolérants"	290.4	0.067
"11262"	2025	"climat stable - sans coupe"	"climat stable"	"sans coupe"	"Résineux"	2901.2	0.674
"11262"	2025	"climat stable - sans coupe"	"climat stable"	"sans coupe"	"Feuillus intolérants"	772.4	0.179
"11262"	2025	"climat stable - sans coupe"	"climat stable"	"sans coupe"	"Plantations résineuses"	340	0.079
"11262"	2025	"climat stable - sans feu"	"climat stable"	"sans feu"	"Feuillus tolérants"	302.8	0.07
"11262"	2025	"climat stable - sans feu"	"climat stable"	"sans feu"	"Résineux"	2848.8	0.662
"11262"	2025	"climat stable - sans feu"	"climat stable"	"sans feu"	"Feuillus intolérants"	788.4	0.183
"11262"	2025	"climat stable - sans feu"	"climat stable"	"sans feu"	"Plantations résineuses"	364	0.085
"11262"	2025	"climat stable - sans pert"	"climat stable"	"sans pert"	"Feuillus tolérants"	290.8	0.068
"11262"	2025	"climat stable - sans pert"	"climat stable"	"sans pert"	"Résineux"	2893.6	0.672
"11262"	2025	"climat stable - sans pert"	"climat stable"	"sans pert"	"Feuillus intolérants"	779.6	0.181
"11262"	2025	"climat stable - sans pert"	"climat stable"	"sans pert"	"Plantations résineuses"	340	0.079
"11262"	2030	"SSP2-4.5 - reboisement"	"SSP2-4.5"	"reboisement"	"Feuillus tolérants"	322.8	0.075
"11262"	2030	"SSP2-4.5 - reboisement"	"SSP2-4.5"	"reboisement"	"Résineux"	2672.8	0.621
"11262"	2030	"SSP2-4.5 - reboisement"	"SSP2-4.5"	"reboisement"	"Feuillus intolérants"	786	0.183
"11262"	2030	"SSP2-4.5 - reboisement"	"SSP2-4.5"	"reboisement"	"Plantations résineuses"	522.4	0.121
"11262"	2030	"SSP2-4.5 - recup70%"	"SSP2-4.5"	"recup70%"	"Feuillus tolérants"	337.2	0.078
"11262"	2030	"SSP2-4.5 - recup70%"	"SSP2-4.5"	"recup70%"	"Résineux"	2758.4	0.641
"11262"	2030	"SSP2-4.5 - recup70%"	"SSP2-4.5"	"recup70%"	"Feuillus intolérants"	822.4	0.191
"11262"	2030	"SSP2-4.5 - recup70%"	"SSP2-4.5"	"recup70%"	"Plantations résineuses"	386	0.09
"11262"	2030	"SSP2-4.5 - reference"	"SSP2-4.5"	"reference"	"Feuillus tolérants"	342.8	0.08
"11262"	2030	"SSP2-4.5 - reference"	"SSP2-4.5"	"reference"	"Résineux"	2760	0.641
"11262"	2030	"SSP2-4.5 - reference"	"SSP2-4.5"	"reference"	"Feuillus intolérants"	815.2	0.189
"11262"	2030	"SSP2-4.5 - reference"	"SSP2-4.5"	"reference"	"Plantations résineuses"	386	0.09
"11262"	2030	"SSP2-4.5 - reserve"	"SSP2-4.5"	"reserve"	"Feuillus tolérants"	340.8	0.079
"11262"	2030	"SSP2-4.5 - reserve"	"SSP2-4.5"	"reserve"	"Résineux"	2759.2	0.641
"11262"	2030	"SSP2-4.5 - reserve"	"SSP2-4.5"	"reserve"	"Feuillus intolérants"	818.4	0.19
"11262"	2030	"SSP2-4.5 - reserve"	"SSP2-4.5"	"reserve"	"Plantations résineuses"	385.6	0.09
"11262"	2030	"SSP2-4.5 - sans coupe"	"SSP2-4.5"	"sans coupe"	"Feuillus tolérants"	316.4	0.074
"11262"	2030	"SSP2-4.5 - sans coupe"	"SSP2-4.5"	"sans coupe"	"Résineux"	2841.6	0.66
"11262"	2030	"SSP2-4.5 - sans coupe"	"SSP2-4.5"	"sans coupe"	"Feuillus intolérants"	810.8	0.188
"11262"	2030	"SSP2-4.5 - sans coupe"	"SSP2-4.5"	"sans coupe"	"Plantations résineuses"	335.2	0.078
"11262"	2030	"SSP2-4.5 - sans feu"	"SSP2-4.5"	"sans feu"	"Feuillus tolérants"	330.8	0.077
"11262"	2030	"SSP2-4.5 - sans feu"	"SSP2-4.5"	"sans feu"	"Résineux"	2771.2	0.644
"11262"	2030	"SSP2-4.5 - sans feu"	"SSP2-4.5"	"sans feu"	"Feuillus intolérants"	814.4	0.189
"11262"	2030	"SSP2-4.5 - sans feu"	"SSP2-4.5"	"sans feu"	"Plantations résineuses"	387.6	0.09
"11262"	2030	"SSP2-4.5 - sans pert"	"SSP2-4.5"	"sans pert"	"Feuillus tolérants"	307.6	0.071
"11262"	2030	"SSP2-4.5 - sans pert"	"SSP2-4.5"	"sans pert"	"Résineux"	2874.4	0.668
"11262"	2030	"SSP2-4.5 - sans pert"	"SSP2-4.5"	"sans pert"	"Feuillus intolérants"	782	0.182
"11262"	2030	"SSP2-4.5 - sans pert"	"SSP2-4.5"	"sans pert"	"Plantations résineuses"	340	0.079
"11262"	2030	"SSP3-7.0 - reboisement"	"SSP3-7.0"	"reboisement"	"Feuillus tolérants"	319.6	0.074
"11262"	2030	"SSP3-7.0 - reboisement"	"SSP3-7.0"	"reboisement"	"Résineux"	2672.8	0.621
"11262"	2030	"SSP3-7.0 - reboisement"	"SSP3-7.0"	"reboisement"	"Feuillus intolérants"	788	0.183
"11262"	2030	"SSP3-7.0 - reboisement"	"SSP3-7.0"	"reboisement"	"Plantations résineuses"	523.6	0.122
"11262"	2030	"SSP3-7.0 - recup70%"	"SSP3-7.0"	"recup70%"	"Feuillus tolérants"	338	0.079
"11262"	2030	"SSP3-7.0 - recup70%"	"SSP3-7.0"	"recup70%"	"Résineux"	2746.4	0.638
"11262"	2030	"SSP3-7.0 - recup70%"	"SSP3-7.0"	"recup70%"	"Feuillus intolérants"	835.6	0.194
"11262"	2030	"SSP3-7.0 - recup70%"	"SSP3-7.0"	"recup70%"	"Plantations résineuses"	384	0.089
"11262"	2030	"SSP3-7.0 - reference"	"SSP3-7.0"	"reference"	"Feuillus tolérants"	341.2	0.079
"11262"	2030	"SSP3-7.0 - reference"	"SSP3-7.0"	"reference"	"Résineux"	2734	0.635
"11262"	2030	"SSP3-7.0 - reference"	"SSP3-7.0"	"reference"	"Feuillus intolérants"	846.8	0.197
"11262"	2030	"SSP3-7.0 - reference"	"SSP3-7.0"	"reference"	"Plantations résineuses"	382	0.089
"11262"	2030	"SSP3-7.0 - reserve"	"SSP3-7.0"	"reserve"	"Feuillus tolérants"	346.8	0.081
"11262"	2030	"SSP3-7.0 - reserve"	"SSP3-7.0"	"reserve"	"Résineux"	2748	0.638
"11262"	2030	"SSP3-7.0 - reserve"	"SSP3-7.0"	"reserve"	"Feuillus intolérants"	822.4	0.191
"11262"	2030	"SSP3-7.0 - reserve"	"SSP3-7.0"	"reserve"	"Plantations résineuses"	386.8	0.09
"11262"	2030	"SSP3-7.0 - sans coupe"	"SSP3-7.0"	"sans coupe"	"Feuillus tolérants"	316.8	0.074
"11262"	2030	"SSP3-7.0 - sans coupe"	"SSP3-7.0"	"sans coupe"	"Résineux"	2844.8	0.661
"11262"	2030	"SSP3-7.0 - sans coupe"	"SSP3-7.0"	"sans coupe"	"Feuillus intolérants"	804.8	0.187
"11262"	2030	"SSP3-7.0 - sans coupe"	"SSP3-7.0"	"sans coupe"	"Plantations résineuses"	337.6	0.078
"11262"	2030	"SSP3-7.0 - sans feu"	"SSP3-7.0"	"sans feu"	"Feuillus tolérants"	334.8	0.078
"11262"	2030	"SSP3-7.0 - sans feu"	"SSP3-7.0"	"sans feu"	"Résineux"	2772.8	0.644
"11262"	2030	"SSP3-7.0 - sans feu"	"SSP3-7.0"	"sans feu"	"Feuillus intolérants"	808.8	0.188
"11262"	2030	"SSP3-7.0 - sans feu"	"SSP3-7.0"	"sans feu"	"Plantations résineuses"	387.6	0.09
"11262"	2030	"SSP3-7.0 - sans pert"	"SSP3-7.0"	"sans pert"	"Feuillus tolérants"	314.8	0.073
"11262"	2030	"SSP3-7.0 - sans pert"	"SSP3-7.0"	"sans pert"	"Résineux"	2864.4	0.666
"11262"	2030	"SSP3-7.0 - sans pert"	"SSP3-7.0"	"sans pert"	"Feuillus intolérants"	784.8	0.182
"11262"	2030	"SSP3-7.0 - sans pert"	"SSP3-7.0"	"sans pert"	"Plantations résineuses"	340	0.079
"11262"	2030	"climat stable - reboisement"	"climat stable"	"reboisement"	"Feuillus tolérants"	320.4	0.074
"11262"	2030	"climat stable - reboisement"	"climat stable"	"reboisement"	"Résineux"	2674.8	0.621
"11262"	2030	"climat stable - reboisement"	"climat stable"	"reboisement"	"Feuillus intolérants"	787.2	0.183
"11262"	2030	"climat stable - reboisement"	"climat stable"	"reboisement"	"Plantations résineuses"	521.6	0.121
"11262"	2030	"climat stable - recup70%"	"climat stable"	"recup70%"	"Feuillus tolérants"	333.2	0.077
"11262"	2030	"climat stable - recup70%"	"climat stable"	"recup70%"	"Résineux"	2761.6	0.642
"11262"	2030	"climat stable - recup70%"	"climat stable"	"recup70%"	"Feuillus intolérants"	824.4	0.192
"11262"	2030	"climat stable - recup70%"	"climat stable"	"recup70%"	"Plantations résineuses"	384.8	0.089
"11262"	2030	"climat stable - reference"	"climat stable"	"reference"	"Feuillus tolérants"	323.2	0.075
"11262"	2030	"climat stable - reference"	"climat stable"	"reference"	"Résineux"	2766.4	0.643
"11262"	2030	"climat stable - reference"	"climat stable"	"reference"	"Feuillus intolérants"	830.4	0.193
"11262"	2030	"climat stable - reference"	"climat stable"	"reference"	"Plantations résineuses"	384	0.089
"11262"	2030	"climat stable - reserve"	"climat stable"	"reserve"	"Feuillus tolérants"	332.8	0.077
"11262"	2030	"climat stable - reserve"	"climat stable"	"reserve"	"Résineux"	2735.6	0.636
"11262"	2030	"climat stable - reserve"	"climat stable"	"reserve"	"Feuillus intolérants"	857.2	0.199
"11262"	2030	"climat stable - reserve"	"climat stable"	"reserve"	"Plantations résineuses"	378.4	0.088
"11262"	2030	"climat stable - sans coupe"	"climat stable"	"sans coupe"	"Feuillus tolérants"	309.6	0.072
"11262"	2030	"climat stable - sans coupe"	"climat stable"	"sans coupe"	"Résineux"	2879.6	0.669
"11262"	2030	"climat stable - sans coupe"	"climat stable"	"sans coupe"	"Feuillus intolérants"	775.6	0.18
"11262"	2030	"climat stable - sans coupe"	"climat stable"	"sans coupe"	"Plantations résineuses"	339.2	0.079
"11262"	2030	"climat stable - sans feu"	"climat stable"	"sans feu"	"Feuillus tolérants"	335.2	0.078
"11262"	2030	"climat stable - sans feu"	"climat stable"	"sans feu"	"Résineux"	2783.2	0.647
"11262"	2030	"climat stable - sans feu"	"climat stable"	"sans feu"	"Feuillus intolérants"	797.6	0.185
"11262"	2030	"climat stable - sans feu"	"climat stable"	"sans feu"	"Plantations résineuses"	388	0.09
"11262"	2030	"climat stable - sans pert"	"climat stable"	"sans pert"	"Feuillus tolérants"	314.4	0.073
"11262"	2030	"climat stable - sans pert"	"climat stable"	"sans pert"	"Résineux"	2869.2	0.667
"11262"	2030	"climat stable - sans pert"	"climat stable"	"sans pert"	"Feuillus intolérants"	780.4	0.181
"11262"	2030	"climat stable - sans pert"	"climat stable"	"sans pert"	"Plantations résineuses"	340	0.079
"11262"	2035	"SSP2-4.5 - reboisement"	"SSP2-4.5"	"reboisement"	"Feuillus tolérants"	350.8	0.082
"11262"	2035	"SSP2-4.5 - reboisement"	"SSP2-4.5"	"reboisement"	"Résineux"	2554.4	0.593
"11262"	2035	"SSP2-4.5 - reboisement"	"SSP2-4.5"	"reboisement"	"Feuillus intolérants"	787.2	0.183
"11262"	2035	"SSP2-4.5 - reboisement"	"SSP2-4.5"	"reboisement"	"Plantations résineuses"	611.6	0.142
"11262"	2035	"SSP2-4.5 - recup70%"	"SSP2-4.5"	"recup70%"	"Feuillus tolérants"	378.8	0.088
"11262"	2035	"SSP2-4.5 - recup70%"	"SSP2-4.5"	"recup70%"	"Résineux"	2650	0.616
"11262"	2035	"SSP2-4.5 - recup70%"	"SSP2-4.5"	"recup70%"	"Feuillus intolérants"	872.4	0.203
"11262"	2035	"SSP2-4.5 - recup70%"	"SSP2-4.5"	"recup70%"	"Plantations résineuses"	402.8	0.094
"11262"	2035	"SSP2-4.5 - reference"	"SSP2-4.5"	"reference"	"Feuillus tolérants"	379.6	0.088
"11262"	2035	"SSP2-4.5 - reference"	"SSP2-4.5"	"reference"	"Résineux"	2672.4	0.621
"11262"	2035	"SSP2-4.5 - reference"	"SSP2-4.5"	"reference"	"Feuillus intolérants"	848	0.197
"11262"	2035	"SSP2-4.5 - reference"	"SSP2-4.5"	"reference"	"Plantations résineuses"	404	0.094
"11262"	2035	"SSP2-4.5 - reserve"	"SSP2-4.5"	"reserve"	"Feuillus tolérants"	385.6	0.09
"11262"	2035	"SSP2-4.5 - reserve"	"SSP2-4.5"	"reserve"	"Résineux"	2630	0.611
"11262"	2035	"SSP2-4.5 - reserve"	"SSP2-4.5"	"reserve"	"Feuillus intolérants"	894.4	0.208
"11262"	2035	"SSP2-4.5 - reserve"	"SSP2-4.5"	"reserve"	"Plantations résineuses"	394	0.092
"11262"	2035	"SSP2-4.5 - sans coupe"	"SSP2-4.5"	"sans coupe"	"Feuillus tolérants"	346.8	0.081
"11262"	2035	"SSP2-4.5 - sans coupe"	"SSP2-4.5"	"sans coupe"	"Résineux"	2789.6	0.648
"11262"	2035	"SSP2-4.5 - sans coupe"	"SSP2-4.5"	"sans coupe"	"Feuillus intolérants"	837.6	0.195
"11262"	2035	"SSP2-4.5 - sans coupe"	"SSP2-4.5"	"sans coupe"	"Plantations résineuses"	330	0.077
"11262"	2035	"SSP2-4.5 - sans feu"	"SSP2-4.5"	"sans feu"	"Feuillus tolérants"	356	0.083
"11262"	2035	"SSP2-4.5 - sans feu"	"SSP2-4.5"	"sans feu"	"Résineux"	2710.8	0.63
"11262"	2035	"SSP2-4.5 - sans feu"	"SSP2-4.5"	"sans feu"	"Feuillus intolérants"	828	0.192
"11262"	2035	"SSP2-4.5 - sans feu"	"SSP2-4.5"	"sans feu"	"Plantations résineuses"	409.2	0.095
"11262"	2035	"SSP2-4.5 - sans pert"	"SSP2-4.5"	"sans pert"	"Feuillus tolérants"	341.2	0.079
"11262"	2035	"SSP2-4.5 - sans pert"	"SSP2-4.5"	"sans pert"	"Résineux"	2851.2	0.662
"11262"	2035	"SSP2-4.5 - sans pert"	"SSP2-4.5"	"sans pert"	"Feuillus intolérants"	771.6	0.179
"11262"	2035	"SSP2-4.5 - sans pert"	"SSP2-4.5"	"sans pert"	"Plantations résineuses"	340	0.079
"11262"	2035	"SSP3-7.0 - reboisement"	"SSP3-7.0"	"reboisement"	"Feuillus tolérants"	358.4	0.083
"11262"	2035	"SSP3-7.0 - reboisement"	"SSP3-7.0"	"reboisement"	"Résineux"	2526	0.587
"11262"	2035	"SSP3-7.0 - reboisement"	"SSP3-7.0"	"reboisement"	"Feuillus intolérants"	810	0.188
"11262"	2035	"SSP3-7.0 - reboisement"	"SSP3-7.0"	"reboisement"	"Plantations résineuses"	609.6	0.142
"11262"	2035	"SSP3-7.0 - recup70%"	"SSP3-7.0"	"recup70%"	"Feuillus tolérants"	375.6	0.087
"11262"	2035	"SSP3-7.0 - recup70%"	"SSP3-7.0"	"recup70%"	"Résineux"	2653.2	0.616
"11262"	2035	"SSP3-7.0 - recup70%"	"SSP3-7.0"	"recup70%"	"Feuillus intolérants"	874.8	0.203
"11262"	2035	"SSP3-7.0 - recup70%"	"SSP3-7.0"	"recup70%"	"Plantations résineuses"	400.4	0.093
"11262"	2035	"SSP3-7.0 - reference"	"SSP3-7.0"	"reference"	"Feuillus tolérants"	380.8	0.088
"11262"	2035	"SSP3-7.0 - reference"	"SSP3-7.0"	"reference"	"Résineux"	2647.6	0.615
"11262"	2035	"SSP3-7.0 - reference"	"SSP3-7.0"	"reference"	"Feuillus intolérants"	872.8	0.203
"11262"	2035	"SSP3-7.0 - reference"	"SSP3-7.0"	"reference"	"Plantations résineuses"	402.8	0.094
"11262"	2035	"SSP3-7.0 - reserve"	"SSP3-7.0"	"reserve"	"Feuillus tolérants"	386	0.09
"11262"	2035	"SSP3-7.0 - reserve"	"SSP3-7.0"	"reserve"	"Résineux"	2653.6	0.617
"11262"	2035	"SSP3-7.0 - reserve"	"SSP3-7.0"	"reserve"	"Feuillus intolérants"	858.8	0.2
"11262"	2035	"SSP3-7.0 - reserve"	"SSP3-7.0"	"reserve"	"Plantations résineuses"	405.6	0.094
"11262"	2035	"SSP3-7.0 - sans coupe"	"SSP3-7.0"	"sans coupe"	"Feuillus tolérants"	350.4	0.081
"11262"	2035	"SSP3-7.0 - sans coupe"	"SSP3-7.0"	"sans coupe"	"Résineux"	2803.2	0.651
"11262"	2035	"SSP3-7.0 - sans coupe"	"SSP3-7.0"	"sans coupe"	"Feuillus intolérants"	815.6	0.189
"11262"	2035	"SSP3-7.0 - sans coupe"	"SSP3-7.0"	"sans coupe"	"Plantations résineuses"	334.8	0.078
"11262"	2035	"SSP3-7.0 - sans feu"	"SSP3-7.0"	"sans feu"	"Feuillus tolérants"	364.8	0.085
"11262"	2035	"SSP3-7.0 - sans feu"	"SSP3-7.0"	"sans feu"	"Résineux"	2716.4	0.631
"11262"	2035	"SSP3-7.0 - sans feu"	"SSP3-7.0"	"sans feu"	"Feuillus intolérants"	813.6	0.189
"11262"	2035	"SSP3-7.0 - sans feu"	"SSP3-7.0"	"sans feu"	"Plantations résineuses"	409.2	0.095
"11262"	2035	"SSP3-7.0 - sans pert"	"SSP3-7.0"	"sans pert"	"Feuillus tolérants"	343.6	0.08
"11262"	2035	"SSP3-7.0 - sans pert"	"SSP3-7.0"	"sans pert"	"Résineux"	2850.8	0.662
"11262"	2035	"SSP3-7.0 - sans pert"	"SSP3-7.0"	"sans pert"	"Feuillus intolérants"	769.6	0.179
"11262"	2035	"SSP3-7.0 - sans pert"	"SSP3-7.0"	"sans pert"	"Plantations résineuses"	340	0.079
"11262"	2035	"climat stable - reboisement"	"climat stable"	"reboisement"	"Feuillus tolérants"	350	0.081
"11262"	2035	"climat stable - reboisement"	"climat stable"	"reboisement"	"Résineux"	2544.4	0.591
"11262"	2035	"climat stable - reboisement"	"climat stable"	"reboisement"	"Feuillus intolérants"	802.8	0.187
"11262"	2035	"climat stable - reboisement"	"climat stable"	"reboisement"	"Plantations résineuses"	606.8	0.141
"11262"	2035	"climat stable - recup70%"	"climat stable"	"recup70%"	"Feuillus tolérants"	363.2	0.084
"11262"	2035	"climat stable - recup70%"	"climat stable"	"recup70%"	"Résineux"	2682	0.623
"11262"	2035	"climat stable - recup70%"	"climat stable"	"recup70%"	"Feuillus intolérants"	855.6	0.199
"11262"	2035	"climat stable - recup70%"	"climat stable"	"recup70%"	"Plantations résineuses"	403.2	0.094
"11262"	2035	"climat stable - reference"	"climat stable"	"reference"	"Feuillus tolérants"	359.2	0.083
"11262"	2035	"climat stable - reference"	"climat stable"	"reference"	"Résineux"	2692	0.625
"11262"	2035	"climat stable - reference"	"climat stable"	"reference"	"Feuillus intolérants"	847.6	0.197
"11262"	2035	"climat stable - reference"	"climat stable"	"reference"	"Plantations résineuses"	405.2	0.094
"11262"	2035	"climat stable - reserve"	"climat stable"	"reserve"	"Feuillus tolérants"	362	0.084
"11262"	2035	"climat stable - reserve"	"climat stable"	"reserve"	"Résineux"	2678	0.622
"11262"	2035	"climat stable - reserve"	"climat stable"	"reserve"	"Feuillus intolérants"	862.8	0.2
"11262"	2035	"climat stable - reserve"	"climat stable"	"reserve"	"Plantations résineuses"	401.2	0.093
"11262"	2035	"climat stable - sans coupe"	"climat stable"	"sans coupe"	"Feuillus tolérants"	340.8	0.079
"11262"	2035	"climat stable - sans coupe"	"climat stable"	"sans coupe"	"Résineux"	2861.2	0.665
"11262"	2035	"climat stable - sans coupe"	"climat stable"	"sans coupe"	"Feuillus intolérants"	764	0.178
"11262"	2035	"climat stable - sans coupe"	"climat stable"	"sans coupe"	"Plantations résineuses"	338	0.079
"11262"	2035	"climat stable - sans feu"	"climat stable"	"sans feu"	"Feuillus tolérants"	365.2	0.085
"11262"	2035	"climat stable - sans feu"	"climat stable"	"sans feu"	"Résineux"	2723.6	0.633
"11262"	2035	"climat stable - sans feu"	"climat stable"	"sans feu"	"Feuillus intolérants"	804.8	0.187
"11262"	2035	"climat stable - sans feu"	"climat stable"	"sans feu"	"Plantations résineuses"	410.4	0.095
"11262"	2035	"climat stable - sans pert"	"climat stable"	"sans pert"	"Feuillus tolérants"	348.4	0.081
"11262"	2035	"climat stable - sans pert"	"climat stable"	"sans pert"	"Résineux"	2854	0.663
"11262"	2035	"climat stable - sans pert"	"climat stable"	"sans pert"	"Feuillus intolérants"	761.6	0.177
"11262"	2035	"climat stable - sans pert"	"climat stable"	"sans pert"	"Plantations résineuses"	340	0.079
"11262"	2040	"SSP2-4.5 - reboisement"	"SSP2-4.5"	"reboisement"	"Feuillus tolérants"	393.6	0.091
"11262"	2040	"SSP2-4.5 - reboisement"	"SSP2-4.5"	"reboisement"	"Résineux"	2425.2	0.563
"11262"	2040	"SSP2-4.5 - reboisement"	"SSP2-4.5"	"reboisement"	"Feuillus intolérants"	787.2	0.183
"11262"	2040	"SSP2-4.5 - reboisement"	"SSP2-4.5"	"reboisement"	"Plantations résineuses"	698	0.162
"11262"	2040	"SSP2-4.5 - recup70%"	"SSP2-4.5"	"recup70%"	"Feuillus tolérants"	415.6	0.097
"11262"	2040	"SSP2-4.5 - recup70%"	"SSP2-4.5"	"recup70%"	"Résineux"	2559.2	0.595
"11262"	2040	"SSP2-4.5 - recup70%"	"SSP2-4.5"	"recup70%"	"Feuillus intolérants"	908.8	0.211
"11262"	2040	"SSP2-4.5 - recup70%"	"SSP2-4.5"	"recup70%"	"Plantations résineuses"	420.4	0.098
"11262"	2040	"SSP2-4.5 - reference"	"SSP2-4.5"	"reference"	"Feuillus tolérants"	420	0.098
"11262"	2040	"SSP2-4.5 - reference"	"SSP2-4.5"	"reference"	"Résineux"	2593.6	0.603
"11262"	2040	"SSP2-4.5 - reference"	"SSP2-4.5"	"reference"	"Feuillus intolérants"	872.4	0.203
"11262"	2040	"SSP2-4.5 - reference"	"SSP2-4.5"	"reference"	"Plantations résineuses"	418	0.097
"11262"	2040	"SSP2-4.5 - reserve"	"SSP2-4.5"	"reserve"	"Feuillus tolérants"	422.8	0.098
"11262"	2040	"SSP2-4.5 - reserve"	"SSP2-4.5"	"reserve"	"Résineux"	2546.4	0.592
"11262"	2040	"SSP2-4.5 - reserve"	"SSP2-4.5"	"reserve"	"Feuillus intolérants"	922.4	0.214
"11262"	2040	"SSP2-4.5 - reserve"	"SSP2-4.5"	"reserve"	"Plantations résineuses"	412.4	0.096
"11262"	2040	"SSP2-4.5 - sans coupe"	"SSP2-4.5"	"sans coupe"	"Feuillus tolérants"	378.4	0.088
"11262"	2040	"SSP2-4.5 - sans coupe"	"SSP2-4.5"	"sans coupe"	"Résineux"	2770	0.644
"11262"	2040	"SSP2-4.5 - sans coupe"	"SSP2-4.5"	"sans coupe"	"Feuillus intolérants"	826.4	0.192
"11262"	2040	"SSP2-4.5 - sans coupe"	"SSP2-4.5"	"sans coupe"	"Plantations résineuses"	329.2	0.076
"11262"	2040	"SSP2-4.5 - sans feu"	"SSP2-4.5"	"sans feu"	"Feuillus tolérants"	390	0.091
"11262"	2040	"SSP2-4.5 - sans feu"	"SSP2-4.5"	"sans feu"	"Résineux"	2638	0.613
"11262"	2040	"SSP2-4.5 - sans feu"	"SSP2-4.5"	"sans feu"	"Feuillus intolérants"	844.8	0.196
"11262"	2040	"SSP2-4.5 - sans feu"	"SSP2-4.5"	"sans feu"	"Plantations résineuses"	431.2	0.1
"11262"	2040	"SSP2-4.5 - sans pert"	"SSP2-4.5"	"sans pert"	"Feuillus tolérants"	386	0.09
"11262"	2040	"SSP2-4.5 - sans pert"	"SSP2-4.5"	"sans pert"	"Résineux"	2826.4	0.657
"11262"	2040	"SSP2-4.5 - sans pert"	"SSP2-4.5"	"sans pert"	"Feuillus intolérants"	751.6	0.175
"11262"	2040	"SSP2-4.5 - sans pert"	"SSP2-4.5"	"sans pert"	"Plantations résineuses"	340	0.079
"11262"	2040	"SSP3-7.0 - reboisement"	"SSP3-7.0"	"reboisement"	"Feuillus tolérants"	399.6	0.093
"11262"	2040	"SSP3-7.0 - reboisement"	"SSP3-7.0"	"reboisement"	"Résineux"	2395.2	0.557
"11262"	2040	"SSP3-7.0 - reboisement"	"SSP3-7.0"	"reboisement"	"Feuillus intolérants"	817.6	0.19
"11262"	2040	"SSP3-7.0 - reboisement"	"SSP3-7.0"	"reboisement"	"Plantations résineuses"	691.6	0.161
"11262"	2040	"SSP3-7.0 - recup70%"	"SSP3-7.0"	"recup70%"	"Feuillus tolérants"	417.2	0.097
"11262"	2040	"SSP3-7.0 - recup70%"	"SSP3-7.0"	"recup70%"	"Résineux"	2568	0.597
"11262"	2040	"SSP3-7.0 - recup70%"	"SSP3-7.0"	"recup70%"	"Feuillus intolérants"	898.8	0.209
"11262"	2040	"SSP3-7.0 - recup70%"	"SSP3-7.0"	"recup70%"	"Plantations résineuses"	420	0.098
"11262"	2040	"SSP3-7.0 - reference"	"SSP3-7.0"	"reference"	"Feuillus tolérants"	424.8	0.099
"11262"	2040	"SSP3-7.0 - reference"	"SSP3-7.0"	"reference"	"Résineux"	2572.8	0.598
"11262"	2040	"SSP3-7.0 - reference"	"SSP3-7.0"	"reference"	"Feuillus intolérants"	884	0.205
"11262"	2040	"SSP3-7.0 - reference"	"SSP3-7.0"	"reference"	"Plantations résineuses"	422.4	0.098
"11262"	2040	"SSP3-7.0 - reserve"	"SSP3-7.0"	"reserve"	"Feuillus tolérants"	424	0.099
"11262"	2040	"SSP3-7.0 - reserve"	"SSP3-7.0"	"reserve"	"Résineux"	2570.4	0.597
"11262"	2040	"SSP3-7.0 - reserve"	"SSP3-7.0"	"reserve"	"Feuillus intolérants"	886	0.206
"11262"	2040	"SSP3-7.0 - reserve"	"SSP3-7.0"	"reserve"	"Plantations résineuses"	423.6	0.098
"11262"	2040	"SSP3-7.0 - sans coupe"	"SSP3-7.0"	"sans coupe"	"Feuillus tolérants"	388	0.09
"11262"	2040	"SSP3-7.0 - sans coupe"	"SSP3-7.0"	"sans coupe"	"Résineux"	2767.6	0.643
"11262"	2040	"SSP3-7.0 - sans coupe"	"SSP3-7.0"	"sans coupe"	"Feuillus intolérants"	816.4	0.19
